%310
@RELATION PLPKN0000018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE RESPECT NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-PALIWA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
235,2565.81,2417.23,49895.10,2582.43,3827.84,3619.92,3653.13,50836.47,94429446.20,122546.20,43490.23,46.19,46.20
236,?,?,?,?,?,?,?,?,?,?,?,46.20,?
237,?,?,?,?,?,?,?,?,?,?,?,?,?
238,2561.87,2417.91,49818.48,2584.54,3821.96,3620.95,3694.30,50756.86,50162446.75,101746.75,23464.24,?,46.75
239,2506.92,2367.63,48833.58,2530.18,3739.99,3545.65,3597.10,49731.02,113391845.35,169145.35,52145.59,46.75,45.35
240,2491.80,2361.85,48537.65,2529.20,3717.43,3537.00,3616.56,49421.50,71614144.77,193144.77,32079.37,45.35,44.77
241,2496.28,2367.84,48676.45,2535.66,3724.11,3545.97,3633.37,49569.11,44438545.36,95645.36,20143.02,44.77,45.36
242,2515.12,2384.22,48871.98,2550.55,3752.23,3570.50,3627.05,49771.98,72427544.99,128844.99,32585.06,45.36,44.99
243,?,?,?,?,?,?,?,?,?,?,?,44.99,?
244,?,?,?,?,?,?,?,?,?,?,?,?,?
245,2529.85,2394.90,49187.22,2559.42,3774.19,3586.48,3589.78,50099.55,45242044.70,115244.70,20365.34,?,44.70
246,2505.09,2367.49,48968.87,2551.42,3751.23,3557.48,3562.73,49861.54,58135144.30,119944.30,25979.95,44.70,44.30
247,2447.70,2308.44,47919.09,2497.16,3665.29,3468.76,3499.00,48781.63,83086143.65,216343.65,36485.51,44.30,43.65
248,2335.64,2201.50,45830.66,2366.93,3497.48,3308.06,3330.71,46598.42,142228841.50,306941.50,59323.55,43.65,41.50
249,2376.81,2238.98,46717.04,2424.82,3559.13,3364.39,3349.10,47514.09,221622741.20,397941.20,92646.41,41.50,41.20
250,?,?,?,?,?,?,?,?,?,?,?,41.20,?
251,?,?,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,2290.86,47808.90,2485.12,3647.13,3442.34,3395.43,48651.54,153854541.93,217741.93,63841.81,?,41.93
253,2498.88,2357.25,48961.51,2564.76,3741.93,3542.10,3555.79,49839.90,166356343.90,291443.90,71807.50,41.93,43.90
254,2521.27,2380.01,49437.02,2593.59,3778.98,3579.75,3620.41,50312.63,94096644.00,221744.00,40933.46,43.90,44.00
255,2539.05,2399.23,49771.55,2597.06,3805.64,3608.66,3583.38,50644.38,110502043.90,152843.90,48443.24,44.00,43.90
256,2514.24,2375.44,49348.61,2569.37,3768.45,3572.88,3528.76,50196.31,104095543.10,145643.10,45143.65,43.90,43.10
257,?,?,?,?,?,?,?,?,?,?,?,43.10,?
258,?,?,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,2354.66,48917.85,2534.63,3726.60,3541.63,3502.71,49741.35,94274943.00,186043.00,40866.33,?,43.00
260,2503.51,2365.36,49434.46,2557.81,3772.16,3586.48,3532.44,50258.11,89181643.25,200743.25,38580.24,43.00,43.25
261,2502.71,2363.78,49413.33,2556.48,3770.95,3584.09,3530.66,50227.43,49109843.25,161443.25,21327.05,43.25,43.25
262,2552.89,2410.92,50300.53,2610.88,3846.56,3655.56,3606.30,51171.25,81800844.39,179344.39,36107.90,43.25,44.39
263,2558.08,2408.16,50308.19,2624.43,3854.39,3651.38,3620.72,51202.75,129796844.89,260444.89,57919.37,44.39,44.89
264,?,?,?,?,?,?,?,?,?,?,?,44.89,?
265,?,?,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,2388.66,49955.87,2620.53,3826.61,3621.82,3616.46,50869.00,47450145.01,164445.01,21366.08,?,45.01
267,2542.62,2393.06,49979.47,2612.43,3831.80,3628.48,3634.83,50887.67,52591545.55,140245.55,23826.08,45.01,45.55
268,2559.90,2407.12,50301.69,2624.16,3857.84,3649.80,3600.20,51221.45,55499345.05,92145.05,25102.99,45.55,45.05
269,2590.77,2435.83,50936.34,2641.40,3904.36,3693.34,3605.25,51846.54,39554245.01,92245.01,17883.64,45.05,45.01
270,2578.88,2422.46,50819.81,2634.42,3886.45,3673.05,3598.66,51704.53,43002745.00,95945.00,19359.36,45.01,45.00
271,?,?,?,?,?,?,?,?,?,?,?,45.00,?
272,?,?,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,2391.53,50301.85,2599.89,3839.44,3626.17,3571.03,51191.50,61154544.15,134344.15,27123.46,?,44.15
274,2580.08,2413.17,50782.48,2628.58,3888.26,3658.98,3622.99,51691.24,39198844.94,100344.94,17397.10,44.15,44.94
275,2578.50,2412.37,50803.40,2622.62,3885.87,3657.76,3566.65,51709.58,25628344.32,102644.32,11387.91,44.94,44.32
276,2585.32,2420.17,50982.03,2627.30,3896.16,3669.59,3574.04,51911.61,35113244.80,68944.80,15706.90,44.32,44.80
277,2559.40,2394.59,50601.24,2591.38,3857.08,3630.81,3477.31,51511.63,142782543.27,314043.27,61886.06,44.80,43.27
278,?,?,?,?,?,?,?,?,?,?,?,43.27,?
279,?,?,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,2380.18,50338.71,2578.81,3834.97,3608.96,3467.91,51239.47,64153643.85,130143.85,27934.21,?,43.85
281,2534.15,2373.23,50137.88,2564.69,3819.04,3598.41,3451.34,51021.26,37278843.60,76143.60,16270.46,43.85,43.60
282,2546.78,2384.30,50335.02,2565.09,3838.07,3615.20,3455.40,51215.99,81898443.85,96143.85,35753.16,43.60,43.85
283,2626.03,2468.70,51806.83,2650.07,3957.50,3743.18,3538.68,52744.48,149668544.34,309744.34,65943.53,43.85,44.34
284,2651.95,2489.64,52230.47,2661.10,3996.56,3774.93,3592.86,53193.87,87253745.40,176345.40,39315.41,44.34,45.40
285,?,?,?,?,?,?,?,?,?,?,?,45.40,?
286,?,?,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,2498.77,52520.91,2675.90,4013.06,3788.77,3562.26,53498.97,39279845.27,79045.27,17883.33,?,45.27
288,2660.99,2490.34,52590.73,2683.73,4010.19,3775.99,3536.38,53588.87,141568345.13,215545.13,65528.97,45.27,45.13
289,2679.62,2505.20,52861.41,2702.27,4038.26,3798.52,3569.97,53918.41,75999445.70,155545.70,34698.47,45.13,45.70
290,2650.84,2474.92,52573.59,2679.30,3994.89,3752.60,3523.81,53571.90,47794945.01,75845.01,21642.14,45.70,45.01
291,2645.30,2485.13,52587.24,2678.15,3986.54,3768.08,3502.38,53572.92,52845544.70,98144.70,23729.22,45.01,44.70
292,?,?,?,?,?,?,?,?,?,?,?,44.70,?
293,?,?,?,?,?,?,?,?,?,?,?,?,?
294,2716.84,2554.61,53853.55,2745.49,4094.35,3873.43,3582.49,54903.39,90692146.00,143546.00,41617.23,?,46.00
295,2711.02,2544.45,53781.81,2758.85,4085.59,3858.04,3581.69,54818.06,58597146.20,126646.20,27152.80,46.00,46.20
296,2690.21,2523.32,53389.74,2750.28,4054.22,3825.99,3557.67,54433.41,71246945.80,153845.80,32653.77,46.20,45.80
297,2718.20,2551.43,53994.46,2782.11,4096.41,3868.61,3569.92,55063.75,41977646.11,79746.11,19308.70,45.80,46.11
298,2701.30,2537.62,53887.13,2761.93,4070.93,3847.68,3504.68,55023.42,78156344.87,190244.87,35371.33,46.11,44.87
299,?,?,?,?,?,?,?,?,?,?,?,44.87,?
300,?,?,?,?,?,?,?,?,?,?,?,?,?
301,2714.03,2557.77,54180.04,2780.66,4090.12,3878.23,3534.47,55362.19,40892245.20,117745.20,18413.51,?,45.20
302,2729.38,2574.60,54536.95,2786.77,4113.25,3903.74,3588.30,55688.45,84274745.80,144345.80,38540.14,45.20,45.80
303,2706.26,2553.51,54095.32,2758.82,4078.41,3871.77,3554.78,55240.01,85972545.22,135845.22,39118.75,45.80,45.22
304,2676.12,2528.97,53607.86,2721.32,4032.99,3834.56,3453.93,54734.18,120721243.50,292043.50,53102.94,45.22,43.50
305,?,?,?,?,?,?,?,?,?,?,?,43.50,?
306,?,?,?,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?,?,?,?
308,2695.89,2548.15,53989.37,2737.86,4062.79,3863.63,3508.35,55121.60,634763,1747,27779.75,?,44.00
309,2669.72,2521.41,53504.47,2720.82,4023.35,3823.09,3523.75,54600.05,672310,2330,29806.38,44.00,44.30
310,2693.97,2546.67,53924.01,2744.41,4059.89,3861.40,3526.46,55035.36,1585674,2092,69965.98,44.30,44.35
340,2274.83041930165,2188.8059760505303,45857.110734846676,2323.629763133006,3384.910015005461,3256.6436393116282,3569.941569538811,47106.0108522239,?,?,?,?,?,? 
370,2265.0072733966595,2186.385367626361,46189.882480874876,2315.374201792225,3385.417572068476,3242.0371694635364,3547.3199424427057,47398.32393415799,?,?,?,?,?,? 
400,2255.1841274916687,2183.964759202192,46522.654226903076,2307.1186404514447,3385.9251291314913,3227.4306996154446,3524.6983153466003,47690.63701609208,?,?,?,?,?,? 
490,2225.714689776696,2176.7029339296846,47520.969464987684,2282.205621253367,3387.4478003205377,3183.611290071169,3456.833434058284,48567.57626189435,?,?,?,?,?,? 
670,2166.775814346752,2162.1792833846703,49517.5999411569,2233.173889921581,3390.493142698631,3095.9724709826187,3321.103671481651,50321.45475349891,?,?,?,?,?,? 
