%310
@RELATION PLINTFR00023
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,05.22,05.22,0.00,?,5.22
3,783.15,48222.72,48505.50,2832.46,42435.24,55.24,21.93,5.22,5.24
4,781.69,47888.16,48143.94,2814.73,1675.02,15.02,0.84,5.24,5.02
5,?,?,?,?,?,?,?,5.02,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,05.02,05.02,0.00,?,5.02
8,780.70,47379.63,47624.67,2790.64,9265.20,35.20,4.63,5.02,5.20
9,784.82,47407.28,47668.58,2784.62,18145.23,45.23,9.11,5.20,5.23
10,788.85,47546.91,47798.66,2800.96,05.23,05.23,0.00,5.23,5.23
11,795.36,47440.80,47690.97,2815.88,05.23,05.23,0.00,5.23,5.23
12,?,?,?,?,?,?,?,5.23,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,05.23,05.23,0.00,?,5.23
15,794.59,47086.54,47346.41,2817.16,05.23,05.23,0.00,5.23,5.23
16,796.34,47521.39,47794.60,2825.40,6205.15,25.15,3.12,5.23,5.15
17,803.56,47661.37,47936.81,2848.09,05.15,05.15,0.00,5.15,5.15
18,807.72,47813.69,48104.67,2864.72,05.15,05.15,0.00,5.15,5.15
19,?,?,?,?,?,?,?,5.15,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,15005.00,15.00,7.50,?,5.00
22,808.23,47872.80,48127.89,2892.80,705.17,35.17,0.35,5.00,5.17
23,808.40,47733.24,47999.21,2890.57,453315.36,265.36,238.27,5.17,5.36
24,811.80,47942.04,48203.43,2898.85,261075.45,165.45,141.45,5.36,5.45
25,812.99,47613.95,47851.99,2897.93,331325.60,255.60,184.11,5.45,5.60
26,?,?,?,?,?,?,?,5.60,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,1005.70,15.70,0.57,?,5.70
29,815.93,47328.40,47565.10,2878.58,1005.64,15.64,0.56,5.70,5.64
30,815.59,46917.19,47113.08,2876.68,05.64,05.64,0.00,5.64,5.64
31,817.14,46840.15,47011.43,2880.57,18305.40,55.40,9.95,5.64,5.40
32,818.68,46945.58,47121.08,2883.81,2005.50,15.50,1.10,5.40,5.50
33,?,?,?,?,?,?,?,5.50,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,05.50,05.50,0.00,?,5.50
36,816.68,46674.78,46862.43,2843.49,05.50,05.50,0.00,5.50,5.50
37,813.75,46149.14,46341.54,2811.05,05.50,05.50,0.00,5.50,5.50
38,811.13,46329.66,46512.72,2815.91,2505.35,15.35,1.34,5.50,5.35
39,813.77,46741.54,46931.40,2825.70,05.35,05.35,0.00,5.35,5.35
40,?,?,?,?,?,?,?,5.35,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,16005.10,15.10,8.16,?,5.10
43,817.32,46399.26,46564.61,2821.25,625.08,15.08,0.31,5.10,5.08
44,817.35,46406.74,46569.81,2825.02,6805.00,15.00,3.40,5.08,5.00
45,818.81,46211.54,46360.51,2825.15,05.00,05.00,0.00,5.00,5.00
46,826.73,46370.13,46523.63,2838.22,05.00,05.00,0.00,5.00,5.00
47,?,?,?,?,?,?,?,5.00,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,05.00,05.00,0.00,?,5.00
50,832.30,46490.89,46652.19,2843.90,05.00,05.00,0.00,5.00,5.00
51,830.62,46051.76,46198.42,2831.71,2845.17,25.17,1.38,5.00,5.17
52,823.32,45879.90,46050.52,2801.83,05.17,05.17,0.00,5.17,5.17
53,826.66,45948.12,46124.82,2817.57,105.25,15.25,0.05,5.17,5.25
54,?,?,?,?,?,?,?,5.25,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,1075.24,25.24,0.52,?,5.24
57,828.81,45868.35,46065.85,2831.16,05.24,05.24,0.00,5.24,5.24
58,836.69,46241.92,46459.99,2855.69,105.48,15.48,0.05,5.24,5.48
59,844.08,46280.36,46510.83,2865.27,7484.93,34.93,3.69,5.48,4.93
60,842.02,46341.14,46622.90,2859.05,10774.83,54.83,4.99,4.93,4.83
61,?,?,?,?,?,?,?,4.83,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,3004.90,14.90,1.47,?,4.90
64,845.88,46676.09,47001.38,2868.06,04.90,04.90,0.00,4.90,4.90
65,849.88,46762.65,47090.49,2872.90,1524.90,34.90,0.74,4.90,4.90
66,855.99,46745.26,47060.66,2873.49,04.90,04.90,0.00,4.90,4.90
67,861.67,47074.39,47436.21,2906.74,04.90,04.90,0.00,4.90,4.90
68,?,?,?,?,?,?,?,4.90,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,2004.52,24.52,0.90,?,4.52
71,866.79,47010.40,47340.43,2911.38,4004.70,14.70,1.88,4.52,4.70
72,872.90,46888.37,47235.72,2901.67,04.70,04.70,0.00,4.70,4.70
73,871.52,47223.68,47606.16,2912.13,32504.70,24.70,15.28,4.70,4.70
74,873.21,47125.93,47522.10,2909.77,11894.76,34.76,5.66,4.70,4.76
