%310
@RELATION PLIDMSA00044
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,7451850.20,790.20,150.05,?,0.20
3,10554.18,48222.72,48505.50,2832.46,4469250.20,740.20,89.63,0.20,0.20
4,10519.33,47888.16,48143.94,2814.73,16187400.20,1040.20,324.98,0.20,0.20
5,?,?,?,?,?,?,?,0.20,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,59013850.19,2500.19,1145.63,?,0.19
8,10500.71,47379.63,47624.67,2790.64,979550.20,240.20,18.96,0.19,0.20
9,10503.06,47407.28,47668.58,2784.62,2023520.20,240.20,39.44,0.20,0.20
10,10496.80,47546.91,47798.66,2800.96,3112530.20,420.20,60.84,0.20,0.20
11,10595.04,47440.80,47690.97,2815.88,8448060.20,540.20,168.23,0.20,0.20
12,?,?,?,?,?,?,?,0.20,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,23551080.20,1060.20,470.13,?,0.20
15,10638.06,47086.54,47346.41,2817.16,3947460.20,280.20,76.00,0.20,0.20
16,10673.05,47521.39,47794.60,2825.40,7780130.20,400.20,151.76,0.20,0.20
17,10767.29,47661.37,47936.81,2848.09,5331370.20,470.20,103.02,0.20,0.20
18,10903.93,47813.69,48104.67,2864.72,6287570.19,420.19,120.53,0.20,0.19
19,?,?,?,?,?,?,?,0.19,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,50968820.19,2220.19,1020.85,?,0.19
22,11073.63,47872.80,48127.89,2892.80,23928060.20,1130.20,478.33,0.19,0.20
23,11071.80,47733.24,47999.21,2890.57,6251570.19,690.19,124.94,0.20,0.19
24,11108.21,47942.04,48203.43,2898.85,5677080.20,370.20,113.63,0.19,0.20
25,11174.05,47613.95,47851.99,2897.93,11969150.20,680.20,239.47,0.20,0.20
26,?,?,?,?,?,?,?,0.20,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,4644030.20,520.20,92.09,?,0.20
29,11165.66,47328.40,47565.10,2878.58,2625600.20,350.20,52.39,0.20,0.20
30,11183.61,46917.19,47113.08,2876.68,2504530.19,310.19,48.87,0.20,0.19
31,11245.80,46840.15,47011.43,2880.57,103554630.17,5820.17,1863.40,0.19,0.17
32,11241.00,46945.58,47121.08,2883.81,138610450.16,6520.16,2228.98,0.17,0.16
33,?,?,?,?,?,?,?,0.16,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,34183390.16,1840.16,547.11,?,0.16
36,11060.84,46674.78,46862.43,2843.49,8552020.15,710.15,134.69,0.16,0.15
37,10953.57,46149.14,46341.54,2811.05,26498560.16,1500.16,401.54,0.15,0.16
38,10950.03,46329.66,46512.72,2815.91,7933440.16,550.16,123.75,0.16,0.16
39,10986.53,46741.54,46931.40,2825.70,3277550.16,440.16,51.52,0.16,0.16
40,?,?,?,?,?,?,?,0.16,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,19823140.15,1890.15,298.93,?,0.15
43,10981.98,46399.26,46564.61,2821.25,39941370.14,2410.14,560.37,0.15,0.14
44,11022.58,46406.74,46569.81,2825.02,38503560.14,1740.14,539.74,0.14,0.14
45,11017.48,46211.54,46360.51,2825.15,20749920.14,1020.14,291.04,0.14,0.14
46,11071.18,46370.13,46523.63,2838.22,9592350.15,750.15,134.55,0.14,0.15
47,?,?,?,?,?,?,?,0.15,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,25580260.14,1530.14,366.45,?,0.14
50,11119.72,46490.89,46652.19,2843.90,102146110.16,4740.16,1637.10,0.14,0.16
51,11014.53,46051.76,46198.42,2831.71,24482820.15,1470.15,372.46,0.16,0.15
52,10948.88,45879.90,46050.52,2801.83,9975340.15,590.15,150.69,0.15,0.15
53,10985.79,45948.12,46124.82,2817.57,23874440.16,1220.16,378.21,0.15,0.16
54,?,?,?,?,?,?,?,0.16,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,100757130.17,2900.17,1718.50,?,0.17
57,10972.28,45868.35,46065.85,2831.16,38274260.16,1640.16,611.53,0.17,0.16
58,11039.20,46241.92,46459.99,2855.69,23953090.16,670.16,382.92,0.16,0.16
59,11052.03,46280.36,46510.83,2865.27,4118620.16,410.16,64.64,0.16,0.16
60,11010.83,46341.14,46622.90,2859.05,8923770.16,650.16,136.15,0.16,0.16
61,?,?,?,?,?,?,?,0.16,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,27069720.15,1340.15,408.62,?,0.15
64,10997.33,46676.09,47001.38,2868.06,11523070.16,690.16,180.06,0.15,0.16
65,11042.47,46762.65,47090.49,2872.90,37514600.16,1820.16,600.30,0.16,0.16
66,11042.08,46745.26,47060.66,2873.49,7930150.16,670.16,126.86,0.16,0.16
67,11119.06,47074.39,47436.21,2906.74,16799000.17,890.17,268.86,0.16,0.17
68,?,?,?,?,?,?,?,0.17,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,3972690.17,330.17,65.15,?,0.17
71,11150.86,47010.40,47340.43,2911.38,29287190.16,1310.16,468.66,0.17,0.16
72,11194.08,46888.37,47235.72,2901.67,16733430.16,590.16,267.27,0.16,0.16
73,11231.22,47223.68,47606.16,2912.13,7838790.16,490.16,125.38,0.16,0.16
74,11228.39,47125.93,47522.10,2909.77,11973340.16,430.16,191.11,0.16,0.16
75,?,?,?,?,?,?,?,0.16,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,991000.15,190.15,15.20,?,0.15
78,11135.62,46029.35,46473.62,2868.24,1704800.15,200.15,26.09,0.15,0.15
79,11168.63,46068.24,46511.62,2874.75,27831740.15,1570.15,417.18,0.15,0.15
80,11069.03,45580.47,46017.88,2833.61,13591260.14,620.14,196.85,0.15,0.14
81,10908.77,45066.18,45473.08,2800.67,24712430.14,930.14,346.98,0.14,0.14
82,?,?,?,?,?,?,?,0.14,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,5322410.15,290.15,77.44,?,0.15
85,10815.43,44724.88,45119.16,2774.13,17280070.13,1090.13,237.25,0.15,0.13
86,10867.86,45247.90,45644.09,2785.46,28102050.13,1350.13,368.36,0.13,0.13
87,10938.55,45147.57,45528.85,2797.31,3105500.13,230.13,41.39,0.13,0.13
88,?,?,?,?,?,?,?,0.13,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,21630270.13,730.13,281.21,?,0.13
93,10809.87,44604.61,44940.36,2769.02,5187650.14,310.14,69.49,0.13,0.14
94,10817.23,44623.89,44980.62,2766.19,6522810.14,580.14,86.27,0.14,0.14
95,10803.99,44597.66,44960.02,2760.91,3868940.13,390.13,50.30,0.14,0.13
96,?,?,?,?,?,?,?,0.13,?
97,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,44963.96,2764.28,3693630.14,190.14,48.32,?,0.14
99,10820.89,44725.03,45096.35,2767.26,9621600.13,470.13,125.35,0.14,0.13
