%310
@RELATION WIG-DEWEL
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,8900.04,1438.45
3,13391.36,3100.57,3100.57,3.1005,3.1005,9635.78,1422.15
4,13435.21,3101.66,3101.66,3.1700,3.1700,11045.10,1424.57
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,8578.82,1408.87
8,13328.85,3091.81,3091.81,3.1457,3.1457,20469.00,1416.22
9,13390.51,3105.81,3105.81,3.1516,3.1516,9731.07,1418.24
10,13471.22,3121.76,3121.76,3.1121,3.1121,4941.98,1427.00
11,13488.43,3125.64,3125.64,3.0890,3.0890,4332.93,1431.50
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,10317.72,1429.59
15,13534.89,3110.78,3110.78,3.0750,3.0750,11501.25,1424.03
16,13511.23,3117.54,3117.54,3.1097,3.1097,28830.40,1459.06
17,13596.02,3136.00,3136.00,3.0853,3.0853,9766.26,1480.62
18,13649.70,3134.71,3134.71,3.0925,3.0925,16350.53,1463.04
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,15907.38,1473.28
22,13712.21,3143.18,3143.18,3.1341,3.1341,9049.98,1474.10
23,13779.33,3153.67,3153.67,3.1195,3.1195,8305.88,1466.26
24,13825.33,3130.38,3130.38,3.1503,3.1503,5405.62,1462.14
25,13895.98,3149.71,3149.71,3.1186,3.1186,25777.07,1453.75
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,15519.17,1428.40
29,13954.42,3153.66,3153.66,3.1229,3.1229,32844.73,1414.71
30,13910.42,3142.31,3142.31,3.0938,3.0938,9765.45,1409.63
31,13860.58,3142.13,3142.13,3.0874,3.0874,6369.10,1412.77
32,14009.79,3179.10,3179.10,3.0744,3.0744,8704.05,1424.75
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,17343.55,1376.74
36,13979.30,3171.58,3171.58,3.0831,3.0831,5020.55,1376.05
37,13986.52,3168.48,3168.48,3.0868,3.0868,6591.98,1368.56
38,13944.05,3165.13,3165.13,3.0886,3.0886,4848.63,1379.50
39,13992.97,3193.87,3193.87,3.1056,3.1056,7084.72,1389.85
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,2346.57,1393.28
43,14018.70,3186.49,3186.49,3.1159,3.1159,6527.10,1383.89
44,13982.91,3196.88,3196.88,3.1012,3.1012,5955.51,1354.82
45,13973.39,3198.66,3198.66,3.1209,3.1209,10847.24,1313.43
46,13981.76,3192.03,3192.03,3.1398,3.1398,12876.73,1349.87
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,6942.05,1365.73
50,14035.67,3213.59,3213.59,3.1360,3.1360,7850.06,1352.40
51,13927.54,3164.41,3164.41,3.1002,3.1002,8545.65,1342.16
