%310
@RELATION PLBSCDO00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,48107.89,48389.84,2835.52,13617.39,317.39,2.36,?,17.39
3,48222.72,48505.50,2832.46,38017.10,1017.10,6.61,17.39,17.10
4,47888.16,48143.94,2814.73,517.08,117.08,0.09,17.10,17.08
5,?,?,?,?,?,?,17.08,?
6,?,?,?,?,?,?,?,?
7,47589.33,47820.24,2793.31,2517.20,217.20,0.43,?,17.20
8,47379.63,47624.67,2790.64,353317.06,517.06,61.42,17.20,17.06
9,47407.28,47668.58,2784.62,53417.24,617.24,9.19,17.06,17.24
10,47546.91,47798.66,2800.96,92617.46,1217.46,16.12,17.24,17.46
11,47440.80,47690.97,2815.88,184718.98,718.98,32.47,17.46,18.98
12,?,?,?,?,?,?,18.98,?
13,?,?,?,?,?,?,?,?
14,47470.12,47724.95,2820.74,93417.90,917.90,16.91,?,17.90
15,47086.54,47346.41,2817.16,1017.90,117.90,0.18,17.90,17.90
16,47521.39,47794.60,2825.40,8318.30,218.30,1.52,17.90,18.30
17,47661.37,47936.81,2848.09,318.20,118.20,0.05,18.30,18.20
18,47813.69,48104.67,2864.72,24818.71,418.71,4.53,18.20,18.71
19,?,?,?,?,?,?,18.71,?
20,?,?,?,?,?,?,?,?
21,47936.61,48184.37,2890.14,518.20,118.20,0.09,?,18.20
22,47872.80,48127.89,2892.80,4319.00,519.00,0.80,18.20,19.00
23,47733.24,47999.21,2890.57,218.95,118.95,0.04,19.00,18.95
24,47942.04,48203.43,2898.85,1018.85,118.85,0.19,18.95,18.85
25,47613.95,47851.99,2897.93,33018.85,518.85,6.22,18.85,18.85
26,?,?,?,?,?,?,18.85,?
27,?,?,?,?,?,?,?,?
28,47324.06,47553.14,2886.17,118.85,118.85,0.02,?,18.85
29,47328.40,47565.10,2878.58,19518.95,518.95,3.62,18.85,18.95
30,46917.19,47113.08,2876.68,2218.95,218.95,0.42,18.95,18.95
31,46840.15,47011.43,2880.57,112019.00,1219.00,20.82,18.95,19.00
32,46945.58,47121.08,2883.81,119.00,119.00,0.02,19.00,19.00
33,?,?,?,?,?,?,19.00,?
34,?,?,?,?,?,?,?,?
35,46556.55,46735.25,2856.17,3519.00,119.00,0.67,?,19.00
36,46674.78,46862.43,2843.49,97118.85,1018.85,17.21,19.00,18.85
37,46149.14,46341.54,2811.05,3318.85,218.85,0.62,18.85,18.85
38,46329.66,46512.72,2815.91,11518.85,318.85,2.16,18.85,18.85
39,46741.54,46931.40,2825.70,118.85,118.85,0.02,18.85,18.85
40,?,?,?,?,?,?,18.85,?
41,?,?,?,?,?,?,?,?
42,46786.74,46988.04,2826.84,118.85,118.85,0.02,?,18.85
43,46399.26,46564.61,2821.25,318.85,118.85,0.06,18.85,18.85
44,46406.74,46569.81,2825.02,318.70,118.70,0.06,18.85,18.70
45,46211.54,46360.51,2825.15,19718.70,218.70,3.68,18.70,18.70
46,46370.13,46523.63,2838.22,118.90,118.90,0.02,18.70,18.90
47,?,?,?,?,?,?,18.90,?
48,?,?,?,?,?,?,?,?
49,46508.27,46665.39,2848.48,129418.90,1018.90,23.47,?,18.90
50,46490.89,46652.19,2843.90,290420.00,1120.00,54.53,18.90,20.00
51,46051.76,46198.42,2831.71,356720.00,1220.00,71.08,20.00,20.00
52,45879.90,46050.52,2801.83,5620.00,420.00,1.12,20.00,20.00
53,45948.12,46124.82,2817.57,3764418.81,618.81,715.41,20.00,18.81
54,?,?,?,?,?,?,18.81,?
55,?,?,?,?,?,?,?,?
56,46286.28,46487.05,2840.57,519.50,119.50,0.10,?,19.50
