%310
@RELATION PLSTPRK00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,734821.20,3021.20,155.24,?,21.20
3,783.15,48222.72,48505.50,97920.80,1520.80,20.40,21.20,20.80
4,781.69,47888.16,48143.94,491721.15,2721.15,102.01,20.80,21.15
5,?,?,?,?,?,?,21.15,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,224720.80,1520.80,47.28,?,20.80
8,780.70,47379.63,47624.67,242921.20,2721.20,51.25,20.80,21.20
9,784.82,47407.28,47668.58,145221.10,1021.10,30.47,21.20,21.10
10,788.85,47546.91,47798.66,1100521.96,9321.96,238.99,21.10,21.96
11,795.36,47440.80,47690.97,1501423.98,14723.98,348.21,21.96,23.98
12,?,?,?,?,?,?,23.98,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,1561025.69,14925.69,400.86,?,25.69
15,794.59,47086.54,47346.41,1936925.50,15125.50,495.07,25.69,25.50
16,796.34,47521.39,47794.60,600424.91,8124.91,150.10,25.50,24.91
17,803.56,47661.37,47936.81,1795425.50,4825.50,458.20,24.91,25.50
18,807.72,47813.69,48104.67,1503125.20,6025.20,384.05,25.50,25.20
19,?,?,?,?,?,?,25.20,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,504725.00,5625.00,127.36,?,25.00
22,808.23,47872.80,48127.89,770524.49,7624.49,186.96,25.00,24.49
23,808.40,47733.24,47999.21,1819423.80,3323.80,436.85,24.49,23.80
24,811.80,47942.04,48203.43,6297625.20,13225.20,1530.98,23.80,25.20
25,812.99,47613.95,47851.99,1290725.52,12225.52,334.46,25.20,25.52
26,?,?,?,?,?,?,25.52,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,405325.70,3925.70,103.85,?,25.70
29,815.93,47328.40,47565.10,1214124.89,8624.89,296.53,25.70,24.89
30,815.59,46917.19,47113.08,387025.00,4225.00,95.91,24.89,25.00
31,817.14,46840.15,47011.43,77624.67,2024.67,19.10,25.00,24.67
32,818.68,46945.58,47121.08,208524.50,2824.50,51.12,24.67,24.50
33,?,?,?,?,?,?,24.50,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,564523.70,4623.70,136.11,?,23.70
36,816.68,46674.78,46862.43,1958422.72,12422.72,447.08,23.70,22.72
37,813.75,46149.14,46341.54,240123.08,2123.08,54.79,22.72,23.08
38,811.13,46329.66,46512.72,292823.00,3123.00,67.11,23.08,23.00
39,813.77,46741.54,46931.40,1519024.60,6424.60,364.84,23.00,24.60
40,?,?,?,?,?,?,24.60,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,787625.01,6325.01,199.82,?,25.01
43,817.32,46399.26,46564.61,629725.01,3325.01,160.06,25.01,25.01
44,817.35,46406.74,46569.81,3824326.39,17526.39,1004.01,25.01,26.39
45,818.81,46211.54,46360.51,3118226.05,10526.05,819.09,26.39,26.05
46,826.73,46370.13,46523.63,3730526.62,13726.62,973.32,26.05,26.62
47,?,?,?,?,?,?,26.62,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,910726.82,6926.82,244.15,?,26.82
50,832.30,46490.89,46652.19,2156728.39,13128.39,593.00,26.82,28.39
51,830.62,46051.76,46198.42,1019528.00,10428.00,289.72,28.39,28.00
52,823.32,45879.90,46050.52,750528.94,7228.94,207.47,28.00,28.94
53,826.66,45948.12,46124.82,1272029.69,11229.69,380.70,28.94,29.69
54,?,?,?,?,?,?,29.69,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,433729.90,6629.90,130.78,?,29.90
57,828.81,45868.35,46065.85,333929.20,4529.20,97.61,29.90,29.20
58,836.69,46241.92,46459.99,2075430.60,14630.60,634.50,29.20,30.60
59,844.08,46280.36,46510.83,921429.90,9929.90,280.39,30.60,29.90
60,842.02,46341.14,46622.90,377829.50,5829.50,111.08,29.90,29.50
61,?,?,?,?,?,?,29.50,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,367630.00,3530.00,107.97,?,30.00
64,845.88,46676.09,47001.38,641429.89,2629.89,194.68,30.00,29.89
65,849.88,46762.65,47090.49,228629.60,2829.60,67.83,29.89,29.60
66,855.99,46745.26,47060.66,344029.79,2829.79,101.62,29.60,29.79
67,861.67,47074.39,47436.21,153829.86,3029.86,45.82,29.79,29.86
68,?,?,?,?,?,?,29.86,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,301428.99,4128.99,86.92,?,28.99
71,866.79,47010.40,47340.43,372728.16,4228.16,105.50,28.99,28.16
72,872.90,46888.37,47235.72,248327.50,4627.50,68.56,28.16,27.50
