%310
@RELATION PLTFONE00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
82,?,?,?,?,?,?,2.48,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,648432.61,1062.61,168.03,?,2.61
85,830.80,44724.88,45119.16,216002.58,432.58,56.03,2.61,2.58
86,835.51,45247.90,45644.09,118332.51,262.51,29.28,2.58,2.51
87,839.42,45147.57,45528.85,321292.49,452.49,79.53,2.51,2.49
88,?,?,?,?,?,?,2.49,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,498072.33,632.33,115.05,?,2.33
93,828.79,44604.61,44940.36,96192.28,282.28,22.00,2.33,2.28
94,824.35,44623.89,44980.62,334912.22,602.22,73.72,2.28,2.22
95,819.73,44597.66,44960.02,117472.21,222.21,25.56,2.22,2.21
96,?,?,?,?,?,?,2.21,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,201262.36,502.36,45.94,?,2.36
99,815.74,44725.03,45096.35,59592.36,202.36,13.91,2.36,2.36
100,820.16,45091.63,45495.34,117862.33,252.33,26.96,2.36,2.33
101,824.04,45688.48,46131.66,290282.43,512.43,69.28,2.33,2.43
102,819.29,45525.92,45960.10,267892.47,412.47,65.31,2.43,2.47
103,?,?,?,?,?,?,2.47,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,67282.33,102.33,15.54,?,2.33
106,?,?,?,?,?,?,2.33,?
107,796.68,43916.24,44404.81,53692.28,102.28,12.05,?,2.28
108,787.39,43364.70,43850.06,52842.22,142.22,11.85,2.28,2.22
109,783.37,43447.75,43993.98,23882.29,112.29,5.43,2.22,2.29
110,?,?,?,?,?,?,2.29,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,44832.37,82.37,10.55,?,2.37
113,769.16,43159.57,43707.88,73712.52,302.52,18.13,2.37,2.52
114,769.82,43356.73,43908.95,25122.48,102.48,6.25,2.52,2.48
115,774.88,43482.18,44027.03,25882.44,162.44,6.18,2.48,2.44
116,777.86,43665.21,44226.06,11402.40,42.40,2.69,2.44,2.40
117,?,?,?,?,?,?,2.40,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,10572.44,62.44,2.55,?,2.44
120,784.81,44162.18,44653.34,6442.44,22.44,1.57,2.44,2.44
121,?,?,?,?,?,?,2.44,?
122,787.45,43991.51,44466.89,167442.37,282.37,38.50,?,2.37
123,?,?,?,?,?,?,2.37,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,134672.33,92.33,30.95,?,2.33
127,793.09,44742.22,45244.29,104512.44,142.44,24.72,2.33,2.44
128,798.10,45117.94,45647.76,96922.51,152.51,24.13,2.44,2.51
129,800.71,44943.16,45475.08,14112.50,62.50,3.45,2.51,2.50
130,800.42,44895.35,45408.06,16662.50,82.50,4.04,2.50,2.50
131,?,?,?,?,?,?,2.50,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,14902.37,82.37,3.60,?,2.37
134,804.49,45771.11,46336.62,138742.33,382.33,32.43,2.37,2.33
135,802.28,46102.42,46676.61,1939792.80,2382.80,556.44,2.33,2.80
136,806.45,45992.03,46581.16,277072.65,672.65,76.11,2.80,2.65
137,810.69,46078.68,46646.58,188172.65,462.65,50.60,2.65,2.65
138,?,?,?,?,?,?,2.65,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,342752.90,642.90,95.43,?,2.90
141,819.76,45851.80,46439.10,491822.87,712.87,144.04,2.90,2.87
142,818.82,45933.66,46529.96,907733.17,1413.17,280.52,2.87,3.17
143,814.69,45687.76,46311.26,305203.10,743.10,93.67,3.17,3.10
144,820.11,46145.44,46783.61,752273.37,1563.37,239.10,3.10,3.37
145,?,?,?,?,?,?,3.37,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,401773.23,1093.23,133.50,?,3.23
148,838.40,47579.87,48258.02,157863.23,473.23,50.85,3.23,3.23
149,842.72,47476.64,48138.07,151613.23,253.23,48.67,3.23,3.23
150,?,?,?,?,?,?,3.23,?
151,841.72,47806.34,48503.87,8823.20,123.20,2.82,?,3.20
152,?,?,?,?,?,?,3.20,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,273893.05,543.05,84.10,?,3.05
155,854.67,47620.68,48323.88,536523.00,683.00,161.11,3.05,3.00
156,859.35,47805.94,48513.29,243943.11,533.11,74.81,3.00,3.11
157,864.95,47573.66,48259.19,216443.19,513.19,67.72,3.11,3.19
158,866.67,48209.65,48918.37,216703.26,573.26,69.00,3.19,3.26
159,?,?,?,?,?,?,3.26,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,213963.15,423.15,67.45,?,3.15
162,870.60,48324.52,49050.96,35143.07,173.07,10.98,3.15,3.07
163,878.91,48383.93,49098.70,86043.09,353.09,26.33,3.07,3.09
164,877.48,48152.82,48890.47,240713.05,643.05,72.38,3.09,3.05
165,880.65,48273.42,49057.66,168093.08,393.08,52.03,3.05,3.08
166,?,?,?,?,?,?,3.08,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,101693.15,373.15,31.56,?,3.15
169,886.71,48119.72,48891.04,138493.12,203.12,42.50,3.15,3.12
170,885.25,47743.10,48509.84,122103.09,203.09,37.31,3.12,3.09
171,864.38,45870.00,46587.68,144592.98,382.98,42.94,3.09,2.98
172,855.18,44732.92,45456.77,122952.85,272.85,35.19,2.98,2.85
173,?,?,?,?,?,?,2.85,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,59542.83,132.83,16.91,?,2.83
176,863.23,44966.09,45672.10,131332.96,272.96,38.02,2.83,2.96
177,858.05,44893.99,45601.51,23832.92,62.92,6.79,2.96,2.92
178,847.97,43667.37,44326.49,72162.88,152.88,20.64,2.92,2.88
179,848.08,44747.79,45442.51,107712.77,262.77,29.55,2.88,2.77
180,?,?,?,?,?,?,2.77,?
181,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,105802.84,232.84,29.34,?,2.84
183,853.37,45533.94,46254.71,10742.85,72.85,2.99,2.84,2.85
184,850.45,45184.98,45899.36,61972.84,122.84,17.64,2.85,2.84
185,855.94,45613.75,46344.42,520692.84,562.84,149.45,2.84,2.84
186,851.88,45110.89,45805.34,41322.87,152.87,11.69,2.84,2.87
187,?,?,?,?,?,?,2.87,?
188,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,29902.80,82.80,8.42,?,2.80
190,842.60,44342.23,44969.23,96922.74,262.74,26.02,2.80,2.74
191,844.03,45068.55,45727.71,610362.83,1102.83,171.67,2.74,2.83
192,845.84,45712.72,46390.36,153862.94,352.94,43.83,2.83,2.94
193,849.99,46150.78,46839.89,52502.95,152.95,15.51,2.94,2.95
194,?,?,?,?,?,?,2.95,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,166432.97,512.97,49.32,?,2.97
197,847.84,46155.10,46860.35,39212.94,122.94,11.69,2.97,2.94
198,845.85,46287.08,47003.76,64582.90,202.90,18.60,2.94,2.90
199,845.70,46221.23,46919.83,65482.81,232.81,18.44,2.90,2.81
200,848.06,46399.74,47120.88,182602.84,322.84,50.64,2.81,2.84
201,?,?,?,?,?,?,2.84,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,23512.80,72.80,6.48,?,2.80
204,852.44,46714.43,47454.90,81112.75,102.75,22.85,2.80,2.75
205,858.02,46835.98,47575.74,16362.82,92.82,4.49,2.75,2.82
206,858.31,46713.02,47446.69,102132.70,282.70,27.85,2.82,2.70
207,858.83,46258.91,46981.22,20062.78,52.78,5.54,2.70,2.78
208,?,?,?,?,?,?,2.78,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,375342.84,202.84,104.70,?,2.84
211,870.15,46663.41,47398.08,100042.85,192.85,28.54,2.84,2.85
212,878.25,46925.65,47676.43,95962.85,172.85,27.19,2.85,2.85
213,881.30,47370.81,48147.76,83622.86,162.86,23.23,2.85,2.86
214,884.10,48325.33,49133.14,109082.85,252.85,30.60,2.86,2.85
215,?,?,?,?,?,?,2.85,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,184773.04,623.04,54.46,?,3.04
218,891.86,47942.81,48742.34,233383.00,593.00,71.80,3.04,3.00
219,898.91,48306.55,49124.78,45053.04,123.04,13.48,3.00,3.04
220,903.85,48862.88,49700.18,18783.02,93.02,5.53,3.04,3.02
221,909.96,49125.36,49994.77,181003.18,313.18,55.56,3.02,3.18
222,?,?,?,?,?,?,3.18,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,167673.12,323.12,51.18,?,3.12
225,922.16,49747.66,50646.05,167613.04,393.04,50.27,3.12,3.04
226,928.58,50223.95,51152.95,506733.30,893.30,162.03,3.04,3.30
227,?,?,?,?,?,?,3.30,?
228,928.83,49976.48,50906.11,140923.18,403.18,45.44,?,3.18
229,?,?,?,?,?,?,3.18,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,125193.26,313.26,39.89,?,3.26
232,914.58,49162.16,50077.30,85293.23,263.23,27.08,3.26,3.23
233,920.30,49128.05,50032.45,255663.24,483.24,82.25,3.23,3.24
234,931.73,49846.48,50780.47,73853.25,213.25,23.96,3.24,3.25
235,930.27,49895.10,50836.47,1034963.40,1733.40,353.11,3.25,3.40
236,?,?,?,?,?,?,3.40,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,810503.67,1403.67,289.98,?,3.67
239,921.40,48833.58,49731.02,2454082.99,3882.99,805.83,3.67,2.99
240,919.00,48537.65,49421.50,612222.93,1182.93,175.41,2.99,2.93
241,924.88,48676.45,49569.11,566422.91,992.91,164.07,2.93,2.91
242,925.91,48871.98,49771.98,594362.66,932.66,165.70,2.91,2.66
243,?,?,?,?,?,?,2.66,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,433082.84,732.84,119.42,?,2.84
246,926.93,48968.87,49861.54,209982.94,602.94,60.93,2.84,2.94
247,918.91,47919.09,48781.63,322822.80,302.80,91.69,2.94,2.80
248,890.19,45830.66,46598.42,263922.81,642.81,69.68,2.80,2.81
249,902.70,46717.04,47514.09,195542.76,362.76,54.03,2.81,2.76
250,?,?,?,?,?,?,2.76,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,284692.84,272.84,80.48,?,2.84
253,931.39,48961.51,49839.90,96522.82,182.82,27.37,2.84,2.82
254,934.25,49437.02,50312.63,443482.84,622.84,121.76,2.82,2.84
255,943.52,49771.55,50644.38,54862.88,152.88,15.76,2.84,2.88
256,948.06,49348.61,50196.31,47442.85,162.85,13.64,2.88,2.85
257,?,?,?,?,?,?,2.85,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,176322.72,352.72,48.59,?,2.72
260,960.97,49434.46,50258.11,200222.64,442.64,53.34,2.72,2.64
261,957.28,49413.33,50227.43,100432.79,232.79,27.08,2.64,2.79
262,963.32,50300.53,51171.25,184582.82,322.82,51.40,2.79,2.82
263,962.49,50308.19,51202.75,33962.79,112.79,9.45,2.82,2.79
264,?,?,?,?,?,?,2.79,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,35152.77,62.77,9.74,?,2.77
267,957.44,49979.47,50887.67,1282.76,32.76,0.35,2.77,2.76
268,961.02,50301.69,51221.45,68492.80,172.80,19.00,2.76,2.80
269,969.92,50936.34,51846.54,330132.93,522.93,96.54,2.80,2.93
270,977.10,50819.81,51704.53,357493.11,583.11,108.74,2.93,3.11
271,?,?,?,?,?,?,3.11,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,128623.07,193.07,38.86,?,3.07
274,984.17,50782.48,51691.24,355522.97,492.97,106.33,3.07,2.97
275,987.01,50803.40,51709.58,301533.05,213.05,91.41,2.97,3.05
276,988.62,50982.03,51911.61,378583.07,393.07,116.89,3.05,3.07
277,992.25,50601.24,51511.63,113653.11,143.11,34.92,3.07,3.11
278,?,?,?,?,?,?,3.11,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,56723.11,143.11,17.48,?,3.11
281,993.38,50137.88,51021.26,110243.03,233.03,33.53,3.11,3.03
282,996.97,50335.02,51215.99,30833.00,93.00,9.20,3.03,3.00
283,1011.15,51806.83,52744.48,40023.01,213.01,11.85,3.00,3.01
284,1024.81,52230.47,53193.87,126432.99,232.99,36.92,3.01,2.99
285,?,?,?,?,?,?,2.99,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,1097103.28,1543.28,350.10,?,3.28
288,1039.64,52590.73,53588.87,1336263.46,1723.46,459.51,3.28,3.46
289,1036.86,52861.41,53918.41,233703.42,413.42,79.41,3.46,3.42
290,1049.92,52573.59,53571.90,139183.40,333.40,46.85,3.42,3.40
291,1051.86,52587.24,53572.92,94333.26,353.26,31.18,3.40,3.26
292,?,?,?,?,?,?,3.26,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,16313.35,103.35,5.35,?,3.35
295,1078.51,53781.81,54818.06,19383.40,143.40,6.53,3.35,3.40
296,1074.66,53389.74,54433.41,25713.42,163.42,8.71,3.40,3.42
297,1083.34,53994.46,55063.75,223823.49,593.49,77.72,3.42,3.49
298,1095.80,53887.13,55023.42,150663.35,493.35,50.51,3.49,3.35
299,?,?,?,?,?,?,3.35,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,404893.50,623.50,140.80,?,3.50
302,1114.63,54536.95,55688.45,510003.62,1053.62,184.68,3.50,3.62
303,1107.62,54095.32,55240.01,280283.63,513.63,102.45,3.62,3.63
304,1109.36,53607.86,54734.18,76273.55,273.55,27.23,3.63,3.55
305,?,?,?,?,?,?,3.55,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,11554,23,41.94,?,3.67
309,1101.37,53504.47,54600.05,16423,36,58.47,3.67,3.55
310,1106.35,53924.01,55035.36,4931,31,16.93,3.55,3.44
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
