%310
@RELATION PLFERRO00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,12746.22,66.22,8.10,?,6.22
3,783.15,48222.72,48505.50,2832.46,136.28,16.28,0.08,6.22,6.28
4,781.69,47888.16,48143.94,2814.73,2806.35,46.35,1.86,6.28,6.35
5,?,?,?,?,?,?,?,6.35,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,9886.30,106.30,6.23,?,6.30
8,780.70,47379.63,47624.67,2790.64,5339296.06,186.06,3390.13,6.30,6.06
9,784.82,47407.28,47668.58,2784.62,616.07,26.07,0.37,6.06,6.07
10,788.85,47546.91,47798.66,2800.96,476.16,26.16,0.29,6.07,6.16
11,795.36,47440.80,47690.97,2815.88,3316.29,36.29,2.10,6.16,6.29
12,?,?,?,?,?,?,?,6.29,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,38916.30,136.30,24.68,?,6.30
15,794.59,47086.54,47346.41,2817.16,2956.28,16.28,1.85,6.30,6.28
16,796.34,47521.39,47794.60,2825.40,39546.30,116.30,25.04,6.28,6.30
17,803.56,47661.37,47936.81,2848.09,128336.30,166.30,80.55,6.30,6.30
18,807.72,47813.69,48104.67,2864.72,06.30,06.30,0.00,6.30,6.30
19,?,?,?,?,?,?,?,6.30,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,39466.30,66.30,24.86,?,6.30
22,808.23,47872.80,48127.89,2892.80,5346.25,56.25,3.32,6.30,6.25
23,808.40,47733.24,47999.21,2890.57,8086.27,36.27,5.08,6.25,6.27
24,811.80,47942.04,48203.43,2898.85,496.30,26.30,0.31,6.27,6.30
25,812.99,47613.95,47851.99,2897.93,272096.29,156.29,171.29,6.30,6.29
26,?,?,?,?,?,?,?,6.29,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,101206.30,106.30,63.75,?,6.30
29,815.93,47328.40,47565.10,2878.58,13946.20,56.20,8.77,6.30,6.20
30,815.59,46917.19,47113.08,2876.68,3656.28,36.28,2.26,6.20,6.28
31,817.14,46840.15,47011.43,2880.57,11656.17,46.17,7.19,6.28,6.17
32,818.68,46945.58,47121.08,2883.81,10846.16,46.16,6.70,6.17,6.16
33,?,?,?,?,?,?,?,6.16,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,6836.29,86.29,4.22,?,6.29
36,816.68,46674.78,46862.43,2843.49,74696.34,126.34,47.05,6.29,6.34
37,813.75,46149.14,46341.54,2811.05,06.34,06.34,0.00,6.34,6.34
38,811.13,46329.66,46512.72,2815.91,16246.33,66.33,10.31,6.34,6.33
39,813.77,46741.54,46931.40,2825.70,1006.30,16.30,0.63,6.33,6.30
40,?,?,?,?,?,?,?,6.30,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,11096.24,46.24,6.94,?,6.24
43,817.32,46399.26,46564.61,2821.25,12676.19,66.19,7.83,6.24,6.19
44,817.35,46406.74,46569.81,2825.02,49456.01,136.01,30.15,6.19,6.01
45,818.81,46211.54,46360.51,2825.15,06.01,06.01,0.00,6.01,6.01
46,826.73,46370.13,46523.63,2838.22,41605.90,155.90,24.50,6.01,5.90
47,?,?,?,?,?,?,?,5.90,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,13876.15,86.15,8.52,?,6.15
50,832.30,46490.89,46652.19,2843.90,06.15,06.15,0.00,6.15,6.15
51,830.62,46051.76,46198.42,2831.71,54436.04,106.04,32.91,6.15,6.04
52,823.32,45879.90,46050.52,2801.83,13886.03,36.03,8.39,6.04,6.03
53,826.66,45948.12,46124.82,2817.57,70925.99,185.99,40.56,6.03,5.99
54,?,?,?,?,?,?,?,5.99,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,33995.61,145.61,20.23,?,5.61
57,828.81,45868.35,46065.85,2831.16,19785.85,75.85,11.58,5.61,5.85
58,836.69,46241.92,46459.99,2855.69,3585.83,55.83,2.09,5.85,5.83
59,844.08,46280.36,46510.83,2865.27,11696.00,46.00,7.01,5.83,6.00
60,842.02,46341.14,46622.90,2859.05,435.88,15.88,0.25,6.00,5.88
61,?,?,?,?,?,?,?,5.88,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,48305.82,75.82,28.37,?,5.82
64,845.88,46676.09,47001.38,2868.06,50006.00,96.00,30.00,5.82,6.00
65,849.88,46762.65,47090.49,2872.90,125606.14,176.14,77.17,6.00,6.14
66,855.99,46745.26,47060.66,2873.49,4866.15,26.15,2.99,6.14,6.15
67,861.67,47074.39,47436.21,2906.74,109116.20,146.20,67.84,6.15,6.20
68,?,?,?,?,?,?,?,6.20,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,51506.28,96.28,32.34,?,6.28
71,866.79,47010.40,47340.43,2911.38,65606.36,146.36,41.17,6.28,6.36
72,872.90,46888.37,47235.72,2901.67,255586.38,216.38,161.99,6.36,6.38
73,871.52,47223.68,47606.16,2912.13,187766.65,266.65,126.90,6.38,6.65
74,873.21,47125.93,47522.10,2909.77,18226.77,116.77,12.06,6.65,6.77
75,?,?,?,?,?,?,?,6.77,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,1646.70,26.70,1.10,?,6.70
78,864.73,46029.35,46473.62,2868.24,31656.62,106.62,20.75,6.70,6.62
79,862.97,46068.24,46511.62,2874.75,81306.40,86.40,51.95,6.62,6.40
80,850.86,45580.47,46017.88,2833.61,608096.40,166.40,389.71,6.40,6.40
81,845.32,45066.18,45473.08,2800.67,2716.41,56.41,1.75,6.40,6.41
82,?,?,?,?,?,?,?,6.41,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,7406.42,46.42,4.76,?,6.42
85,830.80,44724.88,45119.16,2774.13,111346.34,126.34,70.75,6.42,6.34
86,835.51,45247.90,45644.09,2785.46,52336.40,26.40,33.49,6.34,6.40
87,839.42,45147.57,45528.85,2797.31,504886.40,36.40,323.15,6.40,6.40
88,?,?,?,?,?,?,?,6.40,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,14566.41,46.41,9.33,?,6.41
93,828.79,44604.61,44940.36,2769.02,5536.20,26.20,3.43,6.41,6.20
94,824.35,44623.89,44980.62,2766.19,19446.20,56.20,12.05,6.20,6.20
95,819.73,44597.66,44960.02,2760.91,446.17,16.17,0.27,6.20,6.17
96,?,?,?,?,?,?,?,6.17,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,2764.28,1306.17,36.17,0.80,?,6.17
99,815.74,44725.03,45096.35,2767.26,396.17,26.17,0.24,6.17,6.17
100,820.16,45091.63,45495.34,2780.21,466.17,26.17,0.28,6.17,6.17
101,824.04,45688.48,46131.66,2794.43,49136.40,56.40,31.44,6.17,6.40
102,819.29,45525.92,45960.10,2783.53,42846.40,76.40,27.55,6.40,6.40
103,?,?,?,?,?,?,?,6.40,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,2754.91,06.40,06.40,0.00,?,6.40
106,?,?,?,?,?,?,?,6.40,?
107,796.68,43916.24,44404.81,2705.88,11956.25,36.25,7.47,?,6.25
108,787.39,43364.70,43850.06,2695.55,1006.40,16.40,0.64,6.25,6.40
109,783.37,43447.75,43993.98,2685.57,2456.25,26.25,1.54,6.40,6.25
110,?,?,?,?,?,?,?,6.25,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,2660.28,15626.16,56.16,9.72,?,6.16
113,769.16,43159.57,43707.88,2624.40,16.27,16.27,0.01,6.16,6.27
114,769.82,43356.73,43908.95,2636.70,15046.28,106.28,9.16,6.27,6.28
115,774.88,43482.18,44027.03,2658.57,06.28,06.28,0.00,6.28,6.28
116,777.86,43665.21,44226.06,2669.93,06.28,06.28,0.00,6.28,6.28
117,?,?,?,?,?,?,?,6.28,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,2685.14,866.31,26.31,0.54,?,6.31
120,784.81,44162.18,44653.34,2704.84,06.31,06.31,0.00,6.31,6.31
121,?,?,?,?,?,?,?,6.31,?
122,787.45,43991.51,44466.89,2695.22,06.31,06.31,0.00,?,6.31
123,?,?,?,?,?,?,?,6.31,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,2714.72,4726.30,46.30,2.97,?,6.30
127,793.09,44742.22,45244.29,2733.96,3606.30,26.30,2.27,6.30,6.30
128,798.10,45117.94,45647.76,2752.14,06.30,06.30,0.00,6.30,6.30
129,800.71,44943.16,45475.08,2760.20,3816.25,36.25,2.38,6.30,6.25
130,800.42,44895.35,45408.06,2769.85,306.21,26.21,0.19,6.25,6.21
131,?,?,?,?,?,?,?,6.21,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,2790.62,130596.38,106.38,82.34,?,6.38
134,804.49,45771.11,46336.62,2822.41,22196.47,76.47,14.38,6.38,6.47
135,802.28,46102.42,46676.61,2848.38,6456.27,56.27,4.13,6.47,6.27
