%310
@RELATION PLRNKPR00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
19,?,?,?,?,?,?,?,?,11.82,?
20,?,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,1473.28,48184.37,2890.14,1489312.32,6912.32,179.33,?,12.32
22,11073.63,47872.80,1474.10,48127.89,2892.80,2954412.00,11312.00,353.90,12.32,12.00
23,11071.80,47733.24,1466.26,47999.21,2890.57,1032511.02,6111.02,120.71,12.00,11.02
24,11108.21,47942.04,1462.14,48203.43,2898.85,863811.47,3211.47,98.59,11.02,11.47
25,11174.05,47613.95,1453.75,47851.99,2897.93,9849511.32,6211.32,1111.38,11.47,11.32
26,?,?,?,?,?,?,?,?,11.32,?
27,?,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,1428.40,47553.14,2886.17,441011.30,1711.30,49.67,?,11.30
29,11165.66,47328.40,1414.71,47565.10,2878.58,4405411.45,2911.45,494.09,11.30,11.45
30,11183.61,46917.19,1409.63,47113.08,2876.68,796611.57,4111.57,93.03,11.45,11.57
31,11245.80,46840.15,1412.77,47011.43,2880.57,490311.55,2611.55,56.79,11.57,11.55
32,11241.00,46945.58,1424.75,47121.08,2883.81,365611.60,2411.60,42.22,11.55,11.60
33,?,?,?,?,?,?,?,?,11.60,?
34,?,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,1376.74,46735.25,2856.17,3925411.50,17811.50,433.81,?,11.50
36,11060.84,46674.78,1376.05,46862.43,2843.49,1634211.40,2311.40,185.28,11.50,11.40
37,10953.57,46149.14,1368.56,46341.54,2811.05,2537011.30,5611.30,283.96,11.40,11.30
38,10950.03,46329.66,1379.50,46512.72,2815.91,1505711.02,4011.02,167.09,11.30,11.02
39,10986.53,46741.54,1389.85,46931.40,2825.70,169811.17,811.17,18.91,11.02,11.17
40,?,?,?,?,?,?,?,?,11.17,?
41,?,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,1393.28,46988.04,2826.84,293411.00,1711.00,32.34,?,11.00
43,10981.98,46399.26,1383.89,46564.61,2821.25,641310.45,6210.45,67.89,11.00,10.45
44,11022.58,46406.74,1354.82,46569.81,2825.02,911210.53,7510.53,95.15,10.45,10.53
45,11017.48,46211.54,1313.43,46360.51,2825.15,542010.35,3410.35,55.92,10.53,10.35
46,11071.18,46370.13,1349.87,46523.63,2838.22,959910.45,5210.45,99.78,10.35,10.45
47,?,?,?,?,?,?,?,?,10.45,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,1365.73,46665.39,2848.48,525810.60,3610.60,55.74,?,10.60
50,11119.72,46490.89,1352.40,46652.19,2843.90,1422410.68,14710.68,148.04,10.60,10.68
51,11014.53,46051.76,1342.16,46198.42,2831.71,1479810.41,18010.41,154.09,10.68,10.41
52,10948.88,45879.90,1322.82,46050.52,2801.83,408510.52,3710.52,42.99,10.41,10.52
53,10985.79,45948.12,1345.82,46124.82,2817.57,1454510.19,22710.19,148.90,10.52,10.19
54,?,?,?,?,?,?,?,?,10.19,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,1357.55,46487.05,2840.57,638110.26,9510.26,65.19,?,10.26
57,10972.28,45868.35,1359.10,46065.85,2831.16,282810.21,3410.21,29.05,10.26,10.21
58,11039.20,46241.92,1359.06,46459.99,2855.69,867110.30,9310.30,89.75,10.21,10.30
59,11052.03,46280.36,1354.30,46510.83,2865.27,4582710.44,21210.44,479.52,10.30,10.44
60,11010.83,46341.14,1347.19,46622.90,2859.05,704010.33,10210.33,72.29,10.44,10.33
61,?,?,?,?,?,?,?,?,10.33,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1363.77,46454.13,2860.68,192399.80,1049.80,192.23,?,9.80
64,10997.33,46676.09,1397.73,47001.38,2868.06,253689.40,1179.40,238.53,9.80,9.40
65,11042.47,46762.65,1387.52,47090.49,2872.90,205699.60,779.60,202.91,9.40,9.60
66,11042.08,46745.26,1372.44,47060.66,2873.49,67139.46,449.46,63.67,9.60,9.46
67,11119.06,47074.39,1370.33,47436.21,2906.74,58339.55,739.55,55.50,9.46,9.55
68,?,?,?,?,?,?,?,?,9.55,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1396.97,47269.75,2914.24,1166510.00,9310.00,114.35,?,10.00
71,11150.86,47010.40,1423.31,47340.43,2911.38,2390810.41,14410.41,244.61,10.00,10.41
72,11194.08,46888.37,1423.72,47235.72,2901.67,4339710.70,15510.70,463.88,10.41,10.70
73,11231.22,47223.68,1436.51,47606.16,2912.13,9228311.00,14511.00,979.33,10.70,11.00
74,11228.39,47125.93,1431.31,47522.10,2909.77,3651511.00,13411.00,396.67,11.00,11.00
75,?,?,?,?,?,?,?,?,11.00,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1419.01,47094.18,2900.59,2036810.88,6710.88,219.73,?,10.88
78,11135.62,46029.35,1400.23,46473.62,2868.24,686810.40,5610.40,72.47,10.88,10.40
79,11168.63,46068.24,1396.66,46511.62,2874.75,3727310.00,7610.00,375.50,10.40,10.00
80,11069.03,45580.47,1372.60,46017.88,2833.61,117469.99,399.99,113.96,10.00,9.99
81,10908.77,45066.18,1354.95,45473.08,2800.67,436199.52,979.52,417.04,9.99,9.52
82,?,?,?,?,?,?,?,?,9.52,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1336.25,44946.32,2780.21,5273479.86,729.86,5204.65,?,9.86
85,10815.43,44724.88,1334.81,45119.16,2774.13,25609.78,449.78,24.78,9.86,9.78
86,10867.86,45247.90,1332.17,45644.09,2785.46,2553669.99,2269.99,2373.76,9.78,9.99
87,10938.55,45147.57,1335.61,45528.85,2797.31,15142610.14,5410.14,1485.83,9.99,10.14
88,?,?,?,?,?,?,?,?,10.14,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1342.68,45679.51,2814.33,1026869.93,379.93,1006.45,?,9.93
93,10809.87,44604.61,1315.67,44940.36,2769.02,566409.43,419.43,554.59,9.93,9.43
94,10817.23,44623.89,1312.91,44980.62,2766.19,150759.34,789.34,140.06,9.43,9.34
95,10803.99,44597.66,1319.91,44960.02,2760.91,17119.22,159.22,15.77,9.34,9.22
96,?,?,?,?,?,?,?,?,9.22,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1329.86,44963.96,2764.28,91079.56,559.56,86.37,?,9.56
99,10820.89,44725.03,1322.63,45096.35,2767.26,13789.51,209.51,13.12,9.56,9.51
100,10845.27,45091.63,1341.74,45495.34,2780.21,8049.55,99.55,7.63,9.51,9.55
101,10908.65,45688.48,1350.66,46131.66,2794.43,61219.49,379.49,57.24,9.55,9.49
102,10807.45,45525.92,1356.50,45960.10,2783.53,138029.49,559.49,130.96,9.49,9.49
103,?,?,?,?,?,?,?,?,9.49,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1314.18,45167.65,2754.91,145848.91,628.91,131.93,?,8.91
106,?,?,?,?,?,?,?,?,8.91,?
107,10431.02,43916.24,1291.19,44404.81,2705.88,26928.52,328.52,23.85,?,8.52
108,10415.53,43364.70,1280.02,43850.06,2695.55,139178.42,448.42,121.90,8.52,8.42
109,10373.60,43447.75,1280.06,43993.98,2685.57,70168.40,468.40,59.73,8.42,8.40
110,?,?,?,?,?,?,?,?,8.40,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1292.08,43892.82,2660.28,81108.07,818.07,68.37,?,8.07
113,10282.22,43159.57,1277.53,43707.88,2624.40,755578.30,1408.30,578.40,8.07,8.30
114,10264.95,43356.73,1283.16,43908.95,2636.70,298308.89,878.89,259.17,8.30,8.89
115,10327.20,43482.18,1295.48,44027.03,2658.57,233168.81,528.81,208.11,8.89,8.81
116,10407.26,43665.21,1299.40,44226.06,2669.93,102398.80,628.80,91.07,8.81,8.80
117,?,?,?,?,?,?,?,?,8.80,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1311.59,44420.22,2685.14,6758.93,118.93,6.03,?,8.93
120,10511.46,44162.18,1303.66,44653.34,2704.84,496578.10,718.10,406.77,8.93,8.10
121,?,?,?,?,?,?,?,?,8.10,?
122,10554.34,43991.51,1274.69,44466.89,2695.22,128618.45,378.45,109.79,?,8.45
123,?,?,?,?,?,?,?,?,8.45,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1283.84,45060.80,2714.72,90988.00,368.00,74.14,?,8.00
127,10618.63,44742.22,1301.78,45244.29,2733.96,53967.85,547.85,43.21,8.00,7.85
128,10692.81,45117.94,1318.36,45647.76,2752.14,102787.99,617.99,82.10,7.85,7.99
129,10714.80,44943.16,1323.45,45475.08,2760.20,152337.61,967.61,117.54,7.99,7.61
130,10758.03,44895.35,1326.21,45408.06,2769.85,89987.41,637.41,67.77,7.61,7.41
131,?,?,?,?,?,?,?,?,7.41,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1330.79,45746.01,2790.62,157977.17,557.17,114.06,?,7.17
134,10819.27,45771.11,1313.36,46336.62,2822.41,256987.48,697.48,189.14,7.17,7.48
135,10913.18,46102.42,1324.54,46676.61,2848.38,385757.83,737.83,295.09,7.48,7.83
136,10976.80,45992.03,1332.96,46581.16,2871.70,90147.85,537.85,69.62,7.83,7.85
137,10991.63,46078.68,1345.72,46646.58,2885.19,55247.96,417.96,43.34,7.85,7.96
138,?,?,?,?,?,?,?,?,7.96,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1341.55,46615.31,2921.95,149568.37,518.37,121.25,?,8.37
141,11089.17,45851.80,1351.99,46439.10,2893.12,50298.38,548.38,41.90,8.37,8.38
142,11082.19,45933.66,1344.81,46529.96,2912.70,74848.00,538.00,62.11,8.38,8.00
143,11050.12,45687.76,1350.88,46311.26,2894.53,67988.29,628.29,55.91,8.00,8.29
144,11130.47,46145.44,1393.25,46783.61,2929.62,52868.41,408.41,44.35,8.29,8.41
145,?,?,?,?,?,?,?,?,8.41,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1431.34,47957.54,2976.83,74538.88,848.88,64.31,?,8.88
148,11439.53,47579.87,1444.94,48258.02,2997.81,93818.95,788.95,84.88,8.88,8.95
149,11434.08,47476.64,1464.18,48138.07,3000.58,62868.95,428.95,55.50,8.95,8.95
150,?,?,?,?,?,?,?,?,8.95,?
151,11518.87,47806.34,1471.74,48503.87,2994.25,37298.92,398.92,32.90,?,8.92
152,?,?,?,?,?,?,?,?,8.92,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1461.53,47868.36,2970.24,51278.79,478.79,44.48,?,8.79
155,11527.78,47620.68,1476.35,48323.88,2998.79,172688.54,1118.54,145.89,8.79,8.54
156,11566.33,47805.94,1489.88,48513.29,3026.87,140478.44,818.44,116.99,8.54,8.44
157,11598.90,47573.66,1469.75,48259.19,3020.15,27858.20,218.20,22.78,8.44,8.20
158,11721.20,48209.65,1514.93,48918.37,3044.38,90918.77,328.77,76.95,8.20,8.77
159,?,?,?,?,?,?,?,?,8.77,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1524.65,49207.65,3065.91,46408.58,428.58,40.28,?,8.58
162,11906.69,48324.52,1551.97,49050.96,3074.89,26078.73,448.73,22.68,8.58,8.73
163,12044.12,48383.93,1598.45,49098.70,3098.83,346578.99,858.99,307.52,8.73,8.99
164,11997.09,48152.82,1595.96,48890.47,3089.32,292848.96,818.96,263.52,8.99,8.96
165,11980.74,48273.42,1585.79,49057.66,3092.65,95659.08,319.08,86.70,8.96,9.08
166,?,?,?,?,?,?,?,?,9.08,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1583.00,48917.56,3100.24,573859.14,769.14,520.58,?,9.14
169,12001.25,48119.72,1588.25,48891.04,3120.39,188819.49,959.49,176.24,9.14,9.49
170,11995.61,47743.10,1571.15,48509.84,3122.21,192569.45,689.45,177.79,9.49,9.45
171,11755.38,45870.00,1544.23,46587.68,3038.18,182048.97,888.97,164.41,9.45,8.97
172,11698.05,44732.92,1507.70,45456.77,3001.68,88798.82,238.82,78.21,8.97,8.82
173,?,?,?,?,?,?,?,?,8.82,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1501.45,45531.46,2990.89,66968.65,178.65,58.50,?,8.65
176,11846.22,44966.09,1503.06,45672.10,2999.31,4258.82,138.82,3.73,8.65,8.82
177,11772.39,44893.99,1492.93,45601.51,2972.55,45398.70,408.70,38.84,8.82,8.70
178,11665.86,43667.37,1472.46,44326.49,2915.58,34818.45,368.45,29.92,8.70,8.45
179,11716.43,44747.79,1476.14,45442.51,2948.80,27368.54,138.54,23.26,8.45,8.54
180,?,?,?,?,?,?,?,?,8.54,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1492.65,45461.06,2963.91,27288.51,158.51,23.59,?,8.51
183,11805.57,45533.94,1495.04,46254.71,2981.48,22988.64,248.64,19.79,8.51,8.64
184,11736.24,45184.98,1487.37,45899.36,2971.57,59668.57,318.57,50.58,8.64,8.57
185,11820.50,45613.75,1499.27,46344.42,2988.19,74448.40,418.40,62.70,8.57,8.40
186,11822.63,45110.89,1482.20,45805.34,2977.06,11258.53,258.53,9.52,8.40,8.53
187,?,?,?,?,?,?,?,?,8.53,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1474.90,45172.40,2948.16,234188.32,778.32,189.70,?,8.32
190,11610.73,44342.23,1456.02,44969.23,2924.69,315468.05,1388.05,249.72,8.32,8.05
191,11643.94,45068.55,1468.88,45727.71,2962.09,27828.23,328.23,22.92,8.05,8.23
192,11739.32,45712.72,1484.29,46390.36,2992.86,39328.42,398.42,33.11,8.23,8.42
193,11784.60,46150.78,1481.99,46839.89,3017.66,116348.35,548.35,94.03,8.42,8.35
194,?,?,?,?,?,?,?,?,8.35,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1489.11,46922.43,3022.70,180618.18,938.18,147.00,?,8.18
197,11753.20,46155.10,1489.88,46860.35,3017.11,79658.18,718.18,64.42,8.18,8.18
198,11768.81,46287.08,1499.74,47003.76,3021.27,75208.14,798.14,61.10,8.18,8.14
199,11813.42,46221.23,1491.54,46919.83,3023.16,104218.04,428.04,83.50,8.14,8.04
200,11837.95,46399.74,1495.90,47120.88,3019.85,125217.98,457.98,99.73,8.04,7.98
201,?,?,?,?,?,?,?,?,7.98,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1484.19,47075.43,3021.70,24547.92,157.92,19.50,?,7.92
204,11905.16,46714.43,1494.62,47454.90,3029.97,119257.92,307.92,94.98,7.92,7.92
205,11975.99,46835.98,1489.09,47575.74,3050.63,246847.98,697.98,195.22,7.92,7.98
206,11939.68,46713.02,1474.03,47446.69,3036.16,74337.95,657.95,59.25,7.98,7.95
207,11930.54,46258.91,1469.58,46981.22,3015.00,3778.00,118.00,3.01,7.95,8.00
208,?,?,?,?,?,?,?,?,8.00,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1481.47,47214.30,3032.94,3907.90,97.90,3.08,?,7.90
211,11914.45,46663.41,1464.82,47398.08,3038.42,1756967.70,857.70,1348.76,7.90,7.70
212,11934.08,46925.65,1472.71,47676.43,3046.08,24487.88,227.88,19.09,7.70,7.88
213,12025.60,47370.81,1481.84,48147.76,3060.17,07.88,07.88,0.00,7.88,7.88
214,12096.51,48325.33,1499.33,49133.14,3110.79,39437.85,207.85,30.78,7.88,7.85
215,?,?,?,?,?,?,?,?,7.85,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1492.08,49272.86,3127.41,20407.67,147.67,15.73,?,7.67
218,12213.07,47942.81,1487.96,48742.34,3127.38,234487.85,257.85,180.94,7.67,7.85
219,12294.72,48306.55,1495.92,49124.78,3168.23,27347.70,107.70,21.30,7.85,7.70
220,12425.78,48862.88,1508.03,49700.18,3190.86,77377.85,277.85,60.22,7.70,7.85
221,12524.35,49125.36,1513.10,49994.77,3206.86,82347.71,277.71,64.25,7.85,7.71
222,?,?,?,?,?,?,?,?,7.71,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1510.53,50476.37,3225.79,24247.65,167.65,18.65,?,7.65
225,12783.95,49747.66,1507.50,50646.05,3233.22,12597.69,97.69,9.74,7.65,7.69
226,12961.14,50223.95,1512.82,51152.95,3271.49,61807.66,97.66,47.30,7.69,7.66
227,?,?,?,?,?,?,?,?,7.66,?
228,12933.31,49976.48,1502.62,50906.11,3253.28,584027.81,157.81,449.81,?,7.81
229,?,?,?,?,?,?,?,?,7.81,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1499.73,50713.14,3237.31,44817.80,137.80,34.92,?,7.80
232,12831.52,49162.16,1472.26,50077.30,3210.57,20727.80,87.80,16.03,7.80,7.80
233,12826.21,49128.05,1477.77,50032.45,3221.87,51607.59,317.59,39.63,7.80,7.59
234,12985.38,49846.48,1471.70,50780.47,3260.69,187487.60,277.60,142.82,7.59,7.60
235,13050.37,49895.10,1463.61,50836.47,3260.35,80407.44,497.44,60.94,7.60,7.44
236,?,?,?,?,?,?,?,?,7.44,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1468.33,50756.86,3255.45,93777.51,607.51,69.66,?,7.51
239,12781.02,48833.58,1447.65,49731.02,3197.48,75397.26,577.26,55.86,7.51,7.26
240,12706.26,48537.65,1440.74,49421.50,3183.87,210927.16,697.16,151.92,7.26,7.16
241,12801.41,48676.45,1465.81,49569.11,3204.20,91297.16,307.16,63.84,7.16,7.16
242,12801.04,48871.98,1440.79,49771.98,3196.27,17157.10,297.10,12.31,7.16,7.10
243,?,?,?,?,?,?,?,?,7.10,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1458.21,50099.55,3230.20,46887.00,217.00,32.85,?,7.00
246,12843.19,48968.87,1451.26,49861.54,3226.75,407126.35,1946.35,254.53,7.00,6.35
247,12637.81,47919.09,1426.01,48781.63,3174.71,117005.98,605.98,72.18,6.35,5.98
248,12178.22,45830.66,1364.15,46598.42,3061.25,487776.00,1186.00,290.02,5.98,6.00
249,12457.22,46717.04,1375.61,47514.09,3142.61,450916.64,726.64,281.95,6.00,6.64
250,?,?,?,?,?,?,?,?,6.64,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1385.20,48651.54,3199.68,129896.80,626.80,86.17,?,6.80
253,12962.91,48961.51,1408.19,49839.90,3256.85,274137.33,977.33,193.09,6.80,7.33
254,12983.95,49437.02,1422.23,50312.63,3285.29,301367.05,937.05,214.33,7.33,7.05
255,13011.41,49771.55,1436.34,50644.38,3303.55,1425167.38,1007.38,1012.19,7.05,7.38
256,12998.59,49348.61,1425.63,50196.31,3285.49,1070107.35,537.35,781.09,7.38,7.35
257,?,?,?,?,?,?,?,?,7.35,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1415.04,49741.35,3260.05,12927.41,67.41,9.46,?,7.41
260,13085.22,49434.46,1419.82,50258.11,3286.61,857.46,17.46,0.63,7.41,7.46
261,13049.76,49413.33,1427.60,50227.43,3277.41,43057.45,207.45,31.65,7.46,7.45
262,13124.47,50300.53,1430.45,51171.25,3316.59,30307.50,117.50,22.56,7.45,7.50
263,13140.38,50308.19,1424.93,51202.75,3316.08,43157.55,87.55,32.45,7.50,7.55
264,?,?,?,?,?,?,?,?,7.55,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1413.29,50869.00,3291.57,90877.63,547.63,68.62,?,7.63
267,13131.43,49979.47,1407.11,50887.67,3275.67,76237.61,577.61,57.62,7.63,7.61
268,13114.91,50301.69,1417.72,51221.45,3299.72,92397.55,657.55,69.31,7.61,7.55
269,13233.88,50936.34,1433.07,51846.54,3336.44,52287.47,287.47,39.60,7.55,7.47
270,13346.97,50819.81,1443.45,51704.53,3352.18,189497.55,447.55,143.26,7.47,7.55
271,?,?,?,?,?,?,?,?,7.55,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1435.33,51191.50,3349.29,111357.55,157.55,83.87,?,7.55
274,13338.19,50782.48,1430.56,51691.24,3351.68,58567.46,427.46,43.50,7.55,7.46
275,13386.01,50803.40,1447.48,51709.58,3364.40,31877.34,297.34,23.40,7.46,7.34
276,13476.11,50982.03,1455.40,51911.61,3383.62,118517.26,797.26,84.96,7.34,7.26
277,13513.64,50601.24,1444.69,51511.63,3381.52,13317.24,137.24,9.66,7.26,7.24
278,?,?,?,?,?,?,?,?,7.24,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1445.73,51239.47,3383.60,257247.24,577.24,185.47,?,7.24
281,13399.64,50137.88,1430.85,51021.26,3368.14,139247.40,787.40,102.03,7.24,7.40
282,13361.98,50335.02,1441.04,51215.99,3379.96,97507.50,457.50,72.42,7.40,7.50
283,13589.27,51806.83,1467.04,52744.48,3454.41,258707.54,937.54,194.92,7.50,7.54
284,13638.56,52230.47,1480.78,53193.87,3477.04,225037.49,887.49,169.34,7.54,7.49
285,?,?,?,?,?,?,?,?,7.49,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1494.80,53498.97,3508.85,406827.86,1377.86,319.51,?,7.86
288,13824.94,52590.73,1502.66,53588.87,3544.07,853618.09,1478.09,687.05,7.86,8.09
289,13886.79,52861.41,1515.16,53918.41,3548.14,106288.09,588.09,85.17,8.09,8.09
290,14155.74,52573.59,1562.31,53571.90,3572.96,287728.15,968.15,232.26,8.09,8.15
291,14253.72,52587.24,1560.66,53572.92,3535.97,334108.47,1498.47,276.67,8.15,8.47
292,?,?,?,?,?,?,?,?,8.47,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1567.16,54903.39,3606.06,120808.61,668.61,103.45,?,8.61
295,14512.68,53781.81,1553.89,54818.06,3615.60,299908.40,768.40,251.29,8.61,8.40
296,14327.32,53389.74,1546.62,54433.41,3596.10,731038.55,648.55,606.08,8.40,8.55
297,14572.10,53994.46,1547.05,55063.75,3637.76,83798.49,398.49,70.64,8.55,8.49
298,14753.57,53887.13,1563.80,55023.42,3651.19,133718.44,398.44,114.05,8.49,8.44
299,?,?,?,?,?,?,?,?,8.44,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1561.20,55362.19,3660.45,87458.50,208.50,74.39,?,8.50
302,14994.44,54536.95,1571.77,55688.45,3688.57,86468.35,368.35,72.54,8.50,8.35
303,14942.82,54095.32,1565.67,55240.01,3660.80,132248.29,348.29,109.52,8.35,8.29
304,14928.63,53607.86,1550.39,54734.18,3628.73,106128.11,308.11,86.78,8.29,8.11
305,?,?,?,?,?,?,?,?,8.11,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1576.65,55121.60,3668.56,4149,21,34.26,?,8.29
309,14877.29,53504.47,1569.20,54600.05,3645.18,11182,45,92.75,8.29,8.19
310,14860.69,53924.01,1574.21,55035.36,3650.27,13054,42,109.06,8.19,8.35
340,13476.564027366672,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
