%310
@RELATION PLSTLSK00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,9046118.20,818.20,1646.39,?,18.20
3,10554.18,48222.72,48505.50,2832.46,222117.98,1017.98,40.00,18.20,17.98
4,10519.33,47888.16,48143.94,2814.73,22217.98,117.98,3.99,17.98,17.98
5,?,?,?,?,?,?,?,17.98,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,4043018.17,318.17,723.73,?,18.17
8,10500.71,47379.63,47624.67,2790.64,4072418.17,818.17,729.20,18.17,18.17
9,10503.06,47407.28,47668.58,2784.62,63618.16,418.16,11.41,18.17,18.16
10,10496.80,47546.91,47798.66,2800.96,018.16,018.16,0.00,18.16,18.16
11,10595.04,47440.80,47690.97,2815.88,112418.14,618.14,20.11,18.16,18.14
12,?,?,?,?,?,?,?,18.14,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,5000017.90,117.90,895.00,?,17.90
15,10638.06,47086.54,47346.41,2817.16,302718.00,418.00,53.98,17.90,18.00
16,10673.05,47521.39,47794.60,2825.40,5617.99,117.99,1.01,18.00,17.99
17,10767.29,47661.37,47936.81,2848.09,24918.00,518.00,4.45,17.99,18.00
18,10903.93,47813.69,48104.67,2864.72,136817.81,1017.81,24.57,18.00,17.81
19,?,?,?,?,?,?,?,17.81,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,4531618.00,618.00,813.45,?,18.00
22,11073.63,47872.80,48127.89,2892.80,20230418.05,1618.05,3621.57,18.00,18.05
23,11071.80,47733.24,47999.21,2890.57,1712318.20,1618.20,310.10,18.05,18.20
24,11108.21,47942.04,48203.43,2898.85,1803018.00,1118.00,324.37,18.20,18.00
