%310
@RELATION PLSFNKS00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,5801361.25,2091.25,685.43,?,1.25
3,783.15,48222.72,48505.50,18506291.20,8781.20,2361.75,1.25,1.20
4,781.69,47888.16,48143.94,6486451.22,3541.22,800.51,1.20,1.22
5,?,?,?,?,?,?,1.22,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,5971741.23,3401.23,773.25,?,1.23
8,780.70,47379.63,47624.67,2513461.18,1621.18,301.14,1.23,1.18
9,784.82,47407.28,47668.58,774361.18,651.18,92.50,1.18,1.18
10,788.85,47546.91,47798.66,3197641.25,1341.25,390.84,1.18,1.25
11,795.36,47440.80,47690.97,2593441.27,1371.27,328.83,1.25,1.27
12,?,?,?,?,?,?,1.27,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,14871391.51,6941.51,2123.30,?,1.51
15,794.59,47086.54,47346.41,15641481.43,10481.43,2440.21,1.51,1.43
16,796.34,47521.39,47794.60,5598811.63,3541.63,856.77,1.43,1.63
17,803.56,47661.37,47936.81,5837701.59,3931.59,949.22,1.63,1.59
18,807.72,47813.69,48104.67,2474081.58,1361.58,394.30,1.59,1.58
19,?,?,?,?,?,?,1.58,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2689541.46,2001.46,408.85,?,1.46
22,808.23,47872.80,48127.89,2850711.50,1781.50,430.92,1.46,1.50
23,808.40,47733.24,47999.21,1116231.51,831.51,168.11,1.50,1.51
24,811.80,47942.04,48203.43,1533481.50,1281.50,232.07,1.51,1.50
