%310
@RELATION PLBKLND00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
193,849.99,46150.78,46839.89,88921.56,111.56,14.02,1.57,1.56
194,?,?,?,?,?,?,1.56,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,37011.59,71.59,5.75,?,1.59
197,847.84,46155.10,46860.35,112701.58,61.58,17.75,1.59,1.58
198,845.85,46287.08,47003.76,172551.61,221.61,27.16,1.58,1.61
199,845.70,46221.23,46919.83,404251.65,301.65,65.98,1.61,1.65
200,848.06,46399.74,47120.88,355431.70,371.70,61.21,1.65,1.70
201,?,?,?,?,?,?,1.70,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,148291.77,181.77,25.61,?,1.77
204,852.44,46714.43,47454.90,428561.84,271.84,76.91,1.77,1.84
205,858.02,46835.98,47575.74,631771.87,431.87,117.28,1.84,1.87
206,858.31,46713.02,47446.69,283921.80,181.80,51.07,1.87,1.80
207,858.83,46258.91,46981.22,162671.70,241.70,27.99,1.80,1.70
208,?,?,?,?,?,?,1.70,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,122011.72,101.72,20.98,?,1.72
211,870.15,46663.41,47398.08,68611.71,131.71,11.51,1.72,1.71
212,878.25,46925.65,47676.43,177151.70,161.70,30.53,1.71,1.70
213,881.30,47370.81,48147.76,59501.72,61.72,10.19,1.70,1.72
214,884.10,48325.33,49133.14,253971.74,231.74,42.68,1.72,1.74
215,?,?,?,?,?,?,1.74,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,1301.73,31.73,0.22,?,1.73
218,891.86,47942.81,48742.34,56271.70,111.70,9.59,1.73,1.70
219,898.91,48306.55,49124.78,45591.74,81.74,7.85,1.70,1.74
220,903.85,48862.88,49700.18,153421.78,171.78,26.88,1.74,1.78
221,909.96,49125.36,49994.77,72121.77,131.77,12.71,1.78,1.77
222,?,?,?,?,?,?,1.77,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,434761.83,551.83,78.18,?,1.83
225,922.16,49747.66,50646.05,624181.91,661.91,118.67,1.83,1.91
226,928.58,50223.95,51152.95,1225071.90,951.90,237.98,1.91,1.90
227,?,?,?,?,?,?,1.90,?
228,928.83,49976.48,50906.11,938691.87,721.87,177.15,?,1.87
229,?,?,?,?,?,?,1.87,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,121771.85,161.85,22.56,?,1.85
232,914.58,49162.16,50077.30,138971.80,161.80,25.05,1.85,1.80
233,920.30,49128.05,50032.45,127891.83,191.83,23.21,1.80,1.83
234,931.73,49846.48,50780.47,404391.79,271.79,72.49,1.83,1.79
235,930.27,49895.10,50836.47,318971.81,231.81,57.09,1.79,1.81
236,?,?,?,?,?,?,1.81,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,169561.78,261.78,29.62,?,1.78
239,921.40,48833.58,49731.02,141831.74,351.74,24.53,1.78,1.74
240,919.00,48537.65,49421.50,55511.72,131.72,9.59,1.74,1.72
241,924.88,48676.45,49569.11,18751.76,51.76,3.27,1.72,1.76
242,925.91,48871.98,49771.98,527101.67,521.67,89.52,1.76,1.67
243,?,?,?,?,?,?,1.67,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,378571.76,481.76,66.74,?,1.76
246,926.93,48968.87,49861.54,346191.78,341.78,62.48,1.76,1.78
247,918.91,47919.09,48781.63,573831.80,561.80,104.69,1.78,1.80
248,890.19,45830.66,46598.42,395271.72,471.72,67.07,1.80,1.72
249,902.70,46717.04,47514.09,633861.80,421.80,114.47,1.72,1.80
250,?,?,?,?,?,?,1.80,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,1547551.95,1011.95,300.55,?,1.95
253,931.39,48961.51,49839.90,944342.02,732.02,189.72,1.95,2.02
254,934.25,49437.02,50312.63,101781.96,181.96,20.02,2.02,1.96
255,943.52,49771.55,50644.38,83421.92,151.92,16.25,1.96,1.92
256,948.06,49348.61,50196.31,49621.95,81.95,9.65,1.92,1.95
257,?,?,?,?,?,?,1.95,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,299611.87,401.87,57.45,?,1.87
260,960.97,49434.46,50258.11,44901.92,121.92,8.31,1.87,1.92
261,957.28,49413.33,50227.43,82051.85,131.85,15.03,1.92,1.85
262,963.32,50300.53,51171.25,503151.95,301.95,97.83,1.85,1.95
263,962.49,50308.19,51202.75,67441.94,61.94,12.88,1.95,1.94
264,?,?,?,?,?,?,1.94,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,370512.04,282.04,74.21,?,2.04
267,957.44,49979.47,50887.67,194662.00,302.00,38.63,2.04,2.00
268,961.02,50301.69,51221.45,3072.00,22.00,0.61,2.00,2.00
269,969.92,50936.34,51846.54,128702.00,152.00,25.43,2.00,2.00
270,977.10,50819.81,51704.53,145351.98,201.98,29.00,2.00,1.98
271,?,?,?,?,?,?,1.98,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,460752.11,522.11,94.61,?,2.11
274,984.17,50782.48,51691.24,164662.10,262.10,34.46,2.11,2.10
275,987.01,50803.40,51709.58,262472.15,362.15,55.76,2.10,2.15
276,988.62,50982.03,51911.61,612122.30,662.30,139.06,2.15,2.30
277,992.25,50601.24,51511.63,87492.29,212.29,19.92,2.30,2.29
278,?,?,?,?,?,?,2.29,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,427062.31,512.31,98.36,?,2.31
281,993.38,50137.88,51021.26,34602.33,72.33,8.01,2.31,2.33
282,996.97,50335.02,51215.99,298312.34,362.34,69.02,2.33,2.34
283,1011.15,51806.83,52744.48,1263502.52,1192.52,312.59,2.34,2.52
284,1024.81,52230.47,53193.87,530862.60,632.60,138.61,2.52,2.60
285,?,?,?,?,?,?,2.60,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,388192.64,482.64,103.48,?,2.64
288,1039.64,52590.73,53588.87,275022.61,392.61,71.81,2.64,2.61
289,1036.86,52861.41,53918.41,304172.60,272.60,78.91,2.61,2.60
290,1049.92,52573.59,53571.90,146632.60,232.60,37.65,2.60,2.60
291,1051.86,52587.24,53572.92,603452.46,672.46,148.30,2.60,2.46
292,?,?,?,?,?,?,2.46,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,239102.60,422.60,61.35,?,2.60
295,1078.51,53781.81,54818.06,592242.71,622.71,160.14,2.60,2.71
296,1074.66,53389.74,54433.41,160272.70,282.70,42.95,2.71,2.70
297,1083.34,53994.46,55063.75,102442.70,242.70,27.56,2.70,2.70
298,1095.80,53887.13,55023.42,126992.72,262.72,34.94,2.70,2.72
299,?,?,?,?,?,?,2.72,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,906172.79,832.79,256.13,?,2.79
302,1114.63,54536.95,55688.45,546932.79,722.79,158.04,2.79,2.79
303,1107.62,54095.32,55240.01,2207572.71,1832.71,635.31,2.79,2.71
304,1109.36,53607.86,54734.18,91372.80,302.80,25.17,2.71,2.80
305,?,?,?,?,?,?,2.80,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,115832,42,333.77,?,2.90
309,1101.37,53504.47,54600.05,29528,44,86.74,2.90,2.85
310,1106.35,53924.01,55035.36,9348,12,26.60,2.85,2.85
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
