%310
@RELATION PLPEKAS00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,15185.36,45.36,8.14,?,5.36
3,783.15,48222.72,48505.50,2832.46,112755.55,135.55,62.09,5.36,5.55
4,781.69,47888.16,48143.94,2814.73,46345.52,125.52,25.64,5.55,5.52
5,?,?,?,?,?,?,?,5.52,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,3595.63,55.63,1.99,?,5.63
8,780.70,47379.63,47624.67,2790.64,71615.52,45.52,39.53,5.63,5.52
9,784.82,47407.28,47668.58,2784.62,24645.70,85.70,13.90,5.52,5.70
10,788.85,47546.91,47798.66,2800.96,3155.77,35.77,1.75,5.70,5.77
11,795.36,47440.80,47690.97,2815.88,35.77,15.77,0.02,5.77,5.77
12,?,?,?,?,?,?,?,5.77,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,35515.59,75.59,19.86,?,5.59
15,794.59,47086.54,47346.41,2817.16,16115.54,55.54,8.92,5.59,5.54
16,796.34,47521.39,47794.60,2825.40,85705.16,215.16,44.88,5.54,5.16
17,803.56,47661.37,47936.81,2848.09,5005.16,15.16,2.58,5.16,5.16
18,807.72,47813.69,48104.67,2864.72,4595.33,35.33,2.44,5.16,5.33
19,?,?,?,?,?,?,?,5.33,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,105.32,15.32,0.05,?,5.32
22,808.23,47872.80,48127.89,2892.80,154575.50,105.50,82.44,5.32,5.50
23,808.40,47733.24,47999.21,2890.57,19505.30,55.30,10.34,5.50,5.30
24,811.80,47942.04,48203.43,2898.85,487355.81,325.81,282.42,5.30,5.81
25,812.99,47613.95,47851.99,2897.93,85475.97,115.97,50.01,5.81,5.97
26,?,?,?,?,?,?,?,5.97,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,52175.93,115.93,30.62,?,5.93
29,815.93,47328.40,47565.10,2878.58,22035.95,35.95,13.04,5.93,5.95
30,815.59,46917.19,47113.08,2876.68,6925.91,45.91,3.98,5.95,5.91
31,817.14,46840.15,47011.43,2880.57,444196.25,306.25,266.74,5.91,6.25
32,818.68,46945.58,47121.08,2883.81,4636.29,56.29,2.88,6.25,6.29
33,?,?,?,?,?,?,?,6.29,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,467856.65,426.65,303.47,?,6.65
36,816.68,46674.78,46862.43,2843.49,585276.70,666.70,395.64,6.65,6.70
37,813.75,46149.14,46341.54,2811.05,76356.90,176.90,51.78,6.70,6.90
38,811.13,46329.66,46512.72,2815.91,26606.85,226.85,18.12,6.90,6.85
39,813.77,46741.54,46931.40,2825.70,62636.80,206.80,42.71,6.85,6.80
40,?,?,?,?,?,?,?,6.80,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,16436.89,106.89,11.16,?,6.89
43,817.32,46399.26,46564.61,2821.25,61616.80,186.80,41.94,6.89,6.80
44,817.35,46406.74,46569.81,2825.02,26.79,16.79,0.01,6.80,6.79
45,818.81,46211.54,46360.51,2825.15,24286.68,96.68,16.23,6.79,6.68
46,826.73,46370.13,46523.63,2838.22,21426.78,76.78,14.16,6.68,6.78
47,?,?,?,?,?,?,?,6.78,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,6826.81,66.81,4.61,?,6.81
50,832.30,46490.89,46652.19,2843.90,26.81,16.81,0.01,6.81,6.81
51,830.62,46051.76,46198.42,2831.71,29226.78,126.78,19.33,6.81,6.78
52,823.32,45879.90,46050.52,2801.83,5206.76,46.76,3.48,6.78,6.76
53,826.66,45948.12,46124.82,2817.57,3966.76,56.76,2.63,6.76,6.76
54,?,?,?,?,?,?,?,6.76,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,1946.76,26.76,1.28,?,6.76
57,828.81,45868.35,46065.85,2831.16,5346.76,76.76,3.55,6.76,6.76
58,836.69,46241.92,46459.99,2855.69,115876.74,96.74,75.45,6.76,6.74
59,844.08,46280.36,46510.83,2865.27,43216.80,106.80,29.02,6.74,6.80
60,842.02,46341.14,46622.90,2859.05,22756.85,116.85,15.48,6.80,6.85
61,?,?,?,?,?,?,?,6.85,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,26.80,16.80,0.01,?,6.80
64,845.88,46676.09,47001.38,2868.06,81726.74,136.74,54.08,6.80,6.74
65,849.88,46762.65,47090.49,2872.90,26956.75,76.75,18.25,6.74,6.75
66,855.99,46745.26,47060.66,2873.49,16526.82,76.82,10.94,6.75,6.82
67,861.67,47074.39,47436.21,2906.74,16.78,16.78,0.01,6.82,6.78
68,?,?,?,?,?,?,?,6.78,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,26.70,16.70,0.01,?,6.70
71,866.79,47010.40,47340.43,2911.38,6866.65,76.65,4.46,6.70,6.65
72,872.90,46888.37,47235.72,2901.67,74986.68,146.68,48.97,6.65,6.68
73,871.52,47223.68,47606.16,2912.13,14066.70,76.70,9.38,6.68,6.70
74,873.21,47125.93,47522.10,2909.77,89426.59,246.59,58.39,6.70,6.59
75,?,?,?,?,?,?,?,6.59,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,43136.70,156.70,28.20,?,6.70
78,864.73,46029.35,46473.62,2868.24,327366.50,516.50,209.18,6.70,6.50
79,862.97,46068.24,46511.62,2874.75,577096.25,686.25,361.72,6.50,6.25
80,850.86,45580.47,46017.88,2833.61,56866.27,106.27,35.14,6.25,6.27
81,845.32,45066.18,45473.08,2800.67,47126.09,146.09,28.67,6.27,6.09
82,?,?,?,?,?,?,?,6.09,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,102956.30,236.30,63.35,?,6.30
85,830.80,44724.88,45119.16,2774.13,8636.12,36.12,5.32,6.30,6.12
86,835.51,45247.90,45644.09,2785.46,182896.15,246.15,112.20,6.12,6.15
87,839.42,45147.57,45528.85,2797.31,24956.22,76.22,15.24,6.15,6.22
88,?,?,?,?,?,?,?,6.22,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,166406.34,216.34,102.85,?,6.34
93,828.79,44604.61,44940.36,2769.02,41006.10,206.10,25.20,6.34,6.10
94,824.35,44623.89,44980.62,2766.19,57516.05,296.05,35.32,6.10,6.05
95,819.73,44597.66,44960.02,2760.91,88256.06,186.06,53.13,6.05,6.06
96,?,?,?,?,?,?,?,6.06,?
