%310
@RELATION PLPTMED00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,22213.22,213.22,2.93,?,13.22
3,783.15,48222.72,48505.50,12613.10,213.10,1.66,13.22,13.10
4,781.69,47888.16,48143.94,12813.50,513.50,1.72,13.10,13.50
5,?,?,?,?,?,?,13.50,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,313.64,213.64,0.04,?,13.64
8,780.70,47379.63,47624.67,1000113.64,213.64,135.01,13.64,13.64
9,784.82,47407.28,47668.58,2013.64,113.64,0.27,13.64,13.64
10,788.85,47546.91,47798.66,013.64,013.64,0.00,13.64,13.64
11,795.36,47440.80,47690.97,013.64,013.64,0.00,13.64,13.64
12,?,?,?,?,?,?,13.64,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,013.64,013.64,0.00,?,13.64
15,794.59,47086.54,47346.41,013.64,013.64,0.00,13.64,13.64
16,796.34,47521.39,47794.60,013.64,013.64,0.00,13.64,13.64
17,803.56,47661.37,47936.81,013.64,013.64,0.00,13.64,13.64
18,807.72,47813.69,48104.67,27213.50,413.50,3.69,13.64,13.50
19,?,?,?,?,?,?,13.50,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,013.50,013.50,0.00,?,13.50
22,808.23,47872.80,48127.89,013.50,013.50,0.00,13.50,13.50
23,808.40,47733.24,47999.21,23513.50,413.50,3.18,13.50,13.50
24,811.80,47942.04,48203.43,20013.50,113.50,2.70,13.50,13.50
25,812.99,47613.95,47851.99,013.50,013.50,0.00,13.50,13.50
26,?,?,?,?,?,?,13.50,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,013.50,013.50,0.00,?,13.50
29,815.93,47328.40,47565.10,013.50,013.50,0.00,13.50,13.50
30,815.59,46917.19,47113.08,21413.77,313.77,2.95,13.50,13.77
31,817.14,46840.15,47011.43,013.77,013.77,0.00,13.77,13.77
32,818.68,46945.58,47121.08,013.77,013.77,0.00,13.77,13.77
33,?,?,?,?,?,?,13.77,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,18614.00,414.00,2.60,?,14.00
36,816.68,46674.78,46862.43,3007014.00,214.00,420.94,14.00,14.00
37,813.75,46149.14,46341.54,36414.00,214.00,5.10,14.00,14.00
38,811.13,46329.66,46512.72,714.06,314.06,0.10,14.00,14.06
39,813.77,46741.54,46931.40,1055314.20,814.20,147.78,14.06,14.20
40,?,?,?,?,?,?,14.20,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,49614.73,514.73,7.10,?,14.73
43,817.32,46399.26,46564.61,90315.20,1015.20,13.55,14.73,15.20
44,817.35,46406.74,46569.81,6115.00,415.00,0.94,15.20,15.00
45,818.81,46211.54,46360.51,10115.00,315.00,1.52,15.00,15.00
46,826.73,46370.13,46523.63,56415.43,515.43,8.51,15.00,15.43
47,?,?,?,?,?,?,15.43,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,10515.74,215.74,1.62,?,15.74
50,832.30,46490.89,46652.19,124416.00,716.00,19.75,15.74,16.00
51,830.62,46051.76,46198.42,48415.50,215.50,7.50,16.00,15.50
52,823.32,45879.90,46050.52,58515.00,715.00,8.88,15.50,15.00
53,826.66,45948.12,46124.82,7814.99,414.99,1.15,15.00,14.99
54,?,?,?,?,?,?,14.99,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,5014.95,114.95,0.75,?,14.95
57,828.81,45868.35,46065.85,7114.95,214.95,1.02,14.95,14.95
58,836.69,46241.92,46459.99,10014.40,114.40,1.44,14.95,14.40
59,844.08,46280.36,46510.83,1714.69,214.69,0.24,14.40,14.69
60,842.02,46341.14,46622.90,21114.69,314.69,3.10,14.69,14.69
61,?,?,?,?,?,?,14.69,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,1014.30,114.30,0.14,?,14.30
64,845.88,46676.09,47001.38,114.69,114.69,0.01,14.30,14.69
65,849.88,46762.65,47090.49,5014.60,114.60,0.73,14.69,14.60
66,855.99,46745.26,47060.66,014.60,014.60,0.00,14.60,14.60
67,861.67,47074.39,47436.21,44814.69,814.69,6.58,14.60,14.69
68,?,?,?,?,?,?,14.69,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,114.73,114.73,0.01,?,14.73
71,866.79,47010.40,47340.43,014.73,014.73,0.00,14.73,14.73
72,872.90,46888.37,47235.72,2314.52,214.52,0.33,14.73,14.52
73,871.52,47223.68,47606.16,13614.90,514.90,2.00,14.52,14.90
74,873.21,47125.93,47522.10,014.90,014.90,0.00,14.90,14.90
75,?,?,?,?,?,?,14.90,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,014.90,014.90,0.00,?,14.90
78,864.73,46029.35,46473.62,64414.90,314.90,9.60,14.90,14.90
79,862.97,46068.24,46511.62,5715.00,315.00,0.82,14.90,15.00
80,850.86,45580.47,46017.88,15715.99,415.99,2.46,15.00,15.99
81,845.32,45066.18,45473.08,51515.50,415.50,8.01,15.99,15.50
82,?,?,?,?,?,?,15.50,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,3515.50,115.50,0.54,?,15.50
85,830.80,44724.88,45119.16,14615.00,315.00,2.20,15.50,15.00
86,835.51,45247.90,45644.09,100915.22,415.22,15.24,15.00,15.22
87,839.42,45147.57,45528.85,5715.50,415.50,0.86,15.22,15.50
88,?,?,?,?,?,?,15.50,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,11515.50,215.50,1.78,?,15.50
93,828.79,44604.61,44940.36,015.50,015.50,0.00,15.50,15.50
94,824.35,44623.89,44980.62,015.50,015.50,0.00,15.50,15.50
95,819.73,44597.66,44960.02,015.50,015.50,0.00,15.50,15.50
96,?,?,?,?,?,?,15.50,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,10015.50,115.50,1.55,?,15.50
99,815.74,44725.03,45096.35,80615.50,415.50,12.48,15.50,15.50
100,820.16,45091.63,45495.34,14415.74,315.74,2.26,15.50,15.74
101,824.04,45688.48,46131.66,116.27,116.27,0.02,15.74,16.27
102,819.29,45525.92,45960.10,016.27,016.27,0.00,16.27,16.27
103,?,?,?,?,?,?,16.27,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,93715.70,415.70,15.03,?,15.70
106,?,?,?,?,?,?,15.70,?
107,796.68,43916.24,44404.81,1015.70,115.70,0.16,?,15.70
108,787.39,43364.70,43850.06,215.74,215.74,0.03,15.70,15.74
109,783.37,43447.75,43993.98,20015.30,215.30,3.10,15.74,15.30
110,?,?,?,?,?,?,15.30,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,8615.74,315.74,1.29,?,15.74
113,769.16,43159.57,43707.88,015.74,015.74,0.00,15.74,15.74
114,769.82,43356.73,43908.95,1715.74,215.74,0.26,15.74,15.74
115,774.88,43482.18,44027.03,015.74,015.74,0.00,15.74,15.74
116,777.86,43665.21,44226.06,015.74,015.74,0.00,15.74,15.74
117,?,?,?,?,?,?,15.74,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,515.70,115.70,0.08,?,15.70
120,784.81,44162.18,44653.34,015.70,015.70,0.00,15.70,15.70
121,?,?,?,?,?,?,15.70,?
122,787.45,43991.51,44466.89,42315.00,215.00,6.35,?,15.00
123,?,?,?,?,?,?,15.00,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,015.00,015.00,0.00,?,15.00
127,793.09,44742.22,45244.29,11815.53,215.53,1.81,15.00,15.53
128,798.10,45117.94,45647.76,015.53,015.53,0.00,15.53,15.53
129,800.71,44943.16,45475.08,20015.40,115.40,3.08,15.53,15.40
130,800.42,44895.35,45408.06,21115.30,715.30,3.24,15.40,15.30
131,?,?,?,?,?,?,15.30,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,015.30,015.30,0.00,?,15.30
134,804.49,45771.11,46336.62,6115.47,315.47,0.93,15.30,15.47
135,802.28,46102.42,46676.61,9015.47,115.47,1.39,15.47,15.47
136,806.45,45992.03,46581.16,35115.00,715.00,5.24,15.47,15.00
137,810.69,46078.68,46646.58,015.00,015.00,0.00,15.00,15.00
138,?,?,?,?,?,?,15.00,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,015.00,015.00,0.00,?,15.00
141,819.76,45851.80,46439.10,015.00,015.00,0.00,15.00,15.00
142,818.82,45933.66,46529.96,015.00,015.00,0.00,15.00,15.00
143,814.69,45687.76,46311.26,17915.00,315.00,2.61,15.00,15.00
144,820.11,46145.44,46783.61,9115.22,215.22,1.37,15.00,15.22
145,?,?,?,?,?,?,15.22,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,20015.22,115.22,3.04,?,15.22
148,838.40,47579.87,48258.02,215.43,215.43,0.03,15.22,15.43
149,842.72,47476.64,48138.07,7015.42,115.42,1.08,15.43,15.42
150,?,?,?,?,?,?,15.42,?
151,841.72,47806.34,48503.87,015.42,015.42,0.00,?,15.42
152,?,?,?,?,?,?,15.42,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,10615.20,215.20,1.61,?,15.20
155,854.67,47620.68,48323.88,015.20,015.20,0.00,15.20,15.20
156,859.35,47805.94,48513.29,55015.20,215.20,8.36,15.20,15.20
157,864.95,47573.66,48259.19,206815.30,615.30,31.30,15.20,15.30
158,866.67,48209.65,48918.37,28515.00,215.00,4.28,15.30,15.00
159,?,?,?,?,?,?,15.00,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,45215.00,915.00,6.79,?,15.00
162,870.60,48324.52,49050.96,112415.00,315.00,16.95,15.00,15.00
163,878.91,48383.93,49098.70,215.23,215.23,0.03,15.00,15.23
164,877.48,48152.82,48890.47,015.23,015.23,0.00,15.23,15.23
165,880.65,48273.42,49057.66,15015.30,115.30,2.30,15.23,15.30
166,?,?,?,?,?,?,15.30,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,3415.29,115.29,0.52,?,15.29
169,886.71,48119.72,48891.04,28014.80,214.80,4.14,15.29,14.80
170,885.25,47743.10,48509.84,36814.80,314.80,5.45,14.80,14.80
171,864.38,45870.00,46587.68,014.80,014.80,0.00,14.80,14.80
172,855.18,44732.92,45456.77,6114.80,214.80,0.89,14.80,14.80
173,?,?,?,?,?,?,14.80,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,21314.80,214.80,3.15,?,14.80
176,863.23,44966.09,45672.10,014.80,014.80,0.00,14.80,14.80
177,858.05,44893.99,45601.51,1614.80,214.80,0.23,14.80,14.80
178,847.97,43667.37,44326.49,57814.20,314.20,8.21,14.80,14.20
179,848.08,44747.79,45442.51,36014.20,414.20,4.90,14.20,14.20
180,?,?,?,?,?,?,14.20,?
181,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,12214.11,214.11,1.72,?,14.11
183,853.37,45533.94,46254.71,46414.27,514.27,6.58,14.11,14.27
184,850.45,45184.98,45899.36,55214.69,314.69,8.10,14.27,14.69
185,855.94,45613.75,46344.42,115.19,115.19,0.02,14.69,15.19
186,851.88,45110.89,45805.34,120714.10,414.10,17.13,15.19,14.10
187,?,?,?,?,?,?,14.10,?
188,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,133013.96,1013.96,18.02,?,13.96
190,842.60,44342.23,44969.23,013.96,013.96,0.00,13.96,13.96
191,844.03,45068.55,45727.71,013.96,013.96,0.00,13.96,13.96
192,845.84,45712.72,46390.36,3513.80,313.80,0.48,13.96,13.80
193,849.99,46150.78,46839.89,2513.90,113.90,0.35,13.80,13.90
194,?,?,?,?,?,?,13.90,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,7213.85,313.85,0.96,?,13.85
197,847.84,46155.10,46860.35,3013.89,113.89,0.42,13.85,13.89
198,845.85,46287.08,47003.76,013.89,013.89,0.00,13.89,13.89
199,845.70,46221.23,46919.83,8513.90,413.90,1.14,13.89,13.90
200,848.06,46399.74,47120.88,013.90,013.90,0.00,13.90,13.90
201,?,?,?,?,?,?,13.90,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,013.90,013.90,0.00,?,13.90
204,852.44,46714.43,47454.90,013.90,013.90,0.00,13.90,13.90
205,858.02,46835.98,47575.74,013.90,013.90,0.00,13.90,13.90
206,858.31,46713.02,47446.69,013.90,013.90,0.00,13.90,13.90
207,858.83,46258.91,46981.22,64913.60,313.60,8.73,13.90,13.60
208,?,?,?,?,?,?,13.60,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,15013.60,213.60,2.04,?,13.60
211,870.15,46663.41,47398.08,113.90,113.90,0.01,13.60,13.90
212,878.25,46925.65,47676.43,16613.90,413.90,2.30,13.90,13.90
213,881.30,47370.81,48147.76,013.90,013.90,0.00,13.90,13.90
214,884.10,48325.33,49133.14,013.90,013.90,0.00,13.90,13.90
215,?,?,?,?,?,?,13.90,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,65114.06,314.06,9.13,?,14.06
218,891.86,47942.81,48742.34,10114.30,414.30,1.42,14.06,14.30
219,898.91,48306.55,49124.78,78214.58,514.58,11.32,14.30,14.58
220,903.85,48862.88,49700.18,17914.50,314.50,2.60,14.58,14.50
221,909.96,49125.36,49994.77,4514.20,114.20,0.64,14.50,14.20
222,?,?,?,?,?,?,14.20,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,110014.01,414.01,15.61,?,14.01
225,922.16,49747.66,50646.05,814.59,214.59,0.11,14.01,14.59
226,928.58,50223.95,51152.95,014.59,014.59,0.00,14.59,14.59
227,?,?,?,?,?,?,14.59,?
228,928.83,49976.48,50906.11,014.59,014.59,0.00,?,14.59
229,?,?,?,?,?,?,14.59,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,7114.48,214.48,0.99,?,14.48
232,914.58,49162.16,50077.30,014.48,014.48,0.00,14.48,14.48
233,920.30,49128.05,50032.45,4914.48,114.48,0.71,14.48,14.48
234,931.73,49846.48,50780.47,51014.00,514.00,7.14,14.48,14.00
235,930.27,49895.10,50836.47,2614.40,214.40,0.36,14.00,14.40
236,?,?,?,?,?,?,14.40,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,014.40,014.40,0.00,?,14.40
239,921.40,48833.58,49731.02,014.40,014.40,0.00,14.40,14.40
240,919.00,48537.65,49421.50,014.40,014.40,0.00,14.40,14.40
241,924.88,48676.45,49569.11,30514.39,214.39,4.39,14.40,14.39
242,925.91,48871.98,49771.98,4014.46,314.46,0.58,14.39,14.46
243,?,?,?,?,?,?,14.46,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,014.46,014.46,0.00,?,14.46
