%310
@RELATION PLKAREN00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,10000.20,10.20,0.20,?,0.20
3,783.15,48222.72,48505.50,2832.46,478650.21,120.21,9.64,0.20,0.21
4,781.69,47888.16,48143.94,2814.73,860000.22,90.22,18.55,0.21,0.22
5,?,?,?,?,?,?,?,0.22,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,00.22,00.22,0.00,?,0.22
8,780.70,47379.63,47624.67,2790.64,553110.20,160.20,11.50,0.22,0.20
9,784.82,47407.28,47668.58,2784.62,83810.21,30.21,1.76,0.20,0.21
10,788.85,47546.91,47798.66,2800.96,107260.20,70.20,2.15,0.21,0.20
11,795.36,47440.80,47690.97,2815.88,356120.20,50.20,7.12,0.20,0.20
12,?,?,?,?,?,?,?,0.20,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,261250.21,50.21,5.48,?,0.21
15,794.59,47086.54,47346.41,2817.16,993970.22,220.22,21.87,0.21,0.22
16,796.34,47521.39,47794.60,2825.40,00.22,00.22,0.00,0.22,0.22
17,803.56,47661.37,47936.81,2848.09,10.22,10.22,0.00,0.22,0.22
18,807.72,47813.69,48104.67,2864.72,60130.22,40.22,1.23,0.22,0.22
19,?,?,?,?,?,?,?,0.22,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,13300.22,30.22,0.29,?,0.22
22,808.23,47872.80,48127.89,2892.80,136230.21,40.21,2.86,0.22,0.21
23,808.40,47733.24,47999.21,2890.57,15200.21,20.21,0.31,0.21,0.21
24,811.80,47942.04,48203.43,2898.85,00.21,00.21,0.00,0.21,0.21
25,812.99,47613.95,47851.99,2897.93,99750.22,100.22,2.10,0.21,0.22
26,?,?,?,?,?,?,?,0.22,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,177440.22,70.22,3.73,?,0.22
29,815.93,47328.40,47565.10,2878.58,171000.22,40.22,3.59,0.22,0.22
30,815.59,46917.19,47113.08,2876.68,35000.21,10.21,0.74,0.22,0.21
31,817.14,46840.15,47011.43,2880.57,39200.22,50.22,0.81,0.21,0.22
32,818.68,46945.58,47121.08,2883.81,4684710.22,470.22,106.89,0.22,0.22
33,?,?,?,?,?,?,?,0.22,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,3037390.21,160.21,64.10,?,0.21
36,816.68,46674.78,46862.43,2843.49,13000.21,20.21,0.27,0.21,0.21
37,813.75,46149.14,46341.54,2811.05,273000.21,30.21,5.73,0.21,0.21
38,811.13,46329.66,46512.72,2815.91,110000.20,30.20,2.20,0.21,0.20
39,813.77,46741.54,46931.40,2825.70,1638780.20,270.20,32.40,0.20,0.20
40,?,?,?,?,?,?,?,0.20,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,00.20,00.20,0.00,?,0.20
43,817.32,46399.26,46564.61,2821.25,00.20,00.20,0.00,0.20,0.20
44,817.35,46406.74,46569.81,2825.02,29500.20,40.20,0.57,0.20,0.20
45,818.81,46211.54,46360.51,2825.15,00.20,00.20,0.00,0.20,0.20
46,826.73,46370.13,46523.63,2838.22,77870.21,50.21,1.51,0.20,0.21
47,?,?,?,?,?,?,?,0.21,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,39900.21,20.21,0.81,?,0.21
50,832.30,46490.89,46652.19,2843.90,59000.21,50.21,1.13,0.21,0.21
51,830.62,46051.76,46198.42,2831.71,5500.21,100.21,0.12,0.21,0.21
52,823.32,45879.90,46050.52,2801.83,30800.21,470.21,0.65,0.21,0.21
53,826.66,45948.12,46124.82,2817.57,266980.21,650.21,5.39,0.21,0.21
54,?,?,?,?,?,?,?,0.21,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,156730.19,120.19,3.00,?,0.19
57,828.81,45868.35,46065.85,2831.16,65950.20,30.20,1.26,0.19,0.20
58,836.69,46241.92,46459.99,2855.69,46080.20,100.20,0.92,0.20,0.20
59,844.08,46280.36,46510.83,2865.27,203800.21,30.21,4.28,0.20,0.21
60,842.02,46341.14,46622.90,2859.05,147800.20,100.20,2.96,0.21,0.20
61,?,?,?,?,?,?,?,0.20,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,225700.21,70.21,4.81,?,0.21
64,845.88,46676.09,47001.38,2868.06,147730.20,70.20,2.99,0.21,0.20
65,849.88,46762.65,47090.49,2872.90,20000.20,20.20,0.40,0.20,0.20
66,855.99,46745.26,47060.66,2873.49,9010.20,10.20,0.18,0.20,0.20
67,861.67,47074.39,47436.21,2906.74,240000.21,50.21,5.04,0.20,0.21
68,?,?,?,?,?,?,?,0.21,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,354400.21,80.21,7.13,?,0.21
71,866.79,47010.40,47340.43,2911.38,13255120.24,1440.24,310.67,0.21,0.24
72,872.90,46888.37,47235.72,2901.67,968500.22,210.22,21.60,0.24,0.22
73,871.52,47223.68,47606.16,2912.13,214990.22,50.22,4.75,0.22,0.22
74,873.21,47125.93,47522.10,2909.77,1089920.23,80.23,24.37,0.22,0.23
75,?,?,?,?,?,?,?,0.23,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,140110.23,60.23,3.09,?,0.23
78,864.73,46029.35,46473.62,2868.24,227350.21,70.21,4.87,0.23,0.21
79,862.97,46068.24,46511.62,2874.75,1027420.21,160.21,21.90,0.21,0.21
