%310
@RELATION WIG20
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,425729.84,2626.21
3,13391.36,3100.57,3100.57,3.1005,3.1005,525297.87,2628.36
4,13435.21,3101.66,3101.66,3.1700,3.1700,772867.43,2601.73
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,658408.81,2578.48
8,13328.85,3091.81,3091.81,3.1457,3.1457,633038.35,2562.63
9,13390.51,3105.81,3105.81,3.1516,3.1516,532977.08,2567.59
10,13471.22,3121.76,3121.76,3.1121,3.1121,831450.92,2573.62
11,13488.43,3125.64,3125.64,3.0890,3.0890,446000.65,2557.93
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,708954.16,2560.14
15,13534.89,3110.78,3110.78,3.0750,3.0750,789612.27,2532.42
16,13511.23,3117.54,3117.54,3.1097,3.1097,924496.34,2565.15
17,13596.02,3136.00,3136.00,3.0853,3.0853,557073.65,2567.16
18,13649.70,3134.71,3134.71,3.0925,3.0925,512710.89,2572.14
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,356415.32,2573.67
22,13712.21,3143.18,3143.18,3.1341,3.1341,577733.24,2566.60
23,13779.33,3153.67,3153.67,3.1195,3.1195,1424322.40,2558.39
24,13825.33,3130.38,3130.38,3.1503,3.1503,1237460.63,2568.63
25,13895.98,3149.71,3149.71,3.1186,3.1186,780285.97,2542.32
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,600083.18,2521.50
29,13954.42,3153.66,3153.66,3.1229,3.1229,561039.79,2524.36
30,13910.42,3142.31,3142.31,3.0938,3.0938,1647720.89,2496.15
31,13860.58,3142.13,3142.13,3.0874,3.0874,1486248.73,2492.76
32,14009.79,3179.10,3179.10,3.0744,3.0744,620684.29,2499.19
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,799059.58,2469.73
36,13979.30,3171.58,3171.58,3.0831,3.0831,639054.95,2485.25
37,13986.52,3168.48,3168.48,3.0868,3.0868,778340.88,2455.47
38,13944.05,3165.13,3165.13,3.0886,3.0886,727054.61,2467.45
39,13992.97,3193.87,3193.87,3.1056,3.1056,655128.38,2495.42
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,391888.22,2497.88
43,14018.70,3186.49,3186.49,3.1159,3.1159,857993.30,2470.48
44,13982.91,3196.88,3196.88,3.1012,3.1012,510746.53,2471.21
45,13973.39,3198.66,3198.66,3.1209,3.1209,591913.84,2456.36
46,13981.76,3192.03,3192.03,3.1398,3.1398,485652.54,2467.63
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,367314.45,2476.01
50,14035.67,3213.59,3213.59,3.1360,3.1360,503365.18,2477.19
51,13927.54,3164.41,3164.41,3.1002,3.1002,584611.50,2443.16
52,13880.62,3131.49,3131.49,3.1633,3.1633,815244.48,2436.47
53,14000.57,3161.82,3161.82,3.1443,3.1443,472196.97,2437.24
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,624672.83,2454.92
57,13900.13,3129.65,3129.65,3.1733,3.1733,678005.95,2428.57
58,14075.37,3162.26,3162.26,3.1841,3.1841,691085.24,2450.36
59,14054.49,3160.19,3160.19,3.1679,3.1679,1032442.51,2452.01
60,14089.66,3169.74,3169.74,3.1769,3.1769,950408.08,2452.86
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,601019.77,2438.97
64,14253.77,3224.13,3224.13,3.1665,3.1665,753622.79,2477.68
65,14296.24,3222.36,3222.36,3.1660,3.1660,850284.49,2481.36
66,14329.49,3232.09,3232.09,3.1808,3.1808,494314.75,2474.70
67,14397.07,3244.37,3244.37,3.1690,3.1690,652553.50,2490.70
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,446381.73,2479.20
71,14450.06,3242.32,3242.32,3.1887,3.1887,438552.77,2482.39
72,14455.28,3245.12,3245.12,3.1863,3.1863,890259.89,2473.95
73,14539.14,3258.93,3258.93,3.2000,3.2000,915059.13,2498.84
74,14514.11,3249.07,3249.07,3.1868,3.1868,1964127.90,2486.30
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
