%310
@RELATION PLBYTOM00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,541620.27,140.27,14.08,?,0.27
3,783.15,48222.72,48505.50,31640.26,40.26,0.82,0.27,0.26
4,781.69,47888.16,48143.94,425110.27,110.27,11.07,0.26,0.27
5,?,?,?,?,?,?,0.27,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,516590.27,90.27,13.47,?,0.27
8,780.70,47379.63,47624.67,120140.27,40.27,3.20,0.27,0.27
9,784.82,47407.28,47668.58,2553680.26,250.26,64.94,0.27,0.26
10,788.85,47546.91,47798.66,93500.25,40.25,2.42,0.26,0.25
11,795.36,47440.80,47690.97,346600.26,160.26,9.01,0.25,0.26
12,?,?,?,?,?,?,0.26,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,698040.27,150.27,18.19,?,0.27
15,794.59,47086.54,47346.41,3624480.27,450.27,98.69,0.27,0.27
16,796.34,47521.39,47794.60,13416640.31,2360.31,416.02,0.27,0.31
17,803.56,47661.37,47936.81,4953320.32,940.32,150.54,0.31,0.32
18,807.72,47813.69,48104.67,6892140.31,1520.31,219.77,0.32,0.31
19,?,?,?,?,?,?,0.31,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2904790.33,730.33,89.36,?,0.33
22,808.23,47872.80,48127.89,547820.32,170.32,17.37,0.33,0.32
23,808.40,47733.24,47999.21,235210.32,150.32,7.33,0.32,0.32
24,811.80,47942.04,48203.43,904100.32,250.32,28.72,0.32,0.32
25,812.99,47613.95,47851.99,1781010.33,370.33,55.06,0.32,0.33
26,?,?,?,?,?,?,0.33,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,512880.33,180.33,16.37,?,0.33
29,815.93,47328.40,47565.10,3453930.34,980.34,114.83,0.33,0.34
30,815.59,46917.19,47113.08,873040.33,260.33,28.36,0.34,0.33
31,817.14,46840.15,47011.43,3489550.31,270.31,108.13,0.33,0.31
32,818.68,46945.58,47121.08,3932350.30,740.30,112.22,0.31,0.30
33,?,?,?,?,?,?,0.30,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,258160.30,230.30,7.51,?,0.30
36,816.68,46674.78,46862.43,205500.29,180.29,5.97,0.30,0.29
37,813.75,46149.14,46341.54,2883410.30,270.30,81.63,0.29,0.30
38,811.13,46329.66,46512.72,287260.29,70.29,8.40,0.30,0.29
39,813.77,46741.54,46931.40,162030.30,90.30,4.75,0.29,0.30
40,?,?,?,?,?,?,0.30,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,178000.29,110.29,5.15,?,0.29
43,817.32,46399.26,46564.61,249170.29,90.29,6.98,0.29,0.29
44,817.35,46406.74,46569.81,195000.29,100.29,5.52,0.29,0.29
45,818.81,46211.54,46360.51,2722750.27,430.27,72.81,0.29,0.27
46,826.73,46370.13,46523.63,2345420.27,210.27,65.38,0.27,0.27
47,?,?,?,?,?,?,0.27,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,169150.27,90.27,4.59,?,0.27
50,832.30,46490.89,46652.19,237140.27,130.27,6.30,0.27,0.27
51,830.62,46051.76,46198.42,52310.27,20.27,1.41,0.27,0.27
52,823.32,45879.90,46050.52,15000.28,20.28,0.41,0.27,0.28
53,826.66,45948.12,46124.82,529670.26,140.26,13.94,0.28,0.26
54,?,?,?,?,?,?,0.26,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,383220.27,90.27,10.03,?,0.27
57,828.81,45868.35,46065.85,704200.27,170.27,18.79,0.27,0.27
58,836.69,46241.92,46459.99,947050.29,310.29,26.99,0.27,0.29
59,844.08,46280.36,46510.83,4243530.30,830.30,127.81,0.29,0.30
60,842.02,46341.14,46622.90,796290.31,220.31,24.11,0.30,0.31
61,?,?,?,?,?,?,0.31,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,235430.30,140.30,7.11,?,0.30
64,845.88,46676.09,47001.38,155000.30,50.30,4.67,0.30,0.30
65,849.88,46762.65,47090.49,15076060.38,2010.38,523.39,0.30,0.38
66,855.99,46745.26,47060.66,22407500.41,3730.41,985.48,0.38,0.41
67,861.67,47074.39,47436.21,3651470.41,1300.41,146.46,0.41,0.41
68,?,?,?,?,?,?,0.41,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,20730860.51,4470.51,994.54,?,0.51
71,866.79,47010.40,47340.43,23893310.50,5670.50,1207.37,0.51,0.50
72,872.90,46888.37,47235.72,6123660.53,1330.53,311.60,0.50,0.53
73,871.52,47223.68,47606.16,12024300.48,2600.48,584.91,0.53,0.48
74,873.21,47125.93,47522.10,6914550.43,1470.43,305.46,0.48,0.43
75,?,?,?,?,?,?,0.43,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,10096860.45,1750.45,424.44,?,0.45
78,864.73,46029.35,46473.62,3740050.43,750.43,161.24,0.45,0.43
79,862.97,46068.24,46511.62,1475120.43,430.43,61.99,0.43,0.43
80,850.86,45580.47,46017.88,12775130.34,2890.34,454.02,0.43,0.34
81,845.32,45066.18,45473.08,2218200.35,830.35,74.36,0.34,0.35
82,?,?,?,?,?,?,0.35,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,6648780.29,870.29,203.03,?,0.29
85,830.80,44724.88,45119.16,2929180.30,680.30,83.54,0.29,0.30
86,835.51,45247.90,45644.09,6401830.31,820.31,192.61,0.30,0.31
87,839.42,45147.57,45528.85,16407560.32,2020.32,548.58,0.31,0.32
88,?,?,?,?,?,?,0.32,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,4956000.31,870.31,150.47,?,0.31
93,828.79,44604.61,44940.36,1416300.30,510.30,42.67,0.31,0.30
94,824.35,44623.89,44980.62,1005490.30,220.30,29.56,0.30,0.30
95,819.73,44597.66,44960.02,453660.32,250.32,13.73,0.30,0.32
96,?,?,?,?,?,?,0.32,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,653500.32,290.32,20.58,?,0.32
