%310
@RELATION PLSKTAN00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,7373664.58,9314.58,3315.10,?,4.58
3,10554.18,48222.72,48505.50,2832.46,2492534.51,3504.51,1114.17,4.58,4.51
4,10519.33,47888.16,48143.94,2814.73,2152814.51,2264.51,962.90,4.51,4.51
5,?,?,?,?,?,?,?,4.51,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,2671244.43,3804.43,1218.20,?,4.43
8,10500.71,47379.63,47624.67,2790.64,960544.35,1584.35,424.36,4.43,4.35
9,10503.06,47407.28,47668.58,2784.62,1006994.36,1634.36,435.70,4.35,4.36
10,10496.80,47546.91,47798.66,2800.96,1095554.40,1654.40,480.55,4.36,4.40
11,10595.04,47440.80,47690.97,2815.88,4251114.61,6144.61,1949.24,4.40,4.61
12,?,?,?,?,?,?,?,4.61,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,1609964.62,3284.62,750.01,?,4.62
15,10638.06,47086.54,47346.41,2817.16,2831194.47,3054.47,1260.50,4.62,4.47
16,10673.05,47521.39,47794.60,2825.40,1239924.62,1894.62,562.39,4.47,4.62
17,10767.29,47661.37,47936.81,2848.09,6683264.81,8714.81,3199.89,4.62,4.81
18,10903.93,47813.69,48104.67,2864.72,3202554.82,4024.82,1543.75,4.81,4.82
19,?,?,?,?,?,?,?,4.82,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,7010244.99,9214.99,3489.12,?,4.99
22,11073.63,47872.80,48127.89,2892.80,2913234.79,4474.79,1429.05,4.99,4.79
23,11071.80,47733.24,47999.21,2890.57,2297524.88,4874.88,1108.07,4.79,4.88
24,11108.21,47942.04,48203.43,2898.85,1684344.85,2924.85,821.68,4.88,4.85
25,11174.05,47613.95,47851.99,2897.93,1604564.71,2054.71,763.51,4.85,4.71
26,?,?,?,?,?,?,?,4.71,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,1326904.69,1364.69,626.35,?,4.69
29,11165.66,47328.40,47565.10,2878.58,490474.70,764.70,229.50,4.69,4.70
30,11183.61,46917.19,47113.08,2876.68,823244.53,1694.53,377.64,4.70,4.53
31,11245.80,46840.15,47011.43,2880.57,1226854.67,2074.67,561.46,4.53,4.67
32,11241.00,46945.58,47121.08,2883.81,375274.67,1244.67,176.05,4.67,4.67
33,?,?,?,?,?,?,?,4.67,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,787834.58,1604.58,363.50,?,4.58
36,11060.84,46674.78,46862.43,2843.49,922714.57,1424.57,419.85,4.58,4.57
37,10953.57,46149.14,46341.54,2811.05,339184.51,644.51,153.56,4.57,4.51
38,10950.03,46329.66,46512.72,2815.91,280984.58,644.58,128.13,4.51,4.58
39,10986.53,46741.54,46931.40,2825.70,1313474.70,2424.70,614.13,4.58,4.70
40,?,?,?,?,?,?,?,4.70,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,769414.75,1614.75,367.66,?,4.75
43,10981.98,46399.26,46564.61,2821.25,358284.55,744.55,165.29,4.75,4.55
44,11022.58,46406.74,46569.81,2825.02,1674654.37,2214.37,739.94,4.55,4.37
45,11017.48,46211.54,46360.51,2825.15,1066824.30,1554.30,457.00,4.37,4.30
46,11071.18,46370.13,46523.63,2838.22,590154.34,914.34,254.25,4.30,4.34
47,?,?,?,?,?,?,?,4.34,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,550244.44,814.44,242.00,?,4.44
50,11119.72,46490.89,46652.19,2843.90,801904.35,1144.35,351.00,4.44,4.35
51,11014.53,46051.76,46198.42,2831.71,213454.36,314.36,92.79,4.35,4.36
52,10948.88,45879.90,46050.52,2801.83,791664.28,1174.28,336.24,4.36,4.28
53,10985.79,45948.12,46124.82,2817.57,277414.30,584.30,118.45,4.28,4.30
54,?,?,?,?,?,?,?,4.30,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,614414.25,1294.25,264.17,?,4.25
57,10972.28,45868.35,46065.85,2831.16,543134.16,994.16,227.58,4.25,4.16
58,11039.20,46241.92,46459.99,2855.69,696894.16,1234.16,292.24,4.16,4.16
59,11052.03,46280.36,46510.83,2865.27,675014.28,1294.28,289.10,4.16,4.28
60,11010.83,46341.14,46622.90,2859.05,856624.34,1554.34,372.14,4.28,4.34
61,?,?,?,?,?,?,?,4.34,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,180944.30,574.30,78.41,?,4.30
64,10997.33,46676.09,47001.38,2868.06,436964.30,874.30,187.14,4.30,4.30
65,11042.47,46762.65,47090.49,2872.90,1388994.43,2994.43,605.88,4.30,4.43
66,11042.08,46745.26,47060.66,2873.49,1581494.37,2854.37,711.45,4.43,4.37
67,11119.06,47074.39,47436.21,2906.74,841344.38,1714.38,369.54,4.37,4.38
68,?,?,?,?,?,?,?,4.38,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,899094.24,1754.24,384.77,?,4.24
71,11150.86,47010.40,47340.43,2911.38,1838194.10,2884.10,766.48,4.24,4.10
72,11194.08,46888.37,47235.72,2901.67,1783064.22,2984.22,739.96,4.10,4.22
73,11231.22,47223.68,47606.16,2912.13,486954.18,894.18,203.32,4.22,4.18
74,11228.39,47125.93,47522.10,2909.77,564814.19,784.19,235.91,4.18,4.19
75,?,?,?,?,?,?,?,4.19,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,422574.10,734.10,174.05,?,4.10
78,11135.62,46029.35,46473.62,2868.24,297104.05,704.05,121.41,4.10,4.05
79,11168.63,46068.24,46511.62,2874.75,657604.15,1134.15,271.74,4.05,4.15
80,11069.03,45580.47,46017.88,2833.61,424464.09,824.09,172.73,4.15,4.09
81,10908.77,45066.18,45473.08,2800.67,1664263.95,2693.95,651.90,4.09,3.95
82,?,?,?,?,?,?,?,3.95,?
83,?,?,?,?,?,?,?,?,?
