%310
@RELATION PLZTKMA00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,70741.35,1541.35,29.25,?,41.35
3,10554.18,48222.72,48505.50,2832.46,139041.85,2441.85,57.34,41.35,41.85
4,10519.33,47888.16,48143.94,2814.73,155541.85,3141.85,64.73,41.85,41.85
5,?,?,?,?,?,?,?,41.85,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,1165841.10,2641.10,479.26,?,41.10
8,10500.71,47379.63,47624.67,2790.64,336741.00,3941.00,137.46,41.10,41.00
9,10503.06,47407.28,47668.58,2784.62,98340.80,2040.80,40.23,41.00,40.80
10,10496.80,47546.91,47798.66,2800.96,124140.99,2540.99,50.64,40.80,40.99
11,10595.04,47440.80,47690.97,2815.88,88740.80,2640.80,36.04,40.99,40.80
12,?,?,?,?,?,?,?,40.80,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,3126640.80,3140.80,1278.43,?,40.80
15,10638.06,47086.54,47346.41,2817.16,157140.90,3040.90,64.28,40.80,40.90
16,10673.05,47521.39,47794.60,2825.40,1109641.00,2141.00,454.85,40.90,41.00
17,10767.29,47661.37,47936.81,2848.09,155141.85,2741.85,64.27,41.00,41.85
18,10903.93,47813.69,48104.67,2864.72,667643.00,7543.00,286.99,41.85,43.00
19,?,?,?,?,?,?,?,43.00,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1707843.85,5243.85,747.58,?,43.85
22,11073.63,47872.80,48127.89,2892.80,713044.65,2944.65,314.65,43.85,44.65
23,11071.80,47733.24,47999.21,2890.57,776844.80,2744.80,346.72,44.65,44.80
24,11108.21,47942.04,48203.43,2898.85,150544.49,2844.49,66.75,44.80,44.49
25,11174.05,47613.95,47851.99,2897.93,404944.10,2744.10,178.09,44.49,44.10
26,?,?,?,?,?,?,?,44.10,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,632243.37,4243.37,272.24,?,43.37
29,11165.66,47328.40,47565.10,2878.58,157743.73,2243.73,68.05,43.37,43.73
30,11183.61,46917.19,47113.08,2876.68,101343.40,743.40,44.02,43.73,43.40
31,11245.80,46840.15,47011.43,2880.57,150144.20,2344.20,65.21,43.40,44.20
32,11241.00,46945.58,47121.08,2883.81,829045.80,7045.80,380.72,44.20,45.80
33,?,?,?,?,?,?,?,45.80,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,1081745.10,12445.10,504.27,?,45.10
36,11060.84,46674.78,46862.43,2843.49,645143.20,8943.20,280.11,45.10,43.20
37,10953.57,46149.14,46341.54,2811.05,1051743.98,6643.98,458.09,43.20,43.98
38,10950.03,46329.66,46512.72,2815.91,183645.05,4645.05,81.31,43.98,45.05
39,10986.53,46741.54,46931.40,2825.70,1732346.48,6546.48,797.04,45.05,46.48
40,?,?,?,?,?,?,?,46.48,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,2670747.40,9747.40,1265.62,?,47.40
43,10981.98,46399.26,46564.61,2821.25,505648.20,5148.20,240.90,47.40,48.20
44,11022.58,46406.74,46569.81,2825.02,813348.98,7548.98,397.72,48.20,48.98
45,11017.48,46211.54,46360.51,2825.15,224847.99,4247.99,108.74,48.98,47.99
46,11071.18,46370.13,46523.63,2838.22,33448.80,1548.80,16.13,47.99,48.80
47,?,?,?,?,?,?,?,48.80,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,137448.80,3748.80,67.11,?,48.80
50,11119.72,46490.89,46652.19,2843.90,120148.68,2148.68,58.36,48.80,48.68
51,11014.53,46051.76,46198.42,2831.71,113648.37,2348.37,54.77,48.68,48.37
52,10948.88,45879.90,46050.52,2801.83,155847.10,3547.10,72.46,48.37,47.10
53,10985.79,45948.12,46124.82,2817.57,73348.50,1548.50,34.65,47.10,48.50
54,?,?,?,?,?,?,?,48.50,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,56147.51,1947.51,26.88,?,47.51
57,10972.28,45868.35,46065.85,2831.16,32647.01,1747.01,15.39,47.51,47.01
58,11039.20,46241.92,46459.99,2855.69,83347.50,2047.50,39.26,47.01,47.50
59,11052.03,46280.36,46510.83,2865.27,77348.70,1648.70,37.41,47.50,48.70
60,11010.83,46341.14,46622.90,2859.05,91547.80,3647.80,43.71,48.70,47.80
61,?,?,?,?,?,?,?,47.80,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,184048.00,3748.00,88.29,?,48.00
64,10997.33,46676.09,47001.38,2868.06,149248.00,3248.00,71.95,48.00,48.00
65,11042.47,46762.65,47090.49,2872.90,90348.00,2248.00,43.20,48.00,48.00
66,11042.08,46745.26,47060.66,2873.49,430348.00,5848.00,205.19,48.00,48.00
67,11119.06,47074.39,47436.21,2906.74,97148.00,2548.00,46.26,48.00,48.00
68,?,?,?,?,?,?,?,48.00,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,106748.50,3648.50,51.44,?,48.50
71,11150.86,47010.40,47340.43,2911.38,637448.90,5748.90,309.41,48.50,48.90
72,11194.08,46888.37,47235.72,2901.67,2105948.98,2148.98,1023.67,48.90,48.98
73,11231.22,47223.68,47606.16,2912.13,648948.90,6748.90,317.54,48.98,48.90
74,11228.39,47125.93,47522.10,2909.77,790948.50,9148.50,388.44,48.90,48.50
75,?,?,?,?,?,?,?,48.50,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,408847.97,7347.97,192.61,?,47.97
78,11135.62,46029.35,46473.62,2868.24,297647.53,2847.53,141.43,47.97,47.53
79,11168.63,46068.24,46511.62,2874.75,30948.40,1048.40,14.97,47.53,48.40
80,11069.03,45580.47,46017.88,2833.61,2518544.99,17444.99,1139.54,48.40,44.99
81,10908.77,45066.18,45473.08,2800.67,1792044.50,12544.50,769.54,44.99,44.50
82,?,?,?,?,?,?,?,44.50,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,250544.90,4644.90,112.76,?,44.90
85,10815.43,44724.88,45119.16,2774.13,751844.00,5244.00,329.41,44.90,44.00
86,10867.86,45247.90,45644.09,2785.46,2453144.01,3244.01,1086.55,44.00,44.01
87,10938.55,45147.57,45528.85,2797.31,2181045.80,2445.80,973.65,44.01,45.80
88,?,?,?,?,?,?,?,45.80,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,83046.00,2146.00,38.27,?,46.00
93,10809.87,44604.61,44940.36,2769.02,217246.00,3046.00,99.50,46.00,46.00
94,10817.23,44623.89,44980.62,2766.19,40446.00,2046.00,18.38,46.00,46.00
95,10803.99,44597.66,44960.02,2760.91,219545.00,2345.00,99.26,46.00,45.00
96,?,?,?,?,?,?,?,45.00,?
97,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,44963.96,2764.28,24745.00,1245.00,11.08,?,45.00
99,10820.89,44725.03,45096.35,2767.26,23645.95,1845.95,10.62,45.00,45.95
100,10845.27,45091.63,45495.34,2780.21,207646.00,2746.00,95.74,45.95,46.00
101,10908.65,45688.48,46131.66,2794.43,9246.00,746.00,4.22,46.00,46.00
102,10807.45,45525.92,45960.10,2783.53,113746.30,1646.30,52.33,46.00,46.30
103,?,?,?,?,?,?,?,46.30,?
104,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,45167.65,2754.91,36844.30,1244.30,16.47,?,44.30
106,?,?,?,?,?,?,?,44.30,?
107,10431.02,43916.24,44404.81,2705.88,453841.50,3441.50,200.04,?,41.50
108,10415.53,43364.70,43850.06,2695.55,550741.50,6241.50,224.81,41.50,41.50
109,10373.60,43447.75,43993.98,2685.57,56943.30,1243.30,24.23,41.50,43.30
110,?,?,?,?,?,?,?,43.30,?
111,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,43892.82,2660.28,110142.50,2442.50,46.87,?,42.50
113,10282.22,43159.57,43707.88,2624.40,47342.90,942.90,20.03,42.50,42.90
114,10264.95,43356.73,43908.95,2636.70,44343.60,1143.60,19.04,42.90,43.60
115,10327.20,43482.18,44027.03,2658.57,16143.90,1143.90,7.02,43.60,43.90
116,10407.26,43665.21,44226.06,2669.93,6643.90,543.90,2.85,43.90,43.90
117,?,?,?,?,?,?,?,43.90,?
118,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,44420.22,2685.14,12143.90,743.90,5.22,?,43.90
120,10511.46,44162.18,44653.34,2704.84,11743.90,643.90,5.07,43.90,43.90
121,?,?,?,?,?,?,?,43.90,?
122,10554.34,43991.51,44466.89,2695.22,50343.80,943.80,21.35,?,43.80
123,?,?,?,?,?,?,?,43.80,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,45060.80,2714.72,8843.80,843.80,3.81,?,43.80
127,10618.63,44742.22,45244.29,2733.96,15743.59,943.59,6.73,43.80,43.59
128,10692.81,45117.94,45647.76,2752.14,42343.06,743.06,18.05,43.59,43.06
129,10714.80,44943.16,45475.08,2760.20,586143.28,1243.28,249.36,43.06,43.28
130,10758.03,44895.35,45408.06,2769.85,32543.40,1343.40,13.97,43.28,43.40
131,?,?,?,?,?,?,?,43.40,?
132,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,45746.01,2790.62,22842.50,1342.50,9.72,?,42.50
134,10819.27,45771.11,46336.62,2822.41,202943.30,2643.30,86.27,42.50,43.30
135,10913.18,46102.42,46676.61,2848.38,223545.90,4345.90,99.77,43.30,45.90
136,10976.80,45992.03,46581.16,2871.70,83446.00,1946.00,37.71,45.90,46.00
137,10991.63,46078.68,46646.58,2885.19,29846.50,1146.50,13.82,46.00,46.50
138,?,?,?,?,?,?,?,46.50,?
139,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,46615.31,2921.95,144747.20,2247.20,67.96,?,47.20
141,11089.17,45851.80,46439.10,2893.12,37747.20,947.20,17.76,47.20,47.20
142,11082.19,45933.66,46529.96,2912.70,162947.99,2347.99,77.37,47.20,47.99
143,11050.12,45687.76,46311.26,2894.53,39247.80,1847.80,18.37,47.99,47.80
144,11130.47,46145.44,46783.61,2929.62,173448.70,3348.70,83.94,47.80,48.70
145,?,?,?,?,?,?,?,48.70,?
146,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,47957.54,2976.83,119648.90,2648.90,58.31,?,48.90
148,11439.53,47579.87,48258.02,2997.81,11023350.00,5050.00,5511.71,48.90,50.00
149,11434.08,47476.64,48138.07,3000.58,121851.00,3051.00,61.42,50.00,51.00
150,?,?,?,?,?,?,?,51.00,?
151,11518.87,47806.34,48503.87,2994.25,290252.20,3452.20,150.82,?,52.20
152,?,?,?,?,?,?,?,52.20,?
153,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,47868.36,2970.24,121351.00,3251.00,61.44,?,51.00
155,11527.78,47620.68,48323.88,2998.79,63150.90,1950.90,31.70,51.00,50.90
156,11566.33,47805.94,48513.29,3026.87,274450.30,3150.30,137.35,50.90,50.30
157,11598.90,47573.66,48259.19,3020.15,73250.30,2350.30,36.65,50.30,50.30
158,11721.20,48209.65,48918.37,3044.38,74150.30,850.30,37.10,50.30,50.30
159,?,?,?,?,?,?,?,50.30,?
160,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,49207.65,3065.91,288550.95,1950.95,144.95,?,50.95
