%310
@RELATION SK1120010287
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
44,46406.74,874.66,150185.00,4185.00,27.70,185.00,185.00
45,46211.54,870.38,90186.00,2186.00,16.69,185.00,186.00
46,46370.13,873.83,100185.90,1185.90,18.59,186.00,185.90
47,?,?,?,?,?,185.90,?
48,?,?,?,?,?,?,?
49,46508.27,869.62,126187.80,3187.80,23.14,?,187.80
50,46490.89,861.33,100186.00,2186.00,18.58,187.80,186.00
51,46051.76,862.42,80187.00,1187.00,14.96,186.00,187.00
52,45879.90,859.18,100187.00,1187.00,18.70,187.00,187.00
53,45948.12,860.24,120187.00,1187.00,22.44,187.00,187.00
54,?,?,?,?,?,187.00,?
55,?,?,?,?,?,?,?
56,46286.28,865.38,100187.00,1187.00,18.70,?,187.00
57,45868.35,859.83,150186.00,2186.00,27.95,187.00,186.00
58,46241.92,854.80,80186.00,1186.00,14.88,186.00,186.00
59,46280.36,848.17,100186.00,1186.00,18.60,186.00,186.00
60,46341.14,845.37,150186.00,1186.00,27.90,186.00,186.00
61,?,?,?,?,?,186.00,?
62,?,?,?,?,?,?,?
63,46137.70,840.47,230184.00,3184.00,42.48,?,184.00
64,46676.09,839.67,90186.00,1186.00,16.74,184.00,186.00
65,46762.65,844.03,120185.00,1185.00,22.20,186.00,185.00
66,46745.26,848.35,120186.00,1186.00,22.32,185.00,186.00
67,47074.39,849.80,91186.90,3186.90,17.01,186.00,186.90
68,?,?,?,?,?,186.90,?
69,?,?,?,?,?,?,?
70,46933.03,846.53,123181.00,2181.00,22.74,?,181.00
71,47010.40,846.39,120186.00,1186.00,22.32,181.00,186.00
72,46888.37,837.78,80186.00,1186.00,14.88,186.00,186.00
73,47223.68,837.83,100186.00,1186.00,18.60,186.00,186.00
74,47125.93,836.66,10187.00,1187.00,1.87,186.00,187.00
75,?,?,?,?,?,187.00,?
76,?,?,?,?,?,?,?
77,46668.41,820.24,10187.90,1187.90,1.88,?,187.90
78,46029.35,809.89,120186.00,1186.00,22.32,187.90,186.00
79,46068.24,807.16,80186.00,1186.00,14.88,186.00,186.00
80,45580.47,804.44,100187.00,1187.00,18.70,186.00,187.00
81,45066.18,810.77,158187.00,6187.00,29.52,187.00,187.00
82,?,?,?,?,?,187.00,?
83,?,?,?,?,?,?,?
84,44585.10,812.79,100187.00,1187.00,18.70,?,187.00
85,44724.88,803.27,130187.00,1187.00,24.31,187.00,187.00
86,45247.90,809.03,100187.50,1187.50,18.75,187.00,187.50
87,45147.57,810.52,80187.50,1187.50,15.00,187.50,187.50
88,?,?,?,?,?,187.50,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?
92,45304.74,817.94,123187.50,2187.50,23.00,?,187.50
93,44604.61,814.18,100186.00,1186.00,18.60,187.50,186.00
94,44623.89,813.71,80186.00,1186.00,14.88,186.00,186.00
95,44597.66,814.30,100186.00,1186.00,18.60,186.00,186.00
96,?,?,?,?,?,186.00,?
97,?,?,?,?,?,?,?
98,44590.97,804.33,120187.00,1187.00,22.44,?,187.00
99,44725.03,809.49,100186.00,1186.00,18.60,187.00,186.00
100,45091.63,809.43,120185.00,1185.00,22.20,186.00,185.00
101,45688.48,808.43,100186.00,1186.00,18.60,185.00,186.00
102,45525.92,806.22,80187.00,1187.00,14.96,186.00,187.00
103,?,?,?,?,?,187.00,?
104,?,?,?,?,?,?,?
105,44724.14,795.39,100187.00,1187.00,18.70,?,187.00
106,?,?,?,?,?,187.00,?
107,43916.24,774.83,196185.00,5185.00,36.38,?,185.00
108,43364.70,764.32,136185.00,3185.00,25.16,185.00,185.00
109,43447.75,748.80,100185.00,1185.00,18.50,185.00,185.00
110,?,?,?,?,?,185.00,?
111,?,?,?,?,?,?,?
112,43360.30,754.56,100186.00,1186.00,18.60,?,186.00
113,43159.57,750.26,50186.00,1186.00,9.30,186.00,186.00
114,43356.73,753.01,50186.00,1186.00,9.30,186.00,186.00
115,43482.18,753.51,220187.00,3187.00,41.24,186.00,187.00
116,43665.21,754.90,80188.00,2188.00,15.04,187.00,188.00
117,?,?,?,?,?,188.00,?
118,?,?,?,?,?,?,?
119,43882.16,766.31,50189.00,1189.00,9.45,?,189.00
120,44162.18,776.50,40188.00,1188.00,7.52,189.00,188.00
121,?,?,?,?,?,188.00,?
122,43991.51,778.92,9186.20,1186.20,1.68,?,186.20
123,?,?,?,?,?,186.20,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,44541.73,778.13,50185.00,1185.00,9.25,?,185.00
127,44742.22,781.86,100187.00,1187.00,18.70,185.00,187.00
128,45117.94,782.65,5187.00,1187.00,0.94,187.00,187.00
129,44943.16,781.58,80185.00,1185.00,14.80,187.00,185.00
130,44895.35,783.10,13186.00,1186.00,2.42,185.00,186.00
131,?,?,?,?,?,186.00,?
132,?,?,?,?,?,?,?
133,45207.84,785.63,110186.00,1186.00,20.46,?,186.00
134,45771.11,787.41,100187.00,1187.00,18.70,186.00,187.00
135,46102.42,791.27,151187.00,2187.00,28.24,187.00,187.00
136,45992.03,797.55,120188.00,1188.00,22.56,187.00,188.00
137,46078.68,807.85,80188.00,1188.00,15.04,188.00,188.00
138,?,?,?,?,?,188.00,?
139,?,?,?,?,?,?,?
140,46041.35,805.46,100188.00,3188.00,18.80,?,188.00
141,45851.80,802.36,121188.00,2188.00,22.75,188.00,188.00
142,45933.66,802.44,80189.00,1189.00,15.12,188.00,189.00
143,45687.76,799.56,50188.00,1188.00,9.40,189.00,188.00
144,46145.44,799.95,130189.00,2189.00,24.57,188.00,189.00
145,?,?,?,?,?,189.00,?
146,?,?,?,?,?,?,?
147,47277.10,803.87,80189.00,1189.00,15.12,?,189.00
148,47579.87,817.59,100189.00,1189.00,18.90,189.00,189.00
149,47476.64,818.62,40190.00,1190.00,7.60,189.00,190.00
150,?,?,?,?,?,190.00,?
151,47806.34,812.55,50193.40,1193.40,9.67,?,193.40
152,?,?,?,?,?,193.40,?
153,?,?,?,?,?,?,?
154,47175.79,811.28,25197.00,1197.00,4.93,?,197.00
155,47620.68,827.29,15193.50,1193.50,2.90,197.00,193.50
156,47805.94,822.00,40192.00,1192.00,7.68,193.50,192.00
157,47573.66,825.44,0192.00,0192.00,0.00,192.00,192.00
158,48209.65,833.27,50194.05,1194.05,9.70,192.00,194.05
159,?,?,?,?,?,194.05,?
160,?,?,?,?,?,?,?
161,48495.01,832.21,105192.00,3192.00,20.21,?,192.00
162,48324.52,830.21,51190.90,3190.90,9.69,192.00,190.90
163,48383.93,834.07,150195.00,3195.00,28.96,190.90,195.00
164,48152.82,823.27,50192.00,1192.00,9.60,195.00,192.00
165,48273.42,812.33,22192.50,1192.50,4.24,192.00,192.50
166,?,?,?,?,?,192.50,?
167,?,?,?,?,?,?,?
168,48131.61,818.14,31192.40,1192.40,5.96,?,192.40
169,48119.72,819.04,10193.00,1193.00,1.93,192.40,193.00
170,47743.10,821.56,0193.00,0193.00,0.00,193.00,193.00
171,45870.00,807.19,15192.50,1192.50,2.89,193.00,192.50
172,44732.92,784.14,13191.00,1191.00,2.48,192.50,191.00
173,?,?,?,?,?,191.00,?
174,?,?,?,?,?,?,?
175,44824.62,817.50,5195.00,1195.00,0.98,?,195.00
176,44966.09,815.69,146200.00,7200.00,28.99,195.00,200.00
177,44893.99,812.28,1197.50,1197.50,0.20,200.00,197.50
178,43667.37,810.66,80196.00,1196.00,15.68,197.50,196.00
179,44747.79,828.31,0196.00,0196.00,0.00,196.00,196.00
180,?,?,?,?,?,196.00,?
181,?,?,?,?,?,?,?
182,44769.00,828.89,150199.00,1199.00,29.85,?,199.00
183,45533.94,834.81,0199.00,0199.00,0.00,199.00,199.00
184,45184.98,831.67,150199.00,1199.00,29.85,199.00,199.00
185,45613.75,833.56,35200.00,1200.00,7.00,199.00,200.00
186,45110.89,829.03,0200.00,0200.00,0.00,200.00,200.00
187,?,?,?,?,?,200.00,?
188,?,?,?,?,?,?,?
189,44534.34,829.35,87205.00,3205.00,17.49,?,205.00
190,44342.23,835.95,38203.00,3203.00,7.74,205.00,203.00
191,45068.55,834.08,38202.00,1202.00,7.68,203.00,202.00
192,45712.72,846.83,100200.00,1200.00,20.00,202.00,200.00
193,46150.78,851.12,90200.00,1200.00,18.00,200.00,200.00
194,?,?,?,?,?,200.00,?
195,?,?,?,?,?,?,?
196,46218.05,841.34,120199.00,1199.00,23.88,?,199.00
197,46155.10,847.20,150198.00,1198.00,29.70,199.00,198.00
198,46287.08,841.92,120198.00,1198.00,23.76,198.00,198.00
199,46221.23,835.62,90197.00,1197.00,17.73,198.00,197.00
200,46399.74,827.03,100197.00,1197.00,19.70,197.00,197.00
201,?,?,?,?,?,197.00,?
202,?,?,?,?,?,?,?
203,46361.70,836.07,0197.00,0197.00,0.00,?,197.00
204,46714.43,826.21,0197.00,0197.00,0.00,197.00,197.00
205,46835.98,829.10,38202.00,1202.00,7.68,197.00,202.00
206,46713.02,833.47,30202.00,1202.00,6.06,202.00,202.00
207,46258.91,828.78,8202.00,1202.00,1.62,202.00,202.00
208,?,?,?,?,?,202.00,?
209,?,?,?,?,?,?,?
210,46480.62,828.93,30200.00,1200.00,6.00,?,200.00
211,46663.41,830.71,30200.00,1200.00,6.00,200.00,200.00
212,46925.65,834.03,100199.00,1199.00,19.90,200.00,199.00
213,47370.81,828.08,120198.00,1198.00,23.76,199.00,198.00
214,48325.33,832.32,110198.00,1198.00,21.78,198.00,198.00
215,?,?,?,?,?,198.00,?
216,?,?,?,?,?,?,?
217,48458.44,832.30,195196.00,3196.00,38.39,?,196.00
218,47942.81,828.82,147196.00,4196.00,28.83,196.00,196.00
219,48306.55,825.54,160195.00,1195.00,31.20,196.00,195.00
220,48862.88,817.92,150193.00,1193.00,28.95,195.00,193.00
221,49125.36,808.11,150193.00,4193.00,28.96,193.00,193.00
222,?,?,?,?,?,193.00,?
223,?,?,?,?,?,?,?
224,49580.16,810.35,0193.00,0193.00,0.00,?,193.00
225,49747.66,809.96,20193.00,2193.00,3.86,193.00,193.00
226,50223.95,810.20,200194.00,2194.00,38.80,193.00,194.00
227,?,?,?,?,?,194.00,?
228,49976.48,807.81,0194.00,0194.00,0.00,?,194.00
229,?,?,?,?,?,194.00,?
230,?,?,?,?,?,?,?
231,49772.46,806.40,128194.00,5194.00,24.79,?,194.00
232,49162.16,797.53,100194.00,1194.00,19.40,194.00,194.00
233,49128.05,799.53,130194.00,2194.00,25.22,194.00,194.00
234,49846.48,808.23,83194.00,1194.00,16.10,194.00,194.00
235,49895.10,807.44,100194.00,1194.00,19.40,194.00,194.00
236,?,?,?,?,?,194.00,?
237,?,?,?,?,?,?,?
238,49818.48,802.90,120195.00,2195.00,23.40,?,195.00
239,48833.58,801.21,100195.00,1195.00,19.50,195.00,195.00
240,48537.65,809.89,120195.00,1195.00,23.40,195.00,195.00
241,48676.45,810.38,0195.00,0195.00,0.00,195.00,195.00
242,48871.98,814.59,150197.00,1197.00,29.55,195.00,197.00
243,?,?,?,?,?,197.00,?
244,?,?,?,?,?,?,?
245,49187.22,810.85,120197.00,1197.00,23.64,?,197.00
246,48968.87,813.16,120198.00,1198.00,23.76,197.00,198.00
247,47919.09,809.19,80197.00,1197.00,15.76,198.00,197.00
248,45830.66,802.87,125197.00,2197.00,24.63,197.00,197.00
249,46717.04,812.70,150197.00,1197.00,29.55,197.00,197.00
250,?,?,?,?,?,197.00,?
251,?,?,?,?,?,?,?
252,47808.90,814.52,200198.00,1198.00,39.60,?,198.00
253,48961.51,825.20,150198.00,1198.00,29.70,198.00,198.00
254,49437.02,845.31,180198.00,1198.00,35.64,198.00,198.00
255,49771.55,847.48,15198.50,1198.50,2.98,198.00,198.50
256,49348.61,847.60,0198.50,0198.50,0.00,198.50,198.50
257,?,?,?,?,?,198.50,?
258,?,?,?,?,?,?,?
259,48917.85,844.92,80198.00,1198.00,15.84,?,198.00
260,49434.46,849.85,120197.00,1197.00,23.64,198.00,197.00
261,49413.33,847.56,150197.00,1197.00,29.55,197.00,197.00
262,50300.53,842.09,130197.00,1197.00,25.61,197.00,197.00
263,50308.19,841.39,83196.00,2196.00,16.27,197.00,196.00
264,?,?,?,?,?,196.00,?
265,?,?,?,?,?,?,?
266,49955.87,831.22,70197.00,1197.00,13.79,?,197.00
267,49979.47,833.19,100197.00,1197.00,19.70,197.00,197.00
268,50301.69,833.30,100197.00,1197.00,19.70,197.00,197.00
269,50936.34,846.31,120196.00,1196.00,23.52,197.00,196.00
270,50819.81,846.91,110196.00,1196.00,21.56,196.00,196.00
271,?,?,?,?,?,196.00,?
272,?,?,?,?,?,?,?
273,50301.85,849.49,557198.00,6198.00,110.14,?,198.00
274,50782.48,855.03,120197.00,1197.00,23.64,198.00,197.00
275,50803.40,852.55,150197.00,1197.00,29.55,197.00,197.00
276,50982.03,848.01,170197.00,1197.00,33.49,197.00,197.00
277,50601.24,847.22,10197.00,1197.00,1.97,197.00,197.00
278,?,?,?,?,?,197.00,?
279,?,?,?,?,?,?,?
280,50338.71,848.45,1197.00,1197.00,0.20,?,197.00
281,50137.88,853.05,217198.00,4198.00,42.76,197.00,198.00
282,50335.02,858.02,5198.00,1198.00,0.99,198.00,198.00
283,51806.83,862.39,180197.00,1197.00,35.46,198.00,197.00
284,52230.47,862.70,151198.00,2198.00,29.75,197.00,198.00
285,?,?,?,?,?,198.00,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,250198.00,2198.00,49.37,?,198.00
288,52590.73,855.88,219197.00,3197.00,43.16,198.00,197.00
289,52861.41,844.25,130197.00,1197.00,25.61,197.00,197.00
290,52573.59,855.32,494197.00,5197.00,97.49,197.00,197.00
291,52587.24,849.56,1186170.00,23170.00,209.80,197.00,170.00
292,?,?,?,?,?,170.00,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,322153.00,15153.00,50.40,?,153.00
295,53781.81,846.38,541138.50,30138.50,77.77,153.00,138.50
296,53389.74,823.65,1254100.10,56100.10,144.52,138.50,100.10
297,53994.46,822.54,218892.00,8492.00,222.81,100.10,92.00
298,53887.13,808.48,113592.00,3192.00,104.46,92.00,92.00
299,?,?,?,?,?,92.00,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,1853105.00,70105.00,188.08,?,105.00
302,54536.95,813.37,295797.00,8097.00,295.66,105.00,97.00
303,54095.32,806.76,66497.00,2997.00,65.04,97.00,97.00
304,53607.86,799.19,73492.50,3392.50,67.47,97.00,92.50
305,?,?,?,?,?,92.50,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,189,18,17.23,?,91.00
309,53504.47,799.00,643,11,58.51,91.00,91.00
310,53924.01,804.57,138,12,11.94,91.00,90.50
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
