%310
@RELATION PLZAMET00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,1227742.75,562.75,332.31,?,2.75
3,10554.18,48222.72,48505.50,2832.46,170132.80,252.80,47.54,2.75,2.80
4,10519.33,47888.16,48143.94,2814.73,1326792.88,902.88,377.93,2.80,2.88
5,?,?,?,?,?,?,?,2.88,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,388292.85,532.85,111.34,?,2.85
8,10500.71,47379.63,47624.67,2790.64,678622.80,442.80,191.02,2.85,2.80
9,10503.06,47407.28,47668.58,2784.62,1004522.66,892.66,276.20,2.80,2.66
10,10496.80,47546.91,47798.66,2800.96,375872.69,412.69,101.54,2.66,2.69
11,10595.04,47440.80,47690.97,2815.88,358432.63,352.63,95.04,2.69,2.63
12,?,?,?,?,?,?,?,2.63,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,149672.70,292.70,39.97,?,2.70
15,10638.06,47086.54,47346.41,2817.16,266492.69,232.69,72.03,2.70,2.69
16,10673.05,47521.39,47794.60,2825.40,425462.70,392.70,114.38,2.69,2.70
17,10767.29,47661.37,47936.81,2848.09,811002.78,682.78,223.96,2.70,2.78
18,10903.93,47813.69,48104.67,2864.72,630482.81,452.81,177.34,2.78,2.81
19,?,?,?,?,?,?,?,2.81,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,674312.77,522.77,188.79,?,2.77
22,11073.63,47872.80,48127.89,2892.80,385562.80,332.80,107.71,2.77,2.80
23,11071.80,47733.24,47999.21,2890.57,107832.75,162.75,29.76,2.80,2.75
24,11108.21,47942.04,48203.43,2898.85,264212.75,162.75,72.39,2.75,2.75
25,11174.05,47613.95,47851.99,2897.93,508622.76,122.76,141.40,2.75,2.76
26,?,?,?,?,?,?,?,2.76,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,252122.73,192.73,68.46,?,2.73
29,11165.66,47328.40,47565.10,2878.58,172102.69,252.69,46.43,2.73,2.69
30,11183.61,46917.19,47113.08,2876.68,265682.66,352.66,70.60,2.69,2.66
31,11245.80,46840.15,47011.43,2880.57,387952.80,402.80,106.20,2.66,2.80
32,11241.00,46945.58,47121.08,2883.81,396892.85,462.85,111.46,2.80,2.85
33,?,?,?,?,?,?,?,2.85,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,112572.81,192.81,31.55,?,2.81
36,11060.84,46674.78,46862.43,2843.49,262532.79,212.79,71.73,2.81,2.79
37,10953.57,46149.14,46341.54,2811.05,161982.72,112.72,43.81,2.79,2.72
38,10950.03,46329.66,46512.72,2815.91,3591112.60,852.60,970.85,2.72,2.60
39,10986.53,46741.54,46931.40,2825.70,272122.62,322.62,71.36,2.60,2.62
40,?,?,?,?,?,?,?,2.62,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,1392392.68,112.68,373.01,?,2.68
43,10981.98,46399.26,46564.61,2821.25,120232.78,212.78,32.89,2.68,2.78
44,11022.58,46406.74,46569.81,2825.02,1512983.02,1253.02,431.27,2.78,3.02
45,11017.48,46211.54,46360.51,2825.15,2503333.12,1913.12,774.44,3.02,3.12
46,11071.18,46370.13,46523.63,2838.22,424983.19,723.19,135.85,3.12,3.19
47,?,?,?,?,?,?,?,3.19,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,619283.15,793.15,196.90,?,3.15
50,11119.72,46490.89,46652.19,2843.90,608153.21,543.21,191.55,3.15,3.21
51,11014.53,46051.76,46198.42,2831.71,345443.19,323.19,110.87,3.21,3.19
52,10948.88,45879.90,46050.52,2801.83,1319293.40,753.40,432.15,3.19,3.40
53,10985.79,45948.12,46124.82,2817.57,4547953.58,3123.58,1612.20,3.40,3.58
54,?,?,?,?,?,?,?,3.58,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,2928133.51,1283.51,1038.58,?,3.51
57,10972.28,45868.35,46065.85,2831.16,816313.46,673.46,283.02,3.51,3.46
58,11039.20,46241.92,46459.99,2855.69,1446773.57,1223.57,509.51,3.46,3.57
59,11052.03,46280.36,46510.83,2865.27,200063.57,323.57,72.14,3.57,3.57
60,11010.83,46341.14,46622.90,2859.05,1782543.64,853.64,637.98,3.57,3.64
61,?,?,?,?,?,?,?,3.64,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,902883.47,963.47,318.83,?,3.47
64,10997.33,46676.09,47001.38,2868.06,792913.54,823.54,273.81,3.47,3.54
65,11042.47,46762.65,47090.49,2872.90,172093.54,263.54,59.98,3.54,3.54
66,11042.08,46745.26,47060.66,2873.49,458523.55,443.55,162.13,3.54,3.55
67,11119.06,47074.39,47436.21,2906.74,230403.63,463.63,81.64,3.55,3.63
68,?,?,?,?,?,?,?,3.63,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,4173623.80,1093.80,1557.76,?,3.80
71,11150.86,47010.40,47340.43,2911.38,1295903.77,523.77,490.49,3.80,3.77
72,11194.08,46888.37,47235.72,2901.67,341343.74,343.74,129.20,3.77,3.74
73,11231.22,47223.68,47606.16,2912.13,700943.78,693.78,261.47,3.74,3.78
74,11228.39,47125.93,47522.10,2909.77,359953.75,403.75,134.82,3.78,3.75
75,?,?,?,?,?,?,?,3.75,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,234973.74,383.74,86.68,?,3.74
78,11135.62,46029.35,46473.62,2868.24,81663.63,183.63,29.93,3.74,3.63
79,11168.63,46068.24,46511.62,2874.75,94203.63,253.63,34.32,3.63,3.63
