%310
@RELATION LU0275164910
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
105,44724.14,795.39,080.65,080.65,0.00,?,80.65
106,?,?,?,?,?,80.65,?
107,43916.24,774.83,080.65,080.65,0.00,?,80.65
108,43364.70,764.32,080.65,080.65,0.00,80.65,80.65
109,43447.75,748.80,080.65,080.65,0.00,80.65,80.65
110,?,?,?,?,?,80.65,?
111,?,?,?,?,?,?,?
112,43360.30,754.56,1684.20,284.20,1.35,?,84.20
113,43159.57,750.26,084.20,084.20,0.00,84.20,84.20
114,43356.73,753.01,084.20,084.20,0.00,84.20,84.20
115,43482.18,753.51,084.20,084.20,0.00,84.20,84.20
116,43665.21,754.90,1182.11,182.11,0.90,84.20,82.11
117,?,?,?,?,?,82.11,?
118,?,?,?,?,?,?,?
119,43882.16,766.31,3481.45,281.45,2.77,?,81.45
120,44162.18,776.50,2581.52,181.52,2.04,81.45,81.52
121,?,?,?,?,?,81.52,?
122,43991.51,778.92,081.52,081.52,0.00,?,81.52
123,?,?,?,?,?,81.52,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,44541.73,778.13,282.04,182.04,0.16,?,82.04
127,44742.22,781.86,082.04,082.04,0.00,82.04,82.04
128,45117.94,782.65,082.04,082.04,0.00,82.04,82.04
129,44943.16,781.58,1284.50,184.50,1.01,82.04,84.50
130,44895.35,783.10,5081.85,181.85,4.09,84.50,81.85
131,?,?,?,?,?,81.85,?
132,?,?,?,?,?,?,?
133,45207.84,785.63,5882.11,182.11,4.76,?,82.11
134,45771.11,787.41,082.11,082.11,0.00,82.11,82.11
135,46102.42,791.27,082.11,082.11,0.00,82.11,82.11
136,45992.03,797.55,30285.00,585.00,25.64,82.11,85.00
137,46078.68,807.85,085.00,085.00,0.00,85.00,85.00
138,?,?,?,?,?,85.00,?
139,?,?,?,?,?,?,?
140,46041.35,805.46,085.00,085.00,0.00,?,85.00
141,45851.80,802.36,1723586.60,286.60,1486.68,85.00,86.60
142,45933.66,802.44,1100086.60,186.60,952.60,86.60,86.60
143,45687.76,799.56,696588.50,188.50,616.40,86.60,88.50
144,46145.44,799.95,36286.80,286.80,31.44,88.50,86.80
145,?,?,?,?,?,86.80,?
146,?,?,?,?,?,?,?
147,47277.10,803.87,1187.05,187.05,0.96,?,87.05
148,47579.87,817.59,087.05,087.05,0.00,87.05,87.05
149,47476.64,818.62,087.05,087.05,0.00,87.05,87.05
150,?,?,?,?,?,87.05,?
151,47806.34,812.55,087.05,087.05,0.00,?,87.05
152,?,?,?,?,?,87.05,?
153,?,?,?,?,?,?,?
154,47175.79,811.28,087.05,087.05,0.00,?,87.05
155,47620.68,827.29,80098.90,898.90,77.93,87.05,98.90
156,47805.94,822.00,20087.20,387.20,17.93,98.90,87.20
157,47573.66,825.44,087.20,087.20,0.00,87.20,87.20
158,48209.65,833.27,1590.04,190.04,1.35,87.20,90.04
159,?,?,?,?,?,90.04,?
160,?,?,?,?,?,?,?
161,48495.01,832.21,090.04,090.04,0.00,?,90.04
162,48324.52,830.21,090.04,090.04,0.00,90.04,90.04
163,48383.93,834.07,090.04,090.04,0.00,90.04,90.04
164,48152.82,823.27,090.04,090.04,0.00,90.04,90.04
165,48273.42,812.33,4585.14,185.14,3.83,90.04,85.14
166,?,?,?,?,?,85.14,?
167,?,?,?,?,?,?,?
168,48131.61,818.14,400088.00,288.00,351.00,?,88.00
169,48119.72,819.04,088.00,088.00,0.00,88.00,88.00
170,47743.10,821.56,22091.02,491.02,19.97,88.00,91.02
171,45870.00,807.19,13091.10,391.10,11.84,91.02,91.10
172,44732.92,784.14,091.10,091.10,0.00,91.10,91.10
173,?,?,?,?,?,91.10,?
174,?,?,?,?,?,?,?
175,44824.62,817.50,12789.20,289.20,11.33,?,89.20
176,44966.09,815.69,089.20,089.20,0.00,89.20,89.20
177,44893.99,812.28,089.20,089.20,0.00,89.20,89.20
178,43667.37,810.66,089.20,089.20,0.00,89.20,89.20
179,44747.79,828.31,089.20,089.20,0.00,89.20,89.20
180,?,?,?,?,?,89.20,?
181,?,?,?,?,?,?,?
182,44769.00,828.89,089.20,089.20,0.00,?,89.20
183,45533.94,834.81,40885.30,785.30,35.75,89.20,85.30
184,45184.98,831.67,085.30,085.30,0.00,85.30,85.30
185,45613.75,833.56,085.30,085.30,0.00,85.30,85.30
186,45110.89,829.03,085.30,085.30,0.00,85.30,85.30
187,?,?,?,?,?,85.30,?
188,?,?,?,?,?,?,?
189,44534.34,829.35,085.30,085.30,0.00,?,85.30
190,44342.23,835.95,1986.07,286.07,1.63,85.30,86.07
191,45068.55,834.08,086.07,086.07,0.00,86.07,86.07
192,45712.72,846.83,086.07,086.07,0.00,86.07,86.07
193,46150.78,851.12,086.07,086.07,0.00,86.07,86.07
194,?,?,?,?,?,86.07,?
195,?,?,?,?,?,?,?
196,46218.05,841.34,287.60,187.60,0.18,?,87.60
197,46155.10,847.20,087.60,087.60,0.00,87.60,87.60
198,46287.08,841.92,7990.00,190.00,7.11,87.60,90.00
199,46221.23,835.62,689.84,289.84,0.54,90.00,89.84
200,46399.74,827.03,089.84,089.84,0.00,89.84,89.84
201,?,?,?,?,?,89.84,?
202,?,?,?,?,?,?,?
203,46361.70,836.07,290.86,190.86,0.18,?,90.86
204,46714.43,826.21,2692.50,192.50,2.41,90.86,92.50
205,46835.98,829.10,092.50,092.50,0.00,92.50,92.50
206,46713.02,833.47,092.50,092.50,0.00,92.50,92.50
207,46258.91,828.78,092.50,092.50,0.00,92.50,92.50
208,?,?,?,?,?,92.50,?
209,?,?,?,?,?,?,?
210,46480.62,828.93,092.50,092.50,0.00,?,92.50
211,46663.41,830.71,092.50,092.50,0.00,92.50,92.50
212,46925.65,834.03,17492.62,292.62,16.12,92.50,92.62
213,47370.81,828.08,092.62,092.62,0.00,92.62,92.62
214,48325.33,832.32,092.62,092.62,0.00,92.62,92.62
215,?,?,?,?,?,92.62,?
216,?,?,?,?,?,?,?
217,48458.44,832.30,092.62,092.62,0.00,?,92.62
218,47942.81,828.82,092.62,092.62,0.00,92.62,92.62
219,48306.55,825.54,092.62,092.62,0.00,92.62,92.62
220,48862.88,817.92,092.62,092.62,0.00,92.62,92.62
221,49125.36,808.11,092.62,092.62,0.00,92.62,92.62
222,?,?,?,?,?,92.62,?
223,?,?,?,?,?,?,?
224,49580.16,810.35,6296.40,296.40,5.93,?,96.40
225,49747.66,809.96,096.40,096.40,0.00,96.40,96.40
226,50223.95,810.20,13094.84,294.84,12.33,96.40,94.84
227,?,?,?,?,?,94.84,?
228,49976.48,807.81,889.99,289.99,0.73,?,89.99
229,?,?,?,?,?,89.99,?
230,?,?,?,?,?,?,?
231,49772.46,806.40,089.99,089.99,0.00,?,89.99
232,49162.16,797.53,391.00,191.00,0.27,89.99,91.00
233,49128.05,799.53,091.00,091.00,0.00,91.00,91.00
234,49846.48,808.23,091.00,091.00,0.00,91.00,91.00
235,49895.10,807.44,37692.48,392.48,34.86,91.00,92.48
236,?,?,?,?,?,92.48,?
237,?,?,?,?,?,?,?
238,49818.48,802.90,092.48,092.48,0.00,?,92.48
239,48833.58,801.21,092.48,092.48,0.00,92.48,92.48
240,48537.65,809.89,092.48,092.48,0.00,92.48,92.48
241,48676.45,810.38,092.48,092.48,0.00,92.48,92.48
242,48871.98,814.59,092.48,092.48,0.00,92.48,92.48
243,?,?,?,?,?,92.48,?
244,?,?,?,?,?,?,?
245,49187.22,810.85,092.48,092.48,0.00,?,92.48
246,48968.87,813.16,092.48,092.48,0.00,92.48,92.48
247,47919.09,809.19,2593.21,393.21,2.34,92.48,93.21
248,45830.66,802.87,093.21,093.21,0.00,93.21,93.21
249,46717.04,812.70,1097.00,297.00,0.96,93.21,97.00
250,?,?,?,?,?,97.00,?
251,?,?,?,?,?,?,?
252,47808.90,814.52,097.00,097.00,0.00,?,97.00
253,48961.51,825.20,1296.74,196.74,1.16,97.00,96.74
254,49437.02,845.31,096.74,096.74,0.00,96.74,96.74
255,49771.55,847.48,096.74,096.74,0.00,96.74,96.74
256,49348.61,847.60,096.74,096.74,0.00,96.74,96.74
257,?,?,?,?,?,96.74,?
258,?,?,?,?,?,?,?
259,48917.85,844.92,370492.84,292.84,344.07,?,92.84
260,49434.46,849.85,8092.84,192.84,7.43,92.84,92.84
261,49413.33,847.56,092.84,092.84,0.00,92.84,92.84
262,50300.53,842.09,2293.50,293.50,2.06,92.84,93.50
263,50308.19,841.39,15893.00,193.00,14.69,93.50,93.00
264,?,?,?,?,?,93.00,?
265,?,?,?,?,?,?,?
266,49955.87,831.22,093.00,093.00,0.00,?,93.00
267,49979.47,833.19,093.00,093.00,0.00,93.00,93.00
268,50301.69,833.30,093.00,093.00,0.00,93.00,93.00
269,50936.34,846.31,093.00,093.00,0.00,93.00,93.00
270,50819.81,846.91,3092.20,192.20,2.77,93.00,92.20
271,?,?,?,?,?,92.20,?
272,?,?,?,?,?,?,?
273,50301.85,849.49,092.20,092.20,0.00,?,92.20
274,50782.48,855.03,092.20,092.20,0.00,92.20,92.20
275,50803.40,852.55,092.20,092.20,0.00,92.20,92.20
276,50982.03,848.01,092.20,092.20,0.00,92.20,92.20
277,50601.24,847.22,092.20,092.20,0.00,92.20,92.20
278,?,?,?,?,?,92.20,?
279,?,?,?,?,?,?,?
280,50338.71,848.45,2293.59,193.59,2.06,?,93.59
281,50137.88,853.05,1595.80,295.80,1.44,93.59,95.80
282,50335.02,858.02,56698.62,798.62,55.69,95.80,98.62
283,51806.83,862.39,10098.89,198.89,9.89,98.62,98.89
284,52230.47,862.70,12098.52,598.52,11.82,98.89,98.52
285,?,?,?,?,?,98.52,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,098.52,098.52,0.00,?,98.52
288,52590.73,855.88,798.86,198.86,0.69,98.52,98.86
289,52861.41,844.25,6994.30,494.30,6.49,98.86,94.30
290,52573.59,855.32,7094.30,194.30,6.60,94.30,94.30
291,52587.24,849.56,3194.40,294.40,2.93,94.30,94.40
292,?,?,?,?,?,94.40,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,4094.40,294.40,3.78,?,94.40
295,53781.81,846.38,4995.51,495.51,4.64,94.40,95.51
296,53389.74,823.65,69494.75,194.75,65.76,95.51,94.75
297,53994.46,822.54,094.75,094.75,0.00,94.75,94.75
298,53887.13,808.48,094.75,094.75,0.00,94.75,94.75
299,?,?,?,?,?,94.75,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,094.75,094.75,0.00,?,94.75
302,54536.95,813.37,794.75,194.75,0.66,94.75,94.75
303,54095.32,806.76,094.75,094.75,0.00,94.75,94.75
304,53607.86,799.19,094.75,094.75,0.00,94.75,94.75
305,?,?,?,?,?,94.75,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,0,0,0.00,?,94.75
309,53504.47,799.00,0,0,0.00,94.75,94.75
310,53924.01,804.57,0,0,0.00,94.75,94.75
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
