%310
@RELATION WIG-CEE
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,16239.03,832.17
3,13391.36,3100.57,3100.57,3.1005,3.1005,12747.05,839.05
4,13435.21,3101.66,3101.66,3.1700,3.1700,11743.68,845.71
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,14784.75,849.25
8,13328.85,3091.81,3091.81,3.1457,3.1457,27234.06,854.96
9,13390.51,3105.81,3105.81,3.1516,3.1516,25370.05,851.76
10,13471.22,3121.76,3121.76,3.1121,3.1121,20259.22,851.10
11,13488.43,3125.64,3125.64,3.0890,3.0890,24472.23,850.72
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,15702.29,856.11
15,13534.89,3110.78,3110.78,3.0750,3.0750,15791.08,855.54
16,13511.23,3117.54,3117.54,3.1097,3.1097,11041.46,849.49
17,13596.02,3136.00,3136.00,3.0853,3.0853,15365.82,854.27
18,13649.70,3134.71,3134.71,3.0925,3.0925,9774.08,845.61
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,11879.11,857.64
22,13712.21,3143.18,3143.18,3.1341,3.1341,10602.22,858.70
23,13779.33,3153.67,3153.67,3.1195,3.1195,12118.69,853.17
24,13825.33,3130.38,3130.38,3.1503,3.1503,31979.56,865.46
25,13895.98,3149.71,3149.71,3.1186,3.1186,17517.52,867.33
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,24764.94,862.14
29,13954.42,3153.66,3153.66,3.1229,3.1229,19812.20,861.04
30,13910.42,3142.31,3142.31,3.0938,3.0938,30223.19,868.36
31,13860.58,3142.13,3142.13,3.0874,3.0874,19501.22,873.28
32,14009.79,3179.10,3179.10,3.0744,3.0744,18140.30,873.87
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,14215.48,865.72
36,13979.30,3171.58,3171.58,3.0831,3.0831,7178.86,868.83
37,13986.52,3168.48,3168.48,3.0868,3.0868,11678.19,868.89
38,13944.05,3165.13,3165.13,3.0886,3.0886,11491.09,869.69
39,13992.97,3193.87,3193.87,3.1056,3.1056,84710.43,870.75
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,10991.09,870.67
43,14018.70,3186.49,3186.49,3.1159,3.1159,10842.60,874.02
44,13982.91,3196.88,3196.88,3.1012,3.1012,10017.17,874.66
45,13973.39,3198.66,3198.66,3.1209,3.1209,16614.82,870.38
46,13981.76,3192.03,3192.03,3.1398,3.1398,21030.81,873.83
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,16809.45,869.62
50,14035.67,3213.59,3213.59,3.1360,3.1360,28765.51,861.33
51,13927.54,3164.41,3164.41,3.1002,3.1002,18131.38,862.42
52,13880.62,3131.49,3131.49,3.1633,3.1633,15477.20,859.18
53,14000.57,3161.82,3161.82,3.1443,3.1443,12978.16,860.24
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,8987.90,865.38
57,13900.13,3129.65,3129.65,3.1733,3.1733,12207.21,859.83
58,14075.37,3162.26,3162.26,3.1841,3.1841,6475.49,854.80
59,14054.49,3160.19,3160.19,3.1679,3.1679,33419.59,848.17
60,14089.66,3169.74,3169.74,3.1769,3.1769,17193.44,845.37
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,16128.07,840.47
64,14253.77,3224.13,3224.13,3.1665,3.1665,30401.00,839.67
65,14296.24,3222.36,3222.36,3.1660,3.1660,30759.41,844.03
66,14329.49,3232.09,3232.09,3.1808,3.1808,15078.27,848.35
67,14397.07,3244.37,3244.37,3.1690,3.1690,16088.07,849.80
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,9920.28,846.53
71,14450.06,3242.32,3242.32,3.1887,3.1887,16028.37,846.39
72,14455.28,3245.12,3245.12,3.1863,3.1863,7841.74,837.78
73,14539.14,3258.93,3258.93,3.2000,3.2000,17237.06,837.83
74,14514.11,3249.07,3249.07,3.1868,3.1868,62395.08,836.66
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,19527.54,820.24
78,14455.82,3229.10,3229.10,3.2055,3.2055,10892.95,809.89
79,14511.73,3254.19,3254.19,3.2169,3.2169,12037.18,807.16
80,14421.49,3222.60,3222.60,3.2387,3.2387,15319.80,804.44
81,14512.03,3245.00,3245.00,3.2361,3.2361,7287.05,810.77
82,?,?,?,?,?,?,?
83,?,?,?,?,?,?,?
84,14447.75,3235.30,3235.30,3.1950,3.1950,11269.66,812.79
85,14559.65,3252.48,3252.48,3.2427,3.2427,11553.31,803.27
86,14526.16,3256.52,3256.52,3.2635,3.2635,10383.01,809.03
87,14578.54,3267.52,3267.52,3.2773,3.2773,14599.37,810.52
88,?,?,?,3.2590,3.2590,?,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,14572.85,3239.17,3239.17,?,?,?,?
92,14662.01,3254.86,3254.86,3.2552,3.2552,8074.08,817.94
93,14550.35,3218.60,3218.60,3.2693,3.2693,16660.78,814.18
94,14606.11,3224.98,3224.98,3.2750,3.2750,10695.82,813.71
95,14565.25,3203.86,3203.86,3.2358,3.2358,6035.01,814.30
96,?,?,?,?,?,?,?
97,?,?,?,?,?,?,?
98,14613.48,3222.25,3222.25,3.1893,3.1893,11650.10,804.33
99,14673.46,3237.86,3237.86,3.1696,3.1696,9015.51,809.49
100,14802.24,3297.25,3297.25,3.1405,3.1405,10609.88,809.43
101,14865.14,3300.16,3300.16,3.1382,3.1382,5663.78,808.43
102,14865.06,3294.95,3294.95,3.1537,3.1537,9962.83,806.22
103,?,?,?,?,?,?,?
104,?,?,?,?,?,?,?
105,14599.20,3216.49,3216.49,3.1502,3.1502,12018.21,795.39
106,14756.78,3264.63,3264.63,3.1559,3.1559,?,?
107,14618.59,3204.67,3204.67,3.1159,3.1159,15254.31,774.83
108,14537.14,3166.36,3166.36,3.1529,3.1529,24977.14,764.32
109,14547.51,3206.06,3206.06,3.1409,3.1409,28655.06,748.80
110,?,?,?,?,?,?,?
111,?,?,?,?,?,?,?
112,14567.17,3233.55,3233.55,3.1448,3.1448,6898.42,754.56
