%310
@RELATION mWIG40
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,60936.14,2568.59
3,13391.36,3100.57,3100.57,3.1005,3.1005,142716.42,2588.67
4,13435.21,3101.66,3101.66,3.1700,3.1700,88130.74,2588.47
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,112969.34,2588.96
8,13328.85,3091.81,3091.81,3.1457,3.1457,112622.59,2587.38
9,13390.51,3105.81,3105.81,3.1516,3.1516,81021.19,2573.27
10,13471.22,3121.76,3121.76,3.1121,3.1121,185526.55,2592.53
11,13488.43,3125.64,3125.64,3.0890,3.0890,84878.42,2611.26
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,66769.56,2605.15
15,13534.89,3110.78,3110.78,3.0750,3.0750,94633.17,2598.51
16,13511.23,3117.54,3117.54,3.1097,3.1097,86728.08,2598.53
17,13596.02,3136.00,3136.00,3.0853,3.0853,126876.44,2618.14
18,13649.70,3134.71,3134.71,3.0925,3.0925,118692.34,2626.72
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,60144.03,2635.73
22,13712.21,3143.18,3143.18,3.1341,3.1341,70627.76,2636.01
23,13779.33,3153.67,3153.67,3.1195,3.1195,66668.36,2626.76
24,13825.33,3130.38,3130.38,3.1503,3.1503,99423.92,2646.20
25,13895.98,3149.71,3149.71,3.1186,3.1186,80064.16,2642.64
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,67982.35,2637.81
29,13954.42,3153.66,3153.66,3.1229,3.1229,63378.53,2623.78
30,13910.42,3142.31,3142.31,3.0938,3.0938,85804.64,2612.20
31,13860.58,3142.13,3142.13,3.0874,3.0874,120301.77,2597.73
32,14009.79,3179.10,3179.10,3.0744,3.0744,82267.84,2603.21
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,72948.05,2609.03
36,13979.30,3171.58,3171.58,3.0831,3.0831,67611.35,2595.69
37,13986.52,3168.48,3168.48,3.0868,3.0868,73492.27,2567.59
38,13944.05,3165.13,3165.13,3.0886,3.0886,57041.48,2577.94
