%310
@RELATION PLECBDZ00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
41,?,?,?,?,?,?
42,2826.84,026.00,026.00,0.00,?,26.00
43,2821.25,100826.76,326.76,26.92,26.00,26.76
44,2825.02,026.76,026.76,0.00,26.76,26.76
45,2825.15,18826.75,726.75,5.03,26.76,26.75
46,2838.22,026.75,026.75,0.00,26.75,26.75
47,?,?,?,?,26.75,?
48,?,?,?,?,?,?
49,2848.48,026.75,026.75,0.00,?,26.75
50,2843.90,29926.00,326.00,7.77,26.75,26.00
51,2831.71,60026.00,226.00,15.60,26.00,26.00
52,2801.83,274926.00,626.00,71.47,26.00,26.00
53,2817.57,428626.00,426.00,111.44,26.00,26.00
54,?,?,?,?,26.00,?
55,?,?,?,?,?,?
56,2840.57,026.00,026.00,0.00,?,26.00
57,2831.16,40026.00,326.00,10.40,26.00,26.00
58,2855.69,92226.00,226.00,23.97,26.00,26.00
59,2865.27,130227.00,227.00,35.15,26.00,27.00
60,2859.05,027.00,027.00,0.00,27.00,27.00
61,?,?,?,?,27.00,?
62,?,?,?,?,?,?
63,2860.68,7326.99,126.99,1.97,?,26.99
64,2868.06,44926.01,626.01,11.67,26.99,26.01
65,2872.90,026.01,026.01,0.00,26.01,26.01
66,2873.49,026.01,026.01,0.00,26.01,26.01
67,2906.74,026.01,026.01,0.00,26.01,26.01
68,?,?,?,?,26.01,?
69,?,?,?,?,?,?
70,2914.24,026.01,026.01,0.00,?,26.01
71,2911.38,163526.00,826.00,42.51,26.01,26.00
72,2901.67,67526.00,326.00,17.55,26.00,26.00
73,2912.13,026.00,026.00,0.00,26.00,26.00
74,2909.77,242326.90,426.90,63.02,26.00,26.90
75,?,?,?,?,26.90,?
76,?,?,?,?,?,?
77,2900.59,026.90,026.90,0.00,?,26.90
78,2868.24,026.90,026.90,0.00,26.90,26.90
79,2874.75,026.90,026.90,0.00,26.90,26.90
80,2833.61,8326.49,126.49,2.20,26.90,26.49
81,2800.67,6626.50,226.50,1.75,26.49,26.50
82,?,?,?,?,26.50,?
83,?,?,?,?,?,?
84,2780.21,6326.50,326.50,1.67,?,26.50
85,2774.13,6026.00,226.00,1.56,26.50,26.00
86,2785.46,39526.00,126.00,10.27,26.00,26.00
87,2797.31,42026.50,226.50,11.13,26.00,26.50
88,?,?,?,?,26.50,?
89,?,?,?,?,?,?
90,?,?,?,?,?,?
91,?,?,?,?,?,?
92,2814.33,026.50,026.50,0.00,?,26.50
93,2769.02,026.50,026.50,0.00,26.50,26.50
94,2766.19,5026.00,226.00,1.30,26.50,26.00
95,2760.91,32225.61,825.61,8.22,26.00,25.61
96,?,?,?,?,25.61,?
97,?,?,?,?,?,?
98,2764.28,025.61,025.61,0.00,?,25.61
99,2767.26,7026.00,126.00,1.82,25.61,26.00
100,2780.21,732026.00,1226.00,190.32,26.00,26.00
101,2794.43,70126.00,426.00,18.23,26.00,26.00
102,2783.53,55026.00,326.00,14.30,26.00,26.00
103,?,?,?,?,26.00,?
104,?,?,?,?,?,?
105,2754.91,37426.00,326.00,9.72,?,26.00
106,?,?,?,?,26.00,?
107,2705.88,238526.00,726.00,62.01,?,26.00
108,2695.55,137926.00,726.00,35.85,26.00,26.00
109,2685.57,026.00,026.00,0.00,26.00,26.00
110,?,?,?,?,26.00,?
111,?,?,?,?,?,?
112,2660.28,5926.10,126.10,1.54,?,26.10
113,2624.40,10026.10,226.10,2.61,26.10,26.10
114,2636.70,4627.20,127.20,1.25,26.10,27.20
115,2658.57,10227.19,227.19,2.77,27.20,27.19
116,2669.93,027.19,027.19,0.00,27.19,27.19
117,?,?,?,?,27.19,?
118,?,?,?,?,?,?
119,2685.14,027.19,027.19,0.00,?,27.19
120,2704.84,126.00,126.00,0.03,27.19,26.00
121,?,?,?,?,26.00,?
122,2695.22,10026.75,126.75,2.68,?,26.75
123,?,?,?,?,26.75,?
124,?,?,?,?,?,?
125,?,?,?,?,?,?
126,2714.72,5426.70,126.70,1.44,?,26.70
127,2733.96,37525.70,525.70,9.64,26.70,25.70
128,2752.14,118625.70,625.70,30.48,25.70,25.70
129,2760.20,025.70,025.70,0.00,25.70,25.70
130,2769.85,24224.70,724.70,5.98,25.70,24.70
131,?,?,?,?,24.70,?
132,?,?,?,?,?,?
133,2790.62,26624.70,424.70,6.57,?,24.70
134,2822.41,1324.70,224.70,0.32,24.70,24.70
135,2848.38,024.70,024.70,0.00,24.70,24.70
136,2871.70,129926.00,826.00,33.76,24.70,26.00
137,2885.19,026.00,026.00,0.00,26.00,26.00
138,?,?,?,?,26.00,?
139,?,?,?,?,?,?
140,2921.95,026.00,026.00,0.00,?,26.00
141,2893.12,026.00,026.00,0.00,26.00,26.00
142,2912.70,026.00,026.00,0.00,26.00,26.00
143,2894.53,026.00,026.00,0.00,26.00,26.00
144,2929.62,026.00,026.00,0.00,26.00,26.00
145,?,?,?,?,26.00,?
146,?,?,?,?,?,?
147,2976.83,026.00,026.00,0.00,?,26.00
148,2997.81,026.00,026.00,0.00,26.00,26.00
149,3000.58,026.00,026.00,0.00,26.00,26.00
150,?,?,?,?,26.00,?
151,2994.25,026.00,026.00,0.00,?,26.00
152,?,?,?,?,26.00,?
153,?,?,?,?,?,?
154,2970.24,026.00,026.00,0.00,?,26.00
155,2998.79,81926.00,726.00,21.19,26.00,26.00
156,3026.87,31326.10,826.10,8.07,26.00,26.10
157,3020.15,561827.50,927.50,154.49,26.10,27.50
158,3044.38,352727.50,527.50,96.99,27.50,27.50
159,?,?,?,?,27.50,?
160,?,?,?,?,?,?
161,3065.91,3728.50,228.50,1.02,?,28.50
162,3074.89,586927.50,1127.50,161.40,28.50,27.50
163,3098.83,027.50,027.50,0.00,27.50,27.50
164,3089.32,500627.50,427.50,137.67,27.50,27.50
165,3092.65,027.50,027.50,0.00,27.50,27.50
166,?,?,?,?,27.50,?
167,?,?,?,?,?,?
168,3100.24,027.50,027.50,0.00,?,27.50
169,3120.39,027.50,027.50,0.00,27.50,27.50
170,3122.21,027.50,027.50,0.00,27.50,27.50
171,3038.18,4524.80,224.80,1.12,27.50,24.80
172,3001.68,024.80,024.80,0.00,24.80,24.80
173,?,?,?,?,24.80,?
174,?,?,?,?,?,?
175,2990.89,024.80,024.80,0.00,?,24.80
176,2999.31,024.80,024.80,0.00,24.80,24.80
177,2972.55,024.80,024.80,0.00,24.80,24.80
178,2915.58,024.80,024.80,0.00,24.80,24.80
179,2948.80,024.80,024.80,0.00,24.80,24.80
180,?,?,?,?,24.80,?
181,?,?,?,?,?,?
182,2963.91,024.80,024.80,0.00,?,24.80
183,2981.48,42326.00,426.00,11.00,24.80,26.00
184,2971.57,270526.00,426.00,66.28,26.00,26.00
185,2988.19,10924.70,324.70,2.69,26.00,24.70
186,2977.06,10025.00,125.00,2.50,24.70,25.00
187,?,?,?,?,25.00,?
188,?,?,?,?,?,?
189,2948.16,291424.00,824.00,69.94,?,24.00
190,2924.69,336123.25,723.25,79.41,24.00,23.25
191,2962.09,16823.70,123.70,3.98,23.25,23.70
192,2992.86,023.70,023.70,0.00,23.70,23.70
193,3017.66,15024.00,224.00,3.60,23.70,24.00
194,?,?,?,?,24.00,?
195,?,?,?,?,?,?
196,3022.70,024.00,024.00,0.00,?,24.00
197,3017.11,024.00,024.00,0.00,24.00,24.00
198,3021.27,024.00,024.00,0.00,24.00,24.00
199,3023.16,50023.75,223.75,11.88,24.00,23.75
200,3019.85,24124.00,224.00,5.78,23.75,24.00
201,?,?,?,?,24.00,?
202,?,?,?,?,?,?
203,3021.70,3026.00,126.00,0.78,?,26.00
204,3029.97,026.00,026.00,0.00,26.00,26.00
205,3050.63,026.00,026.00,0.00,26.00,26.00
206,3036.16,026.00,026.00,0.00,26.00,26.00
207,3015.00,026.00,026.00,0.00,26.00,26.00
208,?,?,?,?,26.00,?
209,?,?,?,?,?,?
210,3032.94,026.00,026.00,0.00,?,26.00
211,3038.42,026.00,026.00,0.00,26.00,26.00
212,3046.08,026.00,026.00,0.00,26.00,26.00
213,3060.17,026.00,026.00,0.00,26.00,26.00
214,3110.79,525.10,125.10,0.13,26.00,25.10
215,?,?,?,?,25.10,?
216,?,?,?,?,?,?
217,3127.41,75025.47,325.47,19.10,?,25.47
218,3127.38,9524.99,324.99,2.37,25.47,24.99
219,3168.23,024.99,024.99,0.00,24.99,24.99
220,3190.86,024.99,024.99,0.00,24.99,24.99
221,3206.86,024.99,024.99,0.00,24.99,24.99
222,?,?,?,?,24.99,?
223,?,?,?,?,?,?
224,3225.79,024.99,024.99,0.00,?,24.99
225,3233.22,024.99,024.99,0.00,24.99,24.99
226,3271.49,25024.00,224.00,6.00,24.99,24.00
227,?,?,?,?,24.00,?
228,3253.28,62024.00,724.00,14.88,?,24.00
229,?,?,?,?,24.00,?
230,?,?,?,?,?,?
231,3237.31,34423.97,423.97,8.25,?,23.97
232,3210.57,25024.00,424.00,6.00,23.97,24.00
233,3221.87,1024.00,124.00,0.24,24.00,24.00
234,3260.69,15124.00,124.00,3.62,24.00,24.00
235,3260.35,68624.80,324.80,16.93,24.00,24.80
236,?,?,?,?,24.80,?
237,?,?,?,?,?,?
238,3255.45,224.80,124.80,0.05,?,24.80
239,3197.48,210024.00,324.00,50.40,24.80,24.00
240,3183.87,024.00,024.00,0.00,24.00,24.00
241,3204.20,216024.00,624.00,51.84,24.00,24.00
242,3196.27,1935424.00,1424.00,464.50,24.00,24.00
243,?,?,?,?,24.00,?
244,?,?,?,?,?,?
245,3230.20,32224.00,224.00,7.73,?,24.00
246,3226.75,024.00,024.00,0.00,24.00,24.00
247,3174.71,18723.80,323.80,4.47,24.00,23.80
248,3061.25,2922.10,222.10,0.64,23.80,22.10
249,3142.61,1423.70,123.70,0.33,22.10,23.70
250,?,?,?,?,23.70,?
251,?,?,?,?,?,?
252,3199.68,10023.99,123.99,2.40,?,23.99
253,3256.85,023.99,023.99,0.00,23.99,23.99
254,3285.29,023.99,023.99,0.00,23.99,23.99
255,3303.55,023.99,023.99,0.00,23.99,23.99
256,3285.49,8523.00,123.00,1.96,23.99,23.00
257,?,?,?,?,23.00,?
258,?,?,?,?,?,?
259,3260.05,023.00,023.00,0.00,?,23.00
260,3286.61,023.00,023.00,0.00,23.00,23.00
261,3277.41,023.00,023.00,0.00,23.00,23.00
262,3316.59,023.00,023.00,0.00,23.00,23.00
263,3316.08,240623.00,923.00,55.34,23.00,23.00
264,?,?,?,?,23.00,?
265,?,?,?,?,?,?
266,3291.57,1552923.00,523.00,357.17,?,23.00
267,3275.67,023.00,023.00,0.00,23.00,23.00
268,3299.72,023.00,023.00,0.00,23.00,23.00
269,3336.44,2024.00,124.00,0.48,23.00,24.00
270,3352.18,024.00,024.00,0.00,24.00,24.00
271,?,?,?,?,24.00,?
272,?,?,?,?,?,?
273,3349.29,024.00,024.00,0.00,?,24.00
274,3351.68,024.00,024.00,0.00,24.00,24.00
275,3364.40,024.00,024.00,0.00,24.00,24.00
276,3383.62,100023.99,323.99,23.99,24.00,23.99
277,3381.52,023.99,023.99,0.00,23.99,23.99
278,?,?,?,?,23.99,?
279,?,?,?,?,?,?
280,3383.60,023.99,023.99,0.00,?,23.99
281,3368.14,023.99,023.99,0.00,23.99,23.99
282,3379.96,27923.02,323.02,6.61,23.99,23.02
283,3454.41,3323.02,123.02,0.76,23.02,23.02
284,3477.04,023.02,023.02,0.00,23.02,23.02
285,?,?,?,?,23.02,?
286,?,?,?,?,?,?
287,3508.85,023.02,023.02,0.00,?,23.02
288,3544.07,023.02,023.02,0.00,23.02,23.02
289,3548.14,20023.02,323.02,4.60,23.02,23.02
290,3572.96,023.02,023.02,0.00,23.02,23.02
291,3535.97,023.02,023.02,0.00,23.02,23.02
292,?,?,?,?,23.02,?
293,?,?,?,?,?,?
294,3606.06,10023.02,123.02,2.30,?,23.02
295,3615.60,45023.02,323.02,10.36,23.02,23.02
296,3596.10,023.02,023.02,0.00,23.02,23.02
297,3637.76,023.02,023.02,0.00,23.02,23.02
298,3651.19,023.02,023.02,0.00,23.02,23.02
299,?,?,?,?,23.02,?
300,?,?,?,?,?,?
301,3660.45,1123.99,223.99,0.26,?,23.99
302,3688.57,214123.00,723.00,49.24,23.99,23.00
303,3660.80,23923.49,523.49,5.39,23.00,23.49
304,3628.73,023.49,023.49,0.00,23.49,23.49
305,?,?,?,?,23.49,?
306,?,?,?,?,?,?
307,?,?,?,?,?,?
308,3668.56,0,0,0.00,?,23.49
309,3645.18,1100,5,24.87,23.49,22.62
310,3650.27,0,0,0.00,22.62,22.62
340,3215.763816454578,?,?,?,?,?,? 
370,3267.20146029432,?,?,?,?,?,? 
400,3318.639104134063,?,?,?,?,?,? 
490,3472.9520356532903,?,?,?,?,?,? 
670,3781.5778986917467,?,?,?,?,?,? 
