%310
@RELATION WIG20lev
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,0.00,1165.52
3,13391.36,3100.57,3100.57,3.1005,3.1005,0.00,1167.30
4,13435.21,3101.66,3101.66,3.1700,3.1700,0.00,1143.52
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,0.00,1122.70
8,13328.85,3091.81,3091.81,3.1457,3.1457,0.00,1108.78
9,13390.51,3105.81,3105.81,3.1516,3.1516,0.00,1112.95
10,13471.22,3121.76,3121.76,3.1121,3.1121,0.00,1118.06
11,13488.43,3125.64,3125.64,3.0890,3.0890,0.00,1104.31
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,0.00,1105.86
15,13534.89,3110.78,3110.78,3.0750,3.0750,0.00,1081.79
16,13511.23,3117.54,3117.54,3.1097,3.1097,0.00,1109.64
17,13596.02,3136.00,3136.00,3.0853,3.0853,0.00,1111.26
18,13649.70,3134.71,3134.71,3.0925,3.0925,0.00,1115.45
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,0.00,1116.41
22,13712.21,3143.18,3143.18,3.1341,3.1341,0.00,1110.15
23,13779.33,3153.67,3153.67,3.1195,3.1195,0.00,1102.92
24,13825.33,3130.38,3130.38,3.1503,3.1503,0.00,1111.63
25,13895.98,3149.71,3149.71,3.1186,3.1186,0.00,1088.73
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,0.00,1070.57
29,13954.42,3153.66,3153.66,3.1229,3.1229,0.00,1072.89
30,13910.42,3142.31,3142.31,3.0938,3.0938,0.00,1048.82
31,13860.58,3142.13,3142.13,3.0874,3.0874,0.00,1045.85
32,14009.79,3179.10,3179.10,3.0744,3.0744,0.00,1051.13
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,0.00,1026.00
36,13979.30,3171.58,3171.58,3.0831,3.0831,0.00,1038.78
37,13986.52,3168.48,3168.48,3.0868,3.0868,0.00,1013.78
38,13944.05,3165.13,3165.13,3.0886,3.0886,0.00,1023.57
39,13992.97,3193.87,3193.87,3.1056,3.1056,0.00,1046.67
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,0.00,1048.41
43,14018.70,3186.49,3186.49,3.1159,3.1159,0.00,1025.30
44,13982.91,3196.88,3196.88,3.1012,3.1012,0.00,1025.80
45,13973.39,3198.66,3198.66,3.1209,3.1209,0.00,1013.37
46,13981.76,3192.03,3192.03,3.1398,3.1398,0.00,1022.56
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,0.00,1029.19
50,14035.67,3213.59,3213.59,3.1360,3.1360,0.00,1030.06
51,13927.54,3164.41,3164.41,3.1002,3.1002,0.00,1001.65
52,13880.62,3131.49,3131.49,3.1633,3.1633,0.00,996.06
53,14000.57,3161.82,3161.82,3.1443,3.1443,0.00,996.59
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,0.00,1010.73
57,13900.13,3129.65,3129.65,3.1733,3.1733,0.00,988.93
58,14075.37,3162.26,3162.26,3.1841,3.1841,0.00,1006.58
59,14054.49,3160.19,3160.19,3.1679,3.1679,0.00,1007.83
60,14089.66,3169.74,3169.74,3.1769,3.1769,0.00,1008.42
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,0.00,996.68
64,14253.77,3224.13,3224.13,3.1665,3.1665,0.00,1028.21
