%310
@RELATION PLINTSP00038
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,86802.90,122.90,24.79,?,2.90
3,783.15,48222.72,48505.50,129553.03,153.03,37.68,2.90,3.03
4,781.69,47888.16,48143.94,92823.09,113.09,28.42,3.03,3.09
5,?,?,?,?,?,?,3.09,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,110693.12,223.12,34.89,?,3.12
8,780.70,47379.63,47624.67,19923.15,73.15,6.12,3.12,3.15
9,784.82,47407.28,47668.58,102423.10,133.10,31.60,3.15,3.10
10,788.85,47546.91,47798.66,51523.12,43.12,15.99,3.10,3.12
11,795.36,47440.80,47690.97,83893.08,73.08,25.84,3.12,3.08
12,?,?,?,?,?,?,3.08,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,73203.05,73.05,22.31,?,3.05
15,794.59,47086.54,47346.41,35953.05,83.05,10.96,3.05,3.05
16,796.34,47521.39,47794.60,22172.99,32.99,6.64,3.05,2.99
17,803.56,47661.37,47936.81,20943.00,63.00,6.34,2.99,3.00
18,807.72,47813.69,48104.67,273.10,23.10,0.08,3.00,3.10
19,?,?,?,?,?,?,3.10,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,185223.23,343.23,58.78,?,3.23
22,808.23,47872.80,48127.89,3063.20,23.20,0.99,3.23,3.20
23,808.40,47733.24,47999.21,5743.21,53.21,1.81,3.20,3.21
24,811.80,47942.04,48203.43,134923.16,193.16,41.99,3.21,3.16
25,812.99,47613.95,47851.99,39543.08,103.08,12.37,3.16,3.08
26,?,?,?,?,?,?,3.08,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,5803.14,43.14,1.76,?,3.14
29,815.93,47328.40,47565.10,16073.14,83.14,4.92,3.14,3.14
30,815.59,46917.19,47113.08,36703.05,63.05,11.17,3.14,3.05
31,817.14,46840.15,47011.43,30223.10,73.10,9.13,3.05,3.10
32,818.68,46945.58,47121.08,43803.01,63.01,13.20,3.10,3.01
33,?,?,?,?,?,?,3.01,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,119113.01,133.01,35.90,?,3.01
36,816.68,46674.78,46862.43,221112.90,112.90,64.35,3.01,2.90
37,813.75,46149.14,46341.54,21602.75,62.75,6.00,2.90,2.75
38,811.13,46329.66,46512.72,37202.75,112.75,10.36,2.75,2.75
39,813.77,46741.54,46931.40,50392.84,142.84,14.09,2.75,2.84
40,?,?,?,?,?,?,2.84,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,39352.90,92.90,11.18,?,2.90
43,817.32,46399.26,46564.61,31472.88,82.88,8.72,2.90,2.88
44,817.35,46406.74,46569.81,42102.80,72.80,11.75,2.88,2.80
45,818.81,46211.54,46360.51,66612.87,102.87,19.02,2.80,2.87
46,826.73,46370.13,46523.63,12772.83,82.83,3.62,2.87,2.83
47,?,?,?,?,?,?,2.83,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,3922.85,52.85,1.09,?,2.85
50,832.30,46490.89,46652.19,4072.84,42.84,1.13,2.85,2.84
51,830.62,46051.76,46198.42,68352.81,102.81,18.73,2.84,2.81
52,823.32,45879.90,46050.52,5302.86,22.86,1.53,2.81,2.86
53,826.66,45948.12,46124.82,2702.81,42.81,0.75,2.86,2.81
54,?,?,?,?,?,?,2.81,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,17262.75,72.75,4.74,?,2.75
57,828.81,45868.35,46065.85,25652.66,92.66,6.74,2.75,2.66
58,836.69,46241.92,46459.99,54772.65,162.65,13.84,2.66,2.65
59,844.08,46280.36,46510.83,83022.68,142.68,22.32,2.65,2.68
60,842.02,46341.14,46622.90,18342.80,72.80,5.04,2.68,2.80
61,?,?,?,?,?,?,2.80,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,87432.75,192.75,23.05,?,2.75
64,845.88,46676.09,47001.38,230842.73,162.73,63.19,2.75,2.73
65,849.88,46762.65,47090.49,34952.74,92.74,9.26,2.73,2.74
66,855.99,46745.26,47060.66,64132.69,112.69,16.67,2.74,2.69
67,861.67,47074.39,47436.21,779702.85,542.85,216.67,2.69,2.85
68,?,?,?,?,?,?,2.85,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,357442.79,182.79,98.33,?,2.79
71,866.79,47010.40,47340.43,112122.70,192.70,30.76,2.79,2.70
72,872.90,46888.37,47235.72,114542.79,112.79,31.44,2.70,2.79
73,871.52,47223.68,47606.16,37522.90,102.90,10.57,2.79,2.90
74,873.21,47125.93,47522.10,14102.85,82.85,3.90,2.90,2.85
75,?,?,?,?,?,?,2.85,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,3952.85,52.85,1.13,?,2.85
78,864.73,46029.35,46473.62,20432.88,42.88,5.72,2.85,2.88
79,862.97,46068.24,46511.62,50502.79,92.79,13.93,2.88,2.79
80,850.86,45580.47,46017.88,39862.88,132.88,10.97,2.79,2.88
81,845.32,45066.18,45473.08,5302.75,52.75,1.44,2.88,2.75
82,?,?,?,?,?,?,2.75,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,82972.40,162.40,21.03,?,2.40
85,830.80,44724.88,45119.16,21142.50,82.50,5.26,2.40,2.50
86,835.51,45247.90,45644.09,90432.45,212.45,21.75,2.50,2.45
87,839.42,45147.57,45528.85,4292.45,52.45,1.05,2.45,2.45
88,?,?,?,?,?,?,2.45,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,12532.38,82.38,3.07,?,2.38
93,828.79,44604.61,44940.36,42152.38,142.38,9.59,2.38,2.38
94,824.35,44623.89,44980.62,4102.32,22.32,0.95,2.38,2.32
95,819.73,44597.66,44960.02,20302.37,62.37,4.58,2.32,2.37
96,?,?,?,?,?,?,2.37,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,28052.30,82.30,6.33,?,2.30
99,815.74,44725.03,45096.35,9772.24,92.24,2.12,2.30,2.24
100,820.16,45091.63,45495.34,2652.26,32.26,0.60,2.24,2.26
101,824.04,45688.48,46131.66,47682.00,142.00,9.78,2.26,2.00
102,819.29,45525.92,45960.10,27882.04,112.04,5.50,2.00,2.04
103,?,?,?,?,?,?,2.04,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,21322.00,102.00,4.16,?,2.00
106,?,?,?,?,?,?,2.00,?
107,796.68,43916.24,44404.81,1002.10,12.10,0.21,?,2.10
108,787.39,43364.70,43850.06,402.15,22.15,0.09,2.10,2.15
109,783.37,43447.75,43993.98,502.25,12.25,0.11,2.15,2.25
110,?,?,?,?,?,?,2.25,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,18612.15,52.15,4.07,?,2.15
113,769.16,43159.57,43707.88,17011.92,91.92,3.33,2.15,1.92
114,769.82,43356.73,43908.95,40991.94,131.94,7.87,1.92,1.94
115,774.88,43482.18,44027.03,73201.85,101.85,13.58,1.94,1.85
116,777.86,43665.21,44226.06,22221.85,71.85,4.16,1.85,1.85
117,?,?,?,?,?,?,1.85,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,13001.86,41.86,2.44,?,1.86
120,784.81,44162.18,44653.34,101.98,11.98,0.02,1.86,1.98
121,?,?,?,?,?,?,1.98,?
122,787.45,43991.51,44466.89,6491.83,71.83,1.19,?,1.83
123,?,?,?,?,?,?,1.83,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,37751.96,141.96,7.05,?,1.96
127,793.09,44742.22,45244.29,209102.04,192.04,41.14,1.96,2.04
128,798.10,45117.94,45647.76,502.09,12.09,0.10,2.04,2.09
129,800.71,44943.16,45475.08,28602.02,132.02,5.62,2.09,2.02
130,800.42,44895.35,45408.06,29202.01,52.01,5.89,2.02,2.01
131,?,?,?,?,?,?,2.01,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,2102.02,22.02,0.42,?,2.02
134,804.49,45771.11,46336.62,15601.94,111.94,2.89,2.02,1.94
135,802.28,46102.42,46676.61,17082.00,82.00,3.42,1.94,2.00
136,806.45,45992.03,46581.16,4002.02,42.02,0.81,2.00,2.02
137,810.69,46078.68,46646.58,21202.00,52.00,4.21,2.02,2.00
138,?,?,?,?,?,?,2.00,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,2011.99,31.99,0.40,?,1.99
141,819.76,45851.80,46439.10,3201.99,51.99,0.62,1.99,1.99
142,818.82,45933.66,46529.96,2302.02,52.02,0.46,1.99,2.02
143,814.69,45687.76,46311.26,80951.89,181.89,15.35,2.02,1.89
144,820.11,46145.44,46783.61,21611.85,51.85,4.01,1.89,1.85
145,?,?,?,?,?,?,1.85,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,141871.98,421.98,26.39,?,1.98
148,838.40,47579.87,48258.02,135021.94,81.94,26.67,1.98,1.94
149,842.72,47476.64,48138.07,4001.96,11.96,0.78,1.94,1.96
150,?,?,?,?,?,?,1.96,?
151,841.72,47806.34,48503.87,101.97,11.97,0.02,?,1.97
152,?,?,?,?,?,?,1.97,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,101.99,11.99,0.02,?,1.99
155,854.67,47620.68,48323.88,32601.95,81.95,6.13,1.99,1.95
156,859.35,47805.94,48513.29,66272.00,92.00,12.93,1.95,2.00
157,864.95,47573.66,48259.19,102.04,12.04,0.02,2.00,2.04
158,866.67,48209.65,48918.37,10672.00,52.00,2.15,2.04,2.00
159,?,?,?,?,?,?,2.00,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,14252.04,72.04,2.79,?,2.04
162,870.60,48324.52,49050.96,10772.00,42.00,2.14,2.04,2.00
163,878.91,48383.93,49098.70,20102.00,32.00,4.02,2.00,2.00
164,877.48,48152.82,48890.47,31651.95,111.95,6.18,2.00,1.95
165,880.65,48273.42,49057.66,1012.01,22.01,0.20,1.95,2.01
166,?,?,?,?,?,?,2.01,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,203752.21,282.21,42.14,?,2.21
169,886.71,48119.72,48891.04,6102.15,32.15,1.34,2.21,2.15
170,885.25,47743.10,48509.84,112.15,32.15,0.02,2.15,2.15
171,864.38,45870.00,46587.68,15202.05,42.05,3.04,2.15,2.05
172,855.18,44732.92,45456.77,9202.00,62.00,1.82,2.05,2.00
173,?,?,?,?,?,?,2.00,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,4601.97,31.97,0.91,?,1.97
176,863.23,44966.09,45672.10,212.02,22.02,0.04,1.97,2.02
177,858.05,44893.99,45601.51,47501.94,51.94,9.22,2.02,1.94
178,847.97,43667.37,44326.49,7701.95,41.95,1.50,1.94,1.95
