%310
@RELATION PLWRKSR00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,164655.95,235.95,96.83,?,5.95
3,10554.18,48222.72,48505.50,2832.46,64126.00,266.00,37.67,5.95,6.00
4,10519.33,47888.16,48143.94,2814.73,56286.30,246.30,34.13,6.00,6.30
5,?,?,?,?,?,?,?,6.30,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,74286.29,286.29,46.22,?,6.29
8,10500.71,47379.63,47624.67,2790.64,650946.27,306.27,399.67,6.29,6.27
9,10503.06,47407.28,47668.58,2784.62,76826.25,186.25,48.05,6.27,6.25
10,10496.80,47546.91,47798.66,2800.96,245656.24,736.24,152.22,6.25,6.24
11,10595.04,47440.80,47690.97,2815.88,180066.24,216.24,112.18,6.24,6.24
12,?,?,?,?,?,?,?,6.24,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,305756.37,376.37,191.37,?,6.37
15,10638.06,47086.54,47346.41,2817.16,82276.39,196.39,52.24,6.37,6.39
16,10673.05,47521.39,47794.60,2825.40,3056.39,26.39,1.95,6.39,6.39
17,10767.29,47661.37,47936.81,2848.09,342526.82,386.82,225.32,6.39,6.82
18,10903.93,47813.69,48104.67,2864.72,263246.89,356.89,180.42,6.82,6.89
19,?,?,?,?,?,?,?,6.89,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,2466687.00,3547.00,1795.21,?,7.00
22,11073.63,47872.80,48127.89,2892.80,702267.00,1177.00,485.25,7.00,7.00
23,11071.80,47733.24,47999.21,2890.57,74276.90,316.90,51.36,7.00,6.90
24,11108.21,47942.04,48203.43,2898.85,139206.77,576.77,93.67,6.90,6.77
25,11174.05,47613.95,47851.99,2897.93,251016.78,836.78,166.01,6.77,6.78
26,?,?,?,?,?,?,?,6.78,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,416976.60,556.60,275.77,?,6.60
29,11165.66,47328.40,47565.10,2878.58,323596.50,996.50,210.21,6.60,6.50
30,11183.61,46917.19,47113.08,2876.68,171006.60,366.60,113.56,6.50,6.60
31,11245.80,46840.15,47011.43,2880.57,287436.68,556.68,190.60,6.60,6.68
32,11241.00,46945.58,47121.08,2883.81,175666.70,246.70,116.72,6.68,6.70
33,?,?,?,?,?,?,?,6.70,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,309876.70,556.70,206.90,?,6.70
36,11060.84,46674.78,46862.43,2843.49,51356.84,306.84,34.74,6.70,6.84
37,10953.57,46149.14,46341.54,2811.05,141257.10,397.10,98.84,6.84,7.10
38,10950.03,46329.66,46512.72,2815.91,30077.08,217.08,21.09,7.10,7.08
39,10986.53,46741.54,46931.40,2825.70,807.08,17.08,0.57,7.08,7.08
40,?,?,?,?,?,?,?,7.08,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,150877.00,447.00,101.82,?,7.00
43,10981.98,46399.26,46564.61,2821.25,76786.98,286.98,52.84,7.00,6.98
44,11022.58,46406.74,46569.81,2825.02,32936.98,66.98,22.99,6.98,6.98
45,11017.48,46211.54,46360.51,2825.15,111126.95,106.95,77.39,6.98,6.95
46,11071.18,46370.13,46523.63,2838.22,430926.98,376.98,297.66,6.95,6.98
47,?,?,?,?,?,?,?,6.98,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,264316.99,296.99,184.25,?,6.99
50,11119.72,46490.89,46652.19,2843.90,121407.00,127.00,84.94,6.99,7.00
51,11014.53,46051.76,46198.42,2831.71,1122447.00,1367.00,781.13,7.00,7.00
52,10948.88,45879.90,46050.52,2801.83,150936.99,316.99,104.93,7.00,6.99
53,10985.79,45948.12,46124.82,2817.57,181877.08,367.08,128.13,6.99,7.08
54,?,?,?,?,?,?,?,7.08,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,203157.30,407.30,145.22,?,7.30
57,10972.28,45868.35,46065.85,2831.16,1047497.48,797.48,783.42,7.30,7.48
58,11039.20,46241.92,46459.99,2855.69,88767.47,277.47,65.51,7.48,7.47
59,11052.03,46280.36,46510.83,2865.27,161667.45,297.45,120.85,7.47,7.45
60,11010.83,46341.14,46622.90,2859.05,159297.45,167.45,118.46,7.45,7.45
61,?,?,?,?,?,?,?,7.45,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,667147.47,487.47,499.13,?,7.47
64,10997.33,46676.09,47001.38,2868.06,438557.47,307.47,326.83,7.47,7.47
65,11042.47,46762.65,47090.49,2872.90,721767.47,487.47,541.26,7.47,7.47
66,11042.08,46745.26,47060.66,2873.49,392687.50,357.50,294.45,7.47,7.50
67,11119.06,47074.39,47436.21,2906.74,1100527.56,407.56,825.57,7.50,7.56
68,?,?,?,?,?,?,?,7.56,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,96037.77,297.77,74.39,?,7.77
71,11150.86,47010.40,47340.43,2911.38,107277.72,357.72,83.02,7.77,7.72
72,11194.08,46888.37,47235.72,2901.67,27357.68,77.68,21.07,7.72,7.68
73,11231.22,47223.68,47606.16,2912.13,72297.51,277.51,53.46,7.68,7.51
74,11228.39,47125.93,47522.10,2909.77,237247.30,497.30,170.23,7.51,7.30
75,?,?,?,?,?,?,?,7.30,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,138107.27,417.27,97.90,?,7.27
78,11135.62,46029.35,46473.62,2868.24,66977.30,197.30,47.92,7.27,7.30
79,11168.63,46068.24,46511.62,2874.75,170817.55,397.55,126.04,7.30,7.55
80,11069.03,45580.47,46017.88,2833.61,72867.40,297.40,53.36,7.55,7.40
81,10908.77,45066.18,45473.08,2800.67,6263577.39,227.39,4478.93,7.40,7.39
82,?,?,?,?,?,?,?,7.39,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,43287.59,207.59,32.17,?,7.59
85,10815.43,44724.88,45119.16,2774.13,27907.58,197.58,20.95,7.59,7.58
86,10867.86,45247.90,45644.09,2785.46,33517.59,167.59,25.23,7.58,7.59
87,10938.55,45147.57,45528.85,2797.31,62437.59,307.59,47.40,7.59,7.59
88,?,?,?,?,?,?,?,7.59,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,12667.65,107.65,9.54,?,7.65
93,10809.87,44604.61,44940.36,2769.02,332957.67,317.67,255.35,7.65,7.67
94,10817.23,44623.89,44980.62,2766.19,208677.75,207.75,159.87,7.67,7.75
95,10803.99,44597.66,44960.02,2760.91,276117.95,387.95,220.40,7.75,7.95
96,?,?,?,?,?,?,?,7.95,?
97,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,44963.96,2764.28,1308808.11,198.11,1055.00,?,8.11
99,10820.89,44725.03,45096.35,2767.26,276358.11,298.11,223.08,8.11,8.11
100,10845.27,45091.63,45495.34,2780.21,45057.90,87.90,36.56,8.11,7.90
101,10908.65,45688.48,46131.66,2794.43,219648.26,278.26,178.41,7.90,8.26
102,10807.45,45525.92,45960.10,2783.53,48548.37,268.37,40.47,8.26,8.37
103,?,?,?,?,?,?,?,8.37,?
104,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,45167.65,2754.91,49558.40,228.40,41.55,?,8.40
106,?,?,?,?,?,?,?,8.40,?
107,10431.02,43916.24,44404.81,2705.88,29678.10,198.10,24.04,?,8.10
108,10415.53,43364.70,43850.06,2695.55,35728.09,348.09,28.14,8.10,8.09
109,10373.60,43447.75,43993.98,2685.57,67658.00,358.00,52.91,8.09,8.00
110,?,?,?,?,?,?,?,8.00,?
111,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,43892.82,2660.28,65858.23,158.23,53.37,?,8.23
113,10282.22,43159.57,43707.88,2624.40,176368.16,188.16,144.92,8.23,8.16
114,10264.95,43356.73,43908.95,2636.70,76148.21,78.21,62.46,8.16,8.21
115,10327.20,43482.18,44027.03,2658.57,233878.28,198.28,191.41,8.21,8.28
116,10407.26,43665.21,44226.06,2669.93,78388.22,128.22,64.53,8.28,8.22
117,?,?,?,?,?,?,?,8.22,?
118,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,44420.22,2685.14,28358.26,208.26,23.25,?,8.26
120,10511.46,44162.18,44653.34,2704.84,3118.26,148.26,2.57,8.26,8.26
121,?,?,?,?,?,?,?,8.26,?
122,10554.34,43991.51,44466.89,2695.22,3058.26,38.26,2.52,?,8.26
123,?,?,?,?,?,?,?,8.26,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,45060.80,2714.72,8888.23,168.23,7.24,?,8.23
127,10618.63,44742.22,45244.29,2733.96,61708.20,148.20,50.58,8.23,8.20
128,10692.81,45117.94,45647.76,2752.14,35638.25,68.25,29.35,8.20,8.25
129,10714.80,44943.16,45475.08,2760.20,44898.29,188.29,37.06,8.25,8.29
130,10758.03,44895.35,45408.06,2769.85,8048.29,68.29,6.66,8.29,8.29
131,?,?,?,?,?,?,?,8.29,?
132,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,45746.01,2790.62,7988.29,138.29,6.58,?,8.29
134,10819.27,45771.11,46336.62,2822.41,164548.33,238.33,136.33,8.29,8.33
135,10913.18,46102.42,46676.61,2848.38,22778.34,138.34,18.82,8.33,8.34
136,10976.80,45992.03,46581.16,2871.70,8778.35,88.35,7.28,8.34,8.35
137,10991.63,46078.68,46646.58,2885.19,13238.35,108.35,10.90,8.35,8.35
138,?,?,?,?,?,?,?,8.35,?
139,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,46615.31,2921.95,3180828.76,598.76,2658.26,?,8.76
141,11089.17,45851.80,46439.10,2893.12,92198.80,258.80,81.35,8.76,8.80
142,11082.19,45933.66,46529.96,2912.70,1977709.08,329.08,1762.28,8.80,9.08
143,11050.12,45687.76,46311.26,2894.53,107649.39,409.39,98.13,9.08,9.39
144,11130.47,46145.44,46783.61,2929.62,100939.48,309.48,94.50,9.39,9.48
145,?,?,?,?,?,?,?,9.48,?
146,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,47957.54,2976.83,22449.35,289.35,20.79,?,9.35
148,11439.53,47579.87,48258.02,2997.81,12339.35,119.35,11.35,9.35,9.35
149,11434.08,47476.64,48138.07,3000.58,13629.40,129.40,12.80,9.35,9.40
150,?,?,?,?,?,?,?,9.40,?
151,11518.87,47806.34,48503.87,2994.25,11249.40,119.40,10.50,?,9.40
152,?,?,?,?,?,?,?,9.40,?
153,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,47868.36,2970.24,17909.39,149.39,16.52,?,9.39
155,11527.78,47620.68,48323.88,2998.79,100019.29,179.29,91.89,9.39,9.29
156,11566.33,47805.94,48513.29,3026.87,4119.20,39.20,3.78,9.29,9.20
157,11598.90,47573.66,48259.19,3020.15,13929.24,89.24,12.87,9.20,9.24
158,11721.20,48209.65,48918.37,3044.38,6159.25,59.25,5.65,9.24,9.25
159,?,?,?,?,?,?,?,9.25,?
160,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,49207.65,3065.91,19319.30,129.30,17.95,?,9.30
162,11906.69,48324.52,49050.96,3074.89,42399.00,219.00,38.45,9.30,9.00
163,12044.12,48383.93,49098.70,3098.83,35439.25,109.25,32.83,9.00,9.25
164,11997.09,48152.82,48890.47,3089.32,3059.25,39.25,2.77,9.25,9.25
165,11980.74,48273.42,49057.66,3092.65,10569.05,69.05,9.66,9.25,9.05
166,?,?,?,?,?,?,?,9.05,?
167,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,48917.56,3100.24,86828.60,328.60,76.92,?,8.60
169,12001.25,48119.72,48891.04,3120.39,181719.25,129.25,160.56,8.60,9.25
170,11995.61,47743.10,48509.84,3122.21,65979.10,129.10,59.39,9.25,9.10
171,11755.38,45870.00,46587.68,3038.18,153208.75,258.75,133.84,9.10,8.75
172,11698.05,44732.92,45456.77,3001.68,90248.45,328.45,76.31,8.75,8.45
173,?,?,?,?,?,?,?,8.45,?
174,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,45531.46,2990.89,34568.37,88.37,28.95,?,8.37
176,11846.22,44966.09,45672.10,2999.31,163818.90,278.90,144.95,8.37,8.90
177,11772.39,44893.99,45601.51,2972.55,30229.10,149.10,26.55,8.90,9.10
178,11665.86,43667.37,44326.49,2915.58,108468.89,308.89,94.00,9.10,8.89
179,11716.43,44747.79,45442.51,2948.80,1597009.25,419.25,1436.93,8.89,9.25
180,?,?,?,?,?,?,?,9.25,?
181,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,45461.06,2963.91,15189.25,99.25,13.92,?,9.25
183,11805.57,45533.94,46254.71,2981.48,4139.25,99.25,3.75,9.25,9.25
184,11736.24,45184.98,45899.36,2971.57,10609.08,109.08,9.45,9.25,9.08
185,11820.50,45613.75,46344.42,2988.19,7159.11,69.11,6.49,9.08,9.11
186,11822.63,45110.89,45805.34,2977.06,201279.00,49.00,181.15,9.11,9.00
187,?,?,?,?,?,?,?,9.00,?
188,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,45172.40,2948.16,312948.98,118.98,281.63,?,8.98
190,11610.73,44342.23,44969.23,2924.69,90768.98,278.98,80.50,8.98,8.98
191,11643.94,45068.55,45727.71,2962.09,28349.09,59.09,25.38,8.98,9.09
192,11739.32,45712.72,46390.36,2992.86,15199.24,139.24,13.68,9.09,9.24
193,11784.60,46150.78,46839.89,3017.66,20899.10,129.10,19.16,9.24,9.10
194,?,?,?,?,?,?,?,9.10,?
195,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,46922.43,3022.70,40729.10,109.10,37.12,?,9.10
197,11753.20,46155.10,46860.35,3017.11,32139.20,59.20,29.38,9.10,9.20
198,11768.81,46287.08,47003.76,3021.27,7629.10,39.10,6.83,9.20,9.10
199,11813.42,46221.23,46919.83,3023.16,15729.10,69.10,14.15,9.10,9.10
200,11837.95,46399.74,47120.88,3019.85,20179.24,59.24,18.44,9.10,9.24
201,?,?,?,?,?,?,?,9.24,?
202,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,47075.43,3021.70,1018089.05,79.05,916.39,?,9.05
204,11905.16,46714.43,47454.90,3029.97,49899.35,129.35,45.73,9.05,9.35
205,11975.99,46835.98,47575.74,3050.63,1032759.45,119.45,963.32,9.35,9.45
206,11939.68,46713.02,47446.69,3036.16,357639.20,219.20,329.36,9.45,9.20
207,11930.54,46258.91,46981.22,3015.00,8449.40,59.40,7.71,9.20,9.40
208,?,?,?,?,?,?,?,9.40,?
209,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,47214.30,3032.94,107419.60,109.60,102.82,?,9.60
211,11914.45,46663.41,47398.08,3038.42,119559.39,109.39,112.21,9.60,9.39
212,11934.08,46925.65,47676.43,3046.08,117529.60,139.60,112.63,9.39,9.60
213,12025.60,47370.81,48147.76,3060.17,14259.51,119.51,13.42,9.60,9.51
214,12096.51,48325.33,49133.14,3110.79,6389.65,59.65,6.10,9.51,9.65
215,?,?,?,?,?,?,?,9.65,?
216,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,49272.86,3127.41,123209.79,199.79,117.44,?,9.79
218,12213.07,47942.81,48742.34,3127.38,18109.85,69.85,17.64,9.79,9.85
219,12294.72,48306.55,49124.78,3168.23,1260410.49,1910.49,131.34,9.85,10.49
220,12425.78,48862.88,49700.18,3190.86,675410.75,2410.75,70.90,10.49,10.75
221,12524.35,49125.36,49994.77,3206.86,795610.64,2710.64,84.18,10.75,10.64
222,?,?,?,?,?,?,?,10.64,?
223,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,50476.37,3225.79,416610.65,1210.65,44.02,?,10.65
225,12783.95,49747.66,50646.05,3233.22,195510.78,810.78,20.68,10.65,10.78
226,12961.14,50223.95,51152.95,3271.49,789210.38,1510.38,82.26,10.78,10.38
227,?,?,?,?,?,?,?,10.38,?
228,12933.31,49976.48,50906.11,3253.28,228610.50,2010.50,24.01,?,10.50
