%310
@RELATION PLPMWRM00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,1345673.55,1523.55,480.25,?,3.55
3,10554.18,48222.72,48505.50,2832.46,949693.48,1093.48,333.05,3.55,3.48
4,10519.33,47888.16,48143.94,2814.73,405923.35,883.35,137.48,3.48,3.35
5,?,?,?,?,?,?,?,3.35,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,143023.39,333.39,48.24,?,3.39
8,10500.71,47379.63,47624.67,2790.64,1631463.51,1523.51,572.15,3.39,3.51
9,10503.06,47407.28,47668.58,2784.62,427443.55,453.55,151.21,3.51,3.55
10,10496.80,47546.91,47798.66,2800.96,1410453.42,1663.42,485.78,3.55,3.42
11,10595.04,47440.80,47690.97,2815.88,858873.48,1103.48,300.32,3.42,3.48
12,?,?,?,?,?,?,?,3.48,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,1240473.64,1653.64,445.54,?,3.64
15,10638.06,47086.54,47346.41,2817.16,9054934.13,9684.13,3576.05,3.64,4.13
16,10673.05,47521.39,47794.60,2825.40,4634133.99,5613.99,1889.68,4.13,3.99
17,10767.29,47661.37,47936.81,2848.09,8665144.02,7594.02,3624.54,3.99,4.02
18,10903.93,47813.69,48104.67,2864.72,3365764.05,4424.05,1363.06,4.02,4.05
19,?,?,?,?,?,?,?,4.05,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1714744.13,2294.13,704.67,?,4.13
22,11073.63,47872.80,48127.89,2892.80,4928204.23,4024.23,2078.59,4.13,4.23
23,11071.80,47733.24,47999.21,2890.57,1165544.19,1654.19,489.96,4.23,4.19
24,11108.21,47942.04,48203.43,2898.85,1704704.03,1964.03,704.52,4.19,4.03
25,11174.05,47613.95,47851.99,2897.93,1470064.03,1774.03,596.34,4.03,4.03
26,?,?,?,?,?,?,?,4.03,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,435924.09,914.09,178.33,?,4.09
29,11165.66,47328.40,47565.10,2878.58,739324.04,1224.04,300.06,4.09,4.04
30,11183.61,46917.19,47113.08,2876.68,1705354.00,2354.00,681.84,4.04,4.00
31,11245.80,46840.15,47011.43,2880.57,961553.92,1343.92,379.02,4.00,3.92
32,11241.00,46945.58,47121.08,2883.81,671874.01,1264.01,268.73,3.92,4.01
33,?,?,?,?,?,?,?,4.01,?
34,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,46735.25,2856.17,621934.00,1204.00,251.69,?,4.00
36,11060.84,46674.78,46862.43,2843.49,339293.96,563.96,135.57,4.00,3.96
37,10953.57,46149.14,46341.54,2811.05,773583.90,1353.90,305.49,3.96,3.90
38,10950.03,46329.66,46512.72,2815.91,606233.90,1173.90,238.11,3.90,3.90
39,10986.53,46741.54,46931.40,2825.70,2441053.71,3493.71,918.58,3.90,3.71
40,?,?,?,?,?,?,?,3.71,?
41,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,46988.04,2826.84,1473853.89,2383.89,568.14,?,3.89
43,10981.98,46399.26,46564.61,2821.25,674233.97,1353.97,263.39,3.89,3.97
44,11022.58,46406.74,46569.81,2825.02,390003.94,813.94,153.60,3.97,3.94
45,11017.48,46211.54,46360.51,2825.15,659063.77,1133.77,251.93,3.94,3.77
46,11071.18,46370.13,46523.63,2838.22,623003.85,963.85,238.36,3.77,3.85
47,?,?,?,?,?,?,?,3.85,?
48,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,46665.39,2848.48,778833.94,1193.94,305.63,?,3.94
50,11119.72,46490.89,46652.19,2843.90,764433.98,1623.98,302.01,3.94,3.98
51,11014.53,46051.76,46198.42,2831.71,3172804.10,3574.10,1297.81,3.98,4.10
52,10948.88,45879.90,46050.52,2801.83,930004.07,1654.07,372.08,4.10,4.07
53,10985.79,45948.12,46124.82,2817.57,588394.05,1224.05,239.98,4.07,4.05
54,?,?,?,?,?,?,?,4.05,?
55,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,46487.05,2840.57,306214.00,744.00,123.30,?,4.00
57,10972.28,45868.35,46065.85,2831.16,1923943.75,3043.75,737.01,4.00,3.75
58,11039.20,46241.92,46459.99,2855.69,1050903.86,1453.86,399.82,3.75,3.86
59,11052.03,46280.36,46510.83,2865.27,313583.89,643.89,122.44,3.86,3.89
60,11010.83,46341.14,46622.90,2859.05,227233.83,743.83,87.08,3.89,3.83
61,?,?,?,?,?,?,?,3.83,?
62,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,46454.13,2860.68,390843.82,663.82,150.10,?,3.82
64,10997.33,46676.09,47001.38,2868.06,1678343.63,3003.63,616.90,3.82,3.63
65,11042.47,46762.65,47090.49,2872.90,2180733.59,2943.59,788.65,3.63,3.59
66,11042.08,46745.26,47060.66,2873.49,686773.63,983.63,247.97,3.59,3.63
67,11119.06,47074.39,47436.21,2906.74,4522113.98,5423.98,1752.16,3.63,3.98
68,?,?,?,?,?,?,?,3.98,?
69,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,47269.75,2914.24,1441043.99,2813.99,581.75,?,3.99
71,11150.86,47010.40,47340.43,2911.38,1361923.80,2473.80,524.91,3.99,3.80
72,11194.08,46888.37,47235.72,2901.67,1488683.85,1443.85,571.66,3.80,3.85
73,11231.22,47223.68,47606.16,2912.13,816533.91,1273.91,319.30,3.85,3.91
74,11228.39,47125.93,47522.10,2909.77,835293.83,1003.83,320.64,3.91,3.83
75,?,?,?,?,?,?,?,3.83,?
76,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,47094.18,2900.59,874043.85,1353.85,333.25,?,3.85
78,11135.62,46029.35,46473.62,2868.24,498833.84,853.84,191.29,3.85,3.84
79,11168.63,46068.24,46511.62,2874.75,12084073.31,12983.31,4084.51,3.84,3.31
80,11069.03,45580.47,46017.88,2833.61,4343733.26,5313.26,1435.09,3.31,3.26
81,10908.77,45066.18,45473.08,2800.67,2848553.37,4133.37,943.02,3.26,3.37
82,?,?,?,?,?,?,?,3.37,?
83,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,44946.32,2780.21,1294043.14,2063.14,419.87,?,3.14
85,10815.43,44724.88,45119.16,2774.13,2780042.93,4222.93,819.67,3.14,2.93
86,10867.86,45247.90,45644.09,2785.46,1715142.96,3032.96,507.73,2.93,2.96
87,10938.55,45147.57,45528.85,2797.31,1467493.19,2343.19,457.22,2.96,3.19
88,?,?,?,?,?,?,?,3.19,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,45679.51,2814.33,668363.10,1573.10,213.04,?,3.10
93,10809.87,44604.61,44940.36,2769.02,556753.04,1013.04,171.37,3.10,3.04
94,10817.23,44623.89,44980.62,2766.19,261693.07,543.07,79.95,3.04,3.07
95,10803.99,44597.66,44960.02,2760.91,625672.99,1162.99,189.26,3.07,2.99
96,?,?,?,?,?,?,?,2.99,?
97,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,44963.96,2764.28,328243.00,673.00,97.52,?,3.00
