%310
@RELATION PLMRCOR00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,461815.29,2115.29,70.07,?,15.29
3,10554.18,48222.72,48505.50,2832.46,341115.22,1315.22,52.09,15.29,15.22
4,10519.33,47888.16,48143.94,2814.73,2247015.35,1115.35,341.60,15.22,15.35
5,?,?,?,?,?,?,?,15.35,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,409915.00,1915.00,62.19,?,15.00
8,10500.71,47379.63,47624.67,2790.64,17115.30,515.30,2.57,15.00,15.30
9,10503.06,47407.28,47668.58,2784.62,109214.90,1514.90,16.33,15.30,14.90
10,10496.80,47546.91,47798.66,2800.96,3955115.15,2015.15,594.40,14.90,15.15
11,10595.04,47440.80,47690.97,2815.88,871115.35,3815.35,131.49,15.15,15.35
12,?,?,?,?,?,?,?,15.35,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,39815.30,615.30,6.03,?,15.30
15,10638.06,47086.54,47346.41,2817.16,2326215.00,2315.00,348.62,15.30,15.00
16,10673.05,47521.39,47794.60,2825.40,801615.05,1015.05,120.24,15.00,15.05
17,10767.29,47661.37,47936.81,2848.09,52315.29,1415.29,7.84,15.05,15.29
18,10903.93,47813.69,48104.67,2864.72,1485715.20,3415.20,222.90,15.29,15.20
19,?,?,?,?,?,?,?,15.20,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,34015.00,715.00,5.10,?,15.00
22,11073.63,47872.80,48127.89,2892.80,114415.24,515.24,17.19,15.00,15.24
23,11071.80,47733.24,47999.21,2890.57,282315.45,1615.45,42.69,15.24,15.45
24,11108.21,47942.04,48203.43,2898.85,566915.65,4115.65,88.45,15.45,15.65
25,11174.05,47613.95,47851.99,2897.93,161315.72,1415.72,25.40,15.65,15.72
26,?,?,?,?,?,?,?,15.72,?
27,?,?,?,?,?,?,?,?,?
28,11144.27,47324.06,47553.14,2886.17,344015.50,2615.50,54.43,?,15.50
29,11165.66,47328.40,47565.10,2878.58,6638715.25,1615.25,1028.38,15.50,15.25
30,11183.61,46917.19,47113.08,2876.68,120015.10,1615.10,18.26,15.25,15.10
31,11245.80,46840.15,47011.43,2880.57,14115.38,415.38,2.13,15.10,15.38
32,11241.00,46945.58,47121.08,2883.81,319515.45,1915.45,48.94,15.38,15.45
