%310
@RELATION WIG-SUROWC
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE djia NUMERIC 
@ATTRIBUTE nasdaq NUMERIC 
@ATTRIBUTE eurostoxx NUMERIC 
@ATTRIBUTE dollar NUMERIC 
@ATTRIBUTE euro NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?
2,13412.55,3112.26,3112.26,?,?,111937.88,6167.21
3,13391.36,3100.57,3100.57,3.1005,3.1005,127879.25,6185.32
4,13435.21,3101.66,3101.66,3.1700,3.1700,215863.81,6172.16
5,?,?,?,?,?,?,?
6,?,?,?,?,?,?,?
7,13384.29,3098.81,3098.81,3.1618,3.1618,231016.28,6166.86
8,13328.85,3091.81,3091.81,3.1457,3.1457,185875.41,6137.78
9,13390.51,3105.81,3105.81,3.1516,3.1516,197334.33,6102.11
10,13471.22,3121.76,3121.76,3.1121,3.1121,152214.12,6142.91
11,13488.43,3125.64,3125.64,3.0890,3.0890,86240.74,6105.18
12,?,?,?,?,?,?,?
13,?,?,?,?,?,?,?
14,13507.32,3117.50,3117.50,3.0828,3.0828,143163.50,6071.51
15,13534.89,3110.78,3110.78,3.0750,3.0750,187635.35,5935.93
16,13511.23,3117.54,3117.54,3.1097,3.1097,182988.06,6013.95
17,13596.02,3136.00,3136.00,3.0853,3.0853,120408.18,6056.81
18,13649.70,3134.71,3134.71,3.0925,3.0925,128286.13,6025.68
19,?,?,?,?,?,?,?
20,?,?,?,?,?,?,?
21,?,?,?,3.1351,3.1351,35481.30,6036.34
22,13712.21,3143.18,3143.18,3.1341,3.1341,88682.51,6060.13
23,13779.33,3153.67,3153.67,3.1195,3.1195,123044.72,6091.45
24,13825.33,3130.38,3130.38,3.1503,3.1503,58648.26,6119.89
25,13895.98,3149.71,3149.71,3.1186,3.1186,203654.38,6001.94
26,?,?,?,?,?,?,?
27,?,?,?,?,?,?,?
28,13881.93,3154.30,3154.30,3.1074,3.1074,130684.91,5915.03
29,13954.42,3153.66,3153.66,3.1229,3.1229,82328.45,5925.42
30,13910.42,3142.31,3142.31,3.0938,3.0938,159733.42,5992.61
31,13860.58,3142.13,3142.13,3.0874,3.0874,155655.89,6028.75
32,14009.79,3179.10,3179.10,3.0744,3.0744,128460.51,6035.19
33,?,?,?,?,?,?,?
34,?,?,?,?,?,?,?
35,13880.08,3131.17,3131.17,3.0563,3.0563,181962.68,5976.74
36,13979.30,3171.58,3171.58,3.0831,3.0831,129144.21,5995.81
37,13986.52,3168.48,3168.48,3.0868,3.0868,167253.73,5900.50
38,13944.05,3165.13,3165.13,3.0886,3.0886,115659.43,5943.76
39,13992.97,3193.87,3193.87,3.1056,3.1056,142826.66,6055.39
40,?,?,?,?,?,?,?
41,?,?,?,?,?,?,?
42,13971.24,3192.00,3192.00,3.0991,3.0991,75566.25,6025.00
43,14018.70,3186.49,3186.49,3.1159,3.1159,83369.26,6018.00
44,13982.91,3196.88,3196.88,3.1012,3.1012,70403.68,6021.33
45,13973.39,3198.66,3198.66,3.1209,3.1209,110325.62,5994.22
46,13981.76,3192.03,3192.03,3.1398,3.1398,144569.51,5963.56
47,?,?,?,?,?,?,?
48,?,?,?,?,?,?,?
49,?,?,?,3.1410,3.1410,109527.47,6022.84
50,14035.67,3213.59,3213.59,3.1360,3.1360,107073.11,5980.16
51,13927.54,3164.41,3164.41,3.1002,3.1002,118653.25,5870.71
52,13880.62,3131.49,3131.49,3.1633,3.1633,228550.69,5749.62
53,14000.57,3161.82,3161.82,3.1443,3.1443,155434.60,5767.71
54,?,?,?,?,?,?,?
55,?,?,?,?,?,?,?
56,13784.17,3116.25,3116.25,3.1412,3.1412,134428.67,5813.13
57,13900.13,3129.65,3129.65,3.1733,3.1733,190425.40,5781.02
58,14075.37,3162.26,3162.26,3.1841,3.1841,218184.73,5859.61
59,14054.49,3160.19,3160.19,3.1679,3.1679,135021.84,5785.56
60,14089.66,3169.74,3169.74,3.1769,3.1769,430276.56,5637.89
61,?,?,?,?,?,?,?
62,?,?,?,?,?,?,?
63,14127.82,3182.03,3182.03,3.1837,3.1837,166849.07,5566.40
64,14253.77,3224.13,3224.13,3.1665,3.1665,175061.14,5631.77
65,14296.24,3222.36,3222.36,3.1660,3.1660,163221.69,5618.77
66,14329.49,3232.09,3232.09,3.1808,3.1808,105614.27,5584.19
67,14397.07,3244.37,3244.37,3.1690,3.1690,145797.74,5642.49
68,?,?,?,?,?,?,?
69,?,?,?,?,?,?,?
70,14447.29,3252.87,3252.87,3.1828,3.1828,125136.63,5587.37
71,14450.06,3242.32,3242.32,3.1887,3.1887,133784.72,5632.94
72,14455.28,3245.12,3245.12,3.1863,3.1863,141533.02,5633.88
73,14539.14,3258.93,3258.93,3.2000,3.2000,203468.06,5613.80
74,14514.11,3249.07,3249.07,3.1868,3.1868,465465.37,5536.09
75,?,?,?,?,?,?,?
76,?,?,?,?,?,?,?
77,14452.06,3237.59,3237.59,3.2015,3.2015,194643.54,5440.92
78,14455.82,3229.10,3229.10,3.2055,3.2055,226797.37,5281.11
79,14511.73,3254.19,3254.19,3.2169,3.2169,217824.79,5358.45
80,14421.49,3222.60,3222.60,3.2387,3.2387,223261.81,5236.73
