%310
@RELATION PLIPOPM00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,43868.89,398.89,39.25,?,8.89
3,10554.18,48222.72,48505.50,2832.46,18909.14,239.14,17.18,8.89,9.14
4,10519.33,47888.16,48143.94,2814.73,6519.20,109.20,5.92,9.14,9.20
5,?,?,?,?,?,?,?,9.20,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,39099.01,209.01,35.39,?,9.01
8,10500.71,47379.63,47624.67,2790.64,2619.10,69.10,2.39,9.01,9.10
9,10503.06,47407.28,47668.58,2784.62,95619.14,209.14,86.78,9.10,9.14
10,10496.80,47546.91,47798.66,2800.96,2929.10,39.10,2.69,9.14,9.10
11,10595.04,47440.80,47690.97,2815.88,55079.10,279.10,50.69,9.10,9.10
12,?,?,?,?,?,?,?,9.10,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,37639.40,179.40,34.89,?,9.40
15,10638.06,47086.54,47346.41,2817.16,13239.22,99.22,12.41,9.40,9.22
16,10673.05,47521.39,47794.60,2825.40,124739.01,179.01,112.69,9.22,9.01
17,10767.29,47661.37,47936.81,2848.09,1539.20,39.20,1.38,9.01,9.20
18,10903.93,47813.69,48104.67,2864.72,35469.15,129.15,31.71,9.20,9.15
19,?,?,?,?,?,?,?,9.15,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,309929.00,99.00,279.04,?,9.00
