%310
@RELATION PLSNZKA00033
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
25,11174.05,1084.16,47613.95,47851.99,2897.93,123242.00,942.00,51.63,41.80,42.00
26,?,?,?,?,?,?,?,?,42.00,?
27,?,?,?,?,?,?,?,?,?,?
28,11144.27,1079.13,47324.06,47553.14,2886.17,36240.65,1240.65,14.61,?,40.65
29,11165.66,1078.99,47328.40,47565.10,2878.58,6340.02,340.02,2.52,40.65,40.02
30,11183.61,1071.11,46917.19,47113.08,2876.68,4541.49,241.49,1.85,40.02,41.49
31,11245.80,1070.81,46840.15,47011.43,2880.57,3641.45,441.45,1.49,41.49,41.45
32,11241.00,1073.47,46945.58,47121.08,2883.81,339.62,139.62,0.12,41.45,39.62
33,?,?,?,?,?,?,?,?,39.62,?
34,?,?,?,?,?,?,?,?,?,?
35,11191.08,1061.01,46556.55,46735.25,2856.17,7341.30,441.30,2.94,?,41.30
36,11060.84,1066.05,46674.78,46862.43,2843.49,140442.00,1042.00,58.50,41.30,42.00
37,10953.57,1054.01,46149.14,46341.54,2811.05,141642.75,1142.75,59.63,42.00,42.75
38,10950.03,1057.65,46329.66,46512.72,2815.91,184942.51,1342.51,79.39,42.75,42.51
39,10986.53,1068.97,46741.54,46931.40,2825.70,412643.39,643.39,176.43,42.51,43.39
40,?,?,?,?,?,?,?,?,43.39,?
41,?,?,?,?,?,?,?,?,?,?
42,10947.75,1067.80,46786.74,46988.04,2826.84,79344.39,1844.39,34.96,?,44.39
43,10981.98,1038.81,46399.26,46564.61,2821.25,7444.50,544.50,3.29,44.39,44.50
44,11022.58,1034.74,46406.74,46569.81,2825.02,72844.52,1444.52,33.43,44.50,44.52
45,11017.48,1024.61,46211.54,46360.51,2825.15,3123044.51,3144.51,1390.89,44.52,44.51
46,11071.18,1029.14,46370.13,46523.63,2838.22,100644.75,1644.75,45.95,44.51,44.75
47,?,?,?,?,?,?,?,?,44.75,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,1033.03,46508.27,46665.39,2848.48,72645.02,1645.02,33.04,?,45.02
50,11119.72,1028.99,46490.89,46652.19,2843.90,1131846.58,946.58,520.68,45.02,46.58
51,11014.53,1013.84,46051.76,46198.42,2831.71,1291346.58,2646.58,615.40,46.58,46.58
52,10948.88,1009.79,45879.90,46050.52,2801.83,29146.56,646.56,13.55,46.58,46.56
53,10985.79,1008.41,45948.12,46124.82,2817.57,46745.21,1145.21,21.34,46.56,45.21
54,?,?,?,?,?,?,?,?,45.21,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,1013.72,46286.28,46487.05,2840.57,1038346.49,1046.49,482.63,?,46.49
57,10972.28,1007.53,45868.35,46065.85,2831.16,1159446.50,1346.50,544.87,46.49,46.50
58,11039.20,1014.91,46241.92,46459.99,2855.69,448046.89,3146.89,209.09,46.50,46.89
59,11052.03,1015.09,46280.36,46510.83,2865.27,96046.98,2546.98,44.92,46.89,46.98
60,11010.83,1019.44,46341.14,46622.90,2859.05,19346.95,446.95,9.06,46.98,46.95
61,?,?,?,?,?,?,?,?,46.95,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,1017.25,46137.70,46454.13,2860.68,116847.47,1047.47,55.41,?,47.47
64,10997.33,1023.77,46676.09,47001.38,2868.06,121747.90,947.90,58.26,47.47,47.90
65,11042.47,1022.74,46762.65,47090.49,2872.90,74149.44,1249.44,36.60,47.90,49.44
66,11042.08,1022.01,46745.26,47060.66,2873.49,65349.49,1549.49,32.35,49.44,49.49
67,11119.06,1029.77,47074.39,47436.21,2906.74,12050.00,550.00,6.09,49.49,50.00
68,?,?,?,?,?,?,?,?,50.00,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,1029.96,46933.03,47269.75,2914.24,39048.26,1448.26,18.90,?,48.26
71,11150.86,1027.64,47010.40,47340.43,2911.38,53648.29,1448.29,25.80,48.26,48.29
72,11194.08,1026.57,46888.37,47235.72,2901.67,73947.99,1047.99,35.13,48.29,47.99
73,11231.22,1033.40,47223.68,47606.16,2912.13,121947.99,1847.99,58.05,47.99,47.99
74,11228.39,1030.99,47125.93,47522.10,2909.77,548.00,148.00,0.24,47.99,48.00
75,?,?,?,?,?,?,?,?,48.00,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,1019.65,46668.41,47094.18,2900.59,1348.35,248.35,0.63,?,48.35
78,11135.62,1004.18,46029.35,46473.62,2868.24,1248.29,248.29,0.58,48.35,48.29
79,11168.63,1001.19,46068.24,46511.62,2874.75,5047.96,347.96,2.40,48.29,47.96
80,11069.03,992.85,45580.47,46017.88,2833.61,20847.99,747.99,9.83,47.96,47.99
81,10908.77,982.63,45066.18,45473.08,2800.67,17546.99,446.99,8.17,47.99,46.99
82,?,?,?,?,?,?,?,?,46.99,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,971.44,44585.10,44946.32,2780.21,2047.00,147.00,0.94,?,47.00
85,10815.43,974.15,44724.88,45119.16,2774.13,7146.89,646.89,3.31,47.00,46.89
86,10867.86,981.90,45247.90,45644.09,2785.46,77446.88,1446.88,35.42,46.89,46.88
87,10938.55,986.42,45147.57,45528.85,2797.31,8146.80,646.80,3.80,46.88,46.80
88,?,?,?,?,?,?,?,?,46.80,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,988.58,45304.74,45679.51,2814.33,8346.70,446.70,3.76,?,46.70
93,10809.87,974.84,44604.61,44940.36,2769.02,9646.55,646.55,4.47,46.70,46.55
94,10817.23,976.20,44623.89,44980.62,2766.19,1046.50,146.50,0.47,46.55,46.50
95,10803.99,975.85,44597.66,44960.02,2760.91,9245.00,445.00,4.14,46.50,45.00
96,?,?,?,?,?,?,?,?,45.00,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,975.73,44590.97,44963.96,2764.28,2347143.85,1643.85,1031.59,?,43.85
99,10820.89,975.68,44725.03,45096.35,2767.26,50343.75,743.75,21.71,43.85,43.75
100,10845.27,979.74,45091.63,45495.34,2780.21,990644.89,1844.89,434.67,43.75,44.89
101,10908.65,994.45,45688.48,46131.66,2794.43,29045.49,645.49,13.07,44.89,45.49
102,10807.45,991.42,45525.92,45960.10,2783.53,2020242.95,1342.95,849.31,45.49,42.95
103,?,?,?,?,?,?,?,?,42.95,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,976.98,44724.14,45167.65,2754.91,71840.45,1340.45,29.21,?,40.45
106,?,?,?,?,?,?,?,?,40.45,?
107,10431.02,961.16,43916.24,44404.81,2705.88,100540.61,1040.61,40.72,?,40.61
108,10415.53,947.88,43364.70,43850.06,2695.55,22940.60,340.60,9.30,40.61,40.60
109,10373.60,953.25,43447.75,43993.98,2685.57,7516140.70,640.70,3044.01,40.60,40.70
110,?,?,?,?,?,?,?,?,40.70,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,957.00,43360.30,43892.82,2660.28,28440.11,740.11,11.49,?,40.11
113,10282.22,956.98,43159.57,43707.88,2624.40,542.99,142.99,0.21,40.11,42.99
114,10264.95,956.07,43356.73,43908.95,2636.70,23740.00,440.00,9.54,42.99,40.00
115,10327.20,957.91,43482.18,44027.03,2658.57,297940.56,140.56,120.83,40.00,40.56
116,10407.26,957.94,43665.21,44226.06,2669.93,20042.99,542.99,8.40,40.56,42.99
117,?,?,?,?,?,?,?,?,42.99,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,960.13,43882.16,44420.22,2685.14,17143.51,643.51,7.15,?,43.51
120,10511.46,967.66,44162.18,44653.34,2704.84,2543.48,243.48,1.09,43.51,43.48
121,?,?,?,?,?,?,?,?,43.48,?
122,10554.34,969.80,43991.51,44466.89,2695.22,543.48,143.48,0.22,?,43.48
123,?,?,?,?,?,?,?,?,43.48,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,985.04,44541.73,45060.80,2714.72,55943.50,843.50,24.27,?,43.50
127,10618.63,983.62,44742.22,45244.29,2733.96,60845.47,1345.47,26.37,43.50,45.47
128,10692.81,989.70,45117.94,45647.76,2752.14,50343.99,743.99,21.95,45.47,43.99
129,10714.80,982.95,44943.16,45475.08,2760.20,34043.64,743.64,14.70,43.99,43.64
130,10758.03,983.43,44895.35,45408.06,2769.85,14343.68,343.68,6.25,43.64,43.68
131,?,?,?,?,?,?,?,?,43.68,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,990.06,45207.84,45746.01,2790.62,24942.94,1442.94,10.59,?,42.94
134,10819.27,1004.51,45771.11,46336.62,2822.41,106242.00,1242.00,45.66,42.94,42.00
135,10913.18,1009.60,46102.42,46676.61,2848.38,14042.02,942.02,6.00,42.00,42.02
136,10976.80,1005.91,45992.03,46581.16,2871.70,13341.21,541.21,5.47,42.02,41.21
137,10991.63,1003.88,46078.68,46646.58,2885.19,239647.20,1747.20,107.46,41.21,47.20
138,?,?,?,?,?,?,?,?,47.20,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,999.39,46041.35,46615.31,2921.95,165750.00,1950.00,80.00,?,50.00
141,11089.17,996.01,45851.80,46439.10,2893.12,696250.50,1550.50,349.58,50.00,50.50
142,11082.19,995.72,45933.66,46529.96,2912.70,424649.60,649.60,213.19,50.50,49.60
143,11050.12,990.26,45687.76,46311.26,2894.53,7849.70,449.70,3.88,49.60,49.70
144,11130.47,999.44,46145.44,46783.61,2929.62,11050.18,450.18,5.52,49.70,50.18
145,?,?,?,?,?,?,?,?,50.18,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,1021.35,47277.10,47957.54,2976.83,87949.70,949.70,43.82,?,49.70
148,11439.53,1028.33,47579.87,48258.02,2997.81,95546.55,1246.55,47.46,49.70,46.55
149,11434.08,1032.73,47476.64,48138.07,3000.58,2047.00,247.00,0.94,46.55,47.00
150,?,?,?,?,?,?,?,?,47.00,?
151,11518.87,1043.83,47806.34,48503.87,2994.25,5848.49,448.49,2.73,?,48.49
152,?,?,?,?,?,?,?,?,48.49,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,1025.46,47175.79,47868.36,2970.24,59648.20,548.20,28.57,?,48.20
155,11527.78,1028.91,47620.68,48323.88,2998.79,183648.29,1748.29,88.45,48.20,48.29
156,11566.33,1031.84,47805.94,48513.29,3026.87,79948.20,548.20,38.58,48.29,48.20
157,11598.90,1025.43,47573.66,48259.19,3020.15,77248.52,948.52,37.56,48.20,48.52
158,11721.20,1036.26,48209.65,48918.37,3044.38,280148.55,1048.55,138.19,48.52,48.55
159,?,?,?,?,?,?,?,?,48.55,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,1043.13,48495.01,49207.65,3065.91,1153448.72,1348.72,560.93,?,48.72
162,11906.69,1038.53,48324.52,49050.96,3074.89,6349.80,449.80,3.11,48.72,49.80
163,12044.12,1039.02,48383.93,49098.70,3098.83,141651.40,2351.40,71.45,49.80,51.40
164,11997.09,1039.63,48152.82,48890.47,3089.32,18749.66,749.66,9.13,51.40,49.66
165,11980.74,1041.54,48273.42,49057.66,3092.65,1549.71,149.71,0.75,49.66,49.71
166,?,?,?,?,?,?,?,?,49.71,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,1038.28,48131.61,48917.56,3100.24,673549.40,1249.40,332.04,?,49.40
169,12001.25,1038.59,48119.72,48891.04,3120.39,520049.00,749.00,254.80,49.40,49.00
170,11995.61,1034.52,47743.10,48509.84,3122.21,53748.99,548.99,26.31,49.00,48.99
171,11755.38,998.13,45870.00,46587.68,3038.18,46047.50,747.50,22.15,48.99,47.50
172,11698.05,976.71,44732.92,45456.77,3001.68,4647.50,147.50,2.19,47.50,47.50
173,?,?,?,?,?,?,?,?,47.50,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,975.16,44824.62,45531.46,2990.89,94243.90,1943.90,41.96,?,43.90
176,11846.22,979.40,44966.09,45672.10,2999.31,299044.00,1444.00,131.58,43.90,44.00
177,11772.39,972.28,44893.99,45601.51,2972.55,64945.00,845.00,28.84,44.00,45.00
178,11665.86,940.51,43667.37,44326.49,2915.58,65245.11,1245.11,29.64,45.00,45.11
179,11716.43,962.64,44747.79,45442.51,2948.80,584245.39,2745.39,256.86,45.11,45.39
180,?,?,?,?,?,?,?,?,45.39,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,960.62,44769.00,45461.06,2963.91,235048.00,1348.00,111.30,?,48.00
183,11805.57,976.14,45533.94,46254.71,2981.48,10000047.30,247.30,4730.00,48.00,47.30
184,11736.24,975.88,45184.98,45899.36,2971.57,127147.00,947.00,60.43,47.30,47.00
185,11820.50,982.38,45613.75,46344.42,2988.19,248.40,248.40,0.10,47.00,48.40
186,11822.63,971.06,45110.89,45805.34,2977.06,048.40,048.40,0.00,48.40,48.40
187,?,?,?,?,?,?,?,?,48.40,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,960.34,44534.34,45172.40,2948.16,11447.70,147.70,5.44,?,47.70
190,11610.73,955.08,44342.23,44969.23,2924.69,047.70,047.70,0.00,47.70,47.70
191,11643.94,971.81,45068.55,45727.71,2962.09,12048.39,348.39,5.79,47.70,48.39
192,11739.32,986.53,45712.72,46390.36,2992.86,19447.99,447.99,9.31,48.39,47.99
193,11784.60,996.18,46150.78,46839.89,3017.66,1848.15,248.15,0.87,47.99,48.15
194,?,?,?,?,?,?,?,?,48.15,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,997.90,46218.05,46922.43,3022.70,31120848.78,748.78,15093.61,?,48.78
197,11753.20,997.68,46155.10,46860.35,3017.11,4036648.87,848.87,1971.87,48.78,48.87
198,11768.81,1002.01,46287.08,47003.76,3021.27,29448.89,548.89,14.33,48.87,48.89
199,11813.42,999.65,46221.23,46919.83,3023.16,44748.89,448.89,21.85,48.89,48.89
200,11837.95,1004.40,46399.74,47120.88,3019.85,048.89,048.89,0.00,48.89,48.89
201,?,?,?,?,?,?,?,?,48.89,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,1008.29,46361.70,47075.43,3021.70,848.70,148.70,0.39,?,48.70
204,11905.16,1013.36,46714.43,47454.90,3029.97,2027948.68,448.68,987.15,48.70,48.68
205,11975.99,1013.85,46835.98,47575.74,3050.63,10048.00,348.00,4.80,48.68,48.00
206,11939.68,1009.47,46713.02,47446.69,3036.16,4547.41,147.41,2.13,48.00,47.41
207,11930.54,999.82,46258.91,46981.22,3015.00,16288047.50,1547.50,7735.98,47.41,47.50
208,?,?,?,?,?,?,?,?,47.50,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,1005.01,46480.62,47214.30,3032.94,047.50,047.50,0.00,?,47.50
211,11914.45,1006.09,46663.41,47398.08,3038.42,547.20,147.20,0.24,47.50,47.20
212,11934.08,1008.66,46925.65,47676.43,3046.08,74946.00,546.00,34.45,47.20,46.00
213,12025.60,1020.15,47370.81,48147.76,3060.17,54646.01,646.01,25.13,46.00,46.01
214,12096.51,1042.34,48325.33,49133.14,3110.79,10549547.00,647.00,4853.05,46.01,47.00
215,?,?,?,?,?,?,?,?,47.00,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,1046.18,48458.44,49272.86,3127.41,5047.25,247.25,2.36,?,47.25
218,12213.07,1029.49,47942.81,48742.34,3127.38,34747.85,447.85,16.49,47.25,47.85
219,12294.72,1032.76,48306.55,49124.78,3168.23,47547.80,747.80,22.01,47.85,47.80
220,12425.78,1043.81,48862.88,49700.18,3190.86,29449.46,849.46,14.23,47.80,49.46
221,12524.35,1049.50,49125.36,49994.77,3206.86,75149.47,1049.47,36.94,49.46,49.47
222,?,?,?,?,?,?,?,?,49.47,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,1065.87,49580.16,50476.37,3225.79,30449.01,449.01,15.05,?,49.01
225,12783.95,1067.80,49747.66,50646.05,3233.22,049.01,049.01,0.00,49.01,49.01
226,12961.14,1077.48,50223.95,51152.95,3271.49,56150.80,950.80,27.86,49.01,50.80
227,?,?,?,?,?,?,?,?,50.80,?
228,12933.31,1070.04,49976.48,50906.11,3253.28,21050.60,250.60,10.51,?,50.60
229,?,?,?,?,?,?,?,?,50.60,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,1068.34,49772.46,50713.14,3237.31,54651.90,1151.90,27.74,?,51.90
232,12831.52,1058.51,49162.16,50077.30,3210.57,051.90,051.90,0.00,51.90,51.90
233,12826.21,1059.12,49128.05,50032.45,3221.87,33350.90,550.90,16.96,51.90,50.90
234,12985.38,1076.61,49846.48,50780.47,3260.69,1034852.00,752.00,529.00,50.90,52.00
235,13050.37,1075.72,49895.10,50836.47,3260.35,100052.50,1452.50,52.31,52.00,52.50
236,?,?,?,?,?,?,?,?,52.50,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,1073.76,49818.48,50756.86,3255.45,052.50,052.50,0.00,?,52.50
239,12781.02,1056.82,48833.58,49731.02,3197.48,151651.00,551.00,77.34,52.50,51.00
240,12706.26,1057.65,48537.65,49421.50,3183.87,210251.05,1451.05,107.21,51.00,51.05
241,12801.41,1059.09,48676.45,49569.11,3204.20,119051.00,551.00,60.69,51.05,51.00
242,12801.04,1066.99,48871.98,49771.98,3196.27,580950.86,1250.86,291.28,51.00,50.86
243,?,?,?,?,?,?,?,?,50.86,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,1072.50,49187.22,50099.55,3230.20,270050.87,350.87,137.45,?,50.87
246,12843.19,1068.28,48968.87,49861.54,3226.75,050.87,050.87,0.00,50.87,50.87
247,12637.81,1050.12,47919.09,48781.63,3174.71,050.87,050.87,0.00,50.87,50.87
248,12178.22,1001.99,45830.66,46598.42,3061.25,46149.89,749.89,22.71,50.87,49.89
249,12457.22,1022.64,46717.04,47514.09,3142.61,149.89,149.89,0.05,49.89,49.89
250,?,?,?,?,?,?,?,?,49.89,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,1046.43,47808.90,48651.54,3199.68,24849.00,649.00,12.32,?,49.00
253,12962.91,1073.73,48961.51,49839.90,3256.85,17850.00,450.00,8.90,49.00,50.00
254,12983.95,1082.59,49437.02,50312.63,3285.29,10850.10,350.10,5.41,50.00,50.10
255,13011.41,1091.91,49771.55,50644.38,3303.55,050.10,050.10,0.00,50.10,50.10
256,12998.59,1085.54,49348.61,50196.31,3285.49,10049.00,149.00,4.90,50.10,49.00
257,?,?,?,?,?,?,?,?,49.00,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,1075.00,48917.85,49741.35,3260.05,12947.52,647.52,6.15,?,47.52
260,13085.22,1083.52,49434.46,50258.11,3286.61,49049.99,749.99,23.43,47.52,49.99
261,13049.76,1082.59,49413.33,50227.43,3277.41,149.99,149.99,0.05,49.99,49.99
262,13124.47,1101.90,50300.53,51171.25,3316.59,40448.91,1148.91,19.96,49.99,48.91
263,13140.38,1102.87,50308.19,51202.75,3316.08,10649.00,449.00,5.19,48.91,49.00
264,?,?,?,?,?,?,?,?,49.00,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,1092.34,49955.87,50869.00,3291.57,049.00,049.00,0.00,?,49.00
267,13131.43,1090.75,49979.47,50887.67,3275.67,449.00,149.00,0.20,49.00,49.00
268,13114.91,1100.93,50301.69,51221.45,3299.72,949.00,149.00,0.44,49.00,49.00
269,13233.88,1114.22,50936.34,51846.54,3336.44,049.00,049.00,0.00,49.00,49.00
270,13346.97,1114.37,50819.81,51704.53,3352.18,049.00,049.00,0.00,49.00,49.00
271,?,?,?,?,?,?,?,?,49.00,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,1101.87,50301.85,51191.50,3349.29,1949.49,249.49,0.94,?,49.49
274,13338.19,1107.49,50782.48,51691.24,3351.68,31049.99,449.99,15.44,49.49,49.99
275,13386.01,1106.60,50803.40,51709.58,3364.40,10849.90,349.90,5.39,49.99,49.90
276,13476.11,1106.08,50982.03,51911.61,3383.62,155251.00,1751.00,78.00,49.90,51.00
277,13513.64,1100.03,50601.24,51511.63,3381.52,118251.49,251.49,60.86,51.00,51.49
278,?,?,?,?,?,?,?,?,51.49,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,1099.18,50338.71,51239.47,3383.60,5051.49,151.49,2.57,?,51.49
281,13399.64,1094.43,50137.88,51021.26,3368.14,12551.55,351.55,6.44,51.49,51.55
282,13361.98,1099.62,50335.02,51215.99,3379.96,21051.80,851.80,10.77,51.55,51.80
283,13589.27,1133.79,51806.83,52744.48,3454.41,26151.55,251.55,13.45,51.80,51.55
284,13638.56,1145.75,52230.47,53193.87,3477.04,1051.54,151.54,0.52,51.55,51.54
285,?,?,?,?,?,?,?,?,51.54,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,1149.36,52520.91,53498.97,3508.85,2050.00,150.00,1.00,?,50.00
288,13824.94,1155.55,52590.73,53588.87,3544.07,15451.55,351.55,7.71,50.00,51.55
289,13886.79,1157.21,52861.41,53918.41,3548.14,558153.40,5153.40,293.35,51.55,53.40
290,14155.74,1145.47,52573.59,53571.90,3572.96,108053.50,1653.50,58.02,53.40,53.50
291,14253.72,1149.25,52587.24,53572.92,3535.97,45253.00,1453.00,24.27,53.50,53.00
292,?,?,?,?,?,?,?,?,53.00,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,1183.23,53853.55,54903.39,3606.06,643758.48,3458.48,374.52,?,58.48
295,14512.68,1179.93,53781.81,54818.06,3615.60,46057.00,1057.00,26.31,58.48,57.00
296,14327.32,1168.29,53389.74,54433.41,3596.10,12856.00,456.00,7.24,57.00,56.00
297,14572.10,1183.43,53994.46,55063.75,3637.76,26355.00,855.00,14.69,56.00,55.00
298,14753.57,1179.30,53887.13,55023.42,3651.19,120355.95,1155.95,67.02,55.00,55.95
299,?,?,?,?,?,?,?,?,55.95,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,1192.58,54180.04,55362.19,3660.45,155.95,155.95,0.06,?,55.95
302,14994.44,1198.39,54536.95,55688.45,3688.57,58753.35,1053.35,31.82,55.95,53.35
303,14942.82,1190.55,54095.32,55240.01,3660.80,16053.89,453.89,8.76,53.35,53.89
304,14928.63,1179.94,53607.86,54734.18,3628.73,13353.80,453.80,7.18,53.89,53.80
305,?,?,?,?,?,?,?,?,53.80,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,1187.46,53989.37,55121.60,3668.56,244,6,13.00,?,53.50
309,14877.29,1170.73,53504.47,54600.05,3645.18,68,4,3.71,53.50,55.00
310,14860.69,1181.53,53924.01,55035.36,3650.27,602,8,31.39,55.00,52.11
340,13476.564027366672,940.5391915423164,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,941.0590531479316,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,941.578914753547,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,943.1384995703929,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,946.2576692040852,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
