%310
@RELATION PLPANVA00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,1718.26,48389.84,2835.52,774920.00,5220.00,157.79,?,20.00
3,783.15,48222.72,1714.83,48505.50,2832.46,539820.00,4720.00,109.90,20.00,20.00
4,781.69,47888.16,1719.23,48143.94,2814.73,509320.00,5120.00,102.99,20.00,20.00
5,?,?,?,?,?,?,?,?,20.00,?
6,?,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,1719.82,47820.24,2793.31,242119.93,2619.93,48.40,?,19.93
8,780.70,47379.63,1714.18,47624.67,2790.64,3659419.92,6019.92,731.27,19.93,19.92
9,784.82,47407.28,1722.98,47668.58,2784.62,29019.80,519.80,5.75,19.92,19.80
10,788.85,47546.91,1717.51,47798.66,2800.96,27620.00,720.00,5.51,19.80,20.00
11,795.36,47440.80,1761.65,47690.97,2815.88,9619.70,619.70,1.90,20.00,19.70
12,?,?,?,?,?,?,?,?,19.70,?
13,?,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,1787.10,47724.95,2820.74,6320.00,520.00,1.23,?,20.00
15,794.59,47086.54,1789.24,47346.41,2817.16,23520.00,320.00,4.70,20.00,20.00
16,796.34,47521.39,1813.57,47794.60,2825.40,45219.50,1219.50,8.75,20.00,19.50
17,803.56,47661.37,1796.76,47936.81,2848.09,144619.00,1419.00,27.62,19.50,19.00
18,807.72,47813.69,1830.45,48104.67,2864.72,156519.34,1419.34,29.96,19.00,19.34
19,?,?,?,?,?,?,?,?,19.34,?
20,?,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,1829.00,48184.37,2890.14,46819.00,219.00,8.89,?,19.00
22,808.23,47872.80,1822.02,48127.89,2892.80,45119.00,1019.00,8.55,19.00,19.00
23,808.40,47733.24,1819.73,47999.21,2890.57,51018.60,818.60,9.50,19.00,18.60
24,811.80,47942.04,1794.79,48203.43,2898.85,50518.51,1018.51,9.38,18.60,18.51
25,812.99,47613.95,1818.33,47851.99,2897.93,50118.80,818.80,9.34,18.51,18.80
26,?,?,?,?,?,?,?,?,18.80,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,1811.61,47553.14,2886.17,69219.39,919.39,13.24,?,19.39
29,815.93,47328.40,1804.79,47565.10,2878.58,17119.39,519.39,3.32,19.39,19.39
30,815.59,46917.19,1825.50,47113.08,2876.68,019.39,019.39,0.00,19.39,19.39
31,817.14,46840.15,1817.11,47011.43,2880.57,49718.36,1018.36,9.28,19.39,18.36
32,818.68,46945.58,1834.26,47121.08,2883.81,22919.00,419.00,4.33,18.36,19.00
33,?,?,?,?,?,?,?,?,19.00,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1819.69,46735.25,2856.17,17719.19,719.19,3.29,?,19.19
36,816.68,46674.78,1784.50,46862.43,2843.49,49318.41,718.41,9.16,19.19,18.41
37,813.75,46149.14,1779.66,46341.54,2811.05,9918.51,318.51,1.83,18.41,18.51
38,811.13,46329.66,1758.77,46512.72,2815.91,30019.00,519.00,5.59,18.51,19.00
39,813.77,46741.54,1769.71,46931.40,2825.70,219.18,119.18,0.04,19.00,19.18
40,?,?,?,?,?,?,?,?,19.18,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,2826.84,2218.99,118.99,0.42,?,18.99
43,817.32,46399.26,1785.06,46564.61,2821.25,28018.99,418.99,5.32,18.99,18.99
44,817.35,46406.74,1780.69,46569.81,2825.02,21418.99,718.99,4.06,18.99,18.99
45,818.81,46211.54,1783.79,46360.51,2825.15,53918.71,818.71,10.20,18.99,18.71
46,826.73,46370.13,1804.96,46523.63,2838.22,15719.04,619.04,2.94,18.71,19.04
47,?,?,?,?,?,?,?,?,19.04,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1814.39,46665.39,2848.48,5119.04,419.04,0.97,?,19.04
50,832.30,46490.89,1821.72,46652.19,2843.90,11318.40,218.40,2.08,19.04,18.40
51,830.62,46051.76,1809.28,46198.42,2831.71,58718.00,918.00,10.71,18.40,18.00
52,823.32,45879.90,1812.57,46050.52,2801.83,21018.00,318.00,3.78,18.00,18.00
53,826.66,45948.12,1826.84,46124.82,2817.57,018.00,018.00,0.00,18.00,18.00
54,?,?,?,?,?,?,?,?,18.00,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1850.28,46487.05,2840.57,6017.82,217.82,1.07,?,17.82
57,828.81,45868.35,1831.29,46065.85,2831.16,91317.82,917.82,16.32,17.82,17.82
58,836.69,46241.92,1848.22,46459.99,2855.69,41417.50,517.50,7.25,17.82,17.50
59,844.08,46280.36,1866.67,46510.83,2865.27,30017.51,217.51,5.25,17.50,17.51
60,842.02,46341.14,1880.05,46622.90,2859.05,12717.57,117.57,2.23,17.51,17.57
61,?,?,?,?,?,?,?,?,17.57,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1870.04,46454.13,2860.68,29217.73,817.73,5.17,?,17.73
64,845.88,46676.09,1867.84,47001.38,2868.06,41918.99,818.99,7.56,17.73,18.99
65,849.88,46762.65,1848.50,47090.49,2872.90,2218.98,218.98,0.42,18.99,18.98
66,855.99,46745.26,1870.22,47060.66,2873.49,2318.95,618.95,0.44,18.98,18.95
67,861.67,47074.39,1871.59,47436.21,2906.74,32218.94,1418.94,6.04,18.95,18.94
68,?,?,?,?,?,?,?,?,18.94,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1873.37,47269.75,2914.24,2218.95,118.95,0.42,?,18.95
71,866.79,47010.40,1865.43,47340.43,2911.38,3216419.55,1819.55,611.26,18.95,19.55
72,872.90,46888.37,1864.62,47235.72,2901.67,598019.81,3019.81,118.32,19.55,19.81
73,871.52,47223.68,1848.14,47606.16,2912.13,505020.00,820.00,99.25,19.81,20.00
74,873.21,47125.93,1849.89,47522.10,2909.77,12120.25,1220.25,2.43,20.00,20.25
75,?,?,?,?,?,?,?,?,20.25,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1834.95,47094.18,2900.59,5820.20,420.20,1.17,?,20.20
78,864.73,46029.35,1794.48,46473.62,2868.24,2004420.15,820.15,396.87,20.20,20.15
79,862.97,46068.24,1801.52,46511.62,2874.75,305520.00,1520.00,59.82,20.15,20.00
80,850.86,45580.47,1769.42,46017.88,2833.61,1209820.00,3320.00,239.20,20.00,20.00
81,845.32,45066.18,1707.83,45473.08,2800.67,14519.85,1019.85,2.81,20.00,19.85
82,?,?,?,?,?,?,?,?,19.85,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1660.44,44946.32,2780.21,47820.20,1620.20,9.64,?,20.20
85,830.80,44724.88,1648.36,45119.16,2774.13,5005620.00,1320.00,1001.13,20.20,20.00
86,835.51,45247.90,1653.10,45644.09,2785.46,24819.69,819.69,4.79,20.00,19.69
87,839.42,45147.57,1677.23,45528.85,2797.31,47819.10,2219.10,9.08,19.69,19.10
88,?,?,?,?,?,?,?,?,19.10,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1656.40,45679.51,2814.33,2619.10,319.10,0.48,?,19.10
93,828.79,44604.61,1620.82,44940.36,2769.02,6219.10,219.10,1.18,19.10,19.10
