%310
@RELATION PLPGO0000014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
85,44724.88,45119.16,2774.13,25552.04,92.04,5.12,2.05,2.04
86,45247.90,45644.09,2785.46,31091.94,81.94,6.24,2.04,1.94
87,45147.57,45528.85,2797.31,308601.87,271.87,59.02,1.94,1.87
88,?,?,?,?,?,?,1.87,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,45304.74,45679.51,2814.33,419691.87,221.87,78.20,?,1.87
93,44604.61,44940.36,2769.02,33391.86,61.86,6.20,1.87,1.86
94,44623.89,44980.62,2766.19,40651.89,41.89,7.66,1.86,1.89
95,44597.66,44960.02,2760.91,17881.87,41.87,3.28,1.89,1.87
96,?,?,?,?,?,?,1.87,?
97,?,?,?,?,?,?,?,?
98,44590.97,44963.96,2764.28,55471.80,151.80,10.03,?,1.80
99,44725.03,45096.35,2767.26,203431.80,121.80,36.60,1.80,1.80
100,45091.63,45495.34,2780.21,32501.80,61.80,5.87,1.80,1.80
101,45688.48,46131.66,2794.43,1628551.83,341.83,295.94,1.80,1.83
102,45525.92,45960.10,2783.53,139041.95,141.95,26.31,1.83,1.95
103,?,?,?,?,?,?,1.95,?
104,?,?,?,?,?,?,?,?
105,44724.14,45167.65,2754.91,1246261.95,351.95,243.36,?,1.95
106,?,?,?,?,?,?,1.95,?
107,43916.24,44404.81,2705.88,6639052.00,162.00,1299.01,?,2.00
108,43364.70,43850.06,2695.55,2608112.00,92.00,505.96,2.00,2.00
109,43447.75,43993.98,2685.57,126032.08,122.08,25.71,2.00,2.08
110,?,?,?,?,?,?,2.08,?
111,?,?,?,?,?,?,?,?
112,43360.30,43892.82,2660.28,224602.20,242.20,47.75,?,2.20
113,43159.57,43707.88,2624.40,256392.29,192.29,56.88,2.20,2.29
114,43356.73,43908.95,2636.70,273062.35,282.35,62.33,2.29,2.35
115,43482.18,44027.03,2658.57,618492.47,372.47,151.29,2.35,2.47
116,43665.21,44226.06,2669.93,250792.49,142.49,60.84,2.47,2.49
117,?,?,?,?,?,?,2.49,?
118,?,?,?,?,?,?,?,?
119,43882.16,44420.22,2685.14,24572.46,92.46,5.84,?,2.46
120,44162.18,44653.34,2704.84,252.46,12.46,0.06,2.46,2.46
121,?,?,?,?,?,?,2.46,?
122,43991.51,44466.89,2695.22,61502.40,82.40,14.66,?,2.40
123,?,?,?,?,?,?,2.40,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,44541.73,45060.80,2714.72,320162.38,92.38,75.68,?,2.38
127,44742.22,45244.29,2733.96,309362.43,82.43,73.67,2.38,2.43
128,45117.94,45647.76,2752.14,94112.43,82.43,22.40,2.43,2.43
129,44943.16,45475.08,2760.20,65282.40,72.40,15.57,2.43,2.40
130,44895.35,45408.06,2769.85,54622.40,72.40,13.00,2.40,2.40
131,?,?,?,?,?,?,2.40,?
132,?,?,?,?,?,?,?,?
133,45207.84,45746.01,2790.62,272932.46,72.46,65.85,?,2.46
134,45771.11,46336.62,2822.41,1339352.69,692.69,339.04,2.46,2.69
135,46102.42,46676.61,2848.38,520482.84,272.84,145.91,2.69,2.84
136,45992.03,46581.16,2871.70,1139022.92,692.92,331.63,2.84,2.92
137,46078.68,46646.58,2885.19,233423.15,353.15,71.68,2.92,3.15
138,?,?,?,?,?,?,3.15,?
139,?,?,?,?,?,?,?,?
140,46041.35,46615.31,2921.95,659993.24,493.24,214.77,?,3.24
141,45851.80,46439.10,2893.12,26003.29,123.29,8.40,3.24,3.29
142,45933.66,46529.96,2912.70,79483.29,213.29,25.36,3.29,3.29
143,45687.76,46311.26,2894.53,86113.31,143.31,28.08,3.29,3.31
144,46145.44,46783.61,2929.62,141343.33,113.33,45.91,3.31,3.33
145,?,?,?,?,?,?,3.33,?
146,?,?,?,?,?,?,?,?
147,47277.10,47957.54,2976.83,23383.34,133.34,7.83,?,3.34
148,47579.87,48258.02,2997.81,108843.34,233.34,36.25,3.34,3.34
149,47476.64,48138.07,3000.58,17123.34,73.34,5.72,3.34,3.34
150,?,?,?,?,?,?,3.34,?
151,47806.34,48503.87,2994.25,11393.25,93.25,3.72,?,3.25
152,?,?,?,?,?,?,3.25,?
153,?,?,?,?,?,?,?,?
154,47175.79,47868.36,2970.24,196553.25,253.25,62.72,?,3.25
155,47620.68,48323.88,2998.79,451483.30,223.30,146.83,3.25,3.30
156,47805.94,48513.29,3026.87,2096823.25,383.25,681.59,3.30,3.25
157,47573.66,48259.19,3020.15,2078993.25,113.25,675.67,3.25,3.25
158,48209.65,48918.37,3044.38,70223.25,223.25,22.65,3.25,3.25
159,?,?,?,?,?,?,3.25,?
160,?,?,?,?,?,?,?,?
161,48495.01,49207.65,3065.91,41573.26,43.26,13.52,?,3.26
162,48324.52,49050.96,3074.89,523.23,23.23,0.17,3.26,3.23
163,48383.93,49098.70,3098.83,1372743.33,513.33,450.23,3.23,3.33
164,48152.82,48890.47,3089.32,187733.34,173.34,63.07,3.33,3.34
165,48273.42,49057.66,3092.65,18373.32,43.32,6.15,3.34,3.32
166,?,?,?,?,?,?,3.32,?
167,?,?,?,?,?,?,?,?
168,48131.61,48917.56,3100.24,166003.33,183.33,54.67,?,3.33
169,48119.72,48891.04,3120.39,95013.35,43.35,31.80,3.33,3.35
170,47743.10,48509.84,3122.21,19953.35,133.35,6.68,3.35,3.35
171,45870.00,46587.68,3038.18,119823.35,133.35,39.67,3.35,3.35
172,44732.92,45456.77,3001.68,22053.18,73.18,7.22,3.35,3.18
173,?,?,?,?,?,?,3.18,?
174,?,?,?,?,?,?,?,?
175,44824.62,45531.46,2990.89,2323.21,33.21,0.77,?,3.21
176,44966.09,45672.10,2999.31,183.35,23.35,0.06,3.21,3.35
177,44893.99,45601.51,2972.55,74103.35,83.35,24.82,3.35,3.35
178,43667.37,44326.49,2915.58,45353.34,93.34,14.92,3.35,3.34
179,44747.79,45442.51,2948.80,58003.31,183.31,18.89,3.34,3.31
180,?,?,?,?,?,?,3.31,?
181,?,?,?,?,?,?,?,?
182,44769.00,45461.06,2963.91,36013.34,93.34,11.54,?,3.34
183,45533.94,46254.71,2981.48,32893.32,63.32,10.88,3.34,3.32
184,45184.98,45899.36,2971.57,8613.27,43.27,2.87,3.32,3.27
185,45613.75,46344.42,2988.19,22403.32,93.32,7.37,3.27,3.32
186,45110.89,45805.34,2977.06,21553.30,53.30,7.11,3.32,3.30
187,?,?,?,?,?,?,3.30,?
188,?,?,?,?,?,?,?,?
189,44534.34,45172.40,2948.16,5063.20,33.20,1.62,?,3.20
190,44342.23,44969.23,2924.69,923.30,23.30,0.30,3.20,3.30
191,45068.55,45727.71,2962.09,18933.29,113.29,5.98,3.30,3.29
192,45712.72,46390.36,2992.86,55643.28,193.28,17.75,3.29,3.28
193,46150.78,46839.89,3017.66,30083.24,73.24,9.71,3.28,3.24
194,?,?,?,?,?,?,3.24,?
195,?,?,?,?,?,?,?,?
196,46218.05,46922.43,3022.70,108123.11,213.11,34.47,?,3.11
197,46155.10,46860.35,3017.11,1003.20,13.20,0.32,3.11,3.20
198,46287.08,47003.76,3021.27,21013.20,53.20,6.72,3.20,3.20
199,46221.23,46919.83,3023.16,56963.08,173.08,17.94,3.20,3.08
200,46399.74,47120.88,3019.85,64233.21,63.21,20.61,3.08,3.21
201,?,?,?,?,?,?,3.21,?
202,?,?,?,?,?,?,?,?
203,46361.70,47075.43,3021.70,15753.20,83.20,4.99,?,3.20
204,46714.43,47454.90,3029.97,25243.20,53.20,7.92,3.20,3.20
205,46835.98,47575.74,3050.63,33553.12,143.12,10.45,3.20,3.12
206,46713.02,47446.69,3036.16,12713.23,63.23,4.07,3.12,3.23
207,46258.91,46981.22,3015.00,16653.21,143.21,5.23,3.23,3.21
208,?,?,?,?,?,?,3.21,?
209,?,?,?,?,?,?,?,?
210,46480.62,47214.30,3032.94,50123.22,173.22,15.72,?,3.22
211,46663.41,47398.08,3038.42,56753.30,123.30,18.65,3.22,3.30
212,46925.65,47676.43,3046.08,519483.45,523.45,175.37,3.30,3.45
213,47370.81,48147.76,3060.17,64963.41,213.41,22.49,3.45,3.41
214,48325.33,49133.14,3110.79,3053.40,43.40,1.07,3.41,3.40
215,?,?,?,?,?,?,3.40,?
216,?,?,?,?,?,?,?,?
217,48458.44,49272.86,3127.41,8213.48,73.48,2.84,?,3.48
218,47942.81,48742.34,3127.38,8393.49,73.49,2.85,3.48,3.49
219,48306.55,49124.78,3168.23,23833.55,133.55,8.36,3.49,3.55
220,48862.88,49700.18,3190.86,44633.42,163.42,15.47,3.55,3.42
221,49125.36,49994.77,3206.86,26203.30,233.30,8.74,3.42,3.30
222,?,?,?,?,?,?,3.30,?
223,?,?,?,?,?,?,?,?
224,49580.16,50476.37,3225.79,23253.40,173.40,7.79,?,3.40
225,49747.66,50646.05,3233.22,16593.43,163.43,5.60,3.40,3.43
226,50223.95,51152.95,3271.49,26473.37,113.37,9.11,3.43,3.37
227,?,?,?,?,?,?,3.37,?
228,49976.48,50906.11,3253.28,4133.45,133.45,1.44,?,3.45
229,?,?,?,?,?,?,3.45,?
230,?,?,?,?,?,?,?,?
231,49772.46,50713.14,3237.31,585023.45,183.45,203.96,?,3.45
232,49162.16,50077.30,3210.57,64443.39,223.39,21.05,3.45,3.39
233,49128.05,50032.45,3221.87,13763.30,93.30,4.53,3.39,3.30
234,49846.48,50780.47,3260.69,16383.30,103.30,5.41,3.30,3.30
235,49895.10,50836.47,3260.35,10253.26,103.26,3.38,3.30,3.26
236,?,?,?,?,?,?,3.26,?
237,?,?,?,?,?,?,?,?
238,49818.48,50756.86,3255.45,79073.24,123.24,25.51,?,3.24
239,48833.58,49731.02,3197.48,5173.35,63.35,1.73,3.24,3.35
240,48537.65,49421.50,3183.87,30663.37,163.37,10.17,3.35,3.37
241,48676.45,49569.11,3204.20,27883.29,63.29,9.13,3.37,3.29
242,48871.98,49771.98,3196.27,17353.47,123.47,5.79,3.29,3.47
243,?,?,?,?,?,?,3.47,?
244,?,?,?,?,?,?,?,?
245,49187.22,50099.55,3230.20,22353.45,133.45,7.42,?,3.45
246,48968.87,49861.54,3226.75,30283.25,113.25,10.29,3.45,3.25
247,47919.09,48781.63,3174.71,50763.55,143.55,17.23,3.25,3.55
248,45830.66,46598.42,3061.25,27063.33,93.33,9.03,3.55,3.33
249,46717.04,47514.09,3142.61,20453.60,153.60,7.21,3.33,3.60
250,?,?,?,?,?,?,3.60,?
251,?,?,?,?,?,?,?,?
252,47808.90,48651.54,3199.68,111963.75,303.75,39.96,?,3.75
253,48961.51,49839.90,3256.85,3833.74,53.74,1.40,3.75,3.74
254,49437.02,50312.63,3285.29,9383.73,103.73,3.50,3.74,3.73
255,49771.55,50644.38,3303.55,28453.72,83.72,10.31,3.73,3.72
256,49348.61,50196.31,3285.49,73183.89,213.89,27.08,3.72,3.89
257,?,?,?,?,?,?,3.89,?
258,?,?,?,?,?,?,?,?
259,48917.85,49741.35,3260.05,161934.25,544.25,67.81,?,4.25
260,49434.46,50258.11,3286.61,106544.29,264.29,45.65,4.25,4.29
261,49413.33,50227.43,3277.41,48224.10,174.10,20.44,4.29,4.10
262,50300.53,51171.25,3316.59,45004.10,184.10,18.51,4.10,4.10
263,50308.19,51202.75,3316.08,27774.05,184.05,11.52,4.10,4.05
264,?,?,?,?,?,?,4.05,?
265,?,?,?,?,?,?,?,?
266,49955.87,50869.00,3291.57,29614.33,84.33,12.48,?,4.33
267,49979.47,50887.67,3275.67,67004.13,224.13,28.58,4.33,4.13
268,50301.69,51221.45,3299.72,28664.14,64.14,12.07,4.13,4.14
269,50936.34,51846.54,3336.44,61284.20,254.20,26.03,4.14,4.20
270,50819.81,51704.53,3352.18,6514.20,84.20,2.79,4.20,4.20
271,?,?,?,?,?,?,4.20,?
272,?,?,?,?,?,?,?,?
273,50301.85,51191.50,3349.29,50984.15,44.15,21.41,?,4.15
274,50782.48,51691.24,3351.68,42464.14,314.14,17.53,4.15,4.14
275,50803.40,51709.58,3364.40,7794.04,84.04,3.18,4.14,4.04
276,50982.03,51911.61,3383.62,133683.96,313.96,52.99,4.04,3.96
277,50601.24,51511.63,3381.52,43204.00,144.00,17.25,3.96,4.00
278,?,?,?,?,?,?,4.00,?
279,?,?,?,?,?,?,?,?
280,50338.71,51239.47,3383.60,32023.98,123.98,12.73,?,3.98
281,50137.88,51021.26,3368.14,16703.98,53.98,6.67,3.98,3.98
282,50335.02,51215.99,3379.96,318614.05,174.05,129.26,3.98,4.05
283,51806.83,52744.48,3454.41,15294.15,104.15,6.21,4.05,4.15
284,52230.47,53193.87,3477.04,2514.15,24.15,1.07,4.15,4.15
285,?,?,?,?,?,?,4.15,?
286,?,?,?,?,?,?,?,?
287,52520.91,53498.97,3508.85,83724.05,174.05,33.99,?,4.05
288,52590.73,53588.87,3544.07,35104.26,164.26,14.71,4.05,4.26
289,52861.41,53918.41,3548.14,34264.25,144.25,14.26,4.26,4.25
290,52573.59,53571.90,3572.96,34204.24,144.24,14.50,4.25,4.24
291,52587.24,53572.92,3535.97,20294.26,114.26,8.65,4.24,4.26
292,?,?,?,?,?,?,4.26,?
293,?,?,?,?,?,?,?,?
294,53853.55,54903.39,3606.06,19444.21,144.21,8.20,?,4.21
295,53781.81,54818.06,3615.60,113224.55,304.55,49.24,4.21,4.55
296,53389.74,54433.41,3596.10,8434.58,74.58,3.85,4.55,4.58
297,53994.46,55063.75,3637.76,41944.58,144.58,19.37,4.58,4.58
298,53887.13,55023.42,3651.19,43934.88,184.88,21.20,4.58,4.88
299,?,?,?,?,?,?,4.88,?
300,?,?,?,?,?,?,?,?
301,54180.04,55362.19,3660.45,143314.85,224.85,70.04,?,4.85
302,54536.95,55688.45,3688.57,140874.90,94.90,68.36,4.85,4.90
303,54095.32,55240.01,3660.80,72014.96,234.96,35.95,4.90,4.96
304,53607.86,54734.18,3628.73,89685.20,235.20,45.89,4.96,5.20
305,?,?,?,?,?,?,5.20,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,53989.37,55121.60,3668.56,2892,20,14.74,?,5.10
309,53504.47,54600.05,3645.18,1343,11,6.72,5.10,4.95
310,53924.01,55035.36,3650.27,2276,21,10.94,4.95,4.82
340,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
