%310
@RELATION PLREDAN00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,338060.89,270.89,29.94,?,0.89
3,783.15,48222.72,48505.50,2723650.85,860.85,237.10,0.89,0.85
4,781.69,47888.16,48143.94,1521910.82,770.82,127.20,0.85,0.82
5,?,?,?,?,?,?,0.82,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,1173290.79,950.79,94.42,?,0.79
8,780.70,47379.63,47624.67,311600.82,260.82,25.47,0.79,0.82
9,784.82,47407.28,47668.58,996090.79,410.79,81.35,0.82,0.79
10,788.85,47546.91,47798.66,440430.84,340.84,36.11,0.79,0.84
11,795.36,47440.80,47690.97,440750.84,290.84,37.09,0.84,0.84
12,?,?,?,?,?,?,0.84,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,277170.83,210.83,22.90,?,0.83
15,794.59,47086.54,47346.41,246270.84,260.84,20.29,0.83,0.84
16,796.34,47521.39,47794.60,140940.83,150.83,11.61,0.84,0.83
17,803.56,47661.37,47936.81,539570.84,340.84,44.03,0.83,0.84
18,807.72,47813.69,48104.67,1397920.82,790.82,112.82,0.84,0.82
19,?,?,?,?,?,?,0.82,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,765820.84,410.84,64.17,?,0.84
22,808.23,47872.80,48127.89,1281210.82,420.82,105.24,0.84,0.82
23,808.40,47733.24,47999.21,290540.85,340.85,24.51,0.82,0.85
24,811.80,47942.04,48203.43,8190101.01,3291.01,776.64,0.85,1.01
25,812.99,47613.95,47851.99,6727740.93,2680.93,658.17,1.01,0.93
26,?,?,?,?,?,?,0.93,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,980150.97,660.97,93.42,?,0.97
29,815.93,47328.40,47565.10,617830.97,460.97,60.42,0.97,0.97
30,815.59,46917.19,47113.08,1543000.89,910.89,143.03,0.97,0.89
31,817.14,46840.15,47011.43,729790.88,450.88,64.95,0.89,0.88
