%310
@RELATION PLDECOR00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,9768.53,78.53,8.40,?,8.53
3,783.15,48222.72,48505.50,2832.46,3058.72,48.72,2.63,8.53,8.72
4,781.69,47888.16,48143.94,2814.73,8558.80,78.80,7.55,8.72,8.80
5,?,?,?,?,?,?,?,8.80,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,4559.00,69.00,4.07,?,9.00
8,780.70,47379.63,47624.67,2790.64,7859.00,99.00,7.00,9.00,9.00
9,784.82,47407.28,47668.58,2784.62,19.00,19.00,0.01,9.00,9.00
10,788.85,47546.91,47798.66,2800.96,9709.00,89.00,8.70,9.00,9.00
11,795.36,47440.80,47690.97,2815.88,1356589.02,179.02,1220.95,9.00,9.02
12,?,?,?,?,?,?,?,9.02,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,937808.99,238.99,843.11,?,8.99
15,794.59,47086.54,47346.41,2817.16,18428.90,108.90,16.30,8.99,8.90
16,796.34,47521.39,47794.60,2825.40,1749058.90,308.90,1555.84,8.90,8.90
17,803.56,47661.37,47936.81,2848.09,12728.97,68.97,11.31,8.90,8.97
18,807.72,47813.69,48104.67,2864.72,9528.94,78.94,8.34,8.97,8.94
19,?,?,?,?,?,?,?,8.94,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,12988.99,78.99,11.56,?,8.99
22,808.23,47872.80,48127.89,2892.80,19288.98,128.98,16.83,8.99,8.98
23,808.40,47733.24,47999.21,2890.57,08.98,08.98,0.00,8.98,8.98
24,811.80,47942.04,48203.43,2898.85,34288.70,178.70,29.85,8.98,8.70
25,812.99,47613.95,47851.99,2897.93,697608.90,68.90,603.43,8.70,8.90
26,?,?,?,?,?,?,?,8.90,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,91199.30,269.30,82.74,?,9.30
29,815.93,47328.40,47565.10,2878.58,09.30,09.30,0.00,9.30,9.30
30,815.59,46917.19,47113.08,2876.68,1359.35,49.35,1.26,9.30,9.35
31,817.14,46840.15,47011.43,2880.57,521259.00,179.00,469.29,9.35,9.00
32,818.68,46945.58,47121.08,2883.81,5308.80,68.80,4.67,9.00,8.80
33,?,?,?,?,?,?,?,8.80,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,4479.13,49.13,3.99,?,9.13
36,816.68,46674.78,46862.43,2843.49,09.13,09.13,0.00,9.13,9.13
37,813.75,46149.14,46341.54,2811.05,09.13,09.13,0.00,9.13,9.13
38,811.13,46329.66,46512.72,2815.91,30708.77,118.77,26.72,9.13,8.77
39,813.77,46741.54,46931.40,2825.70,11658.91,108.91,10.02,8.77,8.91
40,?,?,?,?,?,?,?,8.91,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,54818.91,68.91,48.64,?,8.91
43,817.32,46399.26,46564.61,2821.25,8818.94,58.94,7.86,8.91,8.94
44,817.35,46406.74,46569.81,2825.02,08.94,08.94,0.00,8.94,8.94
45,818.81,46211.54,46360.51,2825.15,7028.87,48.87,6.07,8.94,8.87
46,826.73,46370.13,46523.63,2838.22,20618.65,68.65,17.69,8.87,8.65
47,?,?,?,?,?,?,?,8.65,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,18.84,18.84,0.01,?,8.84
50,832.30,46490.89,46652.19,2843.90,3408.75,28.75,2.98,8.84,8.75
51,830.62,46051.76,46198.42,2831.71,8558.65,58.65,7.27,8.75,8.65
52,823.32,45879.90,46050.52,2801.83,1968.35,28.35,1.64,8.65,8.35
53,826.66,45948.12,46124.82,2817.57,36858.40,148.40,30.29,8.35,8.40
54,?,?,?,?,?,?,?,8.40,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,137398.50,228.50,115.72,?,8.50
57,828.81,45868.35,46065.85,2831.16,42248.40,38.40,34.85,8.50,8.40
58,836.69,46241.92,46459.99,2855.69,5008.40,28.40,4.20,8.40,8.40
59,844.08,46280.36,46510.83,2865.27,5038.40,28.40,4.23,8.40,8.40
60,842.02,46341.14,46622.90,2859.05,8808.40,78.40,7.32,8.40,8.40
61,?,?,?,?,?,?,?,8.40,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,2748.35,58.35,2.21,?,8.35
64,845.88,46676.09,47001.38,2868.06,3508.35,28.35,2.89,8.35,8.35
65,849.88,46762.65,47090.49,2872.90,26678.23,128.23,21.87,8.35,8.23
66,855.99,46745.26,47060.66,2873.49,12508.23,48.23,10.29,8.23,8.23
67,861.67,47074.39,47436.21,2906.74,29848.20,98.20,24.50,8.23,8.20
68,?,?,?,?,?,?,?,8.20,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,11358.20,48.20,9.29,?,8.20
71,866.79,47010.40,47340.43,2911.38,10288.19,68.19,8.41,8.20,8.19
72,872.90,46888.37,47235.72,2901.67,58858.16,78.16,47.97,8.19,8.16
73,871.52,47223.68,47606.16,2912.13,28758.14,128.14,23.21,8.16,8.14
74,873.21,47125.93,47522.10,2909.77,4807.97,47.97,3.83,8.14,7.97
75,?,?,?,?,?,?,?,7.97,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,51777.60,187.60,40.28,?,7.60
78,864.73,46029.35,46473.62,2868.24,14237.59,97.59,10.78,7.60,7.59
79,862.97,46068.24,46511.62,2874.75,5117.74,37.74,3.95,7.59,7.74
80,850.86,45580.47,46017.88,2833.61,209197.70,347.70,164.78,7.74,7.70
81,845.32,45066.18,45473.08,2800.67,19367.58,167.58,14.62,7.70,7.58
82,?,?,?,?,?,?,?,7.58,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,30657.58,127.58,23.31,?,7.58
85,830.80,44724.88,45119.16,2774.13,11957.58,37.58,9.06,7.58,7.58
86,835.51,45247.90,45644.09,2785.46,2017.59,37.59,1.52,7.58,7.59
87,839.42,45147.57,45528.85,2797.31,2307.58,17.58,1.74,7.59,7.58
88,?,?,?,?,?,?,?,7.58,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,93287.54,87.54,68.69,?,7.54
93,828.79,44604.61,44940.36,2769.02,74087.10,157.10,53.05,7.54,7.10
94,824.35,44623.89,44980.62,2766.19,48506.87,156.87,33.65,7.10,6.87
95,819.73,44597.66,44960.02,2760.91,58077.17,147.17,40.17,6.87,7.17
96,?,?,?,?,?,?,?,7.17,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,2764.28,2937.30,27.30,2.14,?,7.30
99,815.74,44725.03,45096.35,2767.26,31257.50,117.50,23.04,7.30,7.50
100,820.16,45091.63,45495.34,2780.21,3817.35,57.35,2.81,7.50,7.35
101,824.04,45688.48,46131.66,2794.43,1213977.50,417.50,904.31,7.35,7.50
102,819.29,45525.92,45960.10,2783.53,2017.75,27.75,1.56,7.50,7.75
103,?,?,?,?,?,?,?,7.75,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,2754.91,24887.62,47.62,18.92,?,7.62
106,?,?,?,?,?,?,?,7.62,?
107,796.68,43916.24,44404.81,2705.88,10207.50,37.50,7.65,?,7.50
108,787.39,43364.70,43850.06,2695.55,97027.50,67.50,72.73,7.50,7.50
109,783.37,43447.75,43993.98,2685.57,1377.12,17.12,0.98,7.50,7.12
110,?,?,?,?,?,?,?,7.12,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,2660.28,1007.21,17.21,0.72,?,7.21
113,769.16,43159.57,43707.88,2624.40,4207.36,17.36,3.09,7.21,7.36
114,769.82,43356.73,43908.95,2636.70,4027.20,37.20,2.89,7.36,7.20
115,774.88,43482.18,44027.03,2658.57,13207.00,37.00,9.40,7.20,7.00
116,777.86,43665.21,44226.06,2669.93,17.00,17.00,0.01,7.00,7.00
117,?,?,?,?,?,?,?,7.00,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,2685.14,5007.12,47.12,3.56,?,7.12
120,784.81,44162.18,44653.34,2704.84,07.12,07.12,0.00,7.12,7.12
121,?,?,?,?,?,?,?,7.12,?
122,787.45,43991.51,44466.89,2695.22,3557.12,47.12,2.52,?,7.12
123,?,?,?,?,?,?,?,7.12,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,2714.72,5317.39,67.39,3.88,?,7.39
127,793.09,44742.22,45244.29,2733.96,28507.57,107.57,21.74,7.39,7.57
128,798.10,45117.94,45647.76,2752.14,3647.86,77.86,2.85,7.57,7.86
129,800.71,44943.16,45475.08,2760.20,1737.56,47.56,1.34,7.86,7.56
130,800.42,44895.35,45408.06,2769.85,2987.70,37.70,2.28,7.56,7.70
131,?,?,?,?,?,?,?,7.70,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,2790.62,5257.70,107.70,4.04,?,7.70
134,804.49,45771.11,46336.62,2822.41,19737.70,177.70,15.19,7.70,7.70
135,802.28,46102.42,46676.61,2848.38,37637.99,257.99,29.48,7.70,7.99
136,806.45,45992.03,46581.16,2871.70,3797.85,27.85,2.98,7.99,7.85
137,810.69,46078.68,46646.58,2885.19,3118.04,38.04,2.50,7.85,8.04
138,?,?,?,?,?,?,?,8.04,?
139,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,2921.95,18428.20,108.20,15.13,?,8.20
141,819.76,45851.80,46439.10,2893.12,131938.29,68.29,108.20,8.20,8.29
142,818.82,45933.66,46529.96,2912.70,3098.25,68.25,2.50,8.29,8.25
143,814.69,45687.76,46311.26,2894.53,2328.30,68.30,1.90,8.25,8.30
144,820.11,46145.44,46783.61,2929.62,7368.48,48.48,6.20,8.30,8.48
145,?,?,?,?,?,?,?,8.48,?
146,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,2976.83,35028.50,138.50,29.70,?,8.50
148,838.40,47579.87,48258.02,2997.81,5628.65,68.65,4.84,8.50,8.65
149,842.72,47476.64,48138.07,3000.58,6108.50,48.50,5.12,8.65,8.50
150,?,?,?,?,?,?,?,8.50,?
151,841.72,47806.34,48503.87,2994.25,418.80,28.80,0.36,?,8.80
152,?,?,?,?,?,?,?,8.80,?
153,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,2970.24,6018.80,58.80,5.29,?,8.80
155,854.67,47620.68,48323.88,2998.79,34509.20,169.20,30.69,8.80,9.20
156,859.35,47805.94,48513.29,3026.87,28628.70,118.70,25.61,9.20,8.70
157,864.95,47573.66,48259.19,3020.15,17008.41,78.41,14.28,8.70,8.41
158,866.67,48209.65,48918.37,3044.38,18339.00,139.00,16.09,8.41,9.00
159,?,?,?,?,?,?,?,9.00,?
160,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,3065.91,351219.10,49.10,316.08,?,9.10
162,870.60,48324.52,49050.96,3074.89,47969.10,69.10,43.16,9.10,9.10
163,878.91,48383.93,49098.70,3098.83,85849.60,289.60,79.91,9.10,9.60
164,877.48,48152.82,48890.47,3089.32,4569.40,69.40,4.38,9.60,9.40
165,880.65,48273.42,49057.66,3092.65,9559.50,79.50,9.07,9.40,9.50
166,?,?,?,?,?,?,?,9.50,?
167,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,3100.24,260210.30,1210.30,25.61,?,10.30
169,886.71,48119.72,48891.04,3120.39,867210.20,1610.20,85.17,10.30,10.20
170,885.25,47743.10,48509.84,3122.21,363010.80,1310.80,37.24,10.20,10.80
171,864.38,45870.00,46587.68,3038.18,371110.05,1510.05,37.35,10.80,10.05
172,855.18,44732.92,45456.77,3001.68,38710.40,810.40,3.79,10.05,10.40
173,?,?,?,?,?,?,?,10.40,?
174,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,2990.89,298710.61,1210.61,30.33,?,10.61
176,863.23,44966.09,45672.10,2999.31,352710.64,1410.64,37.30,10.61,10.64
177,858.05,44893.99,45601.51,2972.55,394810.54,2010.54,40.44,10.64,10.54
178,847.97,43667.37,44326.49,2915.58,19649.99,59.99,20.00,10.54,9.99
179,848.08,44747.79,45442.51,2948.80,89.87,19.87,0.08,9.99,9.87
180,?,?,?,?,?,?,?,9.87,?
181,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,2963.91,2019.80,19.80,1.97,?,9.80
183,853.37,45533.94,46254.71,2981.48,585710.00,1210.00,58.38,9.80,10.00
184,850.45,45184.98,45899.36,2971.57,33969.90,89.90,33.17,10.00,9.90
185,855.94,45613.75,46344.42,2988.19,3029.90,19.90,2.99,9.90,9.90
186,851.88,45110.89,45805.34,2977.06,84710.23,310.23,8.39,9.90,10.23
187,?,?,?,?,?,?,?,10.23,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,2948.16,16299.50,89.50,15.87,?,9.50
190,842.60,44342.23,44969.23,2924.69,53649.09,69.09,50.87,9.50,9.09
191,844.03,45068.55,45727.71,2962.09,6878.95,48.95,6.15,9.09,8.95
192,845.84,45712.72,46390.36,2992.86,263498.75,238.75,230.10,8.95,8.75
193,849.99,46150.78,46839.89,3017.66,275448.75,188.75,241.06,8.75,8.75
194,?,?,?,?,?,?,?,8.75,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,3022.70,5358.97,28.97,4.77,?,8.97
197,847.84,46155.10,46860.35,3017.11,38809.32,179.32,35.63,8.97,9.32
198,845.85,46287.08,47003.76,3021.27,15269.29,139.29,14.11,9.32,9.29
199,845.70,46221.23,46919.83,3023.16,31629.22,119.22,28.93,9.29,9.22
200,848.06,46399.74,47120.88,3019.85,1009.35,29.35,0.94,9.22,9.35
201,?,?,?,?,?,?,?,9.35,?
202,?,?,?,?,?,?,?,?,?
