%310
@RELATION PLCMP0000017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
99,10820.89,44725.03,1084.77,45096.35,2767.26,16253.80,953.80,8.62,52.00,53.80
100,10845.27,45091.63,1089.08,45495.34,2780.21,1711653.80,653.80,890.10,53.80,53.80
101,10908.65,45688.48,1095.29,46131.66,2794.43,20051.15,451.15,10.23,53.80,51.15
102,10807.45,45525.92,1102.49,45960.10,2783.53,20751.00,651.00,10.57,51.15,51.00
103,?,?,?,?,?,?,?,?,51.00,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1097.10,45167.65,2754.91,899451.00,1251.00,458.69,?,51.00
106,?,?,?,?,?,?,?,?,51.00,?
107,10431.02,43916.24,1090.97,44404.81,2705.88,12152.10,452.10,6.46,?,52.10
108,10415.53,43364.70,1089.24,43850.06,2695.55,11452.10,352.10,5.94,52.10,52.10
109,10373.60,43447.75,1086.50,43993.98,2685.57,252.10,152.10,0.10,52.10,52.10
110,?,?,?,?,?,?,?,?,52.10,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1090.01,43892.82,2660.28,153.50,153.50,0.05,?,53.50
113,10282.22,43159.57,1070.14,43707.88,2624.40,44753.00,853.00,22.94,53.50,53.00
114,10264.95,43356.73,1084.85,43908.95,2636.70,4053.00,453.00,2.07,53.00,53.00
115,10327.20,43482.18,1076.35,44027.03,2658.57,153.00,153.00,0.05,53.00,53.00
116,10407.26,43665.21,1081.14,44226.06,2669.93,25053.50,453.50,13.37,53.00,53.50
117,?,?,?,?,?,?,?,?,53.50,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1086.18,44420.22,2685.14,79453.00,653.00,42.27,?,53.00
120,10511.46,44162.18,1096.22,44653.34,2704.84,55653.00,353.00,29.43,53.00,53.00
121,?,?,?,?,?,?,?,?,53.00,?
122,10554.34,43991.51,1077.28,44466.89,2695.22,2253.10,153.10,1.17,?,53.10
123,?,?,?,?,?,?,?,?,53.10,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1104.54,45060.80,2714.72,15256.75,556.75,8.62,?,56.75
127,10618.63,44742.22,1111.64,45244.29,2733.96,22256.80,556.80,12.54,56.75,56.80
128,10692.81,45117.94,1106.26,45647.76,2752.14,63157.90,657.90,36.34,56.80,57.90
129,10714.80,44943.16,1111.55,45475.08,2760.20,5057.90,257.90,2.90,57.90,57.90
130,10758.03,44895.35,1118.53,45408.06,2769.85,6958.00,358.00,4.00,57.90,58.00
131,?,?,?,?,?,?,?,?,58.00,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1126.14,45746.01,2790.62,35960.00,1060.00,21.56,?,60.00
134,10819.27,45771.11,1157.28,46336.62,2822.41,31460.00,460.00,19.03,60.00,60.00
135,10913.18,46102.42,1180.62,46676.61,2848.38,161.40,161.40,0.06,60.00,61.40
136,10976.80,45992.03,1159.61,46581.16,2871.70,2747865.00,5465.00,1781.36,61.40,65.00
137,10991.63,46078.68,1125.40,46646.58,2885.19,144364.00,1364.00,93.52,65.00,64.00
138,?,?,?,?,?,?,?,?,64.00,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1137.52,46615.31,2921.95,27364.90,464.90,17.72,?,64.90
141,11089.17,45851.80,1125.99,46439.10,2893.12,70864.80,3364.80,45.86,64.90,64.80
142,11082.19,45933.66,1125.44,46529.96,2912.70,22762.65,862.65,14.35,64.80,62.65
143,11050.12,45687.76,1120.21,46311.26,2894.53,37862.00,1162.00,23.37,62.65,62.00
144,11130.47,46145.44,1124.91,46783.61,2929.62,44560.55,760.55,26.95,62.00,60.55
145,?,?,?,?,?,?,?,?,60.55,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1142.01,47957.54,2976.83,13762.95,662.95,8.41,?,62.95
148,11439.53,47579.87,1154.78,48258.02,2997.81,131663.75,1063.75,82.43,62.95,63.75
149,11434.08,47476.64,1171.08,48138.07,3000.58,962263.75,1963.75,612.83,63.75,63.75
150,?,?,?,?,?,?,?,?,63.75,?
151,11518.87,47806.34,1165.26,48503.87,2994.25,163.75,163.75,0.06,?,63.75
152,?,?,?,?,?,?,?,?,63.75,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1165.63,47868.36,2970.24,118464.90,1064.90,74.32,?,64.90
155,11527.78,47620.68,1159.94,48323.88,2998.79,9663.20,563.20,6.23,64.90,63.20
156,11566.33,47805.94,1151.72,48513.29,3026.87,10964.94,264.94,6.82,63.20,64.94
157,11598.90,47573.66,1162.00,48259.19,3020.15,28664.94,564.94,18.57,64.94,64.94
158,11721.20,48209.65,1181.72,48918.37,3044.38,4865.00,265.00,3.12,64.94,65.00
159,?,?,?,?,?,?,?,?,65.00,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1181.70,49207.65,3065.91,25464.50,964.50,16.17,?,64.50
162,11906.69,48324.52,1178.63,49050.96,3074.89,827863.70,663.70,536.32,64.50,63.70
163,12044.12,48383.93,1192.84,49098.70,3098.83,2125864.80,764.80,1377.39,63.70,64.80
164,11997.09,48152.82,1194.64,48890.47,3089.32,1764664.00,1264.00,1129.01,64.80,64.00
165,11980.74,48273.42,1193.40,49057.66,3092.65,6564.10,364.10,4.17,64.00,64.10
166,?,?,?,?,?,?,?,?,64.10,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1195.82,48917.56,3100.24,7464.10,364.10,4.74,?,64.10
169,12001.25,48119.72,1195.92,48891.04,3120.39,4564.00,464.00,2.86,64.10,64.00
170,11995.61,47743.10,1196.01,48509.84,3122.21,84264.00,664.00,53.86,64.00,64.00
171,11755.38,45870.00,1146.73,46587.68,3038.18,11263.96,863.96,7.01,64.00,63.96
172,11698.05,44732.92,1176.34,45456.77,3001.68,163.97,163.97,0.06,63.96,63.97
173,?,?,?,?,?,?,?,?,63.97,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1173.52,45531.46,2990.89,11863.96,563.96,7.38,?,63.96
176,11846.22,44966.09,1180.90,45672.10,2999.31,11463.70,363.70,7.12,63.96,63.70
177,11772.39,44893.99,1166.57,45601.51,2972.55,359563.95,1763.95,229.69,63.70,63.95
178,11665.86,43667.37,1139.46,44326.49,2915.58,12263.90,663.90,7.60,63.95,63.90
179,11716.43,44747.79,1160.39,45442.51,2948.80,163.50,163.50,0.06,63.90,63.50
180,?,?,?,?,?,?,?,?,63.50,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1150.94,45461.06,2963.91,3062.00,362.00,1.86,?,62.00
183,11805.57,45533.94,1175.36,46254.71,2981.48,30760.00,960.00,18.60,62.00,60.00
184,11736.24,45184.98,1196.30,45899.36,2971.57,19159.25,659.25,11.29,60.00,59.25
185,11820.50,45613.75,1189.64,46344.42,2988.19,7659.25,559.25,4.47,59.25,59.25
186,11822.63,45110.89,1161.10,45805.34,2977.06,4560.90,660.90,2.64,59.25,60.90
187,?,?,?,?,?,?,?,?,60.90,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1167.58,45172.40,2948.16,4660.90,760.90,2.70,?,60.90
190,11610.73,44342.23,1165.35,44969.23,2924.69,160.99,160.99,0.06,60.90,60.99
191,11643.94,45068.55,1180.80,45727.71,2962.09,18160.90,560.90,11.02,60.99,60.90
192,11739.32,45712.72,1192.09,46390.36,2992.86,1460.00,260.00,0.84,60.90,60.00
193,11784.60,46150.78,1209.79,46839.89,3017.66,060.00,060.00,0.00,60.00,60.00
194,?,?,?,?,?,?,?,?,60.00,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1196.78,46922.43,3022.70,33258.50,858.50,19.27,?,58.50
197,11753.20,46155.10,1214.42,46860.35,3017.11,15759.00,359.00,9.26,58.50,59.00
198,11768.81,46287.08,1215.81,47003.76,3021.27,1162.50,262.50,0.66,59.00,62.50
199,11813.42,46221.23,1211.51,46919.83,3023.16,39860.00,1060.00,23.63,62.50,60.00
200,11837.95,46399.74,1210.19,47120.88,3019.85,5359.00,459.00,3.17,60.00,59.00
201,?,?,?,?,?,?,?,?,59.00,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1235.07,47075.43,3021.70,88157.50,557.50,50.99,?,57.50
204,11905.16,46714.43,1232.24,47454.90,3029.97,158.75,158.75,0.06,57.50,58.75
205,11975.99,46835.98,1222.66,47575.74,3050.63,157857.79,1157.79,90.67,58.75,57.79
206,11939.68,46713.02,1219.75,47446.69,3036.16,15257.60,557.60,8.79,57.79,57.60
207,11930.54,46258.91,1209.19,46981.22,3015.00,14857.00,657.00,8.44,57.60,57.00
208,?,?,?,?,?,?,?,?,57.00,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1199.78,47214.30,3032.94,24056.00,756.00,13.47,?,56.00
211,11914.45,46663.41,1213.77,47398.08,3038.42,32156.80,656.80,18.11,56.00,56.80
212,11934.08,46925.65,1223.90,47676.43,3046.08,19254.99,754.99,10.61,56.80,54.99
213,12025.60,47370.81,1222.52,48147.76,3060.17,1053.00,353.00,0.53,54.99,53.00
214,12096.51,48325.33,1231.68,49133.14,3110.79,1552.60,452.60,0.80,53.00,52.60
215,?,?,?,?,?,?,?,?,52.60,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1230.24,49272.86,3127.41,164657.50,3557.50,89.42,?,57.50
218,12213.07,47942.81,1233.34,48742.34,3127.38,229658.00,3358.00,133.41,57.50,58.00
219,12294.72,48306.55,1236.11,49124.78,3168.23,170959.00,1859.00,100.02,58.00,59.00
220,12425.78,48862.88,1227.93,49700.18,3190.86,252059.85,3259.85,146.89,59.00,59.85
221,12524.35,49125.36,1228.51,49994.77,3206.86,197158.80,1758.80,116.69,59.85,58.80
222,?,?,?,?,?,?,?,?,58.80,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1249.41,50476.37,3225.79,103759.07,1359.07,62.22,?,59.07
225,12783.95,49747.66,1253.14,50646.05,3233.22,165058.59,1258.59,96.73,59.07,58.59
226,12961.14,50223.95,1260.91,51152.95,3271.49,74658.00,1158.00,43.48,58.59,58.00
227,?,?,?,?,?,?,?,?,58.00,?
228,12933.31,49976.48,1262.98,50906.11,3253.28,26358.00,258.00,15.25,?,58.00
229,?,?,?,?,?,?,?,?,58.00,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1251.04,50713.14,3237.31,72658.00,1458.00,42.12,?,58.00
232,12831.52,49162.16,1247.19,50077.30,3210.57,53957.00,1157.00,31.04,58.00,57.00
233,12826.21,49128.05,1248.67,50032.45,3221.87,56255.70,1055.70,31.75,57.00,55.70
234,12985.38,49846.48,1258.64,50780.47,3260.69,141755.75,1155.75,79.40,55.70,55.75
235,13050.37,49895.10,1247.33,50836.47,3260.35,133755.00,1955.00,74.11,55.75,55.00
236,?,?,?,?,?,?,?,?,55.00,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1237.10,50756.86,3255.45,101854.00,1554.00,55.38,?,54.00
239,12781.02,48833.58,1229.04,49731.02,3197.48,219453.50,2053.50,118.21,54.00,53.50
240,12706.26,48537.65,1239.92,49421.50,3183.87,140753.34,1653.34,75.38,53.50,53.34
241,12801.41,48676.45,1251.80,49569.11,3204.20,24953.34,653.34,13.29,53.34,53.34
242,12801.04,48871.98,1261.01,49771.98,3196.27,114852.00,1452.00,60.32,53.34,52.00
243,?,?,?,?,?,?,?,?,52.00,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1259.01,50099.55,3230.20,302951.60,3951.60,159.26,?,51.60
246,12843.19,48968.87,1257.15,49861.54,3226.75,169353.50,1753.50,90.36,51.60,53.50
247,12637.81,47919.09,1243.35,48781.63,3174.71,187152.00,2852.00,99.03,53.50,52.00
248,12178.22,45830.66,1185.76,46598.42,3061.25,230249.01,3049.01,118.35,52.00,49.01
249,12457.22,46717.04,1237.06,47514.09,3142.61,40450.42,750.42,20.11,49.01,50.42
250,?,?,?,?,?,?,?,?,50.42,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1243.34,48651.54,3199.68,116250.70,1750.70,58.76,?,50.70
253,12962.91,48961.51,1250.38,49839.90,3256.85,2219451.16,3851.16,1133.15,50.70,51.16
254,12983.95,49437.02,1263.62,50312.63,3285.29,106251.16,2251.16,54.63,51.16,51.16
255,13011.41,49771.55,1276.66,50644.38,3303.55,51351.35,1551.35,26.34,51.16,51.35
256,12998.59,49348.61,1298.01,50196.31,3285.49,26851.20,951.20,13.73,51.35,51.20
257,?,?,?,?,?,?,?,?,51.20,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1275.46,49741.35,3260.05,189550.95,1750.95,95.79,?,50.95
260,13085.22,49434.46,1297.54,50258.11,3286.61,65850.30,1550.30,33.28,50.95,50.30
261,13049.76,49413.33,1284.43,50227.43,3277.41,2063351.40,2351.40,1032.03,50.30,51.40
262,13124.47,50300.53,1287.16,51171.25,3316.59,50551.23,1151.23,25.89,51.40,51.23
263,13140.38,50308.19,1303.27,51202.75,3316.08,23550.50,750.50,11.97,51.23,50.50
264,?,?,?,?,?,?,?,?,50.50,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1279.78,50869.00,3291.57,21151.73,751.73,10.87,?,51.73
267,13131.43,49979.47,1298.17,50887.67,3275.67,45552.89,1652.89,23.54,51.73,52.89
268,13114.91,50301.69,1316.37,51221.45,3299.72,3152.50,352.50,1.63,52.89,52.50
269,13233.88,50936.34,1330.10,51846.54,3336.44,78353.35,2553.35,41.96,52.50,53.35
270,13346.97,50819.81,1345.84,51704.53,3352.18,69254.30,1654.30,37.60,53.35,54.30
271,?,?,?,?,?,?,?,?,54.30,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1344.48,51191.50,3349.29,17154.00,954.00,9.23,?,54.00
274,13338.19,50782.48,1340.21,51691.24,3351.68,52253.50,1153.50,28.07,54.00,53.50
275,13386.01,50803.40,1343.11,51709.58,3364.40,48554.00,754.00,26.19,53.50,54.00
276,13476.11,50982.03,1339.95,51911.61,3383.62,98254.30,1154.30,53.34,54.00,54.30
277,13513.64,50601.24,1323.45,51511.63,3381.52,30154.59,254.59,16.43,54.30,54.59
278,?,?,?,?,?,?,?,?,54.59,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1339.98,51239.47,3383.60,125854.49,1554.49,68.33,?,54.49
281,13399.64,50137.88,1327.31,51021.26,3368.14,21055.20,655.20,11.59,54.49,55.20
282,13361.98,50335.02,1320.08,51215.99,3379.96,313557.80,2757.80,174.36,55.20,57.80
283,13589.27,51806.83,1352.10,52744.48,3454.41,244959.39,3159.39,145.10,57.80,59.39
284,13638.56,52230.47,1345.83,53193.87,3477.04,471258.99,2258.99,277.49,59.39,58.99
285,?,?,?,?,?,?,?,?,58.99,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1348.18,53498.97,3508.85,4958.99,358.99,2.92,?,58.99
288,13824.94,52590.73,1382.18,53588.87,3544.07,1895458.48,1058.48,1108.91,58.99,58.48
289,13886.79,52861.41,1368.16,53918.41,3548.14,218858.47,1058.47,127.95,58.48,58.47
290,14155.74,52573.59,1375.02,53571.90,3572.96,8578959.10,4659.10,5030.13,58.47,59.10
291,14253.72,52587.24,1361.11,53572.92,3535.97,36059.10,1459.10,21.44,59.10,59.10
292,?,?,?,?,?,?,?,?,59.10,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1389.98,54903.39,3606.06,1745160.00,2360.00,1028.29,?,60.00
295,14512.68,53781.81,1383.79,54818.06,3615.60,1951462.00,2962.00,1151.68,60.00,62.00
296,14327.32,53389.74,1387.21,54433.41,3596.10,4179259.10,2159.10,2503.12,62.00,59.10
297,14572.10,53994.46,1392.05,55063.75,3637.76,1788560.00,2260.00,1064.94,59.10,60.00
298,14753.57,53887.13,1408.73,55023.42,3651.19,1067862.60,3262.60,660.54,60.00,62.60
299,?,?,?,?,?,?,?,?,62.60,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1424.20,55362.19,3660.45,6556063.89,4763.89,4143.89,?,63.89
302,14994.44,54536.95,1415.96,55688.45,3688.57,8284463.00,4163.00,5219.84,63.89,63.00
303,14942.82,54095.32,1435.46,55240.01,3660.80,5062463.00,2263.00,3189.19,63.00,63.00
304,14928.63,53607.86,1416.41,54734.18,3628.73,80263.00,1463.00,50.34,63.00,63.00
305,?,?,?,?,?,?,?,?,63.00,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1446.55,55121.60,3668.56,1161,22,72.92,?,63.00
309,14877.29,53504.47,1441.92,54600.05,3645.18,885,15,55.62,63.00,62.75
310,14860.69,53924.01,1445.73,55035.36,3650.27,563,9,35.25,62.75,62.90
340,13476.564027366672,45857.110734846676,1298.5945247741247,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1325.4888178463666,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1352.3831109186085,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1433.0659901353345,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1594.4317485687864,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
