%310
@RELATION PLPRESC00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,10207.22,67.22,7.37,?,7.22
3,783.15,48222.72,48505.50,2832.46,07.22,07.22,0.00,7.22,7.22
4,781.69,47888.16,48143.94,2814.73,1387.22,47.22,1.00,7.22,7.22
5,?,?,?,?,?,?,?,7.22,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,7007.18,37.18,5.03,?,7.18
8,780.70,47379.63,47624.67,2790.64,26317.35,37.35,19.05,7.18,7.35
9,784.82,47407.28,47668.58,2784.62,5027.90,37.90,3.85,7.35,7.90
10,788.85,47546.91,47798.66,2800.96,14627.63,97.63,11.08,7.90,7.63
11,795.36,47440.80,47690.97,2815.88,59277.88,157.88,46.50,7.63,7.88
12,?,?,?,?,?,?,?,7.88,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,17.95,17.95,0.01,?,7.95
15,794.59,47086.54,47346.41,2817.16,3897.80,67.80,3.05,7.95,7.80
16,796.34,47521.39,47794.60,2825.40,1727.70,27.70,1.33,7.80,7.70
17,803.56,47661.37,47936.81,2848.09,3517.75,27.75,2.72,7.70,7.75
18,807.72,47813.69,48104.67,2864.72,1167.90,37.90,0.91,7.75,7.90
19,?,?,?,?,?,?,?,7.90,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,1617.70,47.70,1.24,?,7.70
22,808.23,47872.80,48127.89,2892.80,48077.78,117.78,36.27,7.70,7.78
23,808.40,47733.24,47999.21,2890.57,17.78,17.78,0.01,7.78,7.78
24,811.80,47942.04,48203.43,2898.85,2617.78,37.78,2.03,7.78,7.78
25,812.99,47613.95,47851.99,2897.93,217.56,27.56,0.16,7.78,7.56
26,?,?,?,?,?,?,?,7.56,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,07.56,07.56,0.00,?,7.56
29,815.93,47328.40,47565.10,2878.58,2117.84,47.84,1.65,7.56,7.84
30,815.59,46917.19,47113.08,2876.68,9407.90,47.90,7.42,7.84,7.90
31,817.14,46840.15,47011.43,2880.57,17.90,17.90,0.01,7.90,7.90
32,818.68,46945.58,47121.08,2883.81,3007.90,47.90,2.37,7.90,7.90
33,?,?,?,?,?,?,?,7.90,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,2707.90,57.90,2.13,?,7.90
36,816.68,46674.78,46862.43,2843.49,1517.90,27.90,1.19,7.90,7.90
37,813.75,46149.14,46341.54,2811.05,3217.70,37.70,2.48,7.90,7.70
38,811.13,46329.66,46512.72,2815.91,26277.99,107.99,20.39,7.70,7.99
39,813.77,46741.54,46931.40,2825.70,64697.50,127.50,49.19,7.99,7.50
40,?,?,?,?,?,?,?,7.50,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,17017.50,37.50,12.76,?,7.50
43,817.32,46399.26,46564.61,2821.25,6547.55,37.55,4.94,7.50,7.55
44,817.35,46406.74,46569.81,2825.02,2067.67,27.67,1.58,7.55,7.67
45,818.81,46211.54,46360.51,2825.15,200168.19,418.19,160.76,7.67,8.19
46,826.73,46370.13,46523.63,2838.22,427149.38,2059.38,382.46,8.19,9.38
