%310
@RELATION PLREMAK00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,90016.70,6616.70,14.95,?,16.70
3,783.15,48222.72,48505.50,2832.46,516.70,116.70,0.08,16.70,16.70
4,781.69,47888.16,48143.94,2814.73,27417.00,617.00,4.51,16.70,17.00
5,?,?,?,?,?,?,?,17.00,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,16016.70,216.70,2.67,?,16.70
8,780.70,47379.63,47624.67,2790.64,517.00,117.00,0.09,16.70,17.00
9,784.82,47407.28,47668.58,2784.62,5117.00,217.00,0.87,17.00,17.00
10,788.85,47546.91,47798.66,2800.96,214618.70,2118.70,37.53,17.00,18.70
11,795.36,47440.80,47690.97,2815.88,61019.00,819.00,11.47,18.70,19.00
12,?,?,?,?,?,?,?,19.00,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,103318.50,1518.50,19.41,?,18.50
15,794.59,47086.54,47346.41,2817.16,48218.50,718.50,9.00,18.50,18.50
16,796.34,47521.39,47794.60,2825.40,018.50,018.50,0.00,18.50,18.50
17,803.56,47661.37,47936.81,2848.09,119.45,119.45,0.02,18.50,19.45
18,807.72,47813.69,48104.67,2864.72,39319.08,519.08,7.42,19.45,19.08
19,?,?,?,?,?,?,?,19.08,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,019.08,019.08,0.00,?,19.08
22,808.23,47872.80,48127.89,2892.80,019.08,019.08,0.00,19.08,19.08
23,808.40,47733.24,47999.21,2890.57,7319.15,319.15,1.39,19.08,19.15
24,811.80,47942.04,48203.43,2898.85,94120.01,1320.01,18.77,19.15,20.01
25,812.99,47613.95,47851.99,2897.93,120.01,120.01,0.02,20.01,20.01
26,?,?,?,?,?,?,?,20.01,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,67521.75,1221.75,14.43,?,21.75
29,815.93,47328.40,47565.10,2878.58,246026.69,4426.69,60.81,21.75,26.69
30,815.59,46917.19,47113.08,2876.68,278827.30,5027.30,80.04,26.69,27.30
31,817.14,46840.15,47011.43,2880.57,28426.00,526.00,7.43,27.30,26.00
32,818.68,46945.58,47121.08,2883.81,107224.01,1324.01,26.27,26.00,24.01
33,?,?,?,?,?,?,?,24.01,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,71125.70,1025.70,17.31,?,25.70
36,816.68,46674.78,46862.43,2843.49,277526.85,2826.85,74.02,25.70,26.85
37,813.75,46149.14,46341.54,2811.05,221529.00,2629.00,63.30,26.85,29.00
38,811.13,46329.66,46512.72,2815.91,55128.00,1528.00,15.90,29.00,28.00
39,813.77,46741.54,46931.40,2825.70,120929.90,1229.90,34.87,28.00,29.90
40,?,?,?,?,?,?,?,29.90,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,51131.10,1231.10,15.85,?,31.10
43,817.32,46399.26,46564.61,2821.25,46531.00,931.00,14.15,31.10,31.00
44,817.35,46406.74,46569.81,2825.02,5330.18,330.18,1.64,31.00,30.18
45,818.81,46211.54,46360.51,2825.15,95930.50,1030.50,29.02,30.18,30.50
46,826.73,46370.13,46523.63,2838.22,30930.30,930.30,9.36,30.50,30.30
47,?,?,?,?,?,?,?,30.30,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,27631.00,731.00,8.60,?,31.00
50,832.30,46490.89,46652.19,2843.90,24730.51,530.51,7.72,31.00,30.51
51,830.62,46051.76,46198.42,2831.71,9030.55,330.55,2.73,30.51,30.55
52,823.32,45879.90,46050.52,2801.83,335733.90,2333.90,106.61,30.55,33.90
53,826.66,45948.12,46124.82,2817.57,24233.85,1033.85,8.20,33.90,33.85
54,?,?,?,?,?,?,?,33.85,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,3233.01,233.01,1.06,?,33.01
57,828.81,45868.35,46065.85,2831.16,565733.90,833.90,189.22,33.01,33.90
58,836.69,46241.92,46459.99,2855.69,17333.90,433.90,5.86,33.90,33.90
59,844.08,46280.36,46510.83,2865.27,12333.31,433.31,4.12,33.90,33.31
60,842.02,46341.14,46622.90,2859.05,265832.70,1532.70,88.17,33.31,32.70
61,?,?,?,?,?,?,?,32.70,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,68232.40,832.40,22.21,?,32.40
64,845.88,46676.09,47001.38,2868.06,2233.00,233.00,0.73,32.40,33.00
65,849.88,46762.65,47090.49,2872.90,101931.50,1231.50,32.11,33.00,31.50
66,855.99,46745.26,47060.66,2873.49,431.47,131.47,0.13,31.50,31.47
67,861.67,47074.39,47436.21,2906.74,9530.50,630.50,2.88,31.47,30.50
68,?,?,?,?,?,?,?,30.50,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,2914.24,509131.50,6831.50,155.84,?,31.50
71,866.79,47010.40,47340.43,2911.38,49432.00,9332.00,15.78,31.50,32.00
72,872.90,46888.37,47235.72,2901.67,24030.90,3730.90,7.43,32.00,30.90
73,871.52,47223.68,47606.16,2912.13,8130.80,230.80,2.50,30.90,30.80
74,873.21,47125.93,47522.10,2909.77,326930.80,1730.80,101.47,30.80,30.80
75,?,?,?,?,?,?,?,30.80,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,2900.59,10830.60,5930.60,3.31,?,30.60
78,864.73,46029.35,46473.62,2868.24,1030.46,130.46,0.30,30.60,30.46
79,862.97,46068.24,46511.62,2874.75,93931.00,531.00,29.11,30.46,31.00
80,850.86,45580.47,46017.88,2833.61,10030.00,3430.00,3.02,31.00,30.00
81,845.32,45066.18,45473.08,2800.67,131429.80,729.80,39.50,30.00,29.80
82,?,?,?,?,?,?,?,29.80,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,2780.21,50128.50,428.50,14.35,?,28.50
85,830.80,44724.88,45119.16,2774.13,27827.65,327.65,7.69,28.50,27.65
86,835.51,45247.90,45644.09,2785.46,161626.99,1526.99,42.36,27.65,26.99
87,839.42,45147.57,45528.85,2797.31,3526.99,326.99,0.91,26.99,26.99
88,?,?,?,?,?,?,?,26.99,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,2814.33,527.00,127.00,0.14,?,27.00
93,828.79,44604.61,44940.36,2769.02,1526.00,226.00,0.40,27.00,26.00
94,824.35,44623.89,44980.62,2766.19,426.90,126.90,0.11,26.00,26.90
95,819.73,44597.66,44960.02,2760.91,4626.20,426.20,1.21,26.90,26.20
96,?,?,?,?,?,?,?,26.20,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,2764.28,125.65,125.65,0.03,?,25.65
99,815.74,44725.03,45096.35,2767.26,7025.65,225.65,1.80,25.65,25.65
100,820.16,45091.63,45495.34,2780.21,20126.25,226.25,5.05,25.65,26.25
101,824.04,45688.48,46131.66,2794.43,10025.15,125.15,2.52,26.25,25.15
102,819.29,45525.92,45960.10,2783.53,25725.10,225.10,6.45,25.15,25.10
103,?,?,?,?,?,?,?,25.10,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,2754.91,90025.10,325.10,22.62,?,25.10
106,?,?,?,?,?,?,?,25.10,?
107,796.68,43916.24,44404.81,2705.88,13323.30,223.30,3.21,?,23.30
108,787.39,43364.70,43850.06,2695.55,27123.35,123.35,6.33,23.30,23.35
109,783.37,43447.75,43993.98,2685.57,606424.14,624.14,146.34,23.35,24.14
110,?,?,?,?,?,?,?,24.14,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,2660.28,80124.15,524.15,19.20,?,24.15
113,769.16,43159.57,43707.88,2624.40,5724.99,324.99,1.37,24.15,24.99
114,769.82,43356.73,43908.95,2636.70,024.99,024.99,0.00,24.99,24.99
115,774.88,43482.18,44027.03,2658.57,024.99,024.99,0.00,24.99,24.99
116,777.86,43665.21,44226.06,2669.93,59524.49,524.49,14.30,24.99,24.49
117,?,?,?,?,?,?,?,24.49,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,2685.14,024.49,024.49,0.00,?,24.49
120,784.81,44162.18,44653.34,2704.84,12024.48,124.48,2.94,24.49,24.48
121,?,?,?,?,?,?,?,24.48,?
122,787.45,43991.51,44466.89,2695.22,7724.48,224.48,1.88,?,24.48
123,?,?,?,?,?,?,?,24.48,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,2714.72,13124.00,524.00,3.08,?,24.00
127,793.09,44742.22,45244.29,2733.96,1023.94,223.94,0.24,24.00,23.94
128,798.10,45117.94,45647.76,2752.14,1023.92,223.92,0.24,23.94,23.92
129,800.71,44943.16,45475.08,2760.20,43123.90,223.90,10.19,23.92,23.90
130,800.42,44895.35,45408.06,2769.85,1023.90,123.90,0.24,23.90,23.90
131,?,?,?,?,?,?,?,23.90,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,2790.62,64223.50,5223.50,14.74,?,23.50
134,804.49,45771.11,46336.62,2822.41,13122.50,522.50,2.96,23.50,22.50
135,802.28,46102.42,46676.61,2848.38,022.50,022.50,0.00,22.50,22.50
136,806.45,45992.03,46581.16,2871.70,022.50,022.50,0.00,22.50,22.50
137,810.69,46078.68,46646.58,2885.19,022.50,022.50,0.00,22.50,22.50
138,?,?,?,?,?,?,?,22.50,?
