%310
@RELATION PLYAWAL00058
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
44,817.35,46406.74,46569.81,28365.11,135.11,14.60,5.25,5.11
45,818.81,46211.54,46360.51,37805.45,125.45,20.33,5.11,5.45
46,826.73,46370.13,46523.63,20405.29,85.29,10.64,5.45,5.29
47,?,?,?,?,?,?,5.29,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,1165.29,25.29,0.61,?,5.29
50,832.30,46490.89,46652.19,20925.13,105.13,10.80,5.29,5.13
51,830.62,46051.76,46198.42,18645.10,55.10,9.61,5.13,5.10
52,823.32,45879.90,46050.52,4895.00,55.00,2.46,5.10,5.00
53,826.66,45948.12,46124.82,28064.87,124.87,13.36,5.00,4.87
54,?,?,?,?,?,?,4.87,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,4174.90,44.90,2.02,?,4.90
57,828.81,45868.35,46065.85,25924.88,104.88,13.30,4.90,4.88
58,836.69,46241.92,46459.99,12785.00,45.00,5.99,4.88,5.00
59,844.08,46280.36,46510.83,33535.17,135.17,16.87,5.00,5.17
60,842.02,46341.14,46622.90,18075.14,85.14,9.02,5.17,5.14
61,?,?,?,?,?,?,5.14,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,26365.22,65.22,13.26,?,5.22
64,845.88,46676.09,47001.38,21845.24,105.24,11.20,5.22,5.24
65,849.88,46762.65,47090.49,11205.25,95.25,5.84,5.24,5.25
66,855.99,46745.26,47060.66,37085.20,85.20,19.08,5.25,5.20
67,861.67,47074.39,47436.21,21065.25,135.25,10.95,5.20,5.25
68,?,?,?,?,?,?,5.25,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,145275.70,385.70,82.21,?,5.70
71,866.79,47010.40,47340.43,45655.55,175.55,26.11,5.70,5.55
72,872.90,46888.37,47235.72,75975.82,275.82,44.95,5.55,5.82
73,871.52,47223.68,47606.16,53286.00,216.00,31.96,5.82,6.00
74,873.21,47125.93,47522.10,42885.80,165.80,24.40,6.00,5.80
75,?,?,?,?,?,?,5.80,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,17415.80,75.80,9.87,?,5.80
78,864.73,46029.35,46473.62,54305.79,115.79,30.40,5.80,5.79
79,862.97,46068.24,46511.62,25175.52,125.52,13.94,5.79,5.52
80,850.86,45580.47,46017.88,73625.45,165.45,40.23,5.52,5.45
81,845.32,45066.18,45473.08,701565.97,1965.97,428.43,5.45,5.97
82,?,?,?,?,?,?,5.97,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,733666.83,1986.83,505.79,?,6.83
85,830.80,44724.88,45119.16,167406.74,716.74,112.25,6.83,6.74
86,835.51,45247.90,45644.09,99866.79,376.79,67.53,6.74,6.79
87,839.42,45147.57,45528.85,35026.70,206.70,23.60,6.79,6.70
88,?,?,?,?,?,?,6.70,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,318496.99,696.99,214.13,?,6.99
93,828.79,44604.61,44940.36,408627.02,1767.02,302.02,6.99,7.02
94,824.35,44623.89,44980.62,113867.00,377.00,79.21,7.02,7.00
95,819.73,44597.66,44960.02,27837.05,197.05,19.44,7.00,7.05
96,?,?,?,?,?,?,7.05,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,88377.40,457.40,65.67,?,7.40
99,815.74,44725.03,45096.35,215077.36,847.36,163.40,7.40,7.36
100,820.16,45091.63,45495.34,79677.12,397.12,57.71,7.36,7.12
101,824.04,45688.48,46131.66,152056.80,536.80,103.68,7.12,6.80
102,819.29,45525.92,45960.10,187826.40,536.40,121.93,6.80,6.40
103,?,?,?,?,?,?,6.40,?
104,?,?,?,?,?,?,?,?
105,814.07,44724.14,45167.65,14696.45,166.45,9.22,?,6.45
106,?,?,?,?,?,?,6.45,?
107,796.68,43916.24,44404.81,109476.45,316.45,70.82,?,6.45
108,787.39,43364.70,43850.06,122675.80,395.80,73.29,6.45,5.80
109,783.37,43447.75,43993.98,39785.86,265.86,22.90,5.80,5.86
110,?,?,?,?,?,?,5.86,?
111,?,?,?,?,?,?,?,?
112,776.37,43360.30,43892.82,27305.75,135.75,15.90,?,5.75
113,769.16,43159.57,43707.88,280375.79,195.79,161.73,5.75,5.79
114,769.82,43356.73,43908.95,58625.90,175.90,33.95,5.79,5.90
115,774.88,43482.18,44027.03,36715.89,245.89,21.19,5.90,5.89
116,777.86,43665.21,44226.06,72325.75,175.75,41.66,5.89,5.75
117,?,?,?,?,?,?,5.75,?
118,?,?,?,?,?,?,?,?
119,779.98,43882.16,44420.22,378375.70,375.70,213.93,?,5.70
120,784.81,44162.18,44653.34,11485.64,75.64,6.47,5.70,5.64
121,?,?,?,?,?,?,5.64,?
122,787.45,43991.51,44466.89,428925.75,165.75,242.42,?,5.75
123,?,?,?,?,?,?,5.75,?
124,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?
126,786.57,44541.73,45060.80,16346.10,146.10,9.40,?,6.10
127,793.09,44742.22,45244.29,103746.35,386.35,63.13,6.10,6.35
128,798.10,45117.94,45647.76,19826.32,136.32,12.44,6.35,6.32
129,800.71,44943.16,45475.08,71936.78,356.78,47.21,6.32,6.78
130,800.42,44895.35,45408.06,68826.55,216.55,45.60,6.78,6.55
131,?,?,?,?,?,?,6.55,?
132,?,?,?,?,?,?,?,?
133,802.74,45207.84,45746.01,97756.50,326.50,63.11,?,6.50
134,804.49,45771.11,46336.62,977425.47,1735.47,517.75,6.50,5.47
135,802.28,46102.42,46676.61,399325.50,765.50,230.57,5.47,5.50
136,806.45,45992.03,46581.16,55415.55,265.55,30.42,5.50,5.55
137,810.69,46078.68,46646.58,35985.57,185.57,20.20,5.55,5.57
138,?,?,?,?,?,?,5.57,?
139,?,?,?,?,?,?,?,?
140,815.60,46041.35,46615.31,57445.93,275.93,32.87,?,5.93
141,819.76,45851.80,46439.10,12025.93,25.93,6.86,5.93,5.93
142,818.82,45933.66,46529.96,1195.89,25.89,0.69,5.93,5.89
143,814.69,45687.76,46311.26,8085.88,55.88,4.71,5.89,5.88
144,820.11,46145.44,46783.61,25525.88,125.88,14.58,5.88,5.88
145,?,?,?,?,?,?,5.88,?
146,?,?,?,?,?,?,?,?
147,828.12,47277.10,47957.54,199406.46,456.46,125.90,?,6.46
148,838.40,47579.87,48258.02,134776.39,286.39,84.61,6.46,6.39
149,842.72,47476.64,48138.07,416306.78,726.78,276.67,6.39,6.78
150,?,?,?,?,?,?,6.78,?
151,841.72,47806.34,48503.87,82226.47,196.47,52.80,?,6.47
152,?,?,?,?,?,?,6.47,?
153,?,?,?,?,?,?,?,?
154,839.57,47175.79,47868.36,20036.39,116.39,12.81,?,6.39
155,854.67,47620.68,48323.88,22406.49,136.49,14.35,6.39,6.49
156,859.35,47805.94,48513.29,85026.27,196.27,53.48,6.49,6.27
157,864.95,47573.66,48259.19,38406.21,96.21,24.11,6.27,6.21
158,866.67,48209.65,48918.37,79236.25,216.25,48.97,6.21,6.25
159,?,?,?,?,?,?,6.25,?
160,?,?,?,?,?,?,?,?
161,870.65,48495.01,49207.65,17006.12,86.12,10.50,?,6.12
162,870.60,48324.52,49050.96,59256.05,176.05,36.18,6.12,6.05
163,878.91,48383.93,49098.70,45706.19,196.19,28.02,6.05,6.19
164,877.48,48152.82,48890.47,5006.10,26.10,3.05,6.19,6.10
165,880.65,48273.42,49057.66,25006.16,56.16,15.64,6.10,6.16
166,?,?,?,?,?,?,6.16,?
167,?,?,?,?,?,?,?,?
168,883.59,48131.61,48917.56,65906.04,106.04,39.99,?,6.04
169,886.71,48119.72,48891.04,32665.95,135.95,19.37,6.04,5.95
170,885.25,47743.10,48509.84,21075.99,95.99,12.85,5.95,5.99
171,864.38,45870.00,46587.68,103075.99,185.99,62.01,5.99,5.99
172,855.18,44732.92,45456.77,94656.18,296.18,57.84,5.99,6.18
173,?,?,?,?,?,?,6.18,?
174,?,?,?,?,?,?,?,?
175,857.74,44824.62,45531.46,06.18,06.18,0.00,?,6.18
176,863.23,44966.09,45672.10,13446.14,76.14,8.07,6.18,6.14
177,858.05,44893.99,45601.51,83736.05,256.05,50.66,6.14,6.05
178,847.97,43667.37,44326.49,60656.12,156.12,37.26,6.05,6.12
179,848.08,44747.79,45442.51,56356.09,96.09,34.33,6.12,6.09
180,?,?,?,?,?,?,6.09,?
181,?,?,?,?,?,?,?,?
182,848.80,44769.00,45461.06,18106.37,126.37,11.12,?,6.37
183,853.37,45533.94,46254.71,15296.35,66.35,9.40,6.37,6.35
184,850.45,45184.98,45899.36,5206.34,26.34,3.30,6.35,6.34
185,855.94,45613.75,46344.42,52046.34,166.34,32.46,6.34,6.34
186,851.88,45110.89,45805.34,23996.39,106.39,15.19,6.34,6.39
187,?,?,?,?,?,?,6.39,?
188,?,?,?,?,?,?,?,?
189,849.30,44534.34,45172.40,47086.14,116.14,29.23,?,6.14
190,842.60,44342.23,44969.23,54656.14,96.14,33.57,6.14,6.14
191,844.03,45068.55,45727.71,25386.30,106.30,15.70,6.14,6.30
192,845.84,45712.72,46390.36,44006.23,146.23,26.75,6.30,6.23
193,849.99,46150.78,46839.89,10466.07,96.07,6.34,6.23,6.07
194,?,?,?,?,?,?,6.07,?
195,?,?,?,?,?,?,?,?
196,850.04,46218.05,46922.43,19366.03,86.03,11.73,?,6.03
197,847.84,46155.10,46860.35,22626.01,66.01,13.58,6.03,6.01
198,845.85,46287.08,47003.76,17906.00,46.00,10.76,6.01,6.00
199,845.70,46221.23,46919.83,24026.02,66.02,14.44,6.00,6.02
200,848.06,46399.74,47120.88,34296.10,56.10,20.73,6.02,6.10
201,?,?,?,?,?,?,6.10,?
202,?,?,?,?,?,?,?,?
203,849.27,46361.70,47075.43,306.12,16.12,0.18,?,6.12
204,852.44,46714.43,47454.90,21426.27,176.27,13.34,6.12,6.27
205,858.02,46835.98,47575.74,38346.40,146.40,24.27,6.27,6.40
206,858.31,46713.02,47446.69,114776.70,306.70,74.37,6.40,6.70
207,858.83,46258.91,46981.22,115817.21,377.21,80.38,6.70,7.21
208,?,?,?,?,?,?,7.21,?
209,?,?,?,?,?,?,?,?
210,862.18,46480.62,47214.30,41677.40,267.40,30.93,?,7.40
211,870.15,46663.41,47398.08,21166.85,116.85,14.61,7.40,6.85
212,878.25,46925.65,47676.43,9307.00,107.00,6.51,6.85,7.00
213,881.30,47370.81,48147.76,62356.91,196.91,41.38,7.00,6.91
214,884.10,48325.33,49133.14,26046.70,116.70,17.47,6.91,6.70
215,?,?,?,?,?,?,6.70,?
216,?,?,?,?,?,?,?,?
217,891.59,48458.44,49272.86,10796.80,66.80,7.35,?,6.80
218,891.86,47942.81,48742.34,14636.70,56.70,9.78,6.80,6.70
219,898.91,48306.55,49124.78,29896.56,136.56,19.75,6.70,6.56
220,903.85,48862.88,49700.18,102526.51,176.51,65.54,6.56,6.51
221,909.96,49125.36,49994.77,12756.71,116.71,8.39,6.51,6.71
222,?,?,?,?,?,?,6.71,?
223,?,?,?,?,?,?,?,?
224,918.93,49580.16,50476.37,8476.67,56.67,5.61,?,6.67
225,922.16,49747.66,50646.05,11506.70,76.70,7.59,6.67,6.70
226,928.58,50223.95,51152.95,12606.75,66.75,8.47,6.70,6.75
227,?,?,?,?,?,?,6.75,?
228,928.83,49976.48,50906.11,79107.17,317.17,55.50,?,7.17
229,?,?,?,?,?,?,7.17,?
230,?,?,?,?,?,?,?,?
231,919.57,49772.46,50713.14,15477.00,117.00,10.83,?,7.00
232,914.58,49162.16,50077.30,107.00,17.00,0.07,7.00,7.00
233,920.30,49128.05,50032.45,5907.00,27.00,4.13,7.00,7.00
234,931.73,49846.48,50780.47,18946.88,146.88,12.87,7.00,6.88
235,930.27,49895.10,50836.47,44936.85,76.85,30.81,6.88,6.85
236,?,?,?,?,?,?,6.85,?
237,?,?,?,?,?,?,?,?
238,927.73,49818.48,50756.86,128616.24,546.24,81.47,?,6.24
239,921.40,48833.58,49731.02,74556.45,256.45,49.47,6.24,6.45
240,919.00,48537.65,49421.50,88506.50,56.50,57.57,6.45,6.50
241,924.88,48676.45,49569.11,06.50,06.50,0.00,6.50,6.50
242,925.91,48871.98,49771.98,65306.40,66.40,42.42,6.50,6.40
243,?,?,?,?,?,?,6.40,?
244,?,?,?,?,?,?,?,?
245,929.89,49187.22,50099.55,152906.56,386.56,93.93,?,6.56
246,926.93,48968.87,49861.54,8006.55,46.55,5.24,6.56,6.55
247,918.91,47919.09,48781.63,9606.35,26.35,6.05,6.55,6.35
248,890.19,45830.66,46598.42,91276.05,296.05,55.95,6.35,6.05
249,902.70,46717.04,47514.09,50076.05,126.05,30.21,6.05,6.05
250,?,?,?,?,?,?,6.05,?
251,?,?,?,?,?,?,?,?
252,916.76,47808.90,48651.54,6406.30,66.30,4.00,?,6.30
253,931.39,48961.51,49839.90,39806.30,86.30,24.26,6.30,6.30
254,934.25,49437.02,50312.63,15006.37,36.37,9.53,6.30,6.37
255,943.52,49771.55,50644.38,2196.40,26.40,1.41,6.37,6.40
256,948.06,49348.61,50196.31,06.40,06.40,0.00,6.40,6.40
257,?,?,?,?,?,?,6.40,?
258,?,?,?,?,?,?,?,?
259,956.00,48917.85,49741.35,105416.40,206.40,66.75,?,6.40
260,960.97,49434.46,50258.11,7336.40,36.40,4.69,6.40,6.40
261,957.28,49413.33,50227.43,4416.48,46.48,2.77,6.40,6.48
262,963.32,50300.53,51171.25,72206.59,166.59,47.01,6.48,6.59
263,962.49,50308.19,51202.75,13206.69,86.69,8.83,6.59,6.69
264,?,?,?,?,?,?,6.69,?
265,?,?,?,?,?,?,?,?
266,959.46,49955.87,50869.00,34636.70,166.70,22.88,?,6.70
267,957.44,49979.47,50887.67,51096.59,176.59,34.45,6.70,6.59
268,961.02,50301.69,51221.45,6446.67,66.67,4.27,6.59,6.67
269,969.92,50936.34,51846.54,8486.79,56.79,5.67,6.67,6.79
270,977.10,50819.81,51704.53,14646.78,56.78,9.81,6.79,6.78
271,?,?,?,?,?,?,6.78,?
272,?,?,?,?,?,?,?,?
273,983.39,50301.85,51191.50,31006.70,26.70,20.77,?,6.70
274,984.17,50782.48,51691.24,15016.57,46.57,9.88,6.70,6.57
275,987.01,50803.40,51709.58,5966.57,46.57,3.93,6.57,6.57
276,988.62,50982.03,51911.61,12206.50,76.50,7.95,6.57,6.50
277,992.25,50601.24,51511.63,1606.51,16.51,1.04,6.50,6.51
278,?,?,?,?,?,?,6.51,?
279,?,?,?,?,?,?,?,?
280,995.75,50338.71,51239.47,3686.69,46.69,2.43,?,6.69
281,993.38,50137.88,51021.26,7156.44,76.44,4.74,6.69,6.44
282,996.97,50335.02,51215.99,70036.73,156.73,46.49,6.44,6.73
283,1011.15,51806.83,52744.48,26806.79,76.79,17.68,6.73,6.79
284,1024.81,52230.47,53193.87,71986.99,216.99,49.48,6.79,6.99
285,?,?,?,?,?,?,6.99,?
286,?,?,?,?,?,?,?,?
287,1029.64,52520.91,53498.97,64096.96,66.96,44.41,?,6.96
288,1039.64,52590.73,53588.87,49936.81,186.81,34.47,6.96,6.81
289,1036.86,52861.41,53918.41,3606.82,26.82,2.45,6.81,6.82
290,1049.92,52573.59,53571.90,43526.86,186.86,29.25,6.82,6.86
291,1051.86,52587.24,53572.92,45016.40,236.40,29.30,6.86,6.40
292,?,?,?,?,?,?,6.40,?
293,?,?,?,?,?,?,?,?
294,1066.25,53853.55,54903.39,7226.53,46.53,4.69,?,6.53
295,1078.51,53781.81,54818.06,43956.80,176.80,28.41,6.53,6.80
296,1074.66,53389.74,54433.41,539497.85,1857.85,406.21,6.80,7.85
297,1083.34,53994.46,55063.75,328338.25,1128.25,265.47,7.85,8.25
298,1095.80,53887.13,55023.42,240538.58,838.58,202.79,8.25,8.58
299,?,?,?,?,?,?,8.58,?
300,?,?,?,?,?,?,?,?
301,1105.65,54180.04,55362.19,299818.79,978.79,260.05,?,8.79
302,1114.63,54536.95,55688.45,85828.70,288.70,74.81,8.79,8.70
303,1107.62,54095.32,55240.01,91908.50,378.50,78.04,8.70,8.50
304,1109.36,53607.86,54734.18,54708.15,268.15,45.45,8.50,8.15
305,?,?,?,?,?,?,8.15,?
306,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?
308,1108.16,53989.37,55121.60,29318,120,208.73,?,7.21
309,1101.37,53504.47,54600.05,6073,28,44.90,7.21,7.40
310,1106.35,53924.01,55035.36,1602,10,12.10,7.40,7.30
340,991.5027484429278,45857.110734846676,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,50321.45475349891,?,?,?,?,?,? 
