%310
@RELATION PLBMECH00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,92096.24,166.24,57.48,?,6.24
3,783.15,48222.72,48505.50,2832.46,15106.25,96.25,9.44,6.24,6.25
4,781.69,47888.16,48143.94,2814.73,35046.25,186.25,21.78,6.25,6.25
5,?,?,?,?,?,?,?,6.25,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,25636.29,166.29,15.86,?,6.29
8,780.70,47379.63,47624.67,2790.64,27176.27,236.27,16.79,6.29,6.27
9,784.82,47407.28,47668.58,2784.62,45276.20,216.20,28.16,6.27,6.20
10,788.85,47546.91,47798.66,2800.96,162416.14,256.14,100.70,6.20,6.14
11,795.36,47440.80,47690.97,2815.88,288496.20,636.20,178.44,6.14,6.20
12,?,?,?,?,?,?,?,6.20,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,886256.30,1376.30,553.37,?,6.30
15,794.59,47086.54,47346.41,2817.16,2801556.95,6326.95,1904.60,6.30,6.95
16,796.34,47521.39,47794.60,2825.40,859626.90,3046.90,604.11,6.95,6.90
17,803.56,47661.37,47936.81,2848.09,2465337.00,3737.00,1737.65,6.90,7.00
18,807.72,47813.69,48104.67,2864.72,714106.99,1416.99,503.31,7.00,6.99
19,?,?,?,?,?,?,?,6.99,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,1240687.00,2347.00,893.58,?,7.00
22,808.23,47872.80,48127.89,2892.80,410746.98,1116.98,289.25,7.00,6.98
23,808.40,47733.24,47999.21,2890.57,357206.98,1146.98,252.55,6.98,6.98
24,811.80,47942.04,48203.43,2898.85,3177266.21,6416.21,2097.69,6.98,6.21
25,812.99,47613.95,47851.99,2897.93,698676.25,2316.25,438.47,6.21,6.25
26,?,?,?,?,?,?,?,6.25,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,167786.30,526.30,105.63,?,6.30
29,815.93,47328.40,47565.10,2878.58,465816.20,906.20,287.54,6.30,6.20
30,815.59,46917.19,47113.08,2876.68,291806.08,1096.08,177.65,6.20,6.08
31,817.14,46840.15,47011.43,2880.57,1135375.85,1585.85,672.68,6.08,5.85
32,818.68,46945.58,47121.08,2883.81,113135.94,525.94,66.67,5.85,5.94
33,?,?,?,?,?,?,?,5.94,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,164496.16,436.16,99.92,?,6.16
36,816.68,46674.78,46862.43,2843.49,164816.30,736.30,103.84,6.16,6.30
37,813.75,46149.14,46341.54,2811.05,367846.10,426.10,231.32,6.30,6.10
38,811.13,46329.66,46512.72,2815.91,212736.23,446.23,132.58,6.10,6.23
39,813.77,46741.54,46931.40,2825.70,17116.28,166.28,10.71,6.23,6.28
40,?,?,?,?,?,?,?,6.28,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,78216.40,266.40,49.55,?,6.40
43,817.32,46399.26,46564.61,2821.25,101206.22,296.22,63.33,6.40,6.22
44,817.35,46406.74,46569.81,2825.02,91156.27,226.27,56.76,6.22,6.27
45,818.81,46211.54,46360.51,2825.15,320616.51,596.51,205.91,6.27,6.51
