%310
@RELATION PLSTLEX00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,10531.27,48107.89,48389.84,2835.52,934141.39,561.39,130.24,?,1.39
3,10554.18,48222.72,48505.50,2832.46,12582921.47,3491.47,1825.99,1.39,1.47
4,10519.33,47888.16,48143.94,2814.73,2301411.45,1021.45,332.28,1.47,1.45
5,?,?,?,?,?,?,?,1.45,?
6,?,?,?,?,?,?,?,?,?
7,10488.60,47589.33,47820.24,2793.31,3618931.38,1221.38,506.26,?,1.38
8,10500.71,47379.63,47624.67,2790.64,1723601.42,811.42,241.82,1.38,1.42
9,10503.06,47407.28,47668.58,2784.62,18690061.45,641.45,2707.73,1.42,1.45
10,10496.80,47546.91,47798.66,2800.96,43334951.49,2301.49,6309.84,1.45,1.49
11,10595.04,47440.80,47690.97,2815.88,3036391.46,971.46,450.41,1.49,1.46
12,?,?,?,?,?,?,?,1.46,?
13,?,?,?,?,?,?,?,?,?
14,10637.07,47470.12,47724.95,2820.74,909051.46,631.46,132.84,?,1.46
15,10638.06,47086.54,47346.41,2817.16,4089681.43,661.43,586.29,1.46,1.43
16,10673.05,47521.39,47794.60,2825.40,3134711.40,871.40,439.94,1.43,1.40
17,10767.29,47661.37,47936.81,2848.09,1022251.40,551.40,144.47,1.40,1.40
18,10903.93,47813.69,48104.67,2864.72,1118791.39,521.39,156.35,1.40,1.39
19,?,?,?,?,?,?,?,1.39,?
20,?,?,?,?,?,?,?,?,?
21,11030.02,47936.61,48184.37,2890.14,1305011.41,191.41,183.80,?,1.41
