%310
@RELATION PLPOLND00019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
75,?,?,?,?,?,?,?,?,8.96,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1419.01,47094.18,2900.59,420118.80,1378.80,373.65,?,8.80
78,11135.62,46029.35,1400.23,46473.62,2868.24,342138.84,1148.84,296.61,8.80,8.84
79,11168.63,46068.24,1396.66,46511.62,2874.75,175038.66,818.66,152.39,8.84,8.66
80,11069.03,45580.47,1372.60,46017.88,2833.61,539368.29,2318.29,452.82,8.66,8.29
81,10908.77,45066.18,1354.95,45473.08,2800.67,1537517.94,4847.94,1223.12,8.29,7.94
82,?,?,?,?,?,?,?,?,7.94,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1336.25,44946.32,2780.21,1999647.16,4797.16,1525.89,?,7.16
85,10815.43,44724.88,1334.81,45119.16,2774.13,3967656.35,8426.35,2675.27,7.16,6.35
86,10867.86,45247.90,1332.17,45644.09,2785.46,2408646.50,4656.50,1569.70,6.35,6.50
87,10938.55,45147.57,1335.61,45528.85,2797.31,1535096.65,4246.65,1036.71,6.50,6.65
88,?,?,?,?,?,?,?,?,6.65,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1342.68,45679.51,2814.33,1212706.74,2316.74,825.29,?,6.74
93,10809.87,44604.61,1315.67,44940.36,2769.02,522616.49,1766.49,347.70,6.74,6.49
94,10817.23,44623.89,1312.91,44980.62,2766.19,173796.65,716.65,113.31,6.49,6.65
95,10803.99,44597.66,1319.91,44960.02,2760.91,598736.40,1666.40,384.66,6.65,6.40
96,?,?,?,?,?,?,?,?,6.40,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1329.86,44963.96,2764.28,298406.34,856.34,191.86,?,6.34
99,10820.89,44725.03,1322.63,45096.35,2767.26,1371695.78,3585.78,821.17,6.34,5.78
100,10845.27,45091.63,1341.74,45495.34,2780.21,469215.83,1705.83,273.12,5.78,5.83
101,10908.65,45688.48,1350.66,46131.66,2794.43,2835855.10,5835.10,1512.39,5.83,5.10
102,10807.45,45525.92,1356.50,45960.10,2783.53,4959175.17,8725.17,2559.72,5.10,5.17
103,?,?,?,?,?,?,?,?,5.17,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1314.18,45167.65,2754.91,3849054.54,6464.54,1821.85,?,4.54
106,?,?,?,?,?,?,?,?,4.54,?
107,10431.02,43916.24,1291.19,44404.81,2705.88,663844.60,1754.60,307.40,?,4.60
108,10415.53,43364.70,1280.02,43850.06,2695.55,971284.38,1734.38,435.33,4.60,4.38
109,10373.60,43447.75,1280.06,43993.98,2685.57,5287334.70,5854.70,2418.87,4.38,4.70
110,?,?,?,?,?,?,?,?,4.70,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1292.08,43892.82,2660.28,2601924.60,3494.60,1252.79,?,4.60
113,10282.22,43159.57,1277.53,43707.88,2624.40,863154.85,1654.85,409.32,4.60,4.85
114,10264.95,43356.73,1283.16,43908.95,2636.70,734664.64,1474.64,342.33,4.85,4.64
115,10327.20,43482.18,1295.48,44027.03,2658.57,4988344.64,1604.64,2281.56,4.64,4.64
116,10407.26,43665.21,1299.40,44226.06,2669.93,1185194.60,744.60,545.38,4.64,4.60
117,?,?,?,?,?,?,?,?,4.60,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1311.59,44420.22,2685.14,262144.62,504.62,120.69,?,4.62
120,10511.46,44162.18,1303.66,44653.34,2704.84,352284.72,764.72,165.77,4.62,4.72
121,?,?,?,?,?,?,?,?,4.72,?
122,10554.34,43991.51,1274.69,44466.89,2695.22,925954.85,1344.85,441.55,?,4.85
123,?,?,?,?,?,?,?,?,4.85,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1283.84,45060.80,2714.72,2815765.71,5875.71,1487.82,?,5.71
127,10618.63,44742.22,1301.78,45244.29,2733.96,2944655.69,6235.69,1719.26,5.71,5.69
128,10692.81,45117.94,1318.36,45647.76,2752.14,1354945.95,3245.95,764.19,5.69,5.95
129,10714.80,44943.16,1323.45,45475.08,2760.20,865475.92,2235.92,512.76,5.95,5.92
130,10758.03,44895.35,1326.21,45408.06,2769.85,788855.93,1365.93,461.20,5.92,5.93
131,?,?,?,?,?,?,?,?,5.93,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1330.79,45746.01,2790.62,3353746.25,4396.25,2065.86,?,6.25
134,10819.27,45771.11,1313.36,46336.62,2822.41,525896.18,1596.18,325.22,6.25,6.18
135,10913.18,46102.42,1324.54,46676.61,2848.38,1104776.35,2026.35,687.56,6.18,6.35
136,10976.80,45992.03,1332.96,46581.16,2871.70,1008926.43,2596.43,641.27,6.35,6.43
137,10991.63,46078.68,1345.72,46646.58,2885.19,1220916.25,2916.25,784.64,6.43,6.25
138,?,?,?,?,?,?,?,?,6.25,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1341.55,46615.31,2921.95,883056.07,2576.07,548.40,?,6.07
141,11089.17,45851.80,1351.99,46439.10,2893.12,1011146.00,2396.00,600.79,6.07,6.00
142,11082.19,45933.66,1344.81,46529.96,2912.70,901255.81,1725.81,527.08,6.00,5.81
143,11050.12,45687.76,1350.88,46311.26,2894.53,2405836.06,3706.06,1408.08,5.81,6.06
144,11130.47,46145.44,1393.25,46783.61,2929.62,1284226.44,2786.44,821.65,6.06,6.44
145,?,?,?,?,?,?,?,?,6.44,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1431.34,47957.54,2976.83,2091247.10,4767.10,1440.93,?,7.10
148,11439.53,47579.87,1444.94,48258.02,2997.81,2528127.41,6257.41,1854.37,7.10,7.41
149,11434.08,47476.64,1464.18,48138.07,3000.58,1131277.51,2267.51,841.03,7.41,7.51
150,?,?,?,?,?,?,?,?,7.51,?
151,11518.87,47806.34,1471.74,48503.87,2994.25,583987.34,1517.34,426.53,?,7.34
152,?,?,?,?,?,?,?,?,7.34,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1461.53,47868.36,2970.24,695477.38,2137.38,493.95,?,7.38
155,11527.78,47620.68,1476.35,48323.88,2998.79,1135047.77,2457.77,866.70,7.38,7.77
156,11566.33,47805.94,1489.88,48513.29,3026.87,734377.90,2007.90,577.00,7.77,7.90
157,11598.90,47573.66,1469.75,48259.19,3020.15,3128828.28,5248.28,2617.08,7.90,8.28
158,11721.20,48209.65,1514.93,48918.37,3044.38,1445338.53,2528.53,1215.09,8.28,8.53
159,?,?,?,?,?,?,?,?,8.53,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1524.65,49207.65,3065.91,1738488.90,3828.90,1522.92,?,8.90
162,11906.69,48324.52,1551.97,49050.96,3074.89,2507098.92,2308.92,2231.43,8.90,8.92
163,12044.12,48383.93,1598.45,49098.70,3098.83,1101739.37,2799.37,1011.71,8.92,9.37
164,11997.09,48152.82,1595.96,48890.47,3089.32,1134089.25,3409.25,1045.44,9.37,9.25
165,11980.74,48273.42,1585.79,49057.66,3092.65,955318.88,2498.88,863.41,9.25,8.88
166,?,?,?,?,?,?,?,?,8.88,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1583.00,48917.56,3100.24,1529028.87,4138.87,1328.46,?,8.87
169,12001.25,48119.72,1588.25,48891.04,3120.39,696538.86,1718.86,623.86,8.87,8.86
170,11995.61,47743.10,1571.15,48509.84,3122.21,1147458.88,1478.88,1021.29,8.86,8.88
171,11755.38,45870.00,1544.23,46587.68,3038.18,1517468.75,4208.75,1312.95,8.88,8.75
172,11698.05,44732.92,1507.70,45456.77,3001.68,1291628.53,2658.53,1106.59,8.75,8.53
173,?,?,?,?,?,?,?,?,8.53,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1501.45,45531.46,2990.89,1190548.45,2698.45,1013.66,?,8.45
176,11846.22,44966.09,1503.06,45672.10,2999.31,1716187.99,4657.99,1368.09,8.45,7.99
177,11772.39,44893.99,1492.93,45601.51,2972.55,628447.79,1807.79,486.67,7.99,7.79
178,11665.86,43667.37,1472.46,44326.49,2915.58,258997.87,1297.87,203.77,7.79,7.87
179,11716.43,44747.79,1476.14,45442.51,2948.80,203917.98,947.98,162.05,7.87,7.98
180,?,?,?,?,?,?,?,?,7.98,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1492.65,45461.06,2963.91,861678.87,2318.87,733.09,?,8.87
183,11805.57,45533.94,1495.04,46254.71,2981.48,255768.89,1098.89,227.36,8.87,8.89
184,11736.24,45184.98,1487.37,45899.36,2971.57,128818.80,598.80,112.09,8.89,8.80
185,11820.50,45613.75,1499.27,46344.42,2988.19,130388.66,588.66,114.13,8.80,8.66
186,11822.63,45110.89,1482.20,45805.34,2977.06,431468.30,1238.30,360.32,8.66,8.30
187,?,?,?,?,?,?,?,?,8.30,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1474.90,45172.40,2948.16,42418.23,238.23,35.11,?,8.23
190,11610.73,44342.23,1456.02,44969.23,2924.69,660177.60,2307.60,508.69,8.23,7.60
191,11643.94,45068.55,1468.88,45727.71,2962.09,489027.62,1357.62,376.55,7.60,7.62
192,11739.32,45712.72,1484.29,46390.36,2992.86,224757.65,687.65,172.61,7.62,7.65
193,11784.60,46150.78,1481.99,46839.89,3017.66,172097.45,737.45,129.52,7.65,7.45
194,?,?,?,?,?,?,?,?,7.45,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1489.11,46922.43,3022.70,554187.20,2247.20,398.75,?,7.20
197,11753.20,46155.10,1489.88,46860.35,3017.11,855656.83,2166.83,594.51,7.20,6.83
198,11768.81,46287.08,1499.74,47003.76,3021.27,431036.71,1356.71,285.57,6.83,6.71
199,11813.42,46221.23,1491.54,46919.83,3023.16,802257.14,1987.14,560.45,6.71,7.14
200,11837.95,46399.74,1495.90,47120.88,3019.85,873147.14,2337.14,635.87,7.14,7.14
201,?,?,?,?,?,?,?,?,7.14,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1484.19,47075.43,3021.70,105537.07,457.07,74.40,?,7.07
204,11905.16,46714.43,1494.62,47454.90,3029.97,336156.80,1056.80,232.12,7.07,6.80
205,11975.99,46835.98,1489.09,47575.74,3050.63,147667.05,707.05,101.39,6.80,7.05
206,11939.68,46713.02,1474.03,47446.69,3036.16,104537.13,577.13,75.19,7.05,7.13
207,11930.54,46258.91,1469.58,46981.22,3015.00,52947.21,387.21,37.52,7.13,7.21
208,?,?,?,?,?,?,?,?,7.21,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1481.47,47214.30,3032.94,4230175.86,9415.86,2594.18,?,5.86
211,11914.45,46663.41,1464.82,47398.08,3038.42,3555445.65,8085.65,1953.24,5.86,5.65
212,11934.08,46925.65,1472.71,47676.43,3046.08,1016765.48,2725.48,566.34,5.65,5.48
213,12025.60,47370.81,1481.84,48147.76,3060.17,757775.72,1885.72,429.08,5.48,5.72
214,12096.51,48325.33,1499.33,49133.14,3110.79,964295.80,2105.80,557.22,5.72,5.80
215,?,?,?,?,?,?,?,?,5.80,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1492.08,49272.86,3127.41,312815.70,975.70,179.10,?,5.70
218,12213.07,47942.81,1487.96,48742.34,3127.38,527395.55,1495.55,292.32,5.70,5.55
219,12294.72,48306.55,1495.92,49124.78,3168.23,364355.57,965.57,202.72,5.55,5.57
220,12425.78,48862.88,1508.03,49700.18,3190.86,1463606.07,3436.07,873.45,5.57,6.07
221,12524.35,49125.36,1513.10,49994.77,3206.86,985086.39,2386.39,621.92,6.07,6.39
222,?,?,?,?,?,?,?,?,6.39,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1510.53,50476.37,3225.79,901706.75,2106.75,589.61,?,6.75
225,12783.95,49747.66,1507.50,50646.05,3233.22,647586.85,1916.85,443.93,6.75,6.85
226,12961.14,50223.95,1512.82,51152.95,3271.49,780756.88,1486.88,531.71,6.85,6.88
227,?,?,?,?,?,?,?,?,6.88,?
228,12933.31,49976.48,1502.62,50906.11,3253.28,100996.68,436.68,68.08,?,6.68
229,?,?,?,?,?,?,?,?,6.68,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1499.73,50713.14,3237.31,387626.55,1136.55,250.03,?,6.55
232,12831.52,49162.16,1472.26,50077.30,3210.57,262716.59,736.59,170.64,6.55,6.59
233,12826.21,49128.05,1477.77,50032.45,3221.87,445806.67,1266.67,292.28,6.59,6.67
234,12985.38,49846.48,1471.70,50780.47,3260.69,191236.55,516.55,126.58,6.67,6.55
235,13050.37,49895.10,1463.61,50836.47,3260.35,429596.45,1146.45,276.52,6.55,6.45
236,?,?,?,?,?,?,?,?,6.45,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1468.33,50756.86,3255.45,284156.53,806.53,186.29,?,6.53
239,12781.02,48833.58,1447.65,49731.02,3197.48,359056.22,1226.22,225.49,6.53,6.22
240,12706.26,48537.65,1440.74,49421.50,3183.87,306326.10,836.10,185.80,6.22,6.10
241,12801.41,48676.45,1465.81,49569.11,3204.20,94986.20,306.20,58.32,6.10,6.20
242,12801.04,48871.98,1440.79,49771.98,3196.27,89346.12,226.12,54.93,6.20,6.12
243,?,?,?,?,?,?,?,?,6.12,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1458.21,50099.55,3230.20,539525.93,1715.93,315.75,?,5.93
246,12843.19,48968.87,1451.26,49861.54,3226.75,453945.78,1195.78,262.62,5.93,5.78
247,12637.81,47919.09,1426.01,48781.63,3174.71,163825.70,575.70,93.84,5.78,5.70
248,12178.22,45830.66,1364.15,46598.42,3061.25,526595.45,1585.45,288.93,5.70,5.45
249,12457.22,46717.04,1375.61,47514.09,3142.61,359265.50,905.50,197.34,5.45,5.50
250,?,?,?,?,?,?,?,?,5.50,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1385.20,48651.54,3199.68,252075.58,505.58,141.70,?,5.58
253,12962.91,48961.51,1408.19,49839.90,3256.85,577605.98,1435.98,336.74,5.58,5.98
254,12983.95,49437.02,1422.23,50312.63,3285.29,452025.98,1015.98,270.92,5.98,5.98
255,13011.41,49771.55,1436.34,50644.38,3303.55,166815.95,405.95,98.93,5.98,5.95
256,12998.59,49348.61,1425.63,50196.31,3285.49,155105.90,425.90,92.38,5.95,5.90
257,?,?,?,?,?,?,?,?,5.90,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1415.04,49741.35,3260.05,402935.96,995.96,235.66,?,5.96
260,13085.22,49434.46,1419.82,50258.11,3286.61,432526.07,1076.07,260.14,5.96,6.07
261,13049.76,49413.33,1427.60,50227.43,3277.41,785056.60,2176.60,506.14,6.07,6.60
262,13124.47,50300.53,1430.45,51171.25,3316.59,625286.95,1956.95,430.77,6.60,6.95
263,13140.38,50308.19,1424.93,51202.75,3316.08,138176.75,596.75,93.66,6.95,6.75
264,?,?,?,?,?,?,?,?,6.75,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1413.29,50869.00,3291.57,306456.55,776.55,203.22,?,6.55
267,13131.43,49979.47,1407.11,50887.67,3275.67,193906.30,816.30,124.04,6.55,6.30
268,13114.91,50301.69,1417.72,51221.45,3299.72,598336.82,1616.82,385.90,6.30,6.82
269,13233.88,50936.34,1433.07,51846.54,3336.44,229286.67,856.67,155.23,6.82,6.67
270,13346.97,50819.81,1443.45,51704.53,3352.18,211536.59,616.59,140.23,6.67,6.59
271,?,?,?,?,?,?,?,?,6.59,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1435.33,51191.50,3349.29,633246.52,726.52,409.61,?,6.52
274,13338.19,50782.48,1430.56,51691.24,3351.68,401196.60,686.60,265.14,6.52,6.60
275,13386.01,50803.40,1447.48,51709.58,3364.40,638756.60,786.60,420.45,6.60,6.60
276,13476.11,50982.03,1455.40,51911.61,3383.62,1707957.20,3687.20,1186.75,6.60,7.20
277,13513.64,50601.24,1444.69,51511.63,3381.52,1403797.48,3237.48,1063.60,7.20,7.48
278,?,?,?,?,?,?,?,?,7.48,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1445.73,51239.47,3383.60,1041187.68,2397.68,792.56,?,7.68
281,13399.64,50137.88,1430.85,51021.26,3368.14,1191297.23,2637.23,867.74,7.68,7.23
282,13361.98,50335.02,1441.04,51215.99,3379.96,1064797.60,4017.60,777.91,7.23,7.60
283,13589.27,51806.83,1467.04,52744.48,3454.41,1154827.80,1837.80,897.02,7.60,7.80
284,13638.56,52230.47,1480.78,53193.87,3477.04,416647.67,1157.67,324.49,7.80,7.67
285,?,?,?,?,?,?,?,?,7.67,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1494.80,53498.97,3508.85,287527.76,747.76,222.62,?,7.76
288,13824.94,52590.73,1502.66,53588.87,3544.07,1157047.95,2387.95,928.50,7.76,7.95
289,13886.79,52861.41,1515.16,53918.41,3548.14,394698.31,1418.31,322.26,7.95,8.31
290,14155.74,52573.59,1562.31,53571.90,3572.96,462768.23,1328.23,379.24,8.31,8.23
291,14253.72,52587.24,1560.66,53572.92,3535.97,917288.45,2478.45,756.11,8.23,8.45
292,?,?,?,?,?,?,?,?,8.45,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1567.16,54903.39,3606.06,572188.67,1508.67,496.19,?,8.67
295,14512.68,53781.81,1553.89,54818.06,3615.60,294538.41,1198.41,250.35,8.67,8.41
296,14327.32,53389.74,1546.62,54433.41,3596.10,418738.04,1708.04,341.84,8.41,8.04
297,14572.10,53994.46,1547.05,55063.75,3637.76,1140748.65,2978.65,955.57,8.04,8.65
298,14753.57,53887.13,1563.80,55023.42,3651.19,1116728.91,2448.91,986.97,8.65,8.91
299,?,?,?,?,?,?,?,?,8.91,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1561.20,55362.19,3660.45,1151899.05,2019.05,1028.39,?,9.05
302,14994.44,54536.95,1571.77,55688.45,3688.57,774879.09,1929.09,704.73,9.05,9.09
303,14942.82,54095.32,1565.67,55240.01,3660.80,706928.90,1588.90,630.98,9.09,8.90
304,14928.63,53607.86,1550.39,54734.18,3628.73,276668.83,858.83,245.41,8.90,8.83
305,?,?,?,?,?,?,?,?,8.83,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1576.65,55121.60,3668.56,43247,164,382.49,?,8.90
309,14877.29,53504.47,1569.20,54600.05,3645.18,64778,188,570.54,8.90,8.63
310,14860.69,53924.01,1574.21,55035.36,3650.27,70616,251,596.41,8.63,8.44
340,13476.564027366672,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
