%310
@RELATION PLWELTN00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
64,10997.33,1023.77,46676.09,47001.38,2868.06,140994.11,334.11,57.36,4.11,4.11
65,11042.47,1022.74,46762.65,47090.49,2872.90,141694.14,344.14,57.79,4.11,4.14
66,11042.08,1022.01,46745.26,47060.66,2873.49,511514.27,814.27,216.82,4.14,4.27
67,11119.06,1029.77,47074.39,47436.21,2906.74,242464.19,424.19,102.55,4.27,4.19
68,?,?,?,?,?,?,?,?,4.19,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,1029.96,46933.03,47269.75,2914.24,202884.22,394.22,84.40,?,4.22
71,11150.86,1027.64,47010.40,47340.43,2911.38,826024.07,814.07,338.76,4.22,4.07
72,11194.08,1026.57,46888.37,47235.72,2901.67,462054.12,534.12,186.21,4.07,4.12
73,11231.22,1033.40,47223.68,47606.16,2912.13,123184.09,224.09,50.20,4.12,4.09
74,11228.39,1030.99,47125.93,47522.10,2909.77,323724.08,264.08,131.14,4.09,4.08
75,?,?,?,?,?,?,?,?,4.08,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,1019.65,46668.41,47094.18,2900.59,158284.05,264.05,64.12,?,4.05
78,11135.62,1004.18,46029.35,46473.62,2868.24,392413.99,543.99,155.67,4.05,3.99
79,11168.63,1001.19,46068.24,46511.62,2874.75,230913.94,463.94,90.19,3.99,3.94
80,11069.03,992.85,45580.47,46017.88,2833.61,192423.96,273.96,75.84,3.94,3.96
81,10908.77,982.63,45066.18,45473.08,2800.67,111583.90,373.90,43.24,3.96,3.90
82,?,?,?,?,?,?,?,?,3.90,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,971.44,44585.10,44946.32,2780.21,149003.85,143.85,57.89,?,3.85
85,10815.43,974.15,44724.88,45119.16,2774.13,177713.64,453.64,66.19,3.85,3.64
86,10867.86,981.90,45247.90,45644.09,2785.46,106343.70,303.70,39.37,3.64,3.70
87,10938.55,986.42,45147.57,45528.85,2797.31,337323.66,623.66,122.83,3.70,3.66
88,?,?,?,?,?,?,?,?,3.66,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,988.58,45304.74,45679.51,2814.33,429263.61,363.61,155.70,?,3.61
93,10809.87,974.84,44604.61,44940.36,2769.02,127963.61,203.61,46.21,3.61,3.61
94,10817.23,976.20,44623.89,44980.62,2766.19,207833.58,513.58,73.99,3.61,3.58
95,10803.99,975.85,44597.66,44960.02,2760.91,102263.60,233.60,37.05,3.58,3.60
96,?,?,?,?,?,?,?,?,3.60,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,975.73,44590.97,44963.96,2764.28,105953.66,213.66,38.40,?,3.66
99,10820.89,975.68,44725.03,45096.35,2767.26,109423.64,213.64,39.96,3.66,3.64
100,10845.27,979.74,45091.63,45495.34,2780.21,257093.70,433.70,94.67,3.64,3.70
101,10908.65,994.45,45688.48,46131.66,2794.43,235373.92,743.92,91.26,3.70,3.92
102,10807.45,991.42,45525.92,45960.10,2783.53,269644.00,684.00,107.61,3.92,4.00
103,?,?,?,?,?,?,?,?,4.00,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,976.98,44724.14,45167.65,2754.91,177113.88,323.88,70.36,?,3.88
106,?,?,?,?,?,?,?,?,3.88,?
107,10431.02,961.16,43916.24,44404.81,2705.88,285293.83,323.83,109.42,?,3.83
108,10415.53,947.88,43364.70,43850.06,2695.55,233723.80,393.80,88.03,3.83,3.80
109,10373.60,953.25,43447.75,43993.98,2685.57,83993.90,133.90,32.06,3.80,3.90
110,?,?,?,?,?,?,?,?,3.90,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,957.00,43360.30,43892.82,2660.28,56223.70,153.70,21.03,?,3.70
113,10282.22,956.98,43159.57,43707.88,2624.40,194743.74,423.74,71.51,3.70,3.74
114,10264.95,956.07,43356.73,43908.95,2636.70,44083.73,133.73,16.14,3.74,3.73
115,10327.20,957.91,43482.18,44027.03,2658.57,381733.60,523.60,137.49,3.73,3.60
116,10407.26,957.94,43665.21,44226.06,2669.93,108193.78,233.78,40.04,3.60,3.78
117,?,?,?,?,?,?,?,?,3.78,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,960.13,43882.16,44420.22,2685.14,25113.72,83.72,9.35,?,3.72
120,10511.46,967.66,44162.18,44653.34,2704.84,52493.78,163.78,19.71,3.72,3.78
121,?,?,?,?,?,?,?,?,3.78,?
122,10554.34,969.80,43991.51,44466.89,2695.22,35003.85,133.85,13.32,?,3.85
123,?,?,?,?,?,?,?,?,3.85,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,985.04,44541.73,45060.80,2714.72,133883.99,253.99,52.49,?,3.99
127,10618.63,983.62,44742.22,45244.29,2733.96,142443.98,243.98,56.64,3.99,3.98
128,10692.81,989.70,45117.94,45647.76,2752.14,148863.85,233.85,58.31,3.98,3.85
129,10714.80,982.95,44943.16,45475.08,2760.20,81583.80,263.80,30.70,3.85,3.80
130,10758.03,983.43,44895.35,45408.06,2769.85,168593.82,263.82,63.57,3.80,3.82
131,?,?,?,?,?,?,?,?,3.82,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,990.06,45207.84,45746.01,2790.62,431313.95,553.95,168.91,?,3.95
134,10819.27,1004.51,45771.11,46336.62,2822.41,120123.98,203.98,47.64,3.95,3.98
135,10913.18,1009.60,46102.42,46676.61,2848.38,394253.89,713.89,158.77,3.98,3.89
136,10976.80,1005.91,45992.03,46581.16,2871.70,373883.80,913.80,140.30,3.89,3.80
137,10991.63,1003.88,46078.68,46646.58,2885.19,121153.72,243.72,45.66,3.80,3.72
138,?,?,?,?,?,?,?,?,3.72,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,999.39,46041.35,46615.31,2921.95,114233.80,263.80,42.52,?,3.80
141,11089.17,996.01,45851.80,46439.10,2893.12,22453.70,53.70,8.50,3.80,3.70
142,11082.19,995.72,45933.66,46529.96,2912.70,349563.65,403.65,128.09,3.70,3.65
143,11050.12,990.26,45687.76,46311.26,2894.53,289663.72,413.72,108.08,3.65,3.72
144,11130.47,999.44,46145.44,46783.61,2929.62,978053.70,1013.70,360.15,3.72,3.70
145,?,?,?,?,?,?,?,?,3.70,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,1021.35,47277.10,47957.54,2976.83,856903.82,653.82,325.99,?,3.82
148,11439.53,1028.33,47579.87,48258.02,2997.81,269633.94,723.94,105.98,3.82,3.94
149,11434.08,1032.73,47476.64,48138.07,3000.58,215884.05,484.05,86.17,3.94,4.05
150,?,?,?,?,?,?,?,?,4.05,?
151,11518.87,1043.83,47806.34,48503.87,2994.25,508104.10,594.10,208.35,?,4.10
152,?,?,?,?,?,?,?,?,4.10,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,1025.46,47175.79,47868.36,2970.24,240924.05,314.05,98.79,?,4.05
155,11527.78,1028.91,47620.68,48323.88,2998.79,212444.17,564.17,88.23,4.05,4.17
156,11566.33,1031.84,47805.94,48513.29,3026.87,273834.22,704.22,115.82,4.17,4.22
157,11598.90,1025.43,47573.66,48259.19,3020.15,242034.25,484.25,103.20,4.22,4.25
158,11721.20,1036.26,48209.65,48918.37,3044.38,78194.28,214.28,33.17,4.25,4.28
159,?,?,?,?,?,?,?,?,4.28,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,1043.13,48495.01,49207.65,3065.91,332974.23,364.23,141.07,?,4.23
162,11906.69,1038.53,48324.52,49050.96,3074.89,918154.33,614.33,391.33,4.23,4.33
163,12044.12,1039.02,48383.93,49098.70,3098.83,4128854.59,1344.59,1857.65,4.33,4.59
164,11997.09,1039.63,48152.82,48890.47,3089.32,157614.54,334.54,71.10,4.59,4.54
165,11980.74,1041.54,48273.42,49057.66,3092.65,841424.51,324.51,379.41,4.54,4.51
166,?,?,?,?,?,?,?,?,4.51,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,1038.28,48131.61,48917.56,3100.24,6951624.51,294.51,3127.91,?,4.51
169,12001.25,1038.59,48119.72,48891.04,3120.39,4246014.55,614.55,1909.84,4.51,4.55
170,11995.61,1034.52,47743.10,48509.84,3122.21,590194.61,1244.61,277.83,4.55,4.61
171,11755.38,998.13,45870.00,46587.68,3038.18,640544.53,924.53,284.59,4.61,4.53
172,11698.05,976.71,44732.92,45456.77,3001.68,811044.36,1004.36,346.93,4.53,4.36
173,?,?,?,?,?,?,?,?,4.36,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,975.16,44824.62,45531.46,2990.89,262974.37,254.37,114.75,?,4.37
176,11846.22,979.40,44966.09,45672.10,2999.31,194504.49,374.49,86.82,4.37,4.49
177,11772.39,972.28,44893.99,45601.51,2972.55,213404.43,394.43,93.96,4.49,4.43
178,11665.86,940.51,43667.37,44326.49,2915.58,239114.50,304.50,105.73,4.43,4.50
179,11716.43,962.64,44747.79,45442.51,2948.80,302824.51,344.51,136.72,4.50,4.51
180,?,?,?,?,?,?,?,?,4.51,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,960.62,44769.00,45461.06,2963.91,46884.55,144.55,21.06,?,4.55
183,11805.57,976.14,45533.94,46254.71,2981.48,264364.61,414.61,121.28,4.55,4.61
184,11736.24,975.88,45184.98,45899.36,2971.57,228454.68,314.68,105.57,4.61,4.68
185,11820.50,982.38,45613.75,46344.42,2988.19,166194.60,294.60,77.84,4.68,4.60
186,11822.63,971.06,45110.89,45805.34,2977.06,79384.69,94.69,36.40,4.60,4.69
187,?,?,?,?,?,?,?,?,4.69,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,960.34,44534.34,45172.40,2948.16,98054.48,144.48,44.41,?,4.48
190,11610.73,955.08,44342.23,44969.23,2924.69,240694.35,424.35,103.39,4.48,4.35
191,11643.94,971.81,45068.55,45727.71,2962.09,62994.35,144.35,27.33,4.35,4.35
192,11739.32,986.53,45712.72,46390.36,2992.86,58484.43,84.43,25.76,4.35,4.43
193,11784.60,996.18,46150.78,46839.89,3017.66,58954.53,104.53,25.86,4.43,4.53
194,?,?,?,?,?,?,?,?,4.53,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,997.90,46218.05,46922.43,3022.70,78264.40,254.40,34.57,?,4.40
197,11753.20,997.68,46155.10,46860.35,3017.11,34144.45,94.45,15.02,4.40,4.45
198,11768.81,1002.01,46287.08,47003.76,3021.27,132814.47,224.47,59.67,4.45,4.47
199,11813.42,999.65,46221.23,46919.83,3023.16,100284.57,264.57,45.51,4.47,4.57
200,11837.95,1004.40,46399.74,47120.88,3019.85,153044.57,264.57,69.46,4.57,4.57
201,?,?,?,?,?,?,?,?,4.57,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,1008.29,46361.70,47075.43,3021.70,41344.62,124.62,19.10,?,4.62
204,11905.16,1013.36,46714.43,47454.90,3029.97,79904.58,204.58,35.99,4.62,4.58
205,11975.99,1013.85,46835.98,47575.74,3050.63,1207504.90,714.90,570.25,4.58,4.90
206,11939.68,1009.47,46713.02,47446.69,3036.16,592015.03,665.03,290.37,4.90,5.03
207,11930.54,999.82,46258.91,46981.22,3015.00,301304.99,304.99,150.79,5.03,4.99
208,?,?,?,?,?,?,?,?,4.99,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,1005.01,46480.62,47214.30,3032.94,920815.18,545.18,471.39,?,5.18
211,11914.45,1006.09,46663.41,47398.08,3038.42,844855.25,995.25,443.02,5.18,5.25
212,11934.08,1008.66,46925.65,47676.43,3046.08,1132415.30,655.30,590.55,5.25,5.30
213,12025.60,1020.15,47370.81,48147.76,3060.17,461885.44,395.44,246.28,5.30,5.44
214,12096.51,1042.34,48325.33,49133.14,3110.79,168245.40,435.40,89.83,5.44,5.40
215,?,?,?,?,?,?,?,?,5.40,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,1046.18,48458.44,49272.86,3127.41,673805.10,1465.10,346.80,?,5.10
218,12213.07,1029.49,47942.81,48742.34,3127.38,163285.04,375.04,83.13,5.10,5.04
219,12294.72,1032.76,48306.55,49124.78,3168.23,450585.04,765.04,225.88,5.04,5.04
220,12425.78,1043.81,48862.88,49700.18,3190.86,469995.15,685.15,240.54,5.04,5.15
221,12524.35,1049.50,49125.36,49994.77,3206.86,229495.18,465.18,119.13,5.15,5.18
222,?,?,?,?,?,?,?,?,5.18,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,1065.87,49580.16,50476.37,3225.79,313915.10,555.10,161.30,?,5.10
225,12783.95,1067.80,49747.66,50646.05,3233.22,438745.15,335.15,224.87,5.10,5.15
226,12961.14,1077.48,50223.95,51152.95,3271.49,491535.05,605.05,248.27,5.15,5.05
227,?,?,?,?,?,?,?,?,5.05,?
228,12933.31,1070.04,49976.48,50906.11,3253.28,77814.97,214.97,38.86,?,4.97
229,?,?,?,?,?,?,?,?,4.97,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,1068.34,49772.46,50713.14,3237.31,292834.78,574.78,142.14,?,4.78
232,12831.52,1058.51,49162.16,50077.30,3210.57,448294.70,614.70,210.22,4.78,4.70
233,12826.21,1059.12,49128.05,50032.45,3221.87,710574.74,654.74,332.36,4.70,4.74
234,12985.38,1076.61,49846.48,50780.47,3260.69,318114.85,694.85,153.76,4.74,4.85
235,13050.37,1075.72,49895.10,50836.47,3260.35,210485.00,485.00,103.45,4.85,5.00
236,?,?,?,?,?,?,?,?,5.00,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,1073.76,49818.48,50756.86,3255.45,271855.00,375.00,134.58,?,5.00
239,12781.02,1056.82,48833.58,49731.02,3197.48,403684.89,514.89,196.93,5.00,4.89
240,12706.26,1057.65,48537.65,49421.50,3183.87,240534.84,304.84,115.67,4.89,4.84
241,12801.41,1059.09,48676.45,49569.11,3204.20,268035.10,355.10,133.90,4.84,5.10
242,12801.04,1066.99,48871.98,49771.98,3196.27,433385.25,555.25,223.70,5.10,5.25
243,?,?,?,?,?,?,?,?,5.25,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,1072.50,49187.22,50099.55,3230.20,813455.41,835.41,436.03,?,5.41
246,12843.19,1068.28,48968.87,49861.54,3226.75,686175.18,975.18,357.58,5.41,5.18
247,12637.81,1050.12,47919.09,48781.63,3174.71,87565.20,365.20,45.21,5.18,5.20
248,12178.22,1001.99,45830.66,46598.42,3061.25,405764.87,814.87,201.51,5.20,4.87
249,12457.22,1022.64,46717.04,47514.09,3142.61,237055.04,455.04,116.14,4.87,5.04
250,?,?,?,?,?,?,?,?,5.04,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,1046.43,47808.90,48651.54,3199.68,208515.01,395.01,104.96,?,5.01
253,12962.91,1073.73,48961.51,49839.90,3256.85,85645.08,255.08,43.68,5.01,5.08
254,12983.95,1082.59,49437.02,50312.63,3285.29,85155.00,375.00,42.87,5.08,5.00
255,13011.41,1091.91,49771.55,50644.38,3303.55,124555.08,285.08,62.72,5.00,5.08
256,12998.59,1085.54,49348.61,50196.31,3285.49,52145.05,105.05,26.34,5.08,5.05
257,?,?,?,?,?,?,?,?,5.05,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,1075.00,48917.85,49741.35,3260.05,369405.24,265.24,189.15,?,5.24
260,13085.22,1083.52,49434.46,50258.11,3286.61,745055.35,1045.35,394.99,5.24,5.35
261,13049.76,1082.59,49413.33,50227.43,3277.41,566785.33,535.33,304.02,5.35,5.33
262,13124.47,1101.90,50300.53,51171.25,3316.59,801575.60,1145.60,442.70,5.33,5.60
263,13140.38,1102.87,50308.19,51202.75,3316.08,81755.50,315.50,45.76,5.60,5.50
264,?,?,?,?,?,?,?,?,5.50,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,1092.34,49955.87,50869.00,3291.57,117005.47,255.47,63.70,?,5.47
267,13131.43,1090.75,49979.47,50887.67,3275.67,89175.49,155.49,49.02,5.47,5.49
268,13114.91,1100.93,50301.69,51221.45,3299.72,138555.48,215.48,75.52,5.49,5.48
269,13233.88,1114.22,50936.34,51846.54,3336.44,221605.60,325.60,123.72,5.48,5.60
270,13346.97,1114.37,50819.81,51704.53,3352.18,683005.94,815.94,397.67,5.60,5.94
271,?,?,?,?,?,?,?,?,5.94,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,1101.87,50301.85,51191.50,3349.29,865696.15,1036.15,516.65,?,6.15
274,13338.19,1107.49,50782.48,51691.24,3351.68,125776.04,506.04,76.32,6.15,6.04
275,13386.01,1106.60,50803.40,51709.58,3364.40,299756.20,976.20,183.71,6.04,6.20
276,13476.11,1106.08,50982.03,51911.61,3383.62,490776.08,1216.08,300.26,6.20,6.08
277,13513.64,1100.03,50601.24,51511.63,3381.52,173826.04,376.04,104.17,6.08,6.04
278,?,?,?,?,?,?,?,?,6.04,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,1099.18,50338.71,51239.47,3383.60,111645.92,295.92,66.27,?,5.92
281,13399.64,1094.43,50137.88,51021.26,3368.14,111625.78,425.78,65.00,5.92,5.78
282,13361.98,1099.62,50335.02,51215.99,3379.96,144065.96,375.96,84.88,5.78,5.96
283,13589.27,1133.79,51806.83,52744.48,3454.41,560736.15,636.15,344.14,5.96,6.15
284,13638.56,1145.75,52230.47,53193.87,3477.04,765876.15,676.15,468.42,6.15,6.15
285,?,?,?,?,?,?,?,?,6.15,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,1149.36,52520.91,53498.97,3508.85,41386.09,76.09,25.41,?,6.09
288,13824.94,1155.55,52590.73,53588.87,3544.07,333926.05,456.05,203.48,6.09,6.05
289,13886.79,1157.21,52861.41,53918.41,3548.14,303526.18,336.18,186.53,6.05,6.18
290,14155.74,1145.47,52573.59,53571.90,3572.96,883536.00,466.00,542.59,6.18,6.00
291,14253.72,1149.25,52587.24,53572.92,3535.97,6569866.12,346.12,3961.71,6.00,6.12
292,?,?,?,?,?,?,?,?,6.12,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,1183.23,53853.55,54903.39,3606.06,1367326.50,1476.50,876.40,?,6.50
295,14512.68,1179.93,53781.81,54818.06,3615.60,1351366.89,1226.89,903.77,6.50,6.89
296,14327.32,1168.29,53389.74,54433.41,3596.10,4925276.76,626.76,3351.74,6.89,6.76
297,14572.10,1183.43,53994.46,55063.75,3637.76,95646.86,336.86,65.29,6.76,6.86
298,14753.57,1179.30,53887.13,55023.42,3651.19,645067.30,907.30,459.47,6.86,7.30
299,?,?,?,?,?,?,?,?,7.30,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,1192.58,54180.04,55362.19,3660.45,582527.20,1017.20,423.51,?,7.20
302,14994.44,1198.39,54536.95,55688.45,3688.57,521647.22,597.22,380.71,7.20,7.22
303,14942.82,1190.55,54095.32,55240.01,3660.80,338017.11,887.11,240.41,7.22,7.11
304,14928.63,1179.94,53607.86,54734.18,3628.73,660306.77,2086.77,448.15,7.11,6.77
305,?,?,?,?,?,?,?,?,6.77,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,1187.46,53989.37,55121.60,3668.56,58750,110,398.59,?,6.74
309,14877.29,1170.73,53504.47,54600.05,3645.18,27632,80,188.16,6.74,6.77
310,14860.69,1181.53,53924.01,55035.36,3650.27,49941,114,344.04,6.77,6.85
340,13476.564027366672,940.5391915423164,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,941.0590531479316,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,941.578914753547,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,943.1384995703929,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,946.2576692040852,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
