%310
@RELATION PLNFI0600010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,967810.22,230.22,21.29,?,0.22
3,783.15,48222.72,48505.50,500160.22,270.22,11.09,0.22,0.22
4,781.69,47888.16,48143.94,746440.23,240.23,17.06,0.22,0.23
5,?,?,?,?,?,?,0.23,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2183220.23,170.23,50.22,?,0.23
8,780.70,47379.63,47624.67,501550.23,150.23,11.54,0.23,0.23
9,784.82,47407.28,47668.58,3446190.22,270.22,75.95,0.23,0.22
10,788.85,47546.91,47798.66,5477480.22,290.22,120.50,0.22,0.22
11,795.36,47440.80,47690.97,543690.23,210.23,12.44,0.22,0.23
12,?,?,?,?,?,?,0.23,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,673720.23,170.23,15.49,?,0.23
15,794.59,47086.54,47346.41,2776420.23,260.23,61.18,0.23,0.23
16,796.34,47521.39,47794.60,1161960.23,210.23,26.67,0.23,0.23
17,803.56,47661.37,47936.81,9541760.25,840.25,236.38,0.23,0.25
18,807.72,47813.69,48104.67,4617160.25,590.25,114.94,0.25,0.25
19,?,?,?,?,?,?,0.25,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,205120.24,110.24,4.97,?,0.24
22,808.23,47872.80,48127.89,292260.25,250.25,7.02,0.24,0.25
23,808.40,47733.24,47999.21,308820.24,190.24,7.41,0.25,0.24
24,811.80,47942.04,48203.43,2913060.24,220.24,70.47,0.24,0.24
25,812.99,47613.95,47851.99,196880.25,150.25,4.75,0.24,0.25
26,?,?,?,?,?,?,0.25,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,177420.25,170.25,4.32,?,0.25
29,815.93,47328.40,47565.10,1414050.24,160.24,33.94,0.25,0.24
30,815.59,46917.19,47113.08,153090.25,140.25,3.78,0.24,0.25
31,817.14,46840.15,47011.43,4820.24,170.24,0.12,0.25,0.24
32,818.68,46945.58,47121.08,145490.25,150.25,3.50,0.24,0.25
33,?,?,?,?,?,?,0.25,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2084100.25,420.25,51.71,?,0.25
36,816.68,46674.78,46862.43,37170.25,130.25,0.89,0.25,0.25
37,813.75,46149.14,46341.54,21990.24,200.24,0.54,0.25,0.24
38,811.13,46329.66,46512.72,372630.25,170.25,8.95,0.24,0.25
39,813.77,46741.54,46931.40,406080.25,200.25,10.09,0.25,0.25
40,?,?,?,?,?,?,0.25,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,720.24,120.24,0.02,?,0.24
43,817.32,46399.26,46564.61,72390.25,180.25,1.75,0.24,0.25
44,817.35,46406.74,46569.81,214700.25,170.25,5.35,0.25,0.25
45,818.81,46211.54,46360.51,43516040.23,240.23,1000.92,0.25,0.23
46,826.73,46370.13,46523.63,2790370.24,240.24,64.19,0.23,0.24
47,?,?,?,?,?,?,0.24,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,1619060.23,240.23,36.78,?,0.23
50,832.30,46490.89,46652.19,3049660.23,540.23,68.81,0.23,0.23
51,830.62,46051.76,46198.42,37497370.20,1620.20,765.30,0.23,0.20
52,823.32,45879.90,46050.52,4552760.21,340.21,91.06,0.20,0.21
53,826.66,45948.12,46124.82,3445310.20,560.20,68.73,0.21,0.20
54,?,?,?,?,?,?,0.20,?
55,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,326710.20,280.20,6.61,?,0.20
57,828.81,45868.35,46065.85,748260.20,300.20,15.10,0.20,0.20
58,836.69,46241.92,46459.99,141320.20,200.20,2.73,0.20,0.20
59,844.08,46280.36,46510.83,2070080.20,320.20,41.28,0.20,0.20
60,842.02,46341.14,46622.90,219450.20,90.20,4.39,0.20,0.20
61,?,?,?,?,?,?,0.20,?
62,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,13129440.18,1220.18,240.34,?,0.18
64,845.88,46676.09,47001.38,3672690.18,560.18,66.15,0.18,0.18
65,849.88,46762.65,47090.49,185750.19,220.19,3.35,0.18,0.19
66,855.99,46745.26,47060.66,180370.19,180.19,3.38,0.19,0.19
67,861.67,47074.39,47436.21,5386150.20,850.20,106.78,0.19,0.20
68,?,?,?,?,?,?,0.20,?
69,?,?,?,?,?,?,?,?
70,863.89,46933.03,47269.75,758120.20,550.20,15.16,?,0.20
71,866.79,47010.40,47340.43,1853210.21,310.21,37.10,0.20,0.21
72,872.90,46888.37,47235.72,724270.21,190.21,14.52,0.21,0.21
73,871.52,47223.68,47606.16,413560.20,150.20,8.28,0.21,0.20
74,873.21,47125.93,47522.10,2482790.21,560.21,49.74,0.20,0.21
75,?,?,?,?,?,?,0.21,?
76,?,?,?,?,?,?,?,?
77,868.37,46668.41,47094.18,622130.21,170.21,12.52,?,0.21
78,864.73,46029.35,46473.62,378820.21,270.21,7.59,0.21,0.21
79,862.97,46068.24,46511.62,128300.21,350.21,2.56,0.21,0.21
80,850.86,45580.47,46017.88,1672680.21,930.21,33.43,0.21,0.21
81,845.32,45066.18,45473.08,754830.19,730.19,14.44,0.21,0.19
82,?,?,?,?,?,?,0.19,?
83,?,?,?,?,?,?,?,?
84,839.36,44585.10,44946.32,525560.20,950.20,10.49,?,0.20
85,830.80,44724.88,45119.16,326760.19,720.19,6.30,0.20,0.19
86,835.51,45247.90,45644.09,262180.20,850.20,5.12,0.19,0.20
87,839.42,45147.57,45528.85,1991320.19,730.19,37.93,0.20,0.19
88,?,?,?,?,?,?,0.19,?
89,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?
92,840.31,45304.74,45679.51,335340.19,650.19,6.62,?,0.19
93,828.79,44604.61,44940.36,943590.19,410.19,17.35,0.19,0.19
94,824.35,44623.89,44980.62,57300.18,340.18,1.09,0.19,0.18
95,819.73,44597.66,44960.02,1486760.18,520.18,26.84,0.18,0.18
96,?,?,?,?,?,?,0.18,?
97,?,?,?,?,?,?,?,?
98,818.75,44590.97,44963.96,662130.19,420.19,12.57,?,0.19
99,815.74,44725.03,45096.35,537010.18,320.18,9.80,0.19,0.18
