%310
@RELATION PLROPCE00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,83117.05,1417.05,13.95,?,17.05
3,783.15,48222.72,48505.50,2832.46,96516.98,1416.98,16.21,17.05,16.98
4,781.69,47888.16,48143.94,2814.73,93616.87,1416.87,15.54,16.98,16.87
5,?,?,?,?,?,?,?,16.87,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,207416.80,1516.80,34.11,?,16.80
8,780.70,47379.63,47624.67,2790.64,22216.80,516.80,3.69,16.80,16.80
9,784.82,47407.28,47668.58,2784.62,96016.60,1316.60,15.86,16.80,16.60
10,788.85,47546.91,47798.66,2800.96,121916.38,1216.38,20.01,16.60,16.38
11,795.36,47440.80,47690.97,2815.88,69416.62,1116.62,11.43,16.38,16.62
12,?,?,?,?,?,?,?,16.62,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,62116.82,616.82,10.36,?,16.82
15,794.59,47086.54,47346.41,2817.16,147717.23,1717.23,24.91,16.82,17.23
16,796.34,47521.39,47794.60,2825.40,30217.27,717.27,5.19,17.23,17.27
17,803.56,47661.37,47936.81,2848.09,50817.45,917.45,8.81,17.27,17.45
18,807.72,47813.69,48104.67,2864.72,118517.29,1717.29,20.56,17.45,17.29
19,?,?,?,?,?,?,?,17.29,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,154117.25,1217.25,26.43,?,17.25
22,808.23,47872.80,48127.89,2892.80,352117.00,1617.00,59.82,17.25,17.00
23,808.40,47733.24,47999.21,2890.57,23317.10,717.10,3.93,17.00,17.10
24,811.80,47942.04,48203.43,2898.85,500616.79,3816.79,82.44,17.10,16.79
25,812.99,47613.95,47851.99,2897.93,384316.00,3116.00,62.16,16.79,16.00
26,?,?,?,?,?,?,?,16.00,?
27,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,2886.17,91016.22,916.22,14.60,?,16.22
29,815.93,47328.40,47565.10,2878.58,302815.83,2715.83,47.27,16.22,15.83
30,815.59,46917.19,47113.08,2876.68,66215.84,1715.84,10.42,15.83,15.84
31,817.14,46840.15,47011.43,2880.57,71015.99,1015.99,11.19,15.84,15.99
32,818.68,46945.58,47121.08,2883.81,188715.80,2815.80,29.65,15.99,15.80
33,?,?,?,?,?,?,?,15.80,?
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,2856.17,400215.60,2115.60,62.77,?,15.60
36,816.68,46674.78,46862.43,2843.49,405015.48,1715.48,61.98,15.60,15.48
37,813.75,46149.14,46341.54,2811.05,110215.40,1615.40,16.89,15.48,15.40
38,811.13,46329.66,46512.72,2815.91,405115.18,3615.18,60.28,15.40,15.18
39,813.77,46741.54,46931.40,2825.70,220615.18,2415.18,33.30,15.18,15.18
40,?,?,?,?,?,?,?,15.18,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2826.84,179015.30,1015.30,27.32,?,15.30
43,817.32,46399.26,46564.61,2821.25,214014.80,2014.80,31.80,15.30,14.80
44,817.35,46406.74,46569.81,2825.02,955514.20,8714.20,135.42,14.80,14.20
45,818.81,46211.54,46360.51,2825.15,642213.94,4213.94,89.61,14.20,13.94
46,826.73,46370.13,46523.63,2838.22,512814.56,4314.56,72.45,13.94,14.56
47,?,?,?,?,?,?,?,14.56,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,2848.48,592414.99,4614.99,86.80,?,14.99
50,832.30,46490.89,46652.19,2843.90,1012716.30,8616.30,156.71,14.99,16.30
51,830.62,46051.76,46198.42,2831.71,473416.79,4916.79,78.72,16.30,16.79
52,823.32,45879.90,46050.52,2801.83,262816.14,3116.14,41.72,16.79,16.14
53,826.66,45948.12,46124.82,2817.57,40515.60,715.60,6.38,16.14,15.60
54,?,?,?,?,?,?,?,15.60,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,46487.05,2840.57,97416.29,1316.29,15.48,?,16.29
57,828.81,45868.35,46065.85,2831.16,71516.04,616.04,11.42,16.29,16.04
58,836.69,46241.92,46459.99,2855.69,162215.84,1515.84,25.58,16.04,15.84
59,844.08,46280.36,46510.83,2865.27,347216.27,2116.27,55.73,15.84,16.27
60,842.02,46341.14,46622.90,2859.05,842816.99,4316.99,139.46,16.27,16.99
61,?,?,?,?,?,?,?,16.99,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,46454.13,2860.68,103816.94,1516.94,17.31,?,16.94
64,845.88,46676.09,47001.38,2868.06,428116.90,3416.90,72.07,16.94,16.90
65,849.88,46762.65,47090.49,2872.90,89616.83,1316.83,14.97,16.90,16.83
