%310
@RELATION PLHELIO00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,6435.35,65.35,3.44,?,5.35
3,783.15,48222.72,48505.50,2315.35,25.35,1.24,5.35,5.35
4,781.69,47888.16,48143.94,1535.37,25.37,0.82,5.35,5.37
5,?,?,?,?,?,?,5.37,?
6,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,25.37,15.37,0.01,?,5.37
8,780.70,47379.63,47624.67,19885.37,95.37,10.68,5.37,5.37
9,784.82,47407.28,47668.58,2545.26,25.26,1.34,5.37,5.26
10,788.85,47546.91,47798.66,11845.26,55.26,6.22,5.26,5.26
11,795.36,47440.80,47690.97,485.35,35.35,0.25,5.26,5.35
12,?,?,?,?,?,?,5.35,?
13,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,8575.35,65.35,4.57,?,5.35
15,794.59,47086.54,47346.41,34355.36,105.36,18.37,5.35,5.36
16,796.34,47521.39,47794.60,20285.46,65.46,10.91,5.36,5.46
17,803.56,47661.37,47936.81,7425.59,85.59,4.07,5.46,5.59
18,807.72,47813.69,48104.67,21805.59,95.59,12.09,5.59,5.59
19,?,?,?,?,?,?,5.59,?
20,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,17705.58,45.58,9.89,?,5.58
22,808.23,47872.80,48127.89,10975.60,65.60,6.14,5.58,5.60
23,808.40,47733.24,47999.21,2345.62,35.62,1.31,5.60,5.62
24,811.80,47942.04,48203.43,9995.66,75.66,5.54,5.62,5.66
25,812.99,47613.95,47851.99,1665.66,25.66,0.94,5.66,5.66
26,?,?,?,?,?,?,5.66,?
27,?,?,?,?,?,?,?,?
28,813.38,47324.06,47553.14,265.69,15.69,0.15,?,5.69
29,815.93,47328.40,47565.10,05.69,05.69,0.00,5.69,5.69
30,815.59,46917.19,47113.08,4835.64,45.64,2.70,5.69,5.64
31,817.14,46840.15,47011.43,12365.58,75.58,6.79,5.64,5.58
32,818.68,46945.58,47121.08,505.67,15.67,0.28,5.58,5.67
33,?,?,?,?,?,?,5.67,?
34,?,?,?,?,?,?,?,?
35,818.05,46556.55,46735.25,465.67,35.67,0.26,?,5.67
36,816.68,46674.78,46862.43,65.60,25.60,0.03,5.67,5.60
37,813.75,46149.14,46341.54,1205.62,45.62,0.67,5.60,5.62
38,811.13,46329.66,46512.72,1345.62,35.62,0.75,5.62,5.62
39,813.77,46741.54,46931.40,35.67,15.67,0.02,5.62,5.67
40,?,?,?,?,?,?,5.67,?
41,?,?,?,?,?,?,?,?
42,817.03,46786.74,46988.04,2745.65,35.65,1.55,?,5.65
43,817.32,46399.26,46564.61,355.64,25.64,0.19,5.65,5.64
44,817.35,46406.74,46569.81,55.65,15.65,0.03,5.64,5.65
45,818.81,46211.54,46360.51,7805.50,35.50,4.28,5.65,5.50
46,826.73,46370.13,46523.63,2055.59,35.59,1.12,5.50,5.59
47,?,?,?,?,?,?,5.59,?
48,?,?,?,?,?,?,?,?
49,830.85,46508.27,46665.39,5805.58,35.58,3.23,?,5.58
50,832.30,46490.89,46652.19,4405.58,45.58,2.39,5.58,5.58
51,830.62,46051.76,46198.42,2195.54,35.54,1.19,5.58,5.54
52,823.32,45879.90,46050.52,4125.50,35.50,2.23,5.54,5.50
53,826.66,45948.12,46124.82,345.50,15.50,0.19,5.50,5.50
