%310
@RELATION PLINTRL00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
1,?,?,?,?,?,?,?,?,?
2,782.35,48107.89,48389.84,2835.52,25014.45,114.45,11.01,?,4.45
3,783.15,48222.72,48505.50,2832.46,18854.43,134.43,8.34,4.45,4.43
4,781.69,47888.16,48143.94,2814.73,14694.35,184.35,6.46,4.43,4.35
5,?,?,?,?,?,?,?,4.35,?
6,?,?,?,?,?,?,?,?,?
7,781.76,47589.33,47820.24,2793.31,1504.35,154.35,0.65,?,4.35
8,780.70,47379.63,47624.67,2790.64,51304.35,274.35,22.29,4.35,4.35
9,784.82,47407.28,47668.58,2784.62,33104.40,114.40,14.24,4.35,4.40
10,788.85,47546.91,47798.66,2800.96,04.40,04.40,0.00,4.40,4.40
11,795.36,47440.80,47690.97,2815.88,1086574.68,254.68,484.47,4.40,4.68
12,?,?,?,?,?,?,?,4.68,?
13,?,?,?,?,?,?,?,?,?
14,797.42,47470.12,47724.95,2820.74,15934.67,124.67,7.45,?,4.67
15,794.59,47086.54,47346.41,2817.16,5734.70,104.70,2.69,4.67,4.70
16,796.34,47521.39,47794.60,2825.40,15004.75,224.75,7.10,4.70,4.75
17,803.56,47661.37,47936.81,2848.09,34114.80,274.80,16.30,4.75,4.80
18,807.72,47813.69,48104.67,2864.72,23114.85,164.85,11.21,4.80,4.85
19,?,?,?,?,?,?,?,4.85,?
20,?,?,?,?,?,?,?,?,?
21,809.27,47936.61,48184.37,2890.14,17654.80,104.80,8.50,?,4.80
22,808.23,47872.80,48127.89,2892.80,11624.75,44.75,5.52,4.80,4.75
23,808.40,47733.24,47999.21,2890.57,15974.80,154.80,7.60,4.75,4.80
