2010-01-01;N/A;N/A
2010-01-02;N/A;N/A
2010-01-03;N/A;N/A
2010-01-04;40775.24;1280100.67
2010-01-05;41052.00;1856113.32
2010-01-06;41241.97;1187503.86
2010-01-07;40817.54;1495830.92
2010-01-08;40921.93;1546363.62
2010-01-09;N/A;N/A
2010-01-10;N/A;N/A
2010-01-11;41342.62;1323125.13
2010-01-12;40961.16;1648470.37
2010-01-13;41140.46;1076819.75
2010-01-14;41088.61;1274541.70
2010-01-15;40990.49;1422758.24
2010-01-16;N/A;N/A
2010-01-17;N/A;N/A
2010-01-18;41256.40;904243.83
2010-01-19;41545.36;1550153.94
2010-01-20;41617.21;1723557.60
2010-01-21;41347.04;1495012.00
2010-01-22;40467.20;2145911.04
2010-01-23;N/A;N/A
2010-01-24;N/A;N/A
2010-01-25;40510.33;1510765.59
2010-01-26;40054.59;1521741.87
2010-01-27;39961.05;1361456.07
2010-01-28;39917.92;1390168.32
2010-01-29;40058.26;1319370.54
2010-01-30;N/A;N/A
2010-01-31;N/A;N/A
2010-02-01;39736.94;763682.53
2010-02-02;39904.02;1298950.70
2010-02-03;40118.73;1449358.06
2010-02-04;38779.33;1672646.66
2010-02-05;37502.90;2094912.73
2010-02-06;N/A;N/A
2010-02-07;N/A;N/A
2010-02-08;37337.28;1460485.95
2010-02-09;37616.01;1408249.25
2010-02-10;37786.61;1339569.21
2010-02-11;37322.52;1303089.31
2010-02-12;37933.01;1367483.10
2010-02-13;N/A;N/A
2010-02-14;N/A;N/A
2010-02-15;38538.92;1092518.11
2010-02-16;38363.21;1169996.74
2010-02-17;38890.71;1205808.05
2010-02-18;38586.52;1316732.02
2010-02-19;38650.00;888876.88
2010-02-20;N/A;N/A
2010-02-21;N/A;N/A
2010-02-22;38862.94;753367.30
2010-02-23;38533.89;1098289.77
2010-02-24;38447.15;698850.68
2010-02-25;37949.49;1752969.11
2010-02-26;38708.61;1402483.10
2010-02-27;N/A;N/A
2010-02-28;N/A;N/A
